step,Mff,Mr,Mb,Mrho,d_fc
17000,3.686423934981e+04,1.843196483923e+04,1.843196675666e+04,3.686423926896e+04,3.077539245714e-01
17200,3.686421909590e+04,1.843196441058e+04,1.843196650319e+04,3.686421906859e+04,2.881821301016e-01
17400,3.686420622531e+04,1.843196408686e+04,1.843196619870e+04,3.686420650285e+04,2.759397527734e-01
17600,3.686420533128e+04,1.843196378875e+04,1.843196594307e+04,3.686420518929e+04,2.755994504696e-01
17800,3.686423230512e+04,1.843196352378e+04,1.843196550802e+04,3.686423304921e+04,3.032733194705e-01
18000,3.686424758861e+04,1.843196316229e+04,1.843196523303e+04,3.686424711424e+04,3.191932904265e-01
18200,3.686425085719e+04,1.843196295161e+04,1.843196498249e+04,3.686425121039e+04,3.229230991528e-01
18400,3.686424238830e+04,1.843196272345e+04,1.843196450955e+04,3.686424272978e+04,3.151552965610e-01
18600,3.686423935835e+04,1.843196251415e+04,1.843196431897e+04,3.686423981690e+04,3.125252281061e-01
18800,3.686424567061e+04,1.843196233525e+04,1.843196417709e+04,3.686424585074e+04,3.191582707113e-01
19000,3.686425851244e+04,1.843196206037e+04,1.843196390465e+04,3.686425797361e+04,3.325474164121e-01
19200,3.686426612274e+04,1.843196176585e+04,1.843196369211e+04,3.686426584345e+04,3.406647869888e-01
19400,3.686425273103e+04,1.843196138479e+04,1.843196323842e+04,3.686425246441e+04,3.281078273685e-01
19600,3.686422479445e+04,1.843196123417e+04,1.843196304565e+04,3.686422597301e+04,3.005146247488e-01
19800,3.686422321234e+04,1.843196079282e+04,1.843196271938e+04,3.686422269052e+04,2.997001437107e-01
20000,3.686422950993e+04,1.843196048507e+04,1.843196234230e+04,3.686423000485e+04,3.066825522401e-01
20200,3.686422828467e+04,1.843196026657e+04,1.843196212759e+04,3.686422856116e+04,3.058905033940e-01
20400,3.686422243436e+04,1.843195980478e+04,1.843196172296e+04,3.686422224414e+04,3.009066174127e-01
20600,3.686421046417e+04,1.843195944480e+04,1.843196124574e+04,3.686421061397e+04,2.897736276173e-01
20800,3.686421528760e+04,1.843195896948e+04,1.843196087836e+04,3.686421519893e+04,2.954397582507e-01
21000,3.686421571720e+04,1.843195856422e+04,1.843196040082e+04,3.686421606851e+04,2.967521657010e-01
21200,3.686421656737e+04,1.843195801844e+04,1.843195991364e+04,3.686421670359e+04,2.986352914340e-01
21400,3.686422643374e+04,1.843195766543e+04,1.843195950286e+04,3.686422696608e+04,3.092654500797e-01
21600,3.686422698378e+04,1.843195748688e+04,1.843195918152e+04,3.686422683394e+04,3.103153831362e-01
21800,3.686423123465e+04,1.843195734286e+04,1.843195907240e+04,3.686423209471e+04,3.148193945599e-01
22000,3.686423717550e+04,1.843195717377e+04,1.843195886506e+04,3.686423660737e+04,3.211366736650e-01
22200,3.686423383580e+04,1.843195678242e+04,1.843195851496e+04,3.686423459345e+04,3.185384175704e-01
22400,3.686422991663e+04,1.843195638728e+04,1.843195840697e+04,3.686422972715e+04,3.151223835193e-01
22600,3.686423395418e+04,1.843195604368e+04,1.843195802399e+04,3.686423386860e+04,3.198865087543e-01
22800,3.686423584218e+04,1.843195565863e+04,1.843195762591e+04,3.686423571897e+04,3.225576397090e-01
23000,3.686423223805e+04,1.843195552656e+04,1.843195740543e+04,3.686423247123e+04,3.193060604062e-01
23200,3.686421855871e+04,1.843195524544e+04,1.843195712839e+04,3.686421893084e+04,3.061848792058e-01
23400,3.686418866367e+04,1.843195495196e+04,1.843195674244e+04,3.686418838984e+04,2.769692747679e-01
23600,3.686419174737e+04,1.843195472324e+04,1.843195649062e+04,3.686419225872e+04,2.805335140183e-01
23800,3.686419702251e+04,1.843195448091e+04,1.843195638143e+04,3.686419693202e+04,2.861601764489e-01
24000,3.686420894618e+04,1.843195424784e+04,1.843195619069e+04,3.686420830673e+04,2.985076493314e-01
24200,3.686422191351e+04,1.843195385653e+04,1.843195579243e+04,3.686422166342e+04,3.122645444600e-01
24400,3.686421953239e+04,1.843195350659e+04,1.843195544416e+04,3.686421991378e+04,3.105816396310e-01
24600,3.686422911386e+04,1.843195319855e+04,1.843195500279e+04,3.686422923940e+04,3.209125210378e-01
24800,3.686423631282e+04,1.843195292007e+04,1.843195472909e+04,3.686423636824e+04,3.286636538796e-01
25000,3.686424888976e+04,1.843195262841e+04,1.843195453694e+04,3.686424939948e+04,3.417244190532e-01
25200,3.686425593640e+04,1.843195233795e+04,1.843195424711e+04,3.686425599158e+04,3.493513399117e-01
25400,3.686425503395e+04,1.843195235026e+04,1.843195428543e+04,3.686425589019e+04,3.483982591097e-01
25600,3.686426078569e+04,1.843195219368e+04,1.843195411495e+04,3.686426074886e+04,3.544770601147e-01
25800,3.686426501744e+04,1.843195212847e+04,1.843195406545e+04,3.686426509607e+04,3.588235222342e-01
26000,3.686425653403e+04,1.843195219873e+04,1.843195419134e+04,3.686425686681e+04,3.501439617685e-01
26200,3.686424738628e+04,1.843195194278e+04,1.843195395917e+04,3.686424762607e+04,3.414843330502e-01
26400,3.686423883721e+04,1.843195183982e+04,1.843195371716e+04,3.686423903269e+04,3.332802372897e-01
26600,3.686424188254e+04,1.843195167517e+04,1.843195352992e+04,3.686424157661e+04,3.366774471106e-01
26800,3.686424182372e+04,1.843195140640e+04,1.843195322790e+04,3.686424174649e+04,3.371894229786e-01
27000,3.686423749566e+04,1.843195114212e+04,1.843195305498e+04,3.686423796535e+04,3.332985633315e-01
27200,3.686423273837e+04,1.843195120483e+04,1.843195289027e+04,3.686423270661e+04,3.286432725290e-01
27400,3.686423432099e+04,1.843195095669e+04,1.843195266415e+04,3.686423457950e+04,3.307001496578e-01
27600,3.686423606448e+04,1.843195088779e+04,1.843195251413e+04,3.686423593879e+04,3.326625536465e-01
27800,3.686423132345e+04,1.843195055473e+04,1.843195219113e+04,3.686423114705e+04,3.285775821023e-01
28000,3.686421676890e+04,1.843195026441e+04,1.843195188185e+04,3.686421717715e+04,3.146226366916e-01
28200,3.686421083489e+04,1.843194998895e+04,1.843195159990e+04,3.686421057910e+04,3.092460460139e-01
28400,3.686421560357e+04,1.843194980290e+04,1.843195142056e+04,3.686421510720e+04,3.143801023471e-01
28600,3.686421917914e+04,1.843194958486e+04,1.843195122222e+04,3.686421914124e+04,3.183720576708e-01
28800,3.686419363065e+04,1.843194926592e+04,1.843195102284e+04,3.686419359142e+04,2.933418849534e-01
29000,3.686419151721e+04,1.843194905260e+04,1.843195088866e+04,3.686419121534e+04,2.915759499629e-01
29200,3.686419753723e+04,1.843194882379e+04,1.843195069033e+04,3.686419759834e+04,2.980231122638e-01
29400,3.686419794077e+04,1.843194865614e+04,1.843195048772e+04,3.686419780165e+04,2.987969095593e-01
29600,3.686421027767e+04,1.843194828551e+04,1.843195028376e+04,3.686421050709e+04,3.117083958532e-01
29800,3.686421178233e+04,1.843194794113e+04,1.843195002347e+04,3.686421177703e+04,3.138177301298e-01
30000,3.686421139582e+04,1.843194768906e+04,1.843194973149e+04,3.686421156198e+04,3.139752645911e-01
30200,3.686420547040e+04,1.843194744004e+04,1.843194946151e+04,3.686420553029e+04,3.085688538340e-01
30400,3.686420712128e+04,1.843194725781e+04,1.843194929809e+04,3.686420743728e+04,3.105653788989e-01
30600,3.686420032078e+04,1.843194717607e+04,1.843194909918e+04,3.686420076966e+04,3.040455402079e-01
30800,3.686418981700e+04,1.843194723479e+04,1.843194908809e+04,3.686418939978e+04,2.934941249332e-01
31000,3.686419745393e+04,1.843194721756e+04,1.843194899995e+04,3.686419773656e+04,3.012364163915e-01
31200,3.686420556258e+04,1.843194700677e+04,1.843194875783e+04,3.686420556480e+04,3.097979754784e-01
31400,3.686420327911e+04,1.843194678174e+04,1.843194851322e+04,3.686420349050e+04,3.079841464969e-01
31600,3.686419148327e+04,1.843194657397e+04,1.843194829655e+04,3.686419159704e+04,2.966127516011e-01
31800,3.686419959358e+04,1.843194636426e+04,1.843194818394e+04,3.686419954813e+04,3.050453747492e-01
32000,3.686421416253e+04,1.843194615460e+04,1.843194803232e+04,3.686421429390e+04,3.199756023059e-01
32200,3.686422234665e+04,1.843194592120e+04,1.843194788942e+04,3.686422331768e+04,3.285360245354e-01
32400,3.686422644367e+04,1.843194568036e+04,1.843194770701e+04,3.686422606689e+04,3.330562893898e-01
32600,3.686422855714e+04,1.843194529651e+04,1.843194763527e+04,3.686422889262e+04,3.356253589955e-01
32800,3.686423206380e+04,1.843194503961e+04,1.843194749534e+04,3.686423188257e+04,3.395288504944e-01
33000,3.686423529722e+04,1.843194470567e+04,1.843194736106e+04,3.686423506838e+04,3.432305001515e-01
33200,3.686423362716e+04,1.843194443199e+04,1.843194712124e+04,3.686423378384e+04,3.420739246721e-01
33400,3.686423115399e+04,1.843194425611e+04,1.843194680359e+04,3.686423135740e+04,3.400942819571e-01
33600,3.686421772403e+04,1.843194397022e+04,1.843194649308e+04,3.686421725595e+04,3.272607290637e-01
33800,3.686422927638e+04,1.843194368674e+04,1.843194628565e+04,3.686422942358e+04,3.393039963084e-01
34000,3.686424738189e+04,1.843194330027e+04,1.843194603057e+04,3.686424751085e+04,3.580510425054e-01
34200,3.686423329441e+04,1.843194309427e+04,1.843194588084e+04,3.686423335510e+04,3.443193010244e-01
34400,3.686421829411e+04,1.843194287092e+04,1.843194574277e+04,3.686421801239e+04,3.296804141173e-01
34600,3.686422664439e+04,1.843194262865e+04,1.843194549312e+04,3.686422687292e+04,3.385226305763e-01
34800,3.686423245495e+04,1.843194236378e+04,1.843194525306e+04,3.686423236924e+04,3.448381134876e-01
35000,3.686423695464e+04,1.843194218651e+04,1.843194497145e+04,3.686423700988e+04,3.497966837895e-01
35200,3.686424076823e+04,1.843194205289e+04,1.843194476724e+04,3.686424066967e+04,3.539481065236e-01
35400,3.686423807517e+04,1.843194186032e+04,1.843194439220e+04,3.686423799592e+04,3.518226423803e-01
35600,3.686423651914e+04,1.843194167200e+04,1.843194408727e+04,3.686423637652e+04,3.507598741999e-01
35800,3.686423509751e+04,1.843194144590e+04,1.843194387122e+04,3.686423510128e+04,3.497803928585e-01
36000,3.686422926995e+04,1.843194127603e+04,1.843194357669e+04,3.686422914010e+04,3.444172240670e-01
36200,3.686423172306e+04,1.843194101713e+04,1.843194334470e+04,3.686423148537e+04,3.473612234920e-01
36400,3.686423126253e+04,1.843194085463e+04,1.843194317776e+04,3.686423138398e+04,3.472301383372e-01
36600,3.686423073983e+04,1.843194063754e+04,1.843194294218e+04,3.686423098731e+04,3.471601062665e-01
36800,3.686422680673e+04,1.843194034026e+04,1.843194269832e+04,3.686422683620e+04,3.437681562282e-01
37000,3.686423347280e+04,1.843194008461e+04,1.843194242788e+04,3.686423362547e+04,3.509603048842e-01
37200,3.686422936230e+04,1.843193994061e+04,1.843194215419e+04,3.686422908068e+04,3.472674987097e-01
37400,3.686423584609e+04,1.843193973311e+04,1.843194197088e+04,3.686423585200e+04,3.541421023037e-01
37600,3.686425682494e+04,1.843193965569e+04,1.843194187059e+04,3.686425748330e+04,3.752986596264e-01
37800,3.686425566016e+04,1.843193954712e+04,1.843194183034e+04,3.686425574332e+04,3.742827043388e-01
38000,3.686426424242e+04,1.843193947148e+04,1.843194178178e+04,3.686426434910e+04,3.829891641253e-01
38200,3.686426856805e+04,1.843193940881e+04,1.843194174040e+04,3.686426853585e+04,3.874188509617e-01
38400,3.686426433458e+04,1.843193924636e+04,1.843194153977e+04,3.686426395214e+04,3.835484417796e-01
38600,3.686425394998e+04,1.843193910214e+04,1.843194137832e+04,3.686425392020e+04,3.734695232779e-01
38800,3.686423730299e+04,1.843193892605e+04,1.843194119038e+04,3.686423740393e+04,3.571865587510e-01
39000,3.686422459820e+04,1.843193881163e+04,1.843194104062e+04,3.686422525948e+04,3.447459466261e-01
39200,3.686422490542e+04,1.843193869314e+04,1.843194098306e+04,3.686422525275e+04,3.452292181282e-01
39400,3.686421666656e+04,1.843193849232e+04,1.843194076771e+04,3.686421641719e+04,3.374065258686e-01
39600,3.686422018026e+04,1.843193826614e+04,1.843194049382e+04,3.686422050673e+04,3.414202951644e-01
39800,3.686422490466e+04,1.843193804150e+04,1.843194035088e+04,3.686422431314e+04,3.465122736670e-01
40000,3.686421739426e+04,1.843193787016e+04,1.843194011934e+04,3.686421795321e+04,3.394047697766e-01
40200,3.686421454942e+04,1.843193769945e+04,1.843193995555e+04,3.686421497971e+04,3.368944175381e-01
40400,3.686421193887e+04,1.843193745356e+04,1.843193978960e+04,3.686421246278e+04,3.346957136164e-01
40600,3.686420439186e+04,1.843193734509e+04,1.843193969223e+04,3.686420450926e+04,3.273545433622e-01
40800,3.686419735043e+04,1.843193722894e+04,1.843193962086e+04,3.686419733256e+04,3.205006333228e-01
41000,3.686420173862e+04,1.843193710427e+04,1.843193940291e+04,3.686420187646e+04,3.252314464880e-01
41200,3.686420506490e+04,1.843193692813e+04,1.843193927852e+04,3.686420451754e+04,3.288582484784e-01
41400,3.686420782986e+04,1.843193670094e+04,1.843193914760e+04,3.686420762527e+04,3.319813250309e-01
41600,3.686420751413e+04,1.843193654190e+04,1.843193903390e+04,3.686420759737e+04,3.319383256712e-01
41800,3.686421388404e+04,1.843193646059e+04,1.843193889390e+04,3.686421416539e+04,3.385295544249e-01
42000,3.686420904472e+04,1.843193634857e+04,1.843193877571e+04,3.686420840871e+04,3.339204476288e-01
42200,3.686421342207e+04,1.843193625848e+04,1.843193856915e+04,3.686421336633e+04,3.385944431284e-01
42400,3.686422154999e+04,1.843193613756e+04,1.843193837938e+04,3.686422102481e+04,3.470330502496e-01
42600,3.686422155080e+04,1.843193602807e+04,1.843193821072e+04,3.686422104204e+04,3.473120012131e-01
42800,3.686421958275e+04,1.843193584494e+04,1.843193805538e+04,3.686421965414e+04,3.456824216482e-01
43000,3.686422268502e+04,1.843193569101e+04,1.843193786289e+04,3.686422285837e+04,3.491311225844e-01
43200,3.686422405294e+04,1.843193542256e+04,1.843193759891e+04,3.686422391528e+04,3.510314636551e-01
43400,3.686422214138e+04,1.843193525026e+04,1.843193745476e+04,3.686422228503e+04,3.494363565769e-01
43600,3.686420095164e+04,1.843193516368e+04,1.843193739858e+04,3.686420098281e+04,3.283893898042e-01
43800,3.686418459733e+04,1.843193487235e+04,1.843193730505e+04,3.686418456990e+04,3.124199314625e-01
44000,3.686418508706e+04,1.843193458595e+04,1.843193718197e+04,3.686418578851e+04,3.133191387606e-01
44200,3.686419184330e+04,1.843193431054e+04,1.843193712424e+04,3.686419150269e+04,3.204085151847e-01
44400,3.686420013916e+04,1.843193400931e+04,1.843193700376e+04,3.686420035326e+04,3.291260923033e-01
44600,3.686419692979e+04,1.843193373849e+04,1.843193682901e+04,3.686419746649e+04,3.263622930026e-01
44800,3.686419375850e+04,1.843193356171e+04,1.843193677612e+04,3.686419325566e+04,3.234206690940e-01
45000,3.686419110322e+04,1.843193340911e+04,1.843193659270e+04,3.686419137824e+04,3.211014090921e-01
45200,3.686418064693e+04,1.843193325318e+04,1.843193643529e+04,3.686418004519e+04,3.109584619197e-01
45400,3.686415368862e+04,1.843193308190e+04,1.843193624752e+04,3.686415381753e+04,2.843591945639e-01
45600,3.686415564718e+04,1.843193297493e+04,1.843193605273e+04,3.686415570140e+04,2.866195186944e-01
45800,3.686416818775e+04,1.843193284993e+04,1.843193592765e+04,3.686416799462e+04,2.994101726254e-01
46000,3.686416171814e+04,1.843193270415e+04,1.843193579009e+04,3.686416184831e+04,2.932238890135e-01
46200,3.686416455570e+04,1.843193255429e+04,1.843193563734e+04,3.686416443431e+04,2.963640736052e-01
46400,3.686416851095e+04,1.843193246739e+04,1.843193552540e+04,3.686416770279e+04,3.005181634362e-01
46600,3.686415716665e+04,1.843193245352e+04,1.843193548000e+04,3.686415635377e+04,2.892331321964e-01
46800,3.686413912681e+04,1.843193230060e+04,1.843193541936e+04,3.686413879448e+04,2.714068548921e-01
47000,3.686411002568e+04,1.843193203818e+04,1.843193520586e+04,3.686411002958e+04,2.427816448253e-01
47200,3.686410556563e+04,1.843193181834e+04,1.843193496543e+04,3.686410588920e+04,2.387818582611e-01
47400,3.686411156392e+04,1.843193168683e+04,1.843193486830e+04,3.686411142957e+04,2.450087887446e-01
47600,3.686411151516e+04,1.843193159422e+04,1.843193477539e+04,3.686411124277e+04,2.451455448827e-01
47800,3.686411196883e+04,1.843193141483e+04,1.843193461542e+04,3.686411233234e+04,2.459385820657e-01
48000,3.686410129930e+04,1.843193116666e+04,1.843193441007e+04,3.686410121214e+04,2.357225722044e-01
48200,3.686409233695e+04,1.843193107424e+04,1.843193419162e+04,3.686409265041e+04,2.270710923331e-01
48400,3.686407764635e+04,1.843193106890e+04,1.843193428041e+04,3.686407760251e+04,2.122970390519e-01
48600,3.686406193735e+04,1.843193084783e+04,1.843193415552e+04,3.686406242627e+04,1.969340041069e-01
48800,3.686406269874e+04,1.843193060302e+04,1.843193402310e+04,3.686406256807e+04,1.980726171496e-01
49000,3.686406359323e+04,1.843193044690e+04,1.843193392082e+04,3.686406395984e+04,1.992255124678e-01
49200,3.686407061900e+04,1.843193037769e+04,1.843193390244e+04,3.686406982648e+04,2.063388648749e-01
49400,3.686408917136e+04,1.843193011469e+04,1.843193378058e+04,3.686408934808e+04,2.252760823103e-01
49600,3.686409389281e+04,1.843192992961e+04,1.843193365455e+04,3.686409376383e+04,2.303086547836e-01
49800,3.686410312853e+04,1.843192988130e+04,1.843193360629e+04,3.686410379088e+04,2.396409489338e-01
50000,3.686410602139e+04,1.843192980442e+04,1.843193354957e+04,3.686410584474e+04,2.426673987102e-01
50200,3.686407788263e+04,1.843192967366e+04,1.843193334744e+04,3.686407803184e+04,2.148615275619e-01
50400,3.686407656993e+04,1.843192954150e+04,1.843193316177e+04,3.686407660550e+04,2.138666528663e-01
50600,3.686405900072e+04,1.843192938165e+04,1.843193303549e+04,3.686405892742e+04,1.965835875235e-01
50800,3.686405671265e+04,1.843192921080e+04,1.843193295110e+04,3.686405647814e+04,1.945507550045e-01
51000,3.686405671747e+04,1.843192889767e+04,1.843193285493e+04,3.686405635434e+04,1.949648674927e-01
51200,3.686405627341e+04,1.843192872103e+04,1.843193272409e+04,3.686405636841e+04,1.948282783051e-01
51400,3.686405004446e+04,1.843192863799e+04,1.843193256239e+04,3.686404985541e+04,1.888440762450e-01
51600,3.686405096351e+04,1.843192851720e+04,1.843193238153e+04,3.686405119836e+04,1.900647813236e-01
51800,3.686404948772e+04,1.843192848209e+04,1.843193222913e+04,3.686404964578e+04,1.887765058527e-01
52000,3.686405008128e+04,1.843192835823e+04,1.843193215928e+04,3.686404987592e+04,1.895637748421e-01
52200,3.686404358572e+04,1.843192831057e+04,1.843193212394e+04,3.686404364532e+04,1.831512059034e-01
52400,3.686404843049e+04,1.843192820962e+04,1.843193208009e+04,3.686404921126e+04,1.881407773035e-01
52600,3.686406668337e+04,1.843192805449e+04,1.843193204627e+04,3.686406694329e+04,2.065826110484e-01
