step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs
1,2.880000813353e+04,2.880000813353e+04,1.920000451815e+04,9.600002235293e+03,0.000000000000e+00,0.000000000000e+00,2.880001024532e+04,0.000000000000e+00,1.380085945129e-03,-2.111792564392e-03,-3.491878509521e-03
200,2.880008881419e+04,2.880008881419e+04,1.920003626854e+04,9.600027294216e+03,0.000000000000e+00,0.000000000000e+00,2.880008877677e+04,0.000000000000e+00,2.525143611456e-02,3.742612898350e-05,-2.521400998376e-02
400,2.880017572312e+04,2.880017572312e+04,1.920007043851e+04,9.600053233500e+03,0.000000000000e+00,0.000000000000e+00,2.880017572165e+04,0.000000000000e+00,5.205110804673e-02,1.471489667892e-06,-5.204963655706e-02
600,2.880026217053e+04,2.880026217053e+04,1.920009898381e+04,9.600079834895e+03,0.000000000000e+00,0.000000000000e+00,2.880026215935e+04,0.000000000000e+00,8.335182278097e-02,1.118518412113e-05,-8.334063759685e-02
800,2.880034706061e+04,2.880034706061e+04,1.920013050061e+04,9.600108305307e+03,0.000000000000e+00,0.000000000000e+00,2.880034704018e+04,0.000000000000e+00,1.082546902508e-01,2.043507993221e-05,-1.082342551708e-01
1000,2.880043242576e+04,2.880043242576e+04,1.920016348797e+04,9.600137049851e+03,0.000000000000e+00,0.000000000000e+00,2.880043243277e+04,0.000000000000e+00,1.318879307073e-01,-7.014721632004e-06,-1.318949454289e-01
1200,2.880051811717e+04,2.880051811717e+04,1.920019632769e+04,9.600165739655e+03,0.000000000000e+00,0.000000000000e+00,2.880051812261e+04,0.000000000000e+00,1.560498311937e-01,-5.440786480904e-06,-1.560552719820e-01
1400,2.880060353851e+04,2.880060353851e+04,1.920022972273e+04,9.600194731278e+03,0.000000000000e+00,0.000000000000e+00,2.880060353595e+04,0.000000000000e+00,1.790845080504e-01,2.562999725342e-06,-1.790819450507e-01
1600,2.880068871021e+04,2.880068871021e+04,1.920026572132e+04,9.600223648141e+03,0.000000000000e+00,0.000000000000e+00,2.880068870616e+04,0.000000000000e+00,1.993407505452e-01,4.053115844727e-06,-1.993366974275e-01
1800,2.880077474754e+04,2.880077474754e+04,1.920030173630e+04,9.600252345862e+03,0.000000000000e+00,0.000000000000e+00,2.880077475446e+04,0.000000000000e+00,2.206653772882e-01,-6.925314664841e-06,-2.206723026029e-01
2000,2.880086041953e+04,2.880086041953e+04,1.920033752083e+04,9.600281019642e+03,0.000000000000e+00,0.000000000000e+00,2.880086039239e+04,0.000000000000e+00,2.418790581087e-01,2.714060246944e-05,-2.418519175044e-01
2200,2.880094574538e+04,2.880094574538e+04,1.920037328098e+04,9.600309278149e+03,0.000000000000e+00,0.000000000000e+00,2.880094573623e+04,0.000000000000e+00,2.631862500311e-01,9.145587682724e-06,-2.631771044435e-01
2400,2.880103124852e+04,2.880103124852e+04,1.920040916241e+04,9.600337551931e+03,0.000000000000e+00,0.000000000000e+00,2.880103124803e+04,0.000000000000e+00,2.845341803695e-01,4.898756742477e-07,-2.845336904938e-01
2600,2.880111673206e+04,2.880111673206e+04,1.920044467716e+04,9.600366417968e+03,0.000000000000e+00,0.000000000000e+00,2.880111670679e+04,0.000000000000e+00,3.056369283386e-01,2.527236938477e-05,-3.056116559674e-01
2800,2.880120249291e+04,2.880120249291e+04,1.920047950117e+04,9.600395607171e+03,0.000000000000e+00,0.000000000000e+00,2.880120245790e+04,0.000000000000e+00,3.273845622753e-01,3.500096499920e-05,-3.273495613103e-01
3000,2.880128850014e+04,2.880128850014e+04,1.920051512649e+04,9.600424547802e+03,0.000000000000e+00,0.000000000000e+00,2.880128851265e+04,0.000000000000e+00,3.488258490252e-01,-1.250952482224e-05,-3.488383585500e-01
3200,2.880137507110e+04,2.880137507110e+04,1.920055087739e+04,9.600453856846e+03,0.000000000000e+00,0.000000000000e+00,2.880137506002e+04,0.000000000000e+00,3.703368577808e-01,1.107342541218e-05,-3.703257843554e-01
3400,2.880146149324e+04,2.880146149324e+04,1.920058582033e+04,9.600482653464e+03,0.000000000000e+00,0.000000000000e+00,2.880146148497e+04,0.000000000000e+00,3.930194427794e-01,8.270144462585e-06,-3.930111726368e-01
3600,2.880154813628e+04,2.880154813628e+04,1.920062031939e+04,9.600511384282e+03,0.000000000000e+00,0.000000000000e+00,2.880154812193e+04,0.000000000000e+00,4.164326021491e-01,1.434609293938e-05,-4.164182560562e-01
3800,2.880163493947e+04,2.880163493947e+04,1.920065377023e+04,9.600539941713e+03,0.000000000000e+00,0.000000000000e+00,2.880163495088e+04,0.000000000000e+00,4.412275352843e-01,-1.140125095844e-05,-4.412389365352e-01
4000,2.880172169416e+04,2.880172169416e+04,1.920068634054e+04,9.600568969016e+03,0.000000000000e+00,0.000000000000e+00,2.880172169644e+04,0.000000000000e+00,4.663846022249e-01,-2.274289727211e-06,-4.663868765128e-01
4200,2.880180834942e+04,2.880180834942e+04,1.920071820161e+04,9.600597537166e+03,0.000000000000e+00,0.000000000000e+00,2.880180834919e+04,0.000000000000e+00,4.926106472649e-01,2.272427082062e-07,-4.926104200204e-01
4400,2.880189375969e+04,2.880189375969e+04,1.920075001730e+04,9.600626825741e+03,0.000000000000e+00,0.000000000000e+00,2.880189376754e+04,0.000000000000e+00,5.169166424439e-01,-7.849186658859e-06,-5.169244916324e-01
4600,2.880197885852e+04,2.880197885852e+04,1.920078072578e+04,9.600655977876e+03,0.000000000000e+00,0.000000000000e+00,2.880197886235e+04,0.000000000000e+00,5.421548587292e-01,-3.825873136520e-06,-5.421586846023e-01
4800,2.880206472209e+04,2.880206472209e+04,1.920080997878e+04,9.600684754176e+03,0.000000000000e+00,0.000000000000e+00,2.880206472421e+04,0.000000000000e+00,5.699891398472e-01,-2.114102244377e-06,-5.699912539494e-01
5000,2.880215069870e+04,2.880215069870e+04,1.920083908286e+04,9.600713434851e+03,0.000000000000e+00,0.000000000000e+00,2.880215072042e+04,0.000000000000e+00,5.981809928835e-01,-2.171471714973e-05,-5.982027076025e-01
5200,2.880223737977e+04,2.880223737977e+04,1.920086760164e+04,9.600742518016e+03,0.000000000000e+00,0.000000000000e+00,2.880223738134e+04,0.000000000000e+00,6.272601141754e-01,-1.564621925354e-06,-6.272616787974e-01
5400,2.880232535882e+04,2.880232535882e+04,1.920089529871e+04,9.600771492404e+03,0.000000000000e+00,0.000000000000e+00,2.880232537454e+04,0.000000000000e+00,6.585677089679e-01,-1.572445034981e-05,-6.585834334182e-01
5600,2.880241318568e+04,2.880241318568e+04,1.920092186265e+04,9.600800371340e+03,0.000000000000e+00,0.000000000000e+00,2.880241319197e+04,0.000000000000e+00,6.909516907508e-01,-6.293877959251e-06,-6.909579846288e-01
5800,2.880250116152e+04,2.880250116152e+04,1.920094808743e+04,9.600828569490e+03,0.000000000000e+00,0.000000000000e+00,2.880250116068e+04,0.000000000000e+00,7.245045980544e-01,8.419156074524e-07,-7.245037561370e-01
6000,2.880259058112e+04,2.880259058112e+04,1.920097315895e+04,9.600856153298e+03,0.000000000000e+00,0.000000000000e+00,2.880259056991e+04,0.000000000000e+00,7.612688712525e-01,1.120381057262e-05,-7.612576674437e-01
6200,2.880267902843e+04,2.880267902843e+04,1.920099876746e+04,9.600882560391e+03,0.000000000000e+00,0.000000000000e+00,2.880267904752e+04,0.000000000000e+00,7.977005838202e-01,-1.909397542477e-05,-7.977196777938e-01
6400,2.880276845922e+04,2.880276845922e+04,1.920102372801e+04,9.600909090168e+03,0.000000000000e+00,0.000000000000e+00,2.880276846117e+04,0.000000000000e+00,8.356410410688e-01,-1.952052116394e-06,-8.356429931227e-01
6600,2.880285663563e+04,2.880285663563e+04,1.920104857349e+04,9.600935193075e+03,0.000000000000e+00,0.000000000000e+00,2.880285663599e+04,0.000000000000e+00,8.728690700464e-01,-3.539025783539e-07,-8.728694239471e-01
