t,umax,urms,band_valid,liq_band,gas_band,n_mixed,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,Pc_dynamic_thr085,Pc_dynamic_thr095,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
1000,0.022829998284578323,0.004718567710369825,1,"[12, 40]","[52, 250]",8,-1.5060767555857905e-05,-9.125377614486636e-06,0.991868014764124,0.9753826206269179,0.003035135264633282,0.003035135264633282,0.003042277669943916,0.0004798471927642822,0.0002282857894897461,1.0,1.0,0.018469884991645813,0.0039766766130924225,33814.58352197606,6494.175041642397,-349.4118980169296,410.1755256652832,58.90101885795593,0.0045800070074619725,0.00048402288575744024
2000,0.020601807162165642,0.0053365640342235565,1,"[12, 45]","[56, 250]",7,-1.164136285131333e-05,-8.380764649178296e-06,0.995928892710208,0.9941601823709234,0.0029303803309423393,0.0029303803309423393,0.0029437345432191675,0.0004550814628601074,0.0003903806209564209,1.0,1.0,0.020601807162165642,0.003536800155416131,33089.463895516674,7224.911812455482,-1074.5315781831741,1140.9122431278229,62.77772033214569,0.004526300152065232,0.0004306723412810243
3000,0.021012919023633003,0.005413469858467579,1,"[12, 50]","[61, 250]",7,-9.917217631976524e-06,-8.48907787764003e-06,0.9897590257037266,0.992843744429832,0.0029673427871356184,0.0029673427871356184,0.0029805866917502755,0.0004940032958984375,0.0004208683967590332,1.0,1.0,0.021012919023633003,0.0036376717034727335,32322.479091791836,7989.083169952824,-1841.515919327736,1905.0838599205017,59.479292035102844,0.004988880427845288,0.0006899676773173269
4000,0.021369250491261482,0.005429462995380163,1,"[12, 55]","[66, 250]",7,-8.739686307501571e-06,-8.548995678114335e-06,0.9772675375298426,0.9914955560893016,0.002953252990854194,0.002953252990854194,0.0029696217113320267,0.0005133152008056641,0.0004222989082336426,1.0,1.0,0.021369250491261482,0.003691855352371931,31549.343248169873,8756.090646459197,-2614.6515305042267,2672.0914422273636,53.408111214637756,0.005221325900492957,0.0007957681664265692
5000,0.02207307517528534,0.005439659580588341,1,"[12, 60]","[71, 250]",7,-9.221075360692106e-06,-8.661134931484104e-06,0.9939614238152351,0.9949499392749506,0.0029674540807829164,0.0029674540807829164,0.0029815253251428975,0.0004892945289611816,0.0004146993160247803,1.0,1.0,0.02207307517528534,0.0038086820859462023,30774.860715053415,9523.736249258822,-3389.1340606212616,3439.7370924949646,46.87015664577484,0.005224325323069934,0.0008432361428276636
6000,0.02181784063577652,0.005449681542813778,1,"[12, 65]","[76, 250]",7,-1.0792160587839255e-05,-8.630111897134074e-06,0.9959876265047517,0.995641056385855,0.0029826436025868763,0.0029826436025868763,0.0029952131568645735,0.00042006373405456543,0.00041547417640686035,1.0,1.0,0.02181784063577652,0.004009716212749481,29999.677564486963,10292.252629839335,-4164.31640124321,4208.253553569317,40.60584819316864,0.006034269827068783,0.0009237299818778411
7000,0.02214411459863186,0.00545093696564436,1,"[12, 70]","[81, 250]",7,-1.0035566513713475e-05,-8.570115855281646e-06,0.9823479233872304,0.9940112608324084,0.002944155925150793,0.002944155925150793,0.002957424858939295,0.00042384862899780273,0.0004184246063232422,1.0,1.0,0.018742747604846954,0.003929688595235348,29224.13676213209,11060.633116520634,-4939.857251167297,4976.63386708498,33.8808513879776,0.005986700612993445,0.0007505643461627187
8000,0.022443946450948715,0.005453189369291067,1,"[12, 75]","[86, 250]",7,-9.387963309816723e-06,-8.574269311940556e-06,0.9602375004486344,0.9913207807515814,0.0029263019059748707,0.0029263019059748707,0.0029381065967219455,0.00043964385986328125,0.0004188716411590576,1.0,1.0,0.018650256097316742,0.003943521995097399,28448.450558665943,11829.091658545174,-5715.543258547783,5745.092524766922,27.080600380897522,0.006182786273711827,0.0008662217478558887
9000,0.02270900458097458,0.005456079263240099,1,"[12, 79]","[91, 250]",8,-9.166321633426916e-06,-8.620364813465964e-06,0.9672359791314288,0.9904458529622042,0.002929635675718467,0.002934235802760199,0.002941345519928862,0.0004488825798034668,0.00041681528091430664,1.0,1.0,0.018494868651032448,0.003995167091488838,27672.370424472378,12597.976669078325,-6491.622794270515,6513.977714061737,20.273277640342712,0.006781257106922567,0.0010449834117025603
10000,0.022869842126965523,0.005458532366901636,1,"[12, 84]","[96, 250]",8,-8.877823667759e-06,-8.617551674754609e-06,0.9844272501070328,0.9888299839390475,0.0029231473017419796,0.0029231473017419796,0.002934700449175376,0.00046116113662719727,0.00041738152503967285,1.0,1.0,0.018817685544490814,0.004053276032209396,26896.01402987857,13367.214693673473,-7267.978486895561,7283.216142654419,13.471557855606079,0.0074832258687820286,0.0014489809454971692
11000,0.023087671026587486,0.005460719112306833,1,"[12, 89]","[101, 250]",8,-8.131651179109411e-06,-8.605488756921465e-06,0.9720410249316228,0.9874758902799445,0.0028937147552136055,0.0028937147552136055,0.0029054814024074838,0.0004914700984954834,0.0004177391529083252,1.0,1.0,0.019311493262648582,0.003956367261707783,26119.3573003485,14136.70311933941,-8044.63524377346,8052.704591035843,6.5173094272613525,0.007455878039763775,0.0014716964324179571
12000,0.02322409301996231,0.005462372209876776,1,"[12, 94]","[106, 250]",8,-7.882730327256014e-06,-8.59427454243279e-06,0.9842968343148182,0.9893328199708211,0.002884264094521527,0.002884264094521527,0.002894760780707495,0.0005075633525848389,0.00041729211807250977,1.0,1.0,0.01987380161881447,0.003957813605666161,25342.483672092065,14906.548370192779,-8821.508378148079,8822.550033450127,-0.4288337230682373,0.007949759856273886,0.0016632573479000712
13000,0.02333795465528965,0.005463877227157354,1,"[12, 99]","[111, 250]",8,-8.284620869531257e-06,-8.540780152546261e-06,0.9963441001450347,0.994685126568813,0.0029033574416528207,0.0029033574416528207,0.0029076745770036383,0.0005011856555938721,0.00041806697845458984,1.0,1.0,0.020395956933498383,0.003987386357039213,24565.426991080625,15676.773523630578,-9598.56567299366,9592.774926543236,-7.341918110847473,0.007335925714869518,0.001402912657795241
14000,0.02183169685304165,0.005457665305584669,1,"[12, 104]","[116, 250]",8,-8.505666544224307e-06,-8.260822053559246e-06,0.9990584706078346,0.9925347590563196,0.0028850607841613973,0.0028816028133937244,0.00289352668933035,0.0004924535751342773,0.00042816996574401855,1.0,1.0,0.02183169685304165,0.004099636804312468,23788.145118565277,16447.47022396209,-10375.847376704216,10363.471669435501,-14.194306254386902,0.007504730507207569,0.001445473411877174
15000,0.020190082490444183,0.005432887934148312,1,"[12, 109]","[120, 250]",7,-8.953531058543427e-06,-8.208346348324061e-06,0.999007749459885,0.9811161431201265,0.002900363191941202,0.002900363191941202,0.002923120914842703,0.00046834349632263184,0.00042885541915893555,1.0,1.0,0.020190082490444183,0.003456318285316229,23010.853690720454,17218.611030565597,-11153.139099001884,11134.612589657307,-20.814875721931458,0.007210277661215514,0.0015590917100780644
16000,0.02035047486424446,0.0054382565431296825,1,"[12, 114]","[125, 250]",7,-9.444399290269874e-06,-8.29914784468089e-06,0.9982718237906559,0.9816074508808675,0.002933742331818645,0.002933742331818645,0.0029566207003209888,0.00043973326683044434,0.0004240274429321289,1.0,1.0,0.02035047486424446,0.0035018802154809237,22233.441741947114,17990.178920035647,-11930.551540493965,11906.180407822132,-27.343375325202942,0.006717558921081945,0.0014877864850859623
17000,0.020475097000598907,0.005444470327347517,1,"[12, 119]","[130, 250]",7,-9.577500857296375e-06,-8.303606308983205e-06,0.9982226899022778,0.9829053365963534,0.00294573441079099,0.00294573441079099,0.002967519882619063,0.00043085217475891113,0.0004240870475769043,1.0,1.0,0.020475097000598907,0.0035292734391987324,21455.897630005136,18761.943749698334,-12708.095349431038,12677.945028245449,-34.03638982772827,0.007020563825790305,0.0012785471153620165
18000,0.02057497762143612,0.005451957229524851,1,"[12, 124]","[135, 250]",7,-9.472568302041373e-06,-8.231315138326372e-06,0.9959925684934096,0.9823420948136157,0.0029365070630563705,0.0029365070630563705,0.002957848107202121,0.0004323720932006836,0.0004277229309082031,1.0,1.0,0.02057497762143612,0.003546680323779583,20678.085669274384,19534.246653540933,-13485.906749248505,13450.24798899889,-40.70260798931122,0.00758147711167112,0.0013354579568840563
19000,0.020653869956731796,0.005458381958305836,1,"[12, 129]","[140, 250]",7,-9.308703746514806e-06,-8.099971475268932e-06,0.9937186182146337,0.9809449594857945,0.0029204744171573704,0.0029204744171573704,0.0029415827313470366,0.0004385709762573242,0.0004340708255767822,1.0,1.0,0.020653869956731796,0.0035572759807109833,19899.789255477437,20307.196056219906,-14264.20321047306,14223.197678983212,-47.449745893478394,0.007534049502282869,0.001622763305931585
