t,x_vol,x_cross
250,42.334037585136215,40.0
500,43.11958821614583,41.0
750,43.875923352363785,41.0
1000,44.756663787059296,42.0
1250,45.87300931490385,43.0
1500,47.067207532051285,45.0
1750,48.22802734375,46.0
2000,49.40957719851763,47.0
2250,50.63419283353365,48.0
2500,51.85892114883814,49.0
2750,53.07764923878205,51.0
3000,54.30134465144231,52.0
3250,55.52993539663461,53.0
3500,56.75532727363782,54.0
3750,57.98460662059295,56.0
4000,59.21517866085737,57.0
4250,60.44628280248397,58.0
4500,61.672679412059296,59.0
4750,62.90342673277244,60.0
5000,64.13669996995192,62.0
5250,65.3691656650641,63.0
5500,66.59903971354166,64.0
5750,67.828369140625,65.0
6000,69.06335136217949,67.0
6250,70.29700646033655,68.0
6500,71.52945337540064,69.0
6750,72.75814428084936,70.0
7000,73.99264448116986,72.0
7250,75.22739508213141,73.0
7500,76.4615009014423,74.0
7750,77.69278971354167,75.0
8000,78.92625701121794,77.0
8250,80.16140825320512,78.0
8500,81.39687249599359,79.0
8750,82.63026467347757,80.0
9000,83.8644268329327,81.0
9250,85.10020407652243,83.0
9500,86.33548677884616,84.0
9750,87.5705816806891,85.0
10000,88.80467497996794,86.0
10250,90.04158528645833,88.0
10500,91.27711212940706,89.0
10750,92.51407251602564,90.0
11000,93.74849133613782,91.0
11250,94.98649088541667,93.0
11500,96.22239332932692,94.0
11750,97.4601549979968,95.0
12000,98.69600110176282,96.0
12250,99.93402569110577,98.0
12500,101.17146809895833,99.0
12750,102.40928610777243,100.0
13000,103.646240234375,101.0
13250,104.88431490384616,102.0
13500,106.12389197716347,104.0
13750,107.36221704727564,105.0
14000,108.59997871594551,106.0
14250,109.83722706330128,107.0
14500,111.0778057391827,109.0
14750,112.3176770332532,110.0
15000,113.55579552283653,111.0
15250,114.79221754807692,112.0
15500,116.0341045673077,114.0
15750,117.27526542467949,115.0
16000,118.51519931891026,116.0
16250,119.7515399639423,117.0
16500,120.99366486378206,119.0
16750,122.23585236378206,120.0
17000,123.47752654246794,121.0
17250,124.71488131009616,122.0
17500,125.95713141025641,124.0
17750,127.20047075320512,125.0
18000,128.4434845753205,126.0
18250,129.68310546875,127.0
18500,130.92594401041669,129.0
18750,132.17041015625,130.0
19000,133.4146759815705,131.0
19250,134.65633764022436,132.0
19500,135.8999273838141,133.0
19750,137.14520733173077,135.0
20000,138.39002403846155,136.0
20250,139.63358874198718,137.0
20500,140.87800480769232,138.0
20750,142.12399839743588,140.0
21000,143.3689903846154,141.0
21250,144.61427033253204,142.0
21500,145.85919971955127,143.0
21750,147.10609475160257,145.0
22000,148.35143729967947,146.0
22250,149.59796925080127,147.0
22500,150.8435997596154,148.0
22750,152.09147135416666,150.0
23000,153.33761518429486,151.0
23250,154.58482321714743,152.0
23500,155.83094200721155,153.0
23750,157.07985276442307,155.0
24000,158.32723607772436,156.0
24250,159.57498247195514,157.0
24500,160.8212890625,158.0
24750,162.07098858173077,160.0
25000,163.32004957932693,161.0
25250,164.56822165464743,162.0
25500,165.81447816506412,163.0
25750,167.06505408653845,165.0
26000,168.31549228766025,166.0
26250,169.56416516426282,167.0
26500,170.81027143429486,168.0
26750,172.06189903846155,170.0
27000,173.31295072115384,171.0
27250,174.56219951923077,172.0
27500,175.80848106971155,173.0
27750,177.06143579727564,175.0
28000,178.31310096153845,176.0
28250,179.56291316105768,177.0
28500,180.80973307291666,178.0
28750,182.06348908253204,180.0
29000,183.31556740785257,181.0
29250,184.56556740785257,182.0
29500,185.81328876201923,183.0
29750,187.06685697115384,185.0
30000,188.31877253605768,186.0
30250,189.56873497596155,187.0
30500,190.81770833333334,188.0
30750,192.07126402243588,190.0
31000,193.32286658653845,191.0
31250,194.5731921073718,192.0
31500,195.82356770833334,193.0
31750,197.07746143830127,195.0
32000,198.32877604166666,196.0
32250,199.58009064503204,197.0
32500,200.8311548477564,198.0
32750,202.0850110176282,200.0
33000,203.3362755408654,201.0
33250,204.58897986778845,202.0
33500,205.84035707131412,203.0
33750,207.09415064102564,205.0
34000,208.34566556490384,206.0
34250,209.59880809294873,207.0
34500,210.85072365785257,208.0
34750,212.10445462740384,210.0
35000,213.35699619391025,211.0
35250,214.60968800080127,212.0
35500,215.8611778846154,213.0
35750,217.11475861378204,215.0
36000,218.36820162259616,216.0
36250,219.62046774839743,217.0
36500,220.87109375,218.0
36750,222.12467447916666,220.0
37000,223.37785456730768,221.0
37250,224.62883112980768,222.0
37500,225.87767928685898,223.0
37750,227.1298828125,225.0
38000,228.37995793269232,226.0
38250,229.62642728365384,227.0
38500,230.87019230769232,228.0
38750,232.11763822115384,230.0
39000,233.36007612179486,231.0
39250,234.59723056891025,232.0
39500,235.82952724358975,233.0
39750,237.06480368589743,235.0
40000,238.2928685897436,236.0
