x,Req_r,R_r,dacc_r,net_r,cc,chi
19,9.630428499751e-12,-2.605399867645e-12,2.213278727698e-13,-1.136701100710e-06,1.056065259004e-01,5.125971614656e-04
20,2.084858554395e-09,-2.633600601333e-10,-5.750654158456e-10,-2.122460567515e-05,3.062633765173e-01,1.046688516079e-01
21,4.145074807065e-09,-2.194755892856e-10,-1.597836630795e-10,-3.204463106633e-05,3.603115725969e-01,9.725459699869e-02
22,7.083123833115e-09,7.140587709083e-10,-8.441940856382e-10,-2.195272856095e-05,2.696468605981e-01,6.239041094287e-02
23,7.729007416688e-09,6.730249465448e-10,-3.652169108826e-10,-2.094050700232e-05,2.032584155982e-01,4.891087737534e-02
24,8.324598579550e-09,7.311288682367e-10,6.353478323161e-11,-1.877005839639e-05,1.739675284420e-01,4.373302691669e-02
25,8.892757118767e-09,5.326930239908e-10,3.834518634982e-10,-1.734759982513e-05,1.517623013325e-01,3.870843517024e-02
26,9.901033490019e-09,2.557604550047e-10,8.872450342861e-11,-1.455367529306e-05,1.214833028769e-01,3.554285541564e-02
27,1.076044535021e-08,2.462397590178e-10,-6.832335097040e-10,-7.243304634872e-06,1.037014906993e-01,2.922068450932e-02
28,1.142557332481e-08,-5.769939836709e-10,2.644019727798e-10,-4.063255113104e-06,7.513059435500e-02,2.507033323336e-02
29,1.241223535676e-08,-3.995238870814e-10,-4.001987585123e-10,-3.269703491874e-06,5.003778935371e-02,7.131912826397e-03
30,1.164051987555e-08,7.669913811960e-10,3.644305726756e-11,-2.409582552703e-06,3.452408991634e-03,2.419650975247e-03
31,1.106654172358e-08,2.524019151494e-10,6.304986343004e-10,-1.949239252270e-06,2.044044527752e-03,1.811115284458e-03
32,1.091520180521e-08,-5.550817518994e-11,-1.575824791107e-10,-1.484339219936e-06,1.616218268398e-03,1.409991495441e-03
33,8.765230144280e-09,7.153637167336e-10,-1.693927291511e-10,-1.016755898794e-06,1.255575842926e-03,1.052564744753e-03
34,2.603485262480e-09,1.415542826272e-10,-5.533945733222e-10,-5.480495915897e-07,9.532543171444e-04,7.653568414507e-04
35,3.284767971954e-09,1.022598935642e-09,9.846374176551e-10,-7.592573545981e-08,7.145781947944e-04,5.415365398751e-04
36,3.719216455584e-09,6.418027307676e-10,-7.513006204280e-10,4.104999960333e-07,5.267268252930e-04,3.654159775495e-04
37,4.453139136667e-09,5.388848375583e-10,-4.136961871299e-10,8.957325548365e-07,3.792089238259e-04,2.266599735856e-04
38,3.603982158761e-09,1.055667635755e-09,-3.541387833547e-10,1.399688746618e-06,2.639630137760e-04,1.197508247582e-04
39,3.576143712237e-09,9.090518173964e-10,6.311735057313e-10,1.891108526700e-06,1.777393026146e-04,4.025423346044e-05
40,2.545952472998e-09,1.196209611236e-09,-3.320367439933e-10,2.399097750152e-06,1.156308087677e-04,-1.477961459367e-05
41,2.491962758527e-09,-9.957727962646e-10,5.118899803231e-10,2.900640601697e-06,7.469066299102e-05,-4.949308239189e-05
42,2.923543038576e-09,2.564511437347e-10,1.543768398140e-10,3.404407829478e-06,4.988077701371e-05,-6.888212005583e-05
43,3.786197445099e-09,6.979857773884e-10,-6.883688594984e-11,3.919102575468e-06,3.699023359991e-05,-7.658217044791e-05
44,2.035412235536e-09,-9.178251459979e-11,4.273623336053e-10,4.412708938986e-06,3.266406787093e-05,-7.883960062384e-05
45,5.655928744354e-09,3.649367262488e-10,1.758040077444e-10,4.932262759278e-06,3.213047115097e-05,-7.851275663609e-05
46,4.844733284435e-09,4.391725836457e-10,4.231443871623e-10,5.409510239311e-06,3.268801295983e-05,-7.921697579258e-05
47,3.830907677395e-09,1.923383578010e-11,-3.868700477524e-10,5.908591159876e-06,3.218728659232e-05,-7.882988834080e-05
48,4.804409716440e-09,1.143907075343e-09,-6.143017199592e-10,6.369296191395e-06,3.289966195019e-05,-7.963173363579e-05
49,6.444853447054e-09,2.179666003887e-09,-1.368301826111e-10,6.834482369216e-06,3.210599210041e-05,-7.897489913225e-05
50,6.767273273157e-09,1.271120340064e-09,-6.109273628048e-10,7.273310768432e-06,3.290913223743e-05,-7.982297820790e-05
51,6.139474124580e-09,5.029479338639e-10,-2.200080864671e-10,7.690132960029e-06,3.213264891791e-05,-7.911431983428e-05
52,5.839831209269e-09,7.432021632575e-10,-2.439660222634e-10,8.093598096267e-06,3.276618852403e-05,-7.977513427317e-05
53,6.876096291387e-09,1.725477530904e-09,5.177951053433e-10,8.455188809962e-06,3.224169506913e-05,-7.922493266589e-05
54,9.705326047497e-09,6.782457880352e-10,-7.258242239123e-10,8.803660023040e-06,3.259193590632e-05,-7.960282783518e-05
55,1.107008479860e-08,1.222360879183e-09,4.273623336053e-10,9.106239978818e-06,3.230840019309e-05,-7.927043951929e-05
56,1.349641631047e-08,8.844190101693e-10,-1.866019506385e-10,9.387342826180e-06,3.245557814969e-05,-7.944637478425e-05
57,1.901905794722e-08,-2.444721758366e-10,7.285237096358e-10,9.622727183328e-06,3.232518047315e-05,-7.926647044411e-05
58,1.894752157555e-08,1.098521971616e-09,3.435095583183e-10,9.829021882320e-06,3.238391333940e-05,-7.933270131210e-05
59,1.569987153230e-08,1.025467139223e-09,-3.645992905333e-10,9.991725285848e-06,3.230961291958e-05,-7.924891277165e-05
60,1.350873271408e-08,2.812526688196e-10,7.644606133302e-10,1.011767249176e-05,3.232727878485e-05,-7.926947276875e-05
61,1.254451015721e-08,5.156017731929e-10,-7.572057454482e-10,1.020076266233e-05,3.230860019097e-05,-7.922980314905e-05
62,1.239873792814e-08,9.097266888273e-10,8.479759529017e-10,1.024409480717e-05,3.231284670840e-05,-7.922824815681e-05
63,1.244597892830e-08,7.949985455776e-10,2.481839687064e-10,1.024360889974e-05,3.230116043039e-05,-7.923527156792e-05
64,1.279961155808e-08,8.030970027481e-10,-9.837938283665e-10,1.020090303559e-05,3.229972392915e-05,-7.922395657306e-05
65,1.361148188943e-08,4.487895015357e-10,-1.130409646725e-11,1.011743493702e-05,3.233301478208e-05,-7.925157915100e-05
66,1.551883727096e-08,1.641624755618e-10,-5.959114734677e-10,9.992070820021e-06,3.232094944118e-05,-7.922779491644e-05
67,1.896844258991e-08,5.147581839043e-10,-7.546749775824e-10,9.828330813975e-06,3.235947402998e-05,-7.930704109726e-05
68,1.893604876123e-08,1.572956587525e-09,-1.115731193104e-09,9.622586810071e-06,3.233229793318e-05,-7.924832868627e-05
69,1.346216658535e-08,1.843580031309e-09,-1.840711827727e-10,9.385420792345e-06,3.243781698371e-05,-7.938188527579e-05
70,1.095974331965e-08,4.749407694824e-10,-6.082278770813e-10,9.105311355729e-06,3.235356648969e-05,-7.925447637916e-05
71,9.770788576292e-09,1.606194005496e-10,-2.345178222311e-11,8.802623420522e-06,3.252994384948e-05,-7.951557600234e-05
72,7.080582334943e-09,1.141713743193e-09,-6.512509308000e-11,8.454163005387e-06,3.232557049528e-05,-7.922544830098e-05
73,5.952197302511e-09,5.316299696763e-10,-7.305483239284e-11,8.094785869985e-06,3.271058607362e-05,-7.968643982003e-05
74,6.509809822276e-09,1.834300549134e-09,-3.551510905010e-10,7.686288892359e-06,3.222582616669e-05,-7.912476747037e-05
75,6.770478912454e-09,3.780967191510e-10,-5.262309982293e-10,7.276636534843e-06,3.292510684507e-05,-7.986338485659e-05
76,6.331475046666e-09,1.180856286184e-09,-9.158005317052e-10,6.823749213979e-06,3.209206934973e-05,-7.894000281848e-05
77,4.686813369609e-09,2.272629543491e-10,4.842202516570e-10,6.363530089890e-06,3.313012435729e-05,-7.986819363376e-05
78,3.891139952601e-09,7.921303419963e-10,-3.637557012447e-10,5.892027115476e-06,3.202711639516e-05,-7.877376748790e-05
79,4.789225109245e-09,1.215106011301e-09,-6.218940235566e-10,5.390721818675e-06,3.310815111902e-05,-7.955793384489e-05
80,5.784997905510e-09,9.907112605330e-10,-9.593297389970e-10,4.912243373152e-06,3.191634539647e-05,-7.855591745471e-05
81,2.028494803370e-09,-6.630611808404e-11,4.538510372673e-11,4.388478355131e-06,3.295191631433e-05,-7.916433007262e-05
82,3.743680544953e-09,6.014791627725e-10,2.188270614631e-10,3.902452147525e-06,3.700152550008e-05,-7.676324000890e-05
83,3.159073167953e-09,1.053474303605e-09,2.537516580112e-10,3.382077683573e-06,4.993456639912e-05,-6.887270955537e-05
84,2.801897463159e-09,-4.590812908567e-10,8.721026065557e-10,2.886095772619e-06,7.500114025760e-05,-4.989028238529e-05
85,2.679070862739e-09,9.082082281078e-10,-8.601236386576e-10,2.381270346434e-06,1.156329948868e-04,-1.464908324267e-05
86,3.521479126336e-09,1.307900833047e-09,2.947500974372e-10,1.879230789516e-06,1.781756036187e-04,4.010521838670e-05
87,3.667082637548e-09,1.172757829013e-09,-3.492459654808e-11,1.384906362796e-06,2.640468876788e-04,1.197400118493e-04
88,4.450439650943e-09,-1.310262883055e-09,4.015485013741e-10,8.864463239476e-07,3.796882228343e-04,2.268086638829e-04
89,4.016834756602e-09,2.861454866935e-10,-1.282255718673e-10,4.022017769192e-07,5.269906113691e-04,3.656046384294e-04
90,3.432227379602e-09,1.604506826919e-10,-2.701172902100e-10,-7.968341958696e-08,7.151512625590e-04,5.418455929519e-04
91,2.367955133103e-09,-1.047737896442e-10,-2.746726723685e-10,-5.496260912522e-07,9.535155589737e-04,7.657611480657e-04
92,9.032310513051e-09,1.187605000492e-09,-4.941746052625e-10,-1.018019258112e-06,1.256018175844e-03,1.052945246092e-03
93,1.077735931545e-08,1.210381911285e-09,2.611752437509e-10,-1.482849103817e-06,1.616266385182e-03,1.410393652032e-03
94,1.065098964002e-08,6.952862916649e-10,9.346969317699e-11,-1.949368827585e-06,2.044231746480e-03,1.811388130287e-03
95,1.191401152291e-08,-5.550817518994e-11,1.638250398463e-10,-2.407665917839e-06,3.452028858716e-03,2.419833993435e-03
96,1.217788625239e-08,-7.472513918427e-10,1.268758290056e-09,-3.271490551423e-06,5.003716911999e-02,7.131629024377e-03
97,1.150790763938e-08,-4.225960541247e-10,-4.049228585285e-12,-4.062067339386e-06,7.512858799109e-02,2.507066739690e-02
98,1.088053028545e-08,3.872694345562e-10,-7.285500718011e-10,-7.243161562128e-06,1.036975099712e-01,2.921998540092e-02
99,9.987301039644e-09,8.119810524437e-10,3.677574779325e-10,-1.454867753268e-05,1.214788206450e-01,3.554181499345e-02
100,8.620057654469e-09,-1.119796238988e-09,2.560379167941e-10,-1.733602750945e-05,1.517613963444e-01,3.871026707572e-02
101,8.334082862796e-09,1.506398134091e-09,-1.416154189085e-10,-1.874586013255e-05,1.739680199694e-01,4.373242638907e-02
102,7.567002818224e-09,2.107742069121e-10,-1.182587607895e-09,-2.090640711646e-05,2.032600845269e-01,4.891174380849e-02
103,7.049633718287e-09,-2.178927608118e-10,-8.093276861816e-10,-2.190894073765e-05,2.696531767694e-01,6.239126517765e-02
104,4.171057068818e-09,-6.707240668477e-11,8.510580319078e-10,-3.201949092845e-05,3.603177104245e-01,9.725885299484e-02
105,2.024562598084e-09,-2.404362694369e-10,-2.356517259099e-10,-2.122701752921e-05,3.062617850683e-01,1.046660568601e-01
106,9.171129556268e-12,-9.763634672293e-13,-1.287764094956e-12,-1.136861318087e-06,1.056036699149e-01,5.127576849979e-04
107,-1.276114157984e-12,9.637673565867e-15,-6.757602887338e-14,-1.110868691720e-10,7.989136981261e-04,-9.122620723556e-05
108,-1.545214198141e-12,-1.273942331017e-13,-7.796234796762e-14,5.903563720969e-09,3.529509674569e-05,-9.420213398168e-05
109,-1.433525118256e-12,-2.597989846100e-13,-2.632868903396e-14,8.458610481930e-09,3.458609956164e-05,-9.269812052680e-05
110,-1.329930046927e-12,-9.466361971329e-14,5.340555617160e-14,8.326341283438e-09,3.611617030830e-05,-9.235368487093e-05
111,-1.237126987004e-12,6.338996333241e-14,6.995129679304e-14,9.764960231078e-09,3.610887968335e-05,-9.235055496782e-05
112,-1.321403534098e-12,1.370910229137e-14,1.068637745568e-13,1.084893523037e-08,3.686019524478e-05,-9.224556579207e-05
113,-1.408738504271e-12,-2.502917772899e-13,-5.206776535692e-14,1.158301443681e-08,3.626611309090e-05,-9.203813169037e-05
114,-1.542104286457e-12,-1.113477975533e-13,-3.091841286443e-14,1.266909873885e-08,3.708081394227e-05,-9.215440818007e-05
115,-1.150729109424e-12,-3.138436933218e-14,1.105774935938e-13,1.340987953723e-08,3.639811653520e-05,-9.190455691263e-05
116,-1.421548868957e-12,-1.927926492967e-13,-3.796804482127e-14,1.421804763200e-08,3.704229243257e-05,-9.210024970324e-05
117,-1.205863106631e-12,-3.126849173669e-13,3.827335285330e-14,1.470241650036e-08,3.654797242283e-05,-9.193867539050e-05
118,-1.506577149669e-12,-1.266829598650e-13,-9.023538414313e-14,1.529347239251e-08,3.674572657477e-05,-9.205018559201e-05
119,-1.271861199290e-12,2.895389242373e-15,8.825625918491e-14,1.584877097322e-08,3.775634829593e-05,-9.207827876016e-05
120,-8.213256162138e-13,-1.466846296765e-13,-4.516784506423e-14,1.614205764096e-08,3.643833950913e-05,-9.188307820576e-05
121,-2.313733102051e-12,-3.198305775816e-14,2.908837528990e-14,1.647391083838e-08,2.703743757988e-05,-9.251002418206e-05
122,-1.591512750895e-12,-1.591512750895e-12,-1.865229388012e-13,1.675295303964e-08,0.000000000000e+00,-9.416966884239e-05
123,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
124,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
125,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
