step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs,umax
4400,2.880189083251e+04,2.880189083251e+04,1.920075436132e+04,9.600624433005e+03,0.000000000000e+00,0.000000000000e+00,2.880189083195e+04,0.000000000000e+00,5.120381828237e-01,5.643814802170e-07,-5.120376184423e-01,2.192482165992e-02
4600,2.880197628162e+04,2.880197628162e+04,1.920078521799e+04,9.600653472358e+03,0.000000000000e+00,0.000000000000e+00,2.880197629529e+04,0.000000000000e+00,5.375912776653e-01,-1.366995275021e-05,-5.376049476181e-01,2.192599140108e-02
4800,2.880206206995e+04,2.880206206995e+04,1.920081460728e+04,9.600682223495e+03,0.000000000000e+00,0.000000000000e+00,2.880206207919e+04,0.000000000000e+00,5.652391765616e-01,-9.242445230484e-06,-5.652484190068e-01,2.192708663642e-02
5000,2.880214827651e+04,2.880214827651e+04,1.920084362873e+04,9.600711184076e+03,0.000000000000e+00,0.000000000000e+00,2.880214829010e+04,0.000000000000e+00,5.934637054379e-01,-1.358799636364e-05,-5.934772934343e-01,2.192828617990e-02
5200,2.880223467393e+04,2.880223467393e+04,1.920087225517e+04,9.600740096064e+03,0.000000000000e+00,0.000000000000e+00,2.880223468059e+04,0.000000000000e+00,6.223226977017e-01,-6.662681698799e-06,-6.223293603834e-01,2.192949689925e-02
5400,2.880232176317e+04,2.880232176317e+04,1.920090030962e+04,9.600768804873e+03,0.000000000000e+00,0.000000000000e+00,2.880232177252e+04,0.000000000000e+00,6.526486701187e-01,-9.350478649139e-06,-6.526580205973e-01,2.193067036569e-02
5600,2.880240915248e+04,2.880240915248e+04,1.920092697492e+04,9.600797130169e+03,0.000000000000e+00,0.000000000000e+00,2.880240916753e+04,0.000000000000e+00,6.850473862505e-01,-1.504831016064e-05,-6.850624345607e-01,2.193181030452e-02
5800,2.880249665737e+04,2.880249665737e+04,1.920095326168e+04,9.600824812369e+03,0.000000000000e+00,0.000000000000e+00,2.880249666101e+04,0.000000000000e+00,7.185833207150e-01,-3.639608621597e-06,-7.185869603236e-01,2.193293906748e-02
6000,2.880258494138e+04,2.880258494138e+04,1.920097907599e+04,9.600851928008e+03,0.000000000000e+00,0.000000000000e+00,2.880258494526e+04,0.000000000000e+00,7.539373795516e-01,-3.885477781296e-06,-7.539412650294e-01,2.193396165967e-02
6200,2.880267321372e+04,2.880267321372e+04,1.920100498055e+04,9.600879000580e+03,0.000000000000e+00,0.000000000000e+00,2.880267323333e+04,0.000000000000e+00,7.892325832981e-01,-1.961365342140e-05,-7.892521969516e-01,2.193487621844e-02
6400,2.880276221085e+04,2.880276221085e+04,1.920103125180e+04,9.600905287257e+03,0.000000000000e+00,0.000000000000e+00,2.880276222128e+04,0.000000000000e+00,8.256717886798e-01,-1.042895019054e-05,-8.256822176299e-01,2.193571813405e-02
6600,2.880285140776e+04,2.880285140776e+04,1.920105703803e+04,9.600931601267e+03,0.000000000000e+00,0.000000000000e+00,2.880285143405e+04,0.000000000000e+00,8.627684687381e-01,-2.629123628139e-05,-8.627947599743e-01,2.193643897772e-02
6800,2.880294139587e+04,2.880294139587e+04,1.920108268096e+04,9.600957125883e+03,0.000000000000e+00,0.000000000000e+00,2.880294141197e+04,0.000000000000e+00,9.015890224691e-01,-1.610629260540e-05,-9.016051287617e-01,2.193703688681e-02
7000,2.880303013623e+04,2.880303013623e+04,1.920110702796e+04,9.600982595865e+03,0.000000000000e+00,0.000000000000e+00,2.880303014350e+04,0.000000000000e+00,9.405124008663e-01,-7.269904017448e-06,-9.405196707703e-01,2.193756587803e-02
7200,2.880311980830e+04,2.880311980830e+04,1.920113248583e+04,9.601007825736e+03,0.000000000000e+00,0.000000000000e+00,2.880311986434e+04,0.000000000000e+00,9.794967346097e-01,-5.604140460491e-05,-9.795527760143e-01,2.193803340197e-02
7400,2.880320989157e+04,2.880320989157e+04,1.920115821758e+04,9.601032984333e+03,0.000000000000e+00,0.000000000000e+00,2.880320989043e+04,0.000000000000e+00,1.018689651020e+00,1.141801476479e-06,-1.018688509219e+00,2.193844318390e-02
7600,2.880329976833e+04,2.880329976833e+04,1.920118402354e+04,9.601057885693e+03,0.000000000000e+00,0.000000000000e+00,2.880329980665e+04,0.000000000000e+00,1.057859099652e+00,-3.832392394543e-05,-1.057897423576e+00,2.193885482848e-02
7800,2.880339004356e+04,2.880339004356e+04,1.920120937795e+04,9.601081149089e+03,0.000000000000e+00,0.000000000000e+00,2.880339007491e+04,0.000000000000e+00,1.099516526698e+00,-3.134459257126e-05,-1.099547871290e+00,2.193917520344e-02
8000,2.880347914764e+04,2.880347914764e+04,1.920123543607e+04,9.601103423724e+03,0.000000000000e+00,0.000000000000e+00,2.880347916651e+04,0.000000000000e+00,1.140287851580e+00,-1.886300742626e-05,-1.140306714587e+00,2.193949371576e-02
8200,2.880356942727e+04,2.880356942727e+04,1.920126219400e+04,9.601124432746e+03,0.000000000000e+00,0.000000000000e+00,2.880356945282e+04,0.000000000000e+00,1.182800522562e+00,-2.554990351200e-05,-1.182826072465e+00,2.193975448608e-02
8400,2.880366026248e+04,2.880366026248e+04,1.920128785281e+04,9.601145326437e+03,0.000000000000e+00,0.000000000000e+00,2.880366028023e+04,0.000000000000e+00,1.227083236416e+00,-1.774355769157e-05,-1.227100979973e+00,2.193997986615e-02
8600,2.880374922322e+04,2.880374922322e+04,1.920131468302e+04,9.601165628463e+03,0.000000000000e+00,0.000000000000e+00,2.880374923927e+04,0.000000000000e+00,1.268911742693e+00,-1.604296267033e-05,-1.268927785655e+00,2.194022573531e-02
8800,2.880384017961e+04,2.880384017961e+04,1.920134061404e+04,9.601185221808e+03,0.000000000000e+00,0.000000000000e+00,2.880384018856e+04,0.000000000000e+00,1.314343761558e+00,-8.957460522652e-06,-1.314352719019e+00,2.194038964808e-02
9000,2.880393100936e+04,2.880393100936e+04,1.920136742970e+04,9.601204799447e+03,0.000000000000e+00,0.000000000000e+00,2.880393101996e+04,0.000000000000e+00,1.358780210685e+00,-1.060031354427e-05,-1.358790810998e+00,2.194052003324e-02
9200,2.880402076865e+04,2.880402076865e+04,1.920139299658e+04,9.601224174479e+03,0.000000000000e+00,0.000000000000e+00,2.880402080303e+04,0.000000000000e+00,1.403597597895e+00,-3.438070416451e-05,-1.403631978599e+00,2.194061316550e-02
9400,2.880411280765e+04,2.880411280765e+04,1.920141837285e+04,9.601242817936e+03,0.000000000000e+00,0.000000000000e+00,2.880411283112e+04,0.000000000000e+00,1.451616865139e+00,-2.346560359001e-05,-1.451640330743e+00,2.194071933627e-02
9600,2.880420314123e+04,2.880420314123e+04,1.920144415259e+04,9.601261447413e+03,0.000000000000e+00,0.000000000000e+00,2.880420316941e+04,0.000000000000e+00,1.497541228950e+00,-2.817437052727e-05,-1.497569403320e+00,2.194073796272e-02
9800,2.880429318943e+04,2.880429318943e+04,1.920146961373e+04,9.601279950666e+03,0.000000000000e+00,0.000000000000e+00,2.880429319280e+04,0.000000000000e+00,1.543625031314e+00,-3.376975655556e-06,-1.543628408290e+00,2.194088883698e-02
10000,2.880438429485e+04,2.880438429485e+04,1.920149558419e+04,9.601298270535e+03,0.000000000000e+00,0.000000000000e+00,2.880438432497e+04,0.000000000000e+00,1.590440122276e+00,-3.012269735336e-05,-1.590470244973e+00,2.194092050195e-02
10200,2.880447370188e+04,2.880447370188e+04,1.920152174500e+04,9.601316461336e+03,0.000000000000e+00,0.000000000000e+00,2.880447373456e+04,0.000000000000e+00,1.635495540591e+00,-3.267638385296e-05,-1.635528216975e+00,2.194103971124e-02
10400,2.880456444015e+04,2.880456444015e+04,1.920154790725e+04,9.601334596895e+03,0.000000000000e+00,0.000000000000e+00,2.880456444198e+04,0.000000000000e+00,1.681936001947e+00,-1.830980181694e-06,-1.681937832927e+00,2.194108255208e-02
10600,2.880465413750e+04,2.880465413750e+04,1.920157444329e+04,9.601352832725e+03,0.000000000000e+00,0.000000000000e+00,2.880465414947e+04,0.000000000000e+00,1.726861487128e+00,-1.197122037411e-05,-1.726873458349e+00,2.194116450846e-02
10800,2.880474568691e+04,2.880474568691e+04,1.920160159176e+04,9.601370854219e+03,0.000000000000e+00,0.000000000000e+00,2.880474570978e+04,0.000000000000e+00,1.773240931641e+00,-2.286769449711e-05,-1.773263799336e+00,2.194117568433e-02
11000,2.880483646557e+04,2.880483646557e+04,1.920162889063e+04,9.601388642072e+03,0.000000000000e+00,0.000000000000e+00,2.880483647668e+04,0.000000000000e+00,1.818932876005e+00,-1.110881567001e-05,-1.818943984821e+00,2.194127999246e-02
11200,2.880492812759e+04,2.880492812759e+04,1.920165656382e+04,9.601406279684e+03,0.000000000000e+00,0.000000000000e+00,2.880492814094e+04,0.000000000000e+00,1.865284078998e+00,-1.335144042969e-05,-1.865297430439e+00,2.194125205278e-02
11400,2.880501896249e+04,2.880501896249e+04,1.920168301770e+04,9.601424292798e+03,0.000000000000e+00,0.000000000000e+00,2.880501898998e+04,0.000000000000e+00,1.911651992832e+00,-2.748705446720e-05,-1.911679479887e+00,2.194120548666e-02
11600,2.880510974118e+04,2.880510974118e+04,1.920170931972e+04,9.601441794295e+03,0.000000000000e+00,0.000000000000e+00,2.880510974282e+04,0.000000000000e+00,1.958627165805e+00,-1.640990376472e-06,-1.958628806795e+00,2.194121293724e-02
11800,2.880520116628e+04,2.880520116628e+04,1.920173448823e+04,9.601459258617e+03,0.000000000000e+00,0.000000000000e+00,2.880520119339e+04,0.000000000000e+00,2.007419428435e+00,-2.711638808250e-05,-2.007446544823e+00,2.194119058549e-02
12000,2.880529252801e+04,2.880529252801e+04,1.920176035509e+04,9.601476107654e+03,0.000000000000e+00,0.000000000000e+00,2.880529256320e+04,0.000000000000e+00,2.056065265366e+00,-3.519095480442e-05,-2.056100456321e+00,2.194119244814e-02
12200,2.880538426519e+04,2.880538426519e+04,1.920178611294e+04,9.601493826165e+03,0.000000000000e+00,0.000000000000e+00,2.880538428223e+04,0.000000000000e+00,2.104326085660e+00,-1.703947782516e-05,-2.104343125138e+00,2.194112911820e-02
12400,2.880547560353e+04,2.880547560353e+04,1.920181121849e+04,9.601511356963e+03,0.000000000000e+00,0.000000000000e+00,2.880547563052e+04,0.000000000000e+00,2.153028078665e+00,-2.699159085751e-05,-2.153055070256e+00,2.194112166762e-02
12600,2.880556687208e+04,2.880556687208e+04,1.920183679265e+04,9.601528356420e+03,0.000000000000e+00,0.000000000000e+00,2.880556690812e+04,0.000000000000e+00,2.201723008689e+00,-3.604590892792e-05,-2.201759054598e+00,2.194110862911e-02
12800,2.880565872135e+04,2.880565872135e+04,1.920186173400e+04,9.601546366718e+03,0.000000000000e+00,0.000000000000e+00,2.880565872896e+04,0.000000000000e+00,2.250620629329e+00,-7.610768079758e-06,-2.250628240097e+00,2.194111421704e-02
13000,2.880574930999e+04,2.880574930999e+04,1.920188678430e+04,9.601564007101e+03,0.000000000000e+00,0.000000000000e+00,2.880574933219e+04,0.000000000000e+00,2.298518588417e+00,-2.220086753368e-05,-2.298540789285e+00,2.194108814001e-02
13200,2.880584056897e+04,2.880584056897e+04,1.920191231957e+04,9.601581367153e+03,0.000000000000e+00,0.000000000000e+00,2.880584057480e+04,0.000000000000e+00,2.346882240676e+00,-5.831941962242e-06,-2.346888072618e+00,2.194103039801e-02
13400,2.880593116855e+04,2.880593116855e+04,1.920193690752e+04,9.601598843992e+03,0.000000000000e+00,0.000000000000e+00,2.880593119419e+04,0.000000000000e+00,2.395417030857e+00,-2.564117312431e-05,-2.395442672030e+00,2.194100432098e-02
13600,2.880602220279e+04,2.880602220279e+04,1.920196195163e+04,9.601616051150e+03,0.000000000000e+00,0.000000000000e+00,2.880602223295e+04,0.000000000000e+00,2.444200004917e+00,-3.016367554665e-05,-2.444230168592e+00,2.194090560079e-02
13800,2.880611313225e+04,2.880611313225e+04,1.920198636363e+04,9.601633151501e+03,0.000000000000e+00,0.000000000000e+00,2.880611318296e+04,0.000000000000e+00,2.493617117772e+00,-5.071423947811e-05,-2.493667832012e+00,2.194079384208e-02
14000,2.880620410683e+04,2.880620410683e+04,1.920201169632e+04,9.601650215547e+03,0.000000000000e+00,0.000000000000e+00,2.880620414454e+04,0.000000000000e+00,2.542194960948e+00,-3.771111369133e-05,-2.542232672062e+00,2.194073796272e-02
14200,2.880629435379e+04,2.880629435379e+04,1.920203574696e+04,9.601667482836e+03,0.000000000000e+00,0.000000000000e+00,2.880629437578e+04,0.000000000000e+00,2.591123997692e+00,-2.198480069637e-05,-2.591145982493e+00,2.194068953395e-02
14400,2.880638462757e+04,2.880638462757e+04,1.920205964957e+04,9.601684568751e+03,0.000000000000e+00,0.000000000000e+00,2.880638467485e+04,0.000000000000e+00,2.640409245669e+00,-4.727952182293e-05,-2.640456525191e+00,2.194059267640e-02
14600,2.880647537463e+04,2.880647537463e+04,1.920208440320e+04,9.601702121899e+03,0.000000000000e+00,0.000000000000e+00,2.880647539276e+04,0.000000000000e+00,2.688849530878e+00,-1.812912523746e-05,-2.688867660003e+00,2.194057963789e-02
14800,2.880656666330e+04,2.880656666330e+04,1.920210875636e+04,9.601720122045e+03,0.000000000000e+00,0.000000000000e+00,2.880656668180e+04,0.000000000000e+00,2.737784888282e+00,-1.850724220276e-05,-2.737803395525e+00,2.194053865969e-02
15000,2.880665838486e+04,2.880665838486e+04,1.920213311569e+04,9.601737592070e+03,0.000000000000e+00,0.000000000000e+00,2.880665841609e+04,0.000000000000e+00,2.787677103064e+00,-3.123283386230e-05,-2.787708335898e+00,2.194051444530e-02
15200,2.880674866887e+04,2.880674866887e+04,1.920215835219e+04,9.601755477169e+03,0.000000000000e+00,0.000000000000e+00,2.880674869001e+04,0.000000000000e+00,2.834839510102e+00,-2.114102244377e-05,-2.834860651124e+00,2.194045297801e-02
15400,2.880684003624e+04,2.880684003624e+04,1.920218330324e+04,9.601773066907e+03,0.000000000000e+00,0.000000000000e+00,2.880684008318e+04,0.000000000000e+00,2.883666093141e+00,-4.694052040577e-05,-2.883713033661e+00,2.194038778543e-02
15600,2.880693087444e+04,2.880693087444e+04,1.920220754434e+04,9.601790541779e+03,0.000000000000e+00,0.000000000000e+00,2.880693089527e+04,0.000000000000e+00,2.932788315251e+00,-2.083368599415e-05,-2.932809148937e+00,2.194031327963e-02
15800,2.880702090379e+04,2.880702090379e+04,1.920223162874e+04,9.601807863805e+03,0.000000000000e+00,0.000000000000e+00,2.880702093494e+04,0.000000000000e+00,2.981411249439e+00,-3.114528954029e-05,-2.981442394728e+00,2.194020338356e-02
16000,2.880711208055e+04,2.880711208055e+04,1.920225583129e+04,9.601825266840e+03,0.000000000000e+00,0.000000000000e+00,2.880711209071e+04,0.000000000000e+00,3.030982416007e+00,-1.015700399876e-05,-3.030992573011e+00,2.194010652602e-02
16200,2.880720272458e+04,2.880720272458e+04,1.920228036806e+04,9.601843145142e+03,0.000000000000e+00,0.000000000000e+00,2.880720273232e+04,0.000000000000e+00,3.079211379136e+00,-7.743015885353e-06,-3.079219122152e+00,2.194002643228e-02
16400,2.880729366598e+04,2.880729366598e+04,1.920230473927e+04,9.601860408826e+03,0.000000000000e+00,0.000000000000e+00,2.880729368877e+04,0.000000000000e+00,3.128517893238e+00,-2.278946340084e-05,-3.128540682701e+00,2.193991467357e-02
16600,2.880738411918e+04,2.880738411918e+04,1.920232888422e+04,9.601877827115e+03,0.000000000000e+00,0.000000000000e+00,2.880738413179e+04,0.000000000000e+00,3.177407842515e+00,-1.261197030544e-05,-3.177420454485e+00,2.193984016776e-02
16800,2.880747468387e+04,2.880747468387e+04,1.920235271512e+04,9.601895719256e+03,0.000000000000e+00,0.000000000000e+00,2.880747471076e+04,0.000000000000e+00,3.226249499679e+00,-2.689100801945e-05,-3.226276390687e+00,2.193983271718e-02
17000,2.880756463777e+04,2.880756463777e+04,1.920237670405e+04,9.601913068445e+03,0.000000000000e+00,0.000000000000e+00,2.880756464601e+04,0.000000000000e+00,3.274865271804e+00,-8.238479495049e-06,-3.274873510283e+00,2.193972840905e-02
17200,2.880765527686e+04,2.880765527686e+04,1.920240107855e+04,9.601930398396e+03,0.000000000000e+00,0.000000000000e+00,2.880765529275e+04,0.000000000000e+00,3.323799919188e+00,-1.588463783264e-05,-3.323815803826e+00,2.193972654641e-02
17400,2.880774528116e+04,2.880774528116e+04,1.920242490739e+04,9.601947426325e+03,0.000000000000e+00,0.000000000000e+00,2.880774530083e+04,0.000000000000e+00,3.372947440184e+00,-1.967139542103e-05,-3.372967111580e+00,2.193962037563e-02
17600,2.880783562619e+04,2.880783562619e+04,1.920244843472e+04,9.601964685529e+03,0.000000000000e+00,0.000000000000e+00,2.880783564156e+04,0.000000000000e+00,3.422505939590e+00,-1.537241041660e-05,-3.422521312001e+00,2.193959429860e-02
17800,2.880792511650e+04,2.880792511650e+04,1.920247294710e+04,9.601982035218e+03,0.000000000000e+00,0.000000000000e+00,2.880792513293e+04,0.000000000000e+00,3.470134186457e+00,-1.642853021622e-05,-3.470150614987e+00,2.193943969905e-02
18000,2.880801494215e+04,2.880801494215e+04,1.920249727627e+04,9.601999452168e+03,0.000000000000e+00,0.000000000000e+00,2.880801497412e+04,0.000000000000e+00,3.518213709445e+00,-3.197044134140e-05,-3.518245679887e+00,2.193938568234e-02
18200,2.880810492381e+04,2.880810492381e+04,1.920252178395e+04,9.602016628163e+03,0.000000000000e+00,0.000000000000e+00,2.880810492575e+04,0.000000000000e+00,3.566511703521e+00,-1.937150955200e-06,-3.566513640671e+00,2.193925343454e-02
18400,2.880819569298e+04,2.880819569298e+04,1.920254649087e+04,9.602033795499e+03,0.000000000000e+00,0.000000000000e+00,2.880819571465e+04,0.000000000000e+00,3.615406615543e+00,-2.166815102100e-05,-3.615428283694e+00,2.193917706609e-02
18600,2.880828580587e+04,2.880828580587e+04,1.920257179379e+04,9.602050715959e+03,0.000000000000e+00,0.000000000000e+00,2.880828583640e+04,0.000000000000e+00,3.663296120230e+00,-3.053247928619e-05,-3.663326652710e+00,2.193912491202e-02
18800,2.880837592060e+04,2.880837592060e+04,1.920259631721e+04,9.602067575744e+03,0.000000000000e+00,0.000000000000e+00,2.880837593162e+04,0.000000000000e+00,3.712027645564e+00,-1.102313399315e-05,-3.712038668698e+00,2.193902060390e-02
19000,2.880846644546e+04,2.880846644546e+04,1.920262023907e+04,9.602084692670e+03,0.000000000000e+00,0.000000000000e+00,2.880846646744e+04,0.000000000000e+00,3.761513727226e+00,-2.197548747063e-05,-3.761535702713e+00,2.193897776306e-02
19200,2.880855609464e+04,2.880855609464e+04,1.920264524966e+04,9.602101848705e+03,0.000000000000e+00,0.000000000000e+00,2.880855608803e+04,0.000000000000e+00,3.808996277283e+00,6.610527634621e-06,-3.808989666755e+00,2.193891257048e-02
19400,2.880864652341e+04,2.880864652341e+04,1.920267060180e+04,9.602118325556e+03,0.000000000000e+00,0.000000000000e+00,2.880864654785e+04,0.000000000000e+00,3.857596054040e+00,-2.444721758366e-05,-3.857620501258e+00,2.193889953196e-02
19600,2.880873687611e+04,2.880873687611e+04,1.920269488517e+04,9.602135228410e+03,0.000000000000e+00,0.000000000000e+00,2.880873686939e+04,0.000000000000e+00,3.906762527055e+00,6.712973117828e-06,-3.906755814081e+00,2.193880453706e-02
19800,2.880882680885e+04,2.880882680885e+04,1.920271903278e+04,9.602151733119e+03,0.000000000000e+00,0.000000000000e+00,2.880882680327e+04,0.000000000000e+00,3.956042958460e+00,5.586072802544e-06,-3.956037372387e+00,2.193872258067e-02
20000,2.880891685901e+04,2.880891685901e+04,1.920274327331e+04,9.602168027746e+03,0.000000000000e+00,0.000000000000e+00,2.880891688949e+04,0.000000000000e+00,4.005557954617e+00,-3.048218786716e-05,-4.005588436805e+00,2.193864248693e-02
