region,ref,nodes,Mr_ref,Mr_fin,dMr,Mb_ref,Mb_fin,dMb,Mc_ref,Mc_fin,dMc,Mrho_ref,Mrho_fin,dMrho,Mf_ref,Mf_fin,dMf
wall_rows,t0,1440,9.600000000000e+02,8.262439262445e+02,-1.337560737555e+02,4.800000000000e+02,6.133769677166e+02,1.333769677166e+02,1.440000000000e+03,1.439620893961e+03,-3.791060388830e-01,1.440000000000e+03,1.437823582530e+03,-2.176417469978e+00,1.440000021458e+03,1.437823582100e+03,-2.176439357921e+00
wall_rows,ref1000,1440,8.272322347021e+02,8.262439262445e+02,-9.883084576140e-01,6.122243268608e+02,6.133769677166e+02,1.152640855742e+00,1.439456561563e+03,1.439620893961e+03,1.643323981280e-01,1.437472938716e+03,1.437823582530e+03,3.506438136101e-01,1.437472933523e+03,1.437823582100e+03,3.506485763937e-01
interface,t0,960,4.320000000000e+02,4.909968113340e+02,5.899681133404e+01,5.280000000000e+02,4.700242422819e+02,-5.797575771809e+01,9.600000000000e+02,9.610210536160e+02,1.021053615957e+00,9.600000000000e+02,8.778141568899e+02,-8.218584311008e+01,9.600000143051e+02,8.778141580131e+02,-8.218585629202e+01
interface,ref1000,960,4.586688555218e+02,4.909968113340e+02,3.232795581222e+01,4.994445394799e+02,4.700242422819e+02,-2.942029719800e+01,9.581133950017e+02,9.610210536160e+02,2.907658614218e+00,8.774849976897e+02,8.778141568899e+02,3.291592001915e-01,8.774849988893e+02,8.778141580131e+02,3.291591238230e-01
gas_bulk,t0,17880,1.764000000000e+04,1.788362390751e+04,2.436239075065e+02,2.400000000000e+02,3.449754594991e+00,-2.365502454050e+02,1.788000000000e+04,1.788707366210e+04,7.073662101458e+00,1.788000000000e+04,1.798446066660e+04,1.044606665969e+02,1.788000026643e+04,1.798446063653e+04,1.044603701010e+02
gas_bulk,ref1000,17880,1.791358968371e+04,1.788362390751e+04,-2.996577620506e+01,7.276930736647e+00,3.449754594991e+00,-3.827176141656e+00,1.792086661445e+04,1.788707366210e+04,-3.379295234672e+01,1.798075836247e+04,1.798446066660e+04,3.702304124832e+00,1.798075836781e+04,1.798446063653e+04,3.702268719673e+00
liq_bulk,t0,8520,1.680000000000e+02,1.878628220567e+00,-1.661213717794e+02,8.352000000000e+03,8.515317063153e+03,1.633170631528e+02,8.520000000000e+03,8.517195691373e+03,-2.804308626643e+00,8.520000000000e+03,8.508818483472e+03,-1.118151652813e+01,8.520000126958e+03,8.508818482360e+03,-1.118164459802e+01
liq_bulk,ref1000,8520,6.742701276853e-01,1.878628220567e+00,1.204358092882e+00,8.481191109061e+03,8.515317063153e+03,3.412595409155e+01,8.481865379189e+03,8.517195691373e+03,3.533031218443e+01,8.504717818677e+03,8.508818483472e+03,4.100664794445e+00,8.504717817739e+03,8.508818482360e+03,4.100664621219e+00
