step,d_fc_abs,d_frho_abs,d_crho_abs,J0_fF_bitdiff,J1_collision,J2_fill,J3_stream1,J4_bc,J5_stream3copy,J6_macro,J7_colortrans,J8_colconsume,J9_closure_max
0,4.291534423828e-04,4.291534423828e-04,0.000000000000e+00,0.000000000000e+00,7.704377174377e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.111792564392e-03,6.754398345947e-03,0.000000000000e+00,nan
1,1.379132270813e-03,-2.111792564392e-03,-3.490924835205e-03,0.000000000000e+00,2.144202589989e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.382678747177e-04,3.372499486431e-03,0.000000000000e+00,0.000000000000e+00
2,1.508353743702e-04,1.382678747177e-04,-1.256749965250e-05,0.000000000000e+00,-5.749613046646e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.098158001900e-04,1.562530887895e-04,0.000000000000e+00,0.000000000000e+00
3,-6.291384488577e-05,2.098158001900e-04,2.727296450757e-04,0.000000000000e+00,-2.206470817327e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.873206347227e-04,1.514071955171e-04,0.000000000000e+00,0.000000000000e+00
4,-4.349681221356e-04,-1.873206347227e-04,2.476474874129e-04,0.000000000000e+00,2.344492822886e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.118176341057e-05,2.051812953141e-04,0.000000000000e+00,0.000000000000e+00
5,-4.057001351612e-04,5.118176341057e-05,4.568818985717e-04,0.000000000000e+00,2.543069422245e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.013836055994e-04,-1.566175342305e-06,0.000000000000e+00,0.000000000000e+00
6,-3.787032655964e-04,-2.013836055994e-04,1.773196599970e-04,0.000000000000e+00,3.093276172876e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.845329284668e-05,1.051014223776e-04,0.000000000000e+00,0.000000000000e+00
7,-1.744770706864e-04,8.845329284668e-05,2.629303635331e-04,0.000000000000e+00,6.512366235256e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.654978841543e-04,1.695229220786e-04,0.000000000000e+00,0.000000000000e+00
8,-2.788763304125e-04,1.654978841543e-04,4.443742145668e-04,0.000000000000e+00,5.217269062996e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.637854337692e-05,3.773777498282e-04,0.000000000000e+00,0.000000000000e+00
9,-6.510368111776e-04,-5.637854337692e-05,5.946582678007e-04,0.000000000000e+00,1.936070621014e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.204423606396e-04,6.703065810143e-05,0.000000000000e+00,0.000000000000e+00
10,-5.244604071777e-04,-1.204423606396e-04,4.040180465381e-04,0.000000000000e+00,2.776179462671e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.297574490309e-04,6.257139102672e-05,0.000000000000e+00,0.000000000000e+00
11,-3.094138519373e-04,1.297574490309e-04,4.391713009682e-04,0.000000000000e+00,3.522448241711e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.255311071873e-04,2.225951757282e-04,0.000000000000e+00,0.000000000000e+00
12,-4.967845452484e-04,-1.255311071873e-04,3.712534380611e-04,0.000000000000e+00,3.338400274515e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.843544542789e-05,2.215024323959e-04,0.000000000000e+00,0.000000000000e+00
13,-3.844469501928e-04,-6.843544542789e-05,3.160115047649e-04,0.000000000000e+00,2.905111759901e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.437542080879e-05,2.618463549879e-04,0.000000000000e+00,0.000000000000e+00
14,-3.557821291906e-04,7.437542080879e-05,4.301575499994e-04,0.000000000000e+00,1.352299004793e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,9.288825094700e-05,1.945494404936e-04,0.000000000000e+00,0.000000000000e+00
15,-4.151016692049e-04,-9.288825094700e-05,3.222134182579e-04,0.000000000000e+00,3.148894757032e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.698840737343e-05,2.186964338762e-04,0.000000000000e+00,0.000000000000e+00
16,-3.189086273778e-04,3.698840737343e-05,3.558970347513e-04,0.000000000000e+00,2.219155430794e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.364922642708e-05,2.656674623722e-04,0.000000000000e+00,0.000000000000e+00
17,-3.626605466707e-04,-4.364922642708e-05,3.190113202436e-04,0.000000000000e+00,3.023371100426e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.184638917446e-04,1.874972804217e-04,0.000000000000e+00,0.000000000000e+00
18,-2.478207170498e-04,-3.184638917446e-04,-7.064317469485e-05,0.000000000000e+00,5.297660827637e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.878531813622e-05,1.268306587008e-04,0.000000000000e+00,0.000000000000e+00
19,1.551147070131e-04,-2.878531813622e-05,-1.839000251493e-04,0.000000000000e+00,3.100857138634e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.564882695675e-04,1.690522913123e-05,0.000000000000e+00,0.000000000000e+00
19000,3.761513727226e+00,-2.197548747063e-05,-3.761535702713e+00,0.000000000000e+00,4.489757120609e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.040581941605e-05,2.077048156934e-04,0.000000000000e+00,nan
19001,3.761754998122e+00,-3.040581941605e-05,-3.761785403942e+00,0.000000000000e+00,4.619173705578e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.958998084068e-05,2.115140850947e-04,0.000000000000e+00,0.000000000000e+00
19002,3.762005401408e+00,-2.958998084068e-05,-3.762034991389e+00,0.000000000000e+00,4.664100706577e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.965944051743e-05,2.337568912480e-04,0.000000000000e+00,0.000000000000e+00
19003,3.762238054587e+00,-3.965944051743e-05,-3.762277714028e+00,0.000000000000e+00,4.712231457233e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.876296639442e-05,2.268658136018e-04,0.000000000000e+00,0.000000000000e+00
19004,3.762482411919e+00,-2.876296639442e-05,-3.762511174886e+00,0.000000000000e+00,4.563257098198e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.365799784660e-05,2.253664715681e-04,0.000000000000e+00,0.000000000000e+00
19005,3.762713371158e+00,-3.365799784660e-05,-3.762747029155e+00,0.000000000000e+00,4.682261496782e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.187063753605e-05,2.040596955339e-04,0.000000000000e+00,0.000000000000e+00
19006,3.762977537612e+00,-1.187063753605e-05,-3.762989408249e+00,0.000000000000e+00,4.388075321913e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.443549990654e-05,2.313560144103e-04,0.000000000000e+00,0.000000000000e+00
19007,3.763184989130e+00,-1.443549990654e-05,-3.763199424629e+00,0.000000000000e+00,4.430431872606e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.234747469425e-05,2.137460141967e-04,0.000000000000e+00,0.000000000000e+00
19008,3.763414286303e+00,-1.234747469425e-05,-3.763426633777e+00,0.000000000000e+00,4.439782351255e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.939758658409e-05,2.070096306852e-04,0.000000000000e+00,0.000000000000e+00
19009,3.763651254907e+00,-1.939758658409e-05,-3.763670652494e+00,0.000000000000e+00,4.536677151918e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.188421785831e-05,2.007661169046e-04,0.000000000000e+00,0.000000000000e+00
19010,3.763904156505e+00,-2.188421785831e-05,-3.763926040723e+00,0.000000000000e+00,4.561245441437e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.656318247318e-05,2.062968087557e-04,0.000000000000e+00,0.000000000000e+00
19011,3.764153984241e+00,-2.656318247318e-05,-3.764180547423e+00,0.000000000000e+00,4.612207412720e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.340413630009e-05,2.088397668558e-04,0.000000000000e+00,0.000000000000e+00
19012,3.764406365215e+00,-2.340413630009e-05,-3.764429769351e+00,0.000000000000e+00,4.643760621548e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.157369792461e-05,2.057088677248e-04,0.000000000000e+00,0.000000000000e+00
19013,3.764665032410e+00,-3.157369792461e-05,-3.764696606107e+00,0.000000000000e+00,4.694107919931e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.499297261238e-05,2.304652371095e-04,0.000000000000e+00,0.000000000000e+00
19014,3.764903977964e+00,-2.499297261238e-05,-3.764928970937e+00,0.000000000000e+00,4.623048007488e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.508742570877e-05,1.903959600895e-04,0.000000000000e+00,0.000000000000e+00
19015,3.765175886805e+00,-1.508742570877e-05,-3.765190974231e+00,0.000000000000e+00,4.471521824598e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.878477632999e-05,2.249707358715e-04,0.000000000000e+00,0.000000000000e+00
19016,3.765398068252e+00,-1.878477632999e-05,-3.765416853028e+00,0.000000000000e+00,4.552919417620e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.674013376236e-05,2.212348954345e-04,0.000000000000e+00,0.000000000000e+00
19017,3.765632125298e+00,-2.674013376236e-05,-3.765658865432e+00,0.000000000000e+00,4.618838429451e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.864003181458e-05,2.235362735519e-04,0.000000000000e+00,0.000000000000e+00
19018,3.765870472867e+00,-2.864003181458e-05,-3.765899112899e+00,0.000000000000e+00,4.616584628820e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.838112413883e-05,2.078532925225e-04,0.000000000000e+00,0.000000000000e+00
19019,3.766124278038e+00,-2.838112413883e-05,-3.766152659162e+00,0.000000000000e+00,4.706513136625e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.575906157494e-05,2.241717993456e-04,0.000000000000e+00,0.000000000000e+00
