x,psi_mean,p_mean
0,1.0001838207244873,0.3347000181674957
1,1.0001834630966187,0.3347000181674957
2,1.0001838207244873,0.3346998989582062
3,1.0001834630966187,0.3346998691558838
4,1.0001838207244873,0.33469974994659424
5,1.0001834630966187,0.3346996605396271
6,1.0001838207244873,0.33469951152801514
7,1.0001834630966187,0.33469948172569275
8,1.0001838207244873,0.3346993625164032
9,1.0001834630966187,0.3346993029117584
10,1.0001838207244873,0.33469927310943604
11,1.0001834630966187,0.33469927310943604
12,1.0001839399337769,0.3346993029117584
13,1.0001835823059082,0.3346993923187256
14,1.0001838207244873,0.33469948172569275
15,1.0001835823059082,0.3346996009349823
16,1.0001839399337769,0.33469972014427185
17,1.0001834630966187,0.3346998691558838
18,1.0001839399337769,0.33469998836517334
19,1.0001835823059082,0.3347000777721405
20,1.0001840591430664,0.33470022678375244
21,1.0001837015151978,0.33470022678375244
22,1.0001839399337769,0.3347003161907196
23,1.0001837015151978,0.33470025658607483
24,1.0001840591430664,0.3347003161907196
25,1.0001838207244873,0.33470019698143005
26,1.000184178352356,0.33470019698143005
27,1.0001838207244873,0.3347000181674957
28,1.000184178352356,0.33469995856285095
29,1.0001838207244873,0.33469974994659424
30,1.0001842975616455,0.3346996605396271
31,1.0001839399337769,0.33469951152801514
32,1.0001842975616455,0.33469948172569275
33,1.0001839399337769,0.33469927310943604
34,1.0001842975616455,0.3346993029117584
35,1.000184178352356,0.33469924330711365
36,1.000184416770935,0.3346993625164032
37,1.0001842975616455,0.3346993029117584
38,1.000184416770935,0.33469951152801514
39,1.0001842975616455,0.3346995413303375
40,1.0001845359802246,0.3346997797489166
41,1.000184416770935,0.3346998393535614
42,1.0001845359802246,0.3347001075744629
43,1.0001842975616455,0.3347001373767853
44,1.0001845359802246,0.3347003161907196
45,1.0001842975616455,0.33470022678375244
46,1.0001845359802246,0.3347003757953644
47,1.000184416770935,0.33470022678375244
48,1.0001845359802246,0.3347003161907196
49,1.000184416770935,0.3347001373767853
50,1.0001845359802246,0.33470019698143005
51,1.000184416770935,0.3346998989582062
52,1.0001842975616455,0.3346998989582062
53,1.000184416770935,0.3346996009349823
54,1.0001839399337769,0.3346996009349823
55,1.0001845359802246,0.33469924330711365
56,1.0001834630966187,0.3346993625164032
57,1.000184416770935,0.33469903469085693
58,1.000182867050171,0.33469924330711365
59,1.0001838207244873,0.3346989154815674
60,1.0001823902130127,0.3346991240978241
61,1.0001827478408813,0.3346988260746002
62,1.000182032585144,0.3346988260746002
63,1.0001815557479858,0.3346984088420868
64,1.0001815557479858,0.3346979320049286
65,1.0001804828643799,0.3346969187259674
66,1.0001795291900635,0.334695428609848
67,1.0001686811447144,0.33469316363334656
68,1.0001393556594849,0.3346902132034302
69,1.0000793933868408,0.33468636870384216
70,0.9999784827232361,0.3346814811229706
71,0.9998273253440857,0.3346749544143677
72,0.9996157884597778,0.33466634154319763
73,0.999337911605835,0.3346547782421112
74,0.9989822506904602,0.33463943004608154
75,0.9985353946685791,0.33461880683898926
76,0.9979687929153442,0.3345906436443329
77,0.9972378015518188,0.3345493972301483
78,0.9963060021400452,0.33448028564453125
79,0.995233416557312,0.33434274792671204
80,0.993815004825592,0.33404895663261414
81,0.9868120551109314,0.3332686126232147
82,0.9678781032562256,0.3324258625507355
83,0.9287441372871399,0.331382691860199
84,0.8721422553062439,0.3303374648094177
85,0.7953311800956726,0.3295639157295227
86,0.6963431239128113,0.3286137282848358
87,0.5777207612991333,0.3276774287223816
88,0.43839746713638306,0.32677140831947327
89,0.2759893536567688,0.3256496787071228
90,0.08186905831098557,0.3236614167690277
91,-0.17748120427131653,0.3189307451248169
92,-0.6044856905937195,0.31727689504623413
93,-0.9396704435348511,0.324502557516098
94,-1.000144124031067,0.33116891980171204
95,-1.0004523992538452,0.3323799669742584
96,-1.0004554986953735,0.3323892652988434
97,-1.0004483461380005,0.33239099383354187
