step,Mff,Mr,Mb,Mrho,d_fc
400,2.880001187739e+04,1.919999979896e+04,9.599999981993e+03,2.880001189935e+04,1.209643613038e-02
800,2.880001121786e+04,1.919999989254e+04,9.599999982828e+03,2.880001119733e+04,1.134248901872e-02
1200,2.880001089599e+04,1.919999973767e+04,9.600000084739e+03,2.880001085043e+04,1.107358645095e-02
1600,2.880001082452e+04,1.919999990760e+04,9.600000048025e+03,2.880001087189e+04,1.086890367151e-02
2000,2.880001116770e+04,1.919999972624e+04,9.600000078282e+03,2.880001120198e+04,1.136317966120e-02
2400,2.880001125226e+04,1.919999960447e+04,9.600000044977e+03,2.880001132429e+04,1.160281556804e-02
2800,2.880001123198e+04,1.919999981996e+04,9.600000111185e+03,2.880001119947e+04,1.130083921817e-02
3200,2.880001095797e+04,1.919999951894e+04,9.600000108234e+03,2.880001090658e+04,1.133079575447e-02
3600,2.880001139107e+04,1.919999923205e+04,9.600000029507e+03,2.880001132822e+04,1.212951405068e-02
4000,2.880001072513e+04,1.919999940416e+04,9.599999908370e+03,2.880001070058e+04,1.141259373071e-02
4400,2.880001077276e+04,1.919999932417e+04,9.599999857073e+03,2.880001077211e+04,1.159151055617e-02
4800,2.880000998001e+04,1.919999941347e+04,9.599999873218e+03,2.880001000929e+04,1.069331665713e-02
5200,2.880001059912e+04,1.919999961540e+04,9.599999894117e+03,2.880001060438e+04,1.108959927296e-02
5600,2.880001162103e+04,1.919999943131e+04,9.599999969036e+03,2.880001165509e+04,1.222068352945e-02
6000,2.880001456382e+04,1.919999922215e+04,9.600000062070e+03,2.880001455259e+04,1.527960720341e-02
6400,2.880001371420e+04,1.919999913699e+04,9.600000064624e+03,2.880001368141e+04,1.451259102032e-02
6800,2.880001245972e+04,1.919999913724e+04,9.600000065084e+03,2.880001242828e+04,1.325739676759e-02
7200,2.880000897686e+04,1.919999944514e+04,9.600000236124e+03,2.880000895894e+04,9.295599556935e-03
7600,2.880001069956e+04,1.919999967511e+04,9.600000332528e+03,2.880001070523e+04,1.069191977513e-02
8000,2.880001883149e+04,1.919999937498e+04,9.600000337687e+03,2.880001885986e+04,1.911882433706e-02
8400,2.880001695070e+04,1.919999968390e+04,9.600000380751e+03,2.880001694763e+04,1.688605404524e-02
8800,2.880001987243e+04,1.919999951212e+04,9.600000390779e+03,2.880001989162e+04,1.996953610433e-02
9200,2.880001676673e+04,1.919999906901e+04,9.600000547276e+03,2.880001673949e+04,1.715044598495e-02
9600,2.880000928043e+04,1.919999866190e+04,9.600000659889e+03,2.880000927579e+04,9.958641758203e-03
10000,2.880000599971e+04,1.919999856910e+04,9.600000779698e+03,2.880000603533e+04,6.650917201114e-03
10400,2.879999881373e+04,1.919999903490e+04,9.600000772447e+03,2.879999881411e+04,-9.936260157701e-04
10800,2.879999423193e+04,1.919999965956e+04,9.600000745018e+03,2.879999421966e+04,-6.172643381433e-03
11200,2.879999259556e+04,1.920000066856e+04,9.600000796979e+03,2.879999263072e+04,-8.869979777955e-03
11600,2.879999178180e+04,1.920000131870e+04,9.600000593391e+03,2.879999174845e+04,-1.013029304522e-02
12000,2.879999127239e+04,1.920000239283e+04,9.600000279581e+03,2.879999121451e+04,-1.140001605199e-02
12400,2.879999045478e+04,1.920000342065e+04,9.600000109456e+03,2.879999050283e+04,-1.307532469036e-02
12800,2.879998965459e+04,1.920000468486e+04,9.599999887196e+03,2.879998964775e+04,-1.491747554064e-02
13200,2.879999145627e+04,1.920000590781e+04,9.599999524361e+03,2.879999146450e+04,-1.397590119086e-02
13600,2.879999113679e+04,1.920000699450e+04,9.599999436131e+03,2.879999117303e+04,-1.529384663263e-02
14000,2.879999044096e+04,1.920000794278e+04,9.599999172928e+03,2.879999046957e+04,-1.667474325950e-02
14400,2.879998979836e+04,1.920000912514e+04,9.599998962105e+03,2.879998982191e+04,-1.828888096679e-02
14800,2.879999006028e+04,1.920001001590e+04,9.599998561379e+03,2.879999006832e+04,-1.851699584586e-02
15200,2.879999004900e+04,1.920001027988e+04,9.599998382140e+03,2.879999009335e+04,-1.861301084682e-02
15600,2.879999013620e+04,1.920001016859e+04,9.599998183379e+03,2.879999019098e+04,-1.821577229930e-02
16000,2.879999036329e+04,1.920001066189e+04,9.599998212353e+03,2.879999039054e+04,-1.851095162601e-02
16400,2.879999029868e+04,1.920001188003e+04,9.599998107422e+03,2.879999031436e+04,-1.968877248692e-02
16800,2.879998981750e+04,1.920001244582e+04,9.599998063908e+03,2.879998983300e+04,-2.069223175022e-02
17200,2.879998997473e+04,1.920001291369e+04,9.599997924884e+03,2.879999001861e+04,-2.086384154245e-02
17600,2.879998991097e+04,1.920001334426e+04,9.599997727903e+03,2.879998991275e+04,-2.116118962113e-02
18000,2.879998863615e+04,1.920001354179e+04,9.599997705337e+03,2.879998868537e+04,-2.261097250448e-02
18400,2.879998905119e+04,1.920001389440e+04,9.599997588857e+03,2.879998905945e+04,-2.243206798448e-02
18800,2.879998900497e+04,1.920001436737e+04,9.599997575119e+03,2.879998904550e+04,-2.293752674814e-02
19200,2.879998943567e+04,1.920001445214e+04,9.599997578534e+03,2.879998941386e+04,-2.259500429500e-02
19600,2.879998855688e+04,1.920001450257e+04,9.599997524870e+03,2.879998859954e+04,-2.347056393955e-02
20000,2.879998857781e+04,1.920001436080e+04,9.599997502883e+03,2.879998857987e+04,-2.328587488228e-02
20400,2.879998799108e+04,1.920001424013e+04,9.599997318450e+03,2.879998795509e+04,-2.356749621867e-02
20800,2.879998678725e+04,1.920001417013e+04,9.599997439553e+03,2.879998679709e+04,-2.482243842496e-02
21200,2.879998854886e+04,1.920001447447e+04,9.599997556393e+03,2.879998855734e+04,-2.348200648521e-02
21600,2.879998841704e+04,1.920001419461e+04,9.599997673175e+03,2.879998846793e+04,-2.345074779078e-02
22000,2.879998835425e+04,1.920001427156e+04,9.599997629599e+03,2.879998835778e+04,-2.354690616994e-02
22400,2.879998909739e+04,1.920001414870e+04,9.599997339744e+03,2.879998911452e+04,-2.239105264925e-02
22800,2.879998748915e+04,1.920001418258e+04,9.599997422050e+03,2.879998753345e+04,-2.411548217788e-02
23200,2.879998736947e+04,1.920001438063e+04,9.599997406415e+03,2.879998732352e+04,-2.441757973247e-02
23600,2.879998796481e+04,1.920001459585e+04,9.599997322750e+03,2.879998795295e+04,-2.395379813242e-02
24000,2.879998946855e+04,1.920001448745e+04,9.599996958127e+03,2.879998949075e+04,-2.197702291960e-02
24400,2.879998908639e+04,1.920001455786e+04,9.599996955455e+03,2.879998912883e+04,-2.242692551226e-02
24800,2.879998817692e+04,1.920001484018e+04,9.599997292823e+03,2.879998819041e+04,-2.395607645121e-02
25200,2.879998772486e+04,1.920001518381e+04,9.599997143424e+03,2.879998774910e+04,-2.460237520427e-02
25600,2.879998784962e+04,1.920001574925e+04,9.599997087471e+03,2.879998782241e+04,-2.498710774307e-02
26000,2.879998693688e+04,1.920001630659e+04,9.599997208461e+03,2.879998693979e+04,-2.657816554529e-02
26400,2.879998895716e+04,1.920001600703e+04,9.599997207686e+03,2.879998896217e+04,-2.425755837612e-02
26800,2.879998843645e+04,1.920001616159e+04,9.599997347871e+03,2.879998840606e+04,-2.507300892466e-02
27200,2.879998829618e+04,1.920001640075e+04,9.599997355288e+03,2.879998829198e+04,-2.545985262987e-02
27600,2.879998777343e+04,1.920001638760e+04,9.599997373388e+03,2.879998778987e+04,-2.598756145562e-02
28000,2.879998883501e+04,1.920001648562e+04,9.599997261256e+03,2.879998882413e+04,-2.491186602492e-02
28400,2.879998878185e+04,1.920001651789e+04,9.599997177781e+03,2.879998880088e+04,-2.491381960499e-02
28800,2.879998769861e+04,1.920001667969e+04,9.599997167948e+03,2.879998769224e+04,-2.614903279573e-02
29200,2.879998703525e+04,1.920001693018e+04,9.599997107245e+03,2.879998701417e+04,-2.700216910489e-02
29600,2.879998786091e+04,1.920001703861e+04,9.599996756017e+03,2.879998791718e+04,-2.593371269904e-02
30000,2.879998573815e+04,1.920001722766e+04,9.599996884006e+03,2.879998574853e+04,-2.837351594462e-02
30400,2.879998570563e+04,1.920001727729e+04,9.599996923199e+03,2.879998573101e+04,-2.849486285595e-02
30800,2.879998600761e+04,1.920001732983e+04,9.599996934251e+03,2.879998601782e+04,-2.825647699319e-02
31200,2.879998535215e+04,1.920001749724e+04,9.599996926826e+03,2.879998536158e+04,-2.907191436316e-02
31600,2.879998701582e+04,1.920001733263e+04,9.599997035176e+03,2.879998704672e+04,-2.735198509436e-02
32000,2.879998693351e+04,1.920001731950e+04,9.599996933072e+03,2.879998692334e+04,-2.731906888403e-02
32400,2.879998664656e+04,1.920001739482e+04,9.599997177739e+03,2.879998663867e+04,-2.792600609610e-02
32800,2.879998635265e+04,1.920001751175e+04,9.599996960956e+03,2.879998633146e+04,-2.812004884254e-02
