t,x_vol,x_cross
250,42.334037585136215,40.0
500,43.11963203625801,41.0
750,43.86363807091346,41.0
1000,44.52758163060897,42.0
1250,45.129200470753204,43.0
1500,45.665708884214745,43.0
1750,46.2146966396234,44.0
2000,46.84901780348558,44.0
2250,47.60437324719551,45.0
2500,48.378712189503204,46.0
2750,49.14164538261218,47.0
3000,49.887767302684296,47.0
3250,50.61874311398237,48.0
3500,51.34151830428686,49.0
3750,52.06442495492789,50.0
4000,52.8033447265625,50.0
4250,53.54686560997596,51.0
4500,54.29331305088141,52.0
4750,55.03542856069711,53.0
5000,55.778492462940704,53.0
5250,56.51644193209135,54.0
5500,57.25716458834135,55.0
5750,57.99619391025641,56.0
6000,58.73912009214744,56.0
6250,59.47925430689103,57.0
6500,60.22316018129006,58.0
6750,60.96468724959936,58.0
7000,61.707316080729164,59.0
7250,62.44773199619391,60.0
7500,63.19031387720353,61.0
7750,63.93300530849359,61.0
8000,64.67490484775641,62.0
8250,65.41656024639423,63.0
8500,66.15918594751602,64.0
8750,66.9030010516827,64.0
9000,67.64357346754808,65.0
9250,68.38656224959936,66.0
9500,69.12938201121796,67.0
9750,69.8739483173077,67.0
10000,70.61424529246796,68.0
10250,71.35738431490384,69.0
10500,72.10116185897436,70.0
10750,72.84546524439102,70.0
11000,73.58631310096155,71.0
11250,74.329833984375,72.0
11500,75.0744128104968,73.0
11750,75.81801507411859,73.0
12000,76.55933243189102,74.0
12250,77.3034417568109,75.0
12500,78.04864032451923,76.0
12750,78.79158528645833,76.0
13000,79.53292142427884,77.0
13250,80.27823267227564,78.0
13500,81.02376928084936,79.0
13750,81.76653270232372,79.0
14000,82.50756209935898,80.0
14250,83.2546136318109,81.0
14500,84.00012520032051,82.0
14750,84.74298878205128,82.0
15000,85.48409329927884,83.0
15250,86.23232797475961,84.0
15500,86.97752654246794,85.0
15750,87.72051532451923,85.0
16000,88.4623522636218,86.0
16250,89.21113782051282,87.0
16500,89.95577924679488,87.0
16750,90.69881810897436,88.0
17000,91.44164413060898,89.0
17250,92.19071764823718,90.0
17500,92.93505233373398,90.0
17750,93.67794721554488,91.0
18000,94.42213166065706,92.0
18250,95.17111127804488,93.0
18500,95.91578400440706,93.0
18750,96.65810922475961,94.0
19000,97.40395257411859,95.0
19250,98.1525628505609,96.0
19500,98.89747345753206,96.0
19750,99.63941055689102,97.0
20000,100.38666240985577,98.0
20250,101.13500350560898,99.0
20500,101.88030223357372,99.0
20750,102.62210161258012,100.0
21000,103.37030498798077,101.0
21250,104.11828926282051,102.0
21500,104.86371319110577,102.0
21750,105.60613857171474,103.0
22000,106.35519330929488,104.0
22250,107.10282702323718,105.0
22500,107.84827599158653,105.0
22750,108.59145257411859,106.0
23000,109.34093299278847,107.0
23250,110.08836638621794,108.0
23500,110.83386543469551,108.0
23750,111.57784329927884,109.0
24000,112.32757411858974,110.0
24250,113.07486979166667,111.0
24500,113.8203375400641,111.0
24750,114.5652606670673,112.0
25000,115.31507912660257,113.0
25250,116.0624248798077,114.0
25500,116.8080303485577,114.0
25750,117.55382361778847,115.0
26000,118.30354817708333,116.0
26250,119.05084385016026,117.0
26500,119.79662459935898,117.0
26750,120.54324419070512,118.0
27000,121.2930188301282,119.0
27250,122.04025190304488,120.0
27500,122.78635817307692,120.0
27750,123.53335336538461,121.0
28000,124.28337840544872,122.0
28250,125.03058643830128,123.0
28500,125.77715594951923,123.0
28750,126.5243890224359,124.0
29000,127.27480218349359,125.0
29250,128.0220227363782,126.0
29500,128.76910556891028,126.0
29750,129.51631360176282,127.0
30000,130.26716496394232,128.0
30250,131.01437299679486,129.0
30500,131.76195663060898,129.0
30750,132.5091771834936,130.0
31000,133.26036658653845,131.0
31250,134.0077123397436,132.0
31500,134.7559845753205,132.0
31750,135.50316756810898,133.0
32000,136.25455729166669,134.0
32250,137.0020532852564,135.0
32500,137.7509765625,135.0
32750,138.4981470352564,136.0
33000,139.24964943910257,137.0
33250,139.99732071314102,138.0
33500,140.74675731169873,138.0
33750,141.49395282451923,139.0
34000,142.24558042868588,140.0
34250,142.99363982371796,141.0
34500,143.7435021033654,141.0
34750,144.49086037660257,142.0
35000,145.24242538060898,143.0
35250,145.99088541666666,144.0
35500,146.74098557692307,144.0
35750,147.48858173076923,145.0
36000,148.24029697516025,146.0
36250,148.98909505208334,147.0
36500,149.73933293269232,147.0
36750,150.48714192708334,148.0
37000,151.23900741185898,149.0
37250,151.98816856971155,150.0
37500,152.73851913060898,150.0
37750,153.48655348557693,151.0
38000,154.23845653044873,152.0
38250,154.98816856971155,153.0
38500,155.73841897035257,153.0
38750,156.4867162459936,154.0
39000,157.23890725160257,155.0
39250,157.98907001201923,156.0
39500,158.7392077323718,156.0
39750,159.48765524839743,157.0
40000,160.24037209535257,158.0
40250,160.99088541666666,159.0
40500,161.74094801682693,159.0
40750,162.48948317307693,160.0
41000,163.24246294070514,161.0
41250,163.99335186298077,162.0
41500,164.74332682291666,162.0
41750,165.49207481971155,163.0
42000,166.24563050881412,164.0
42250,166.99690755208334,165.0
42500,167.74685747195514,165.0
42750,168.49561798878204,166.0
43000,169.24963691907053,167.0
43250,170.00115184294873,168.0
43500,170.75108924278845,168.0
43750,171.49987479967947,169.0
44000,172.25436949118588,170.0
44250,173.00615985576923,171.0
44500,173.75610977564102,171.0
44750,174.50497045272436,172.0
45000,175.26004106570514,173.0
45250,176.01193159054486,174.0
45500,176.76203175080127,174.0
45750,177.51098006810898,175.0
46000,178.2664513221154,176.0
46250,179.01854216746796,177.0
46500,179.76884264823718,177.0
46750,180.51804136618588,178.0
47000,181.27381310096155,179.0
47250,182.02612930689102,180.0
47500,182.77659254807693,180.0
47750,183.52610426682693,181.0
48000,184.28208884214743,182.0
48250,185.03454276842947,183.0
48500,185.78533153044873,183.0
48750,186.5350560897436,184.0
49000,187.2910657051282,185.0
49250,188.04380759214743,186.0
49500,188.79480919471155,186.0
49750,189.54484675480768,187.0
50000,190.30080629006412,188.0
50250,191.0538110977564,189.0
50500,191.8051257011218,189.0
50750,192.5555138221154,190.0
51000,193.31141075721155,191.0
51250,194.06471604567307,192.0
51500,194.8163060897436,192.0
51750,195.56691957131412,193.0
52000,196.3228039863782,194.0
52250,197.07634715544873,195.0
52500,197.82838792067307,195.0
52750,198.57903896233975,196.0
53000,199.33477313701923,197.0
53250,200.0887169471154,198.0
53500,200.84117087339743,198.0
53750,201.59197215544873,199.0
54000,202.34759364983975,200.0
54250,203.10196314102564,201.0
54500,203.85475510817307,201.0
54750,204.60566907051282,202.0
55000,205.36126552483975,203.0
55250,206.11598557692307,204.0
55500,206.86910306490384,204.0
55750,207.62019230769232,205.0
56000,208.37577624198718,206.0
56250,209.13083433493588,207.0
56500,209.88427734375,207.0
56750,210.63562950721155,208.0
57000,211.39113832131412,209.0
57250,212.1464342948718,210.0
57500,212.90004006410257,210.0
57750,213.6519556290064,211.0
58000,214.4076647636218,212.0
58250,215.16273537660257,213.0
58500,215.91656650641025,213.0
58750,216.66920823317307,214.0
59000,217.4242663261218,215.0
59250,218.17981270032053,216.0
59500,218.93376903044873,216.0
59750,219.68727463942307,217.0
60000,220.44166917067307,218.0
