t,umax,urms,band_valid,liq_band,gas_band,n_mixed,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,Pc_dynamic_thr085,Pc_dynamic_thr095,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
1000,0.023682843893766403,0.002724913414567709,1,"[12, 40]","[52, 486]",8,-7.384043282733817e-06,-4.940572269801672e-06,0.8877419462858501,0.9328782890389126,0.0033583240474931997,0.0033583240474931997,0.0033662386202777395,0.00019818544387817383,0.0007585287094116211,1.0,1.0,0.019925130531191826,0.003988133277744055,70934.939669349,6464.388868182755,-45.04828178882599,380.3892131447792,333.49725729227066,0.012048862176015973,0.0003449620244282414
2000,0.022229857742786407,0.0032609249465167522,1,"[12, 42]","[54, 486]",8,-9.421233473150277e-06,-4.910063472631522e-06,0.9980591552538101,0.9969643467068696,0.002993106623522923,0.002993106623522923,0.002995601566381123,0.00033795833587646484,0.00019431114196777344,1.0,1.0,0.018935339525341988,0.0036441278643906116,70450.08560671573,6829.0960741624785,-529.9027420282364,745.0965237617493,211.26064711809158,0.01165125603438355,0.0004495992707234109
3000,0.022221870720386505,0.0033385728020220995,1,"[12, 45]","[57, 486]",8,-6.368254276517615e-06,-5.291154195988865e-06,0.9949174544602738,0.997207242906193,0.003157661374000531,0.003157661374000531,0.003165337051509731,0.0003279149532318115,0.0002989470958709717,1.0,1.0,0.01891303062438965,0.003652743762359023,70007.61244955103,7306.538376848565,-972.377792596817,1222.5388777852058,245.72737741470337,0.009757852152688429,0.0005009366404920002
4000,0.02236424945294857,0.003362588118761778,1,"[12, 48]","[60, 486]",8,-7.48392697927164e-06,-5.293803855272907e-06,0.9973080753593596,0.9987328507025223,0.003143586937796705,0.003143586937796705,0.003149295639714056,0.00032967329025268555,0.00023555755615234375,1.0,1.0,0.018791094422340393,0.00384000432677567,69534.3781817625,7762.23332424734,-1445.6108168363571,1678.2339410185814,228.35228329896927,0.011001401144312695,0.0006167712417664006
5000,0.022497953847050667,0.003365623764693737,1,"[12, 51]","[63, 486]",8,-6.3921094905991425e-06,-5.319911758462715e-06,0.9844629490985342,0.9986065273392277,0.0031441357694665384,0.0031441357694665384,0.0031502771665058438,0.0003420412540435791,0.0002516210079193115,1.0,1.0,0.018726224079728127,0.003872961038723588,69068.96315271573,8227.207727729205,-1911.0261715650558,2143.2083508372307,228.41274917125702,0.010675719211576506,0.0006231080260477029
6000,0.022704817354679108,0.00336864753626287,1,"[12, 54]","[66, 486]",8,-5.206166997591169e-06,-5.31245685516048e-06,0.9745836383584937,0.9985457237005019,0.0031046551781059306,0.0031046551781059306,0.0031104922235108967,0.00036031007766723633,0.00024694204330444336,1.0,1.0,0.01855575479567051,0.0038854607846587896,68600.44802785962,8689.482937198294,-2379.5415256023407,2605.483603179455,222.8280884027481,0.010446538042742759,0.0006659811606368748
7000,0.02286902628839016,0.0033701525535434484,1,"[12, 57]","[69, 486]",8,-5.171680638911527e-06,-5.310440258832336e-06,0.9901459379554138,0.9984175130453977,0.003095042392938563,0.003095042392938563,0.003100765364270175,0.0003504455089569092,0.0002499818801879883,1.0,1.0,0.01847941428422928,0.0039214794524014,68132.69298310648,9152.894838323546,-2847.2959389686584,3068.8955371379852,219.21890711784363,0.01107792486436665,0.000698814439601847
8000,0.023030437529087067,0.003371234517544508,1,"[12, 60]","[72, 486]",8,-6.556470485753459e-06,-5.3054753497188274e-06,0.9867961566133872,0.9982599731190432,0.0031137029476543954,0.0031137029476543954,0.0031193199606084354,0.0003007948398590088,0.0002506375312805176,1.0,1.0,0.01839813031256199,0.003973852843046188,67664.5085910628,9616.363611678606,-3315.480317234993,3532.364318013191,215.26849228143692,0.011091702210251242,0.00070633458562952
9000,0.023169858381152153,0.0033714110031723976,1,"[12, 63]","[75, 486]",8,-6.726804901569914e-06,-5.300343574951567e-06,0.9780570735081223,0.998059031094115,0.0031062386733990976,0.0031062386733990976,0.003111901801878314,0.00028139352798461914,0.0002518892288208008,1.0,1.0,0.018658682703971863,0.003985962364822626,67196.31185577126,10079.81756651186,-3783.6778033971786,3995.818297624588,211.2948436141014,0.01034083156264387,0.0007311127283173846
10000,0.023314131423830986,0.0033721476793289185,1,"[12, 66]","[78, 486]",8,-6.244323220459675e-06,-5.297657997761863e-06,0.9479395818842311,0.997941648673757,0.003087922748381433,0.003087922748381433,0.003092302573407535,0.0002861320972442627,0.0002529919147491455,1.0,1.0,0.01899074949324131,0.003946931101381779,66728.02920866,10543.26290847172,-4251.960824012756,4459.263649404049,207.21926766633987,0.009967327248887159,0.0007409323297906667
