x,psi_midslice
307,-1.0005207061767578
308,-1.000346302986145
309,-1.0003454685211182
310,-1.00051748752594
311,-1.0005156993865967
312,-1.0003547668457031
313,-1.0003526210784912
314,-1.0005080699920654
315,-1.0005042552947998
316,-1.0003714561462402
317,-1.0003668069839478
318,-1.0004905462265015
319,-1.0004808902740479
320,-1.0003888607025146
321,-1.0003963708877563
322,-1.000459909439087
323,0.0
324,0.0
325,0.0
