x,psi_midslice
304,-1.0003688335418701
305,-1.0003684759140015
306,-1.000560998916626
307,-1.0005602836608887
308,-1.000373125076294
309,-1.0003721714019775
310,-1.0005567073822021
311,-1.0005549192428589
312,-1.000382423400879
313,-1.0003801584243774
314,-1.0005466938018799
315,-1.0005426406860352
316,-1.0004003047943115
317,-1.00039541721344
318,-1.0005277395248413
319,-1.00051748752594
320,-1.000419020652771
321,-1.000427007675171
322,-1.000495195388794
323,0.0
324,0.0
325,0.0
