step,Mff,Mr,Mb,Mrho,d_fc
200,3.686399719334e+04,1.843201819060e+04,1.843201819060e+04,3.686399787140e+04,-3.918786070062e-02
400,3.686400205350e+04,1.843202577248e+04,1.843202577248e+04,3.686400384521e+04,-4.949145176215e-02
600,3.686399609900e+04,1.843203711408e+04,1.843203711408e+04,3.686399684143e+04,-7.812915514296e-02
800,3.686400164580e+04,1.843205093804e+04,1.843205093804e+04,3.686400041199e+04,-1.002302679881e-01
1000,3.686400974393e+04,1.843206718575e+04,1.843206718575e+04,3.686401016235e+04,-1.246275672165e-01
1200,3.686401985693e+04,1.843210822095e+04,1.843210822095e+04,3.686401895142e+04,-1.965849751759e-01
1400,3.686403882337e+04,1.843213665363e+04,1.843213665363e+04,3.686403865814e+04,-2.344838893187e-01
1600,3.686403601027e+04,1.843215971718e+04,1.843215971718e+04,3.686403604889e+04,-2.834240876218e-01
1800,3.686402743578e+04,1.843218405433e+04,1.843218405433e+04,3.686402595520e+04,-3.406728722075e-01
2000,3.686403204489e+04,1.843220469410e+04,1.843220469410e+04,3.686403192902e+04,-3.773433080351e-01
2200,3.686401362777e+04,1.843222286766e+04,1.843222286766e+04,3.686401387024e+04,-4.321075565458e-01
2400,3.686402330947e+04,1.843224316295e+04,1.843224316295e+04,3.686402444458e+04,-4.630164305709e-01
2600,3.686403491163e+04,1.843226616583e+04,1.843226616583e+04,3.686403508759e+04,-4.974200359793e-01
2800,3.686404768753e+04,1.843228163761e+04,1.843228163761e+04,3.686404689789e+04,-5.155876822209e-01
3000,3.686405856013e+04,1.843230321258e+04,1.843230321258e+04,3.686405870819e+04,-5.478650222867e-01
3200,3.686406699514e+04,1.843232499618e+04,1.843232499618e+04,3.686406598663e+04,-5.829972245447e-01
3400,3.686407665968e+04,1.843234574318e+04,1.843234574318e+04,3.686407814026e+04,-6.148266853525e-01
3600,3.686409007502e+04,1.843236977321e+04,1.843236977321e+04,3.686409022522e+04,-6.494714027067e-01
3800,3.686408558822e+04,1.843241496986e+04,1.843241496986e+04,3.686408541870e+04,-7.443515001833e-01
4000,3.686410880327e+04,1.843244131449e+04,1.843244131449e+04,3.686410993195e+04,-7.738257003293e-01
4200,3.686414698076e+04,1.843246391568e+04,1.843246391568e+04,3.686414673615e+04,-7.808505917928e-01
4400,3.686415739202e+04,1.843247849477e+04,1.843247849477e+04,3.686415648651e+04,-7.995975172416e-01
4600,3.686418122935e+04,1.843249597659e+04,1.843249597659e+04,3.686418202972e+04,-8.107238218217e-01
4800,3.686419593859e+04,1.843251199721e+04,1.843251199721e+04,3.686419589996e+04,-8.280558346160e-01
5000,3.686424735761e+04,1.843252700236e+04,1.843252700236e+04,3.686424739838e+04,-8.066471085840e-01
5200,3.686423677683e+04,1.843253966111e+04,1.843253966111e+04,3.686423661804e+04,-8.425453874515e-01
5400,3.686423550868e+04,1.843254590102e+04,1.843254590102e+04,3.686423558807e+04,-8.562933689063e-01
5600,3.686423482847e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568395570765e-01
5800,3.686423481989e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568481401126e-01
6000,3.686423482203e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568459943308e-01
6200,3.686423482847e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568395570182e-01
6400,3.686423481989e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568481400762e-01
6600,3.686423482203e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568459943053e-01
6800,3.686423482847e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568395570001e-01
7000,3.686423481989e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568481400653e-01
7200,3.686423482203e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568459942981e-01
7400,3.686423482847e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568395569964e-01
7600,3.686423481989e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568481400616e-01
7800,3.686423482203e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568459942944e-01
8000,3.686423482847e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568395569928e-01
8200,3.686423481989e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568481400616e-01
8400,3.686423482203e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568459942944e-01
8600,3.686423482847e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568395569928e-01
8800,3.686423481989e+04,1.843254583401e+04,1.843254583401e+04,3.686423483276e+04,-8.568481400616e-01
