h,L1,L2,V1,V2,Pc_dyn1,Pc_dyn2,L_eff1,L_eff2,a_h,L0,L0_over_h
26,241.0,477.0,0.00497125186819112,0.0030011215531370013,0.0029099276673110186,0.0030628637204128673,329.74777702858194,574.9228075625199,1.038877248025161,79.37836025451816,3.0530138559430062
40,241.0,477.0,0.005585985166575489,0.003805051478583765,0.0017926861586119447,0.0019337956284702362,427.90092350852836,677.6239916347525,1.058148593755187,172.88711241352829,4.322177810338207
