x,Req_r,R_r,dacc_r,net_r,cc,chi
0,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3,-1.634619010197e-12,5.783200005839e-14,0.000000000000e+00,1.697590841618e-08,0.000000000000e+00,-9.403766330315e-05
4,-2.308954959596e-12,-1.223639547176e-13,0.000000000000e+00,1.662830744981e-08,2.689348855602e-05,-9.275228623111e-05
5,-6.795260006861e-13,6.898925695302e-14,0.000000000000e+00,1.636308890896e-08,3.675979905695e-05,-9.060618262804e-05
6,-1.385929052681e-12,2.123906575975e-13,0.000000000000e+00,1.602107738069e-08,3.546832914135e-05,-9.185617187107e-05
7,-1.274775454278e-12,1.446696155836e-13,0.000000000000e+00,1.530681955679e-08,3.300830135627e-05,-9.208090786262e-05
8,-8.588917017218e-13,6.632452362079e-14,0.000000000000e+00,1.489870358099e-08,3.614458768148e-05,-9.201623008232e-05
9,-1.546573497288e-12,-4.971001272336e-14,0.000000000000e+00,1.301202997717e-08,3.538122287745e-05,-9.209175438724e-05
10,-1.203782967027e-12,3.181386464654e-13,0.000000000000e+00,1.215159460591e-08,3.485127007499e-05,-9.233307626884e-05
11,-1.293620283357e-12,3.231859813924e-13,0.000000000000e+00,1.202144986841e-08,3.717496150903e-05,-9.199476706045e-05
12,-1.450742907448e-12,3.258118502309e-13,0.000000000000e+00,8.762141157564e-09,3.425401832680e-05,-9.095406937933e-05
13,-1.233502189280e-12,-1.671757633148e-13,0.000000000000e+00,7.621271003660e-09,3.248673313307e-05,-9.323521734160e-05
14,-1.133408343025e-12,1.264593492951e-13,0.000000000000e+00,8.428775760441e-09,3.569010187680e-05,-9.112976789570e-05
15,-1.330136001343e-12,1.588332074808e-13,0.000000000000e+00,8.307848554029e-09,3.515495241414e-05,-9.324741710847e-05
16,-1.301961437212e-12,1.116743473058e-13,0.000000000000e+00,6.908673996172e-09,3.249822515569e-05,-9.389204280040e-05
17,-1.448086095479e-12,4.234516517425e-13,0.000000000000e+00,4.378987638199e-09,3.551034531226e-05,-9.570737071390e-05
18,-1.420467608272e-12,2.361996991998e-13,0.000000000000e+00,-3.322868550363e-09,7.999790233666e-04,-9.396043971901e-05
19,9.315894915388e-12,6.757372439381e-14,0.000000000000e+00,-1.140617187838e-06,1.056951958889e-01,5.116665420003e-04
