step,Mff,Mr,Mb,Mrho,d_fc
12600,2.880000246223e+04,1.919979953866e+04,9.599840707943e+03,2.880000245243e+04,3.622156231049e-01
12800,2.880000152783e+04,1.919979633630e+04,9.599838767105e+03,2.880000151640e+04,3.664244167376e-01
13000,2.880000006644e+04,1.919979350164e+04,9.599836560495e+03,2.880000004923e+04,3.700043069221e-01
13200,2.879999908095e+04,1.919979063987e+04,9.599834781717e+03,2.879999907929e+04,3.736593642607e-01
13400,2.879999849590e+04,1.919978741209e+04,9.599832911331e+03,2.879999848503e+04,3.781724771870e-01
13600,2.879999955780e+04,1.919978386621e+04,9.599831134065e+03,2.879999955285e+04,3.845575310534e-01
13800,2.880000063093e+04,1.919978099471e+04,9.599829604077e+03,2.880000062507e+04,3.900321416859e-01
14000,2.880000026635e+04,1.919977806936e+04,9.599827851716e+03,2.880000025815e+04,3.943452753811e-01
14200,2.880000062942e+04,1.919977409374e+04,9.599826250061e+03,2.880000062883e+04,4.002856174084e-01
14400,2.880000103276e+04,1.919977020974e+04,9.599824332857e+03,2.880000102794e+04,4.064901694546e-01
14600,2.880000069819e+04,1.919976723171e+04,9.599822938511e+03,2.880000070316e+04,4.105279608175e-01
14800,2.880000145639e+04,1.919976390970e+04,9.599821596932e+03,2.880000147527e+04,4.159497504515e-01
15000,2.880000211460e+04,1.919976045644e+04,9.599819870317e+03,2.880000212532e+04,4.217878367053e-01
15200,2.880000275090e+04,1.919975722170e+04,9.599818022597e+03,2.880000277638e+04,4.275065992133e-01
15400,2.880000406698e+04,1.919975410761e+04,9.599816299621e+03,2.880000407553e+04,4.336597503552e-01
15600,2.880000536599e+04,1.919975093914e+04,9.599815203970e+03,2.880000537455e+04,4.392228844299e-01
15800,2.880000586572e+04,1.919974757008e+04,9.599814265422e+03,2.880000585908e+04,4.440302178027e-01
16000,2.880000658937e+04,1.919974498639e+04,9.599812675200e+03,2.880000658560e+04,4.489277883549e-01
16200,2.880000656904e+04,1.919974178455e+04,9.599810559222e+03,2.880000657028e+04,4.542252754363e-01
16400,2.880000667827e+04,1.919973888744e+04,9.599808399336e+03,2.880000667030e+04,4.593914882353e-01
16600,2.880000670423e+04,1.919973618570e+04,9.599806288994e+03,2.880000668931e+04,4.642295313533e-01
16800,2.880000588512e+04,1.919973265869e+04,9.599805102678e+03,2.880000588733e+04,4.681237565801e-01
17000,2.880000616261e+04,1.919973035075e+04,9.599803763996e+03,2.880000615752e+04,4.720478581803e-01
17200,2.880000627683e+04,1.919972750611e+04,9.599802167223e+03,2.880000626934e+04,4.766034964669e-01
17400,2.880000599906e+04,1.919972450014e+04,9.599801301096e+03,2.880000601184e+04,4.801978280502e-01
17600,2.880000609561e+04,1.919972127227e+04,9.599800371742e+03,2.880000607687e+04,4.844516064077e-01
17800,2.880000598769e+04,1.919971820901e+04,9.599799053054e+03,2.880000598109e+04,4.887256274505e-01
18000,2.880000624959e+04,1.919971587939e+04,9.599798105202e+03,2.880000624931e+04,4.922649967593e-01
18200,2.880000657177e+04,1.919971298582e+04,9.599797279802e+03,2.880000657487e+04,4.963061484195e-01
18400,2.880000623663e+04,1.919971037167e+04,9.599796006571e+03,2.880000626904e+04,4.998583831039e-01
18600,2.880000654597e+04,1.919970733524e+04,9.599794913566e+03,2.880000654775e+04,5.042971639996e-01
18800,2.880000648176e+04,1.919970392840e+04,9.599793610378e+03,2.880000650698e+04,5.089429901309e-01
19000,2.880000729547e+04,1.919970091601e+04,9.599792155057e+03,2.880000731885e+04,5.142243979062e-01
19200,2.880000769315e+04,1.919969735842e+04,9.599790824715e+03,2.880000768757e+04,5.195100088586e-01
19400,2.880000794070e+04,1.919969447160e+04,9.599789565752e+03,2.880000793219e+04,5.239033457492e-01
19600,2.880000828925e+04,1.919969130760e+04,9.599789013841e+03,2.880000829035e+04,5.279678106690e-01
19800,2.880000788872e+04,1.919968797145e+04,9.599788416822e+03,2.880000788212e+04,5.315004472577e-01
20000,2.880000741115e+04,1.919968451005e+04,9.599787604082e+03,2.880000741851e+04,5.352970211861e-01
20200,2.880000737474e+04,1.919968216894e+04,9.599786867754e+03,2.880000739461e+04,5.383380491694e-01
20400,2.880000784255e+04,1.919967920545e+04,9.599786033973e+03,2.880000781661e+04,5.426031326497e-01
20600,2.880000780965e+04,1.919967694088e+04,9.599785387624e+03,2.880000780708e+04,5.454811454947e-01
20800,2.880000754455e+04,1.919967362582e+04,9.599784495830e+03,2.880000756246e+04,5.494229060751e-01
21000,2.880000748085e+04,1.919967031139e+04,9.599784044945e+03,2.880000748765e+04,5.531245121638e-01
21200,2.880000663567e+04,1.919966635091e+04,9.599783432409e+03,2.880000663084e+04,5.568523554630e-01
21400,2.880000531454e+04,1.919966245305e+04,9.599782579091e+03,2.880000530159e+04,5.602823965055e-01
21600,2.880000561007e+04,1.919965959091e+04,9.599781983451e+03,2.880000561309e+04,5.640357115626e-01
21800,2.880000438784e+04,1.919965712856e+04,9.599781420139e+03,2.880000439113e+04,5.658391502802e-01
22000,2.880000364031e+04,1.919965452919e+04,9.599780200169e+03,2.880000365871e+04,5.689109570958e-01
22200,2.880000324891e+04,1.919965179555e+04,9.599779472859e+03,2.880000325459e+04,5.719805068147e-01
22400,2.880000267270e+04,1.919964886908e+04,9.599778930419e+03,2.880000266761e+04,5.748732024731e-01
22600,2.880000262718e+04,1.919964628795e+04,9.599778805148e+03,2.880000262129e+04,5.775340756991e-01
22800,2.880000313760e+04,1.919964333847e+04,9.599779200861e+03,2.880000315708e+04,5.805982658385e-01
23000,2.880000277198e+04,1.919963996447e+04,9.599779130444e+03,2.880000277185e+04,5.836770570877e-01
23200,2.880000263815e+04,1.919963698816e+04,9.599778916460e+03,2.880000264037e+04,5.867335307448e-01
23400,2.880000313477e+04,1.919963352706e+04,9.599778943203e+03,2.880000313514e+04,5.906645022897e-01
23600,2.880000284031e+04,1.919963056997e+04,9.599778708404e+03,2.880000285017e+04,5.935619446318e-01
23800,2.880000325018e+04,1.919962747672e+04,9.599778372201e+03,2.880000325733e+04,5.974012624683e-01
24000,2.880000280708e+04,1.919962471884e+04,9.599777776090e+03,2.880000282604e+04,6.003121518734e-01
24200,2.880000324741e+04,1.919962268282e+04,9.599777383360e+03,2.880000323784e+04,6.031812271976e-01
24400,2.880000335194e+04,1.919961981386e+04,9.599776670471e+03,2.880000335562e+04,6.068676155228e-01
24600,2.880000369667e+04,1.919961706865e+04,9.599776213095e+03,2.880000370288e+04,6.104149220027e-01
24800,2.880000399020e+04,1.919961417027e+04,9.599775939243e+03,2.880000399691e+04,6.138806867657e-01
25000,2.880000473555e+04,1.919961203122e+04,9.599775414023e+03,2.880000475061e+04,6.172903057504e-01
25200,2.880000485316e+04,1.919960867108e+04,9.599774300945e+03,2.880000485420e+04,6.218811290219e-01
25400,2.880000481598e+04,1.919960529747e+04,9.599773676829e+03,2.880000481832e+04,6.258416838318e-01
25600,2.880000519031e+04,1.919960204124e+04,9.599773177121e+03,2.880000520456e+04,6.299719479830e-01
25800,2.880000474165e+04,1.919959856917e+04,9.599772657247e+03,2.880000473469e+04,6.335152392985e-01
26000,2.880000497522e+04,1.919959537723e+04,9.599772400730e+03,2.880000496233e+04,6.371972598863e-01
26200,2.880000470409e+04,1.919959246434e+04,9.599772064222e+03,2.880000470454e+04,6.401755340921e-01
26400,2.880000542790e+04,1.919958926487e+04,9.599771548957e+03,2.880000543594e+04,6.446140661028e-01
26600,2.880000633206e+04,1.919958618195e+04,9.599770984221e+03,2.880000636357e+04,6.491658810046e-01
26800,2.880000637589e+04,1.919958293628e+04,9.599770405538e+03,2.880000636876e+04,6.530340670579e-01
27000,2.880000594672e+04,1.919957968981e+04,9.599770215139e+03,2.880000594592e+04,6.560417797991e-01
27200,2.880000474939e+04,1.919957669829e+04,9.599769833905e+03,2.880000475675e+04,6.582171984810e-01
27400,2.880000397585e+04,1.919957383377e+04,9.599769509024e+03,2.880000396597e+04,6.606330546438e-01
27600,2.880000325607e+04,1.919957102909e+04,9.599769073177e+03,2.880000325054e+04,6.631538053498e-01
27800,2.880000277288e+04,1.919956881766e+04,9.599768899156e+03,2.880000278252e+04,6.650560707694e-01
28000,2.880000191588e+04,1.919956675858e+04,9.599769038392e+03,2.880000191283e+04,6.661189092902e-01
28200,2.880000197141e+04,1.919956390584e+04,9.599769178585e+03,2.880000197434e+04,6.688869831432e-01
28400,2.880000163288e+04,1.919956129202e+04,9.599769147374e+03,2.880000164372e+04,6.711934795567e-01
28600,2.880000138479e+04,1.919955817962e+04,9.599769421562e+03,2.880000141162e+04,6.737836015145e-01
28800,2.880000169238e+04,1.919955503914e+04,9.599769416713e+03,2.880000169134e+04,6.772365279285e-01
29000,2.880000249577e+04,1.919955210485e+04,9.599769649802e+03,2.880000251943e+04,6.807411230220e-01
29200,2.880000285152e+04,1.919954851943e+04,9.599769301253e+03,2.880000286090e+04,6.850308325029e-01
29400,2.880000312554e+04,1.919954569651e+04,9.599769226702e+03,2.880000315827e+04,6.882023241760e-01
29600,2.880000360500e+04,1.919954247620e+04,9.599769075475e+03,2.880000361198e+04,6.920533329085e-01
29800,2.880000379447e+04,1.919953917236e+04,9.599768825423e+03,2.880000379771e+04,6.957966797927e-01
30000,2.880000418360e+04,1.919953605658e+04,9.599768596908e+03,2.880000418770e+04,6.995301102816e-01
30200,2.880000425569e+04,1.919953283190e+04,9.599768408976e+03,2.880000424773e+04,7.030148209251e-01
30400,2.880000418968e+04,1.919952968320e+04,9.599768497126e+03,2.880000419372e+04,7.060093559612e-01
30600,2.880000450727e+04,1.919952661937e+04,9.599768155439e+03,2.880000449538e+04,7.097324641618e-01
30800,2.880000378967e+04,1.919952410154e+04,9.599768233527e+03,2.880000377792e+04,7.114546023349e-01
31000,2.880000364362e+04,1.919952091279e+04,9.599767560558e+03,2.880000362337e+04,7.151702740957e-01
31200,2.880000398021e+04,1.919951794920e+04,9.599767266775e+03,2.880000398111e+04,7.187642323970e-01
31400,2.880000399782e+04,1.919951517632e+04,9.599766574597e+03,2.880000399619e+04,7.222469054323e-01
31600,2.880000439404e+04,1.919951185870e+04,9.599766095964e+03,2.880000437796e+04,7.264393771839e-01
31800,2.880000531335e+04,1.919950914273e+04,9.599765982775e+03,2.880000532800e+04,7.301878443668e-01
32000,2.880000645887e+04,1.919950637187e+04,9.599766156313e+03,2.880000646508e+04,7.339306929916e-01
32200,2.880000766916e+04,1.919950332456e+04,9.599766593408e+03,2.880000767475e+04,7.377511915311e-01
32400,2.880000735158e+04,1.919950031825e+04,9.599766749416e+03,2.880000735950e+04,7.402839153547e-01
32600,2.880000708390e+04,1.919949706062e+04,9.599766987982e+03,2.880000708818e+04,7.430352952579e-01
32800,2.880000661803e+04,1.919949433255e+04,9.599767151198e+03,2.880000660539e+04,7.451342846289e-01
33000,2.880000517385e+04,1.919949168416e+04,9.599767309631e+03,2.880000516415e+04,7.461800562305e-01
33200,2.880000446721e+04,1.919948853884e+04,9.599767306358e+03,2.880000449568e+04,7.486220137289e-01
33400,2.880000426949e+04,1.919948577296e+04,9.599767033917e+03,2.880000427228e+04,7.514626087213e-01
33600,2.880000372462e+04,1.919948247327e+04,9.599766508901e+03,2.880000372970e+04,7.547424456607e-01
33800,2.880000324404e+04,1.919947975876e+04,9.599766101312e+03,2.880000324035e+04,7.573839702873e-01
34000,2.880000334551e+04,1.919947698282e+04,9.599765554241e+03,2.880000335163e+04,7.608084542808e-01
34200,2.880000204650e+04,1.919947372907e+04,9.599764818566e+03,2.880000207216e+04,7.634988584578e-01
34400,2.880000229750e+04,1.919947062462e+04,9.599763702562e+03,2.880000227976e+04,7.679703192443e-01
34600,2.880000333672e+04,1.919946780975e+04,9.599763076043e+03,2.880000334013e+04,7.724509322761e-01
34800,2.880000381710e+04,1.919946452489e+04,9.599762536731e+03,2.880000383973e+04,7.767554865113e-01
35000,2.880000350415e+04,1.919946107385e+04,9.599762031848e+03,2.880000349200e+04,7.803984486200e-01
35200,2.880000332382e+04,1.919945838669e+04,9.599761701500e+03,2.880000332046e+04,7.832356326962e-01
35400,2.880000328117e+04,1.919945620797e+04,9.599761758606e+03,2.880000330198e+04,7.853145946701e-01
35600,2.880000403434e+04,1.919945365689e+04,9.599761556101e+03,2.880000404173e+04,7.888213462902e-01
35800,2.880000417989e+04,1.919945098314e+04,9.599761227791e+03,2.880000419080e+04,7.919689493829e-01
36000,2.880000477407e+04,1.919944822422e+04,9.599760992857e+03,2.880000477421e+04,7.955569919322e-01
36200,2.880000563474e+04,1.919944520277e+04,9.599760923743e+03,2.880000564224e+04,7.995082234338e-01
36400,2.880000609770e+04,1.919944214241e+04,9.599760419936e+03,2.880000610530e+04,8.035353484192e-01
36600,2.880000500482e+04,1.919943908999e+04,9.599759899947e+03,2.880000501108e+04,8.060148796339e-01
36800,2.880000448955e+04,1.919943614047e+04,9.599759626444e+03,2.880000447458e+04,8.087226400712e-01
37000,2.880000506022e+04,1.919943294089e+04,9.599759425606e+03,2.880000506169e+04,8.126937221496e-01
37200,2.880000447201e+04,1.919942998281e+04,9.599759362573e+03,2.880000448000e+04,8.151266294790e-01
37400,2.880000551219e+04,1.919942724819e+04,9.599759208837e+03,2.880000551581e+04,8.190551540938e-01
37600,2.880000499824e+04,1.919942408062e+04,9.599759270580e+03,2.880000499833e+04,8.216470311781e-01
37800,2.880000485062e+04,1.919942092103e+04,9.599758948577e+03,2.880000482929e+04,8.249810065299e-01
38000,2.880000490200e+04,1.919941751354e+04,9.599758989036e+03,2.880000490618e+04,8.283994217527e-01
38200,2.880000455404e+04,1.919941466067e+04,9.599759631938e+03,2.880000454134e+04,8.302614275271e-01
38400,2.880000478529e+04,1.919941188866e+04,9.599759867561e+03,2.880000476694e+04,8.330290616177e-01
38600,2.880000583941e+04,1.919940905607e+04,9.599760570119e+03,2.880000583261e+04,8.362132192669e-01
38800,2.880000561709e+04,1.919940644264e+04,9.599761058695e+03,2.880000562215e+04,8.381157544754e-01
39000,2.880000626756e+04,1.919940326735e+04,9.599760657725e+03,2.880000627005e+04,8.423424885550e-01
39200,2.880000617787e+04,1.919940052711e+04,9.599760574011e+03,2.880000619584e+04,8.450767492486e-01
39400,2.880000619384e+04,1.919939712183e+04,9.599760276453e+03,2.880000620657e+04,8.487955653036e-01
39600,2.880000660759e+04,1.919939393973e+04,9.599759996895e+03,2.880000661731e+04,8.526709670805e-01
39800,2.880000759648e+04,1.919939077500e+04,9.599759920720e+03,2.880000760323e+04,8.569007572005e-01
40000,2.880000799940e+04,1.919938761335e+04,9.599760001632e+03,2.880000798893e+04,8.603844181598e-01
40200,2.880000851416e+04,1.919938439304e+04,9.599759597921e+03,2.880000849682e+04,8.645232024137e-01
40400,2.880000829089e+04,1.919938172306e+04,9.599759203983e+03,2.880000831759e+04,8.673638485634e-01
40600,2.880000836101e+04,1.919937881050e+04,9.599758569738e+03,2.880000835568e+04,8.709807725972e-01
40800,2.880000840000e+04,1.919937535142e+04,9.599757482632e+03,2.880000837356e+04,8.755659459785e-01
41000,2.880000793051e+04,1.919937158185e+04,9.599757247734e+03,2.880000791937e+04,8.791009212619e-01
41200,2.880000735921e+04,1.919936865755e+04,9.599757345852e+03,2.880000736082e+04,8.813558108377e-01
41400,2.880000743929e+04,1.919936526341e+04,9.599756870711e+03,2.880000743866e+04,8.853051676160e-01
41600,2.880000631128e+04,1.919936222646e+04,9.599756992631e+03,2.880000631428e+04,8.870921906691e-01
41800,2.880000537444e+04,1.919935906910e+04,9.599756723895e+03,2.880000536048e+04,8.895814502139e-01
42000,2.880000398928e+04,1.919935570243e+04,9.599756664655e+03,2.880000401127e+04,8.916221943255e-01
42200,2.880000332332e+04,1.919935242324e+04,9.599756781069e+03,2.880000331920e+04,8.941190128971e-01
42400,2.880000495320e+04,1.919934979589e+04,9.599756612368e+03,2.880000495303e+04,8.985449442425e-01
42600,2.880000542412e+04,1.919934622046e+04,9.599756463989e+03,2.880000543207e+04,9.027396750080e-01
42800,2.880000588155e+04,1.919934338585e+04,9.599756161604e+03,2.880000587720e+04,9.063341020756e-01
43000,2.880000610076e+04,1.919933940896e+04,9.599755703902e+03,2.880000610393e+04,9.109879018652e-01
43200,2.880000476167e+04,1.919933588266e+04,9.599755539417e+03,2.880000477648e+04,9.133395891695e-01
43400,2.880000535217e+04,1.919933289629e+04,9.599754883234e+03,2.880000533766e+04,9.175726487829e-01
43600,2.880000556186e+04,1.919932964475e+04,9.599754765206e+03,2.880000555784e+04,9.211519111632e-01
43800,2.880000515448e+04,1.919932607748e+04,9.599754635170e+03,2.880000515699e+04,9.244418215658e-01
44000,2.880000612764e+04,1.919932282471e+04,9.599753961258e+03,2.880000614107e+04,9.293416669843e-01
44200,2.880000577911e+04,1.919931979647e+04,9.599753273855e+03,2.880000578129e+04,9.327087824313e-01
44400,2.880000492880e+04,1.919931636959e+04,9.599752685300e+03,2.880000491077e+04,9.358739107793e-01
44600,2.880000508588e+04,1.919931308151e+04,9.599751878385e+03,2.880000511247e+04,9.401259842198e-01
44800,2.880000504576e+04,1.919930969139e+04,9.599751397725e+03,2.880000507456e+04,9.439566386391e-01
45000,2.880000536036e+04,1.919930634433e+04,9.599751172267e+03,2.880000534189e+04,9.478437665548e-01
45200,2.880000614073e+04,1.919930306484e+04,9.599751081033e+03,2.880000611538e+04,9.519948643265e-01
45400,2.880000559776e+04,1.919929942688e+04,9.599751006166e+03,2.880000560081e+04,9.551647124335e-01
45600,2.880000637355e+04,1.919929615106e+04,9.599750588817e+03,2.880000636178e+04,9.596336760278e-01
45800,2.880000666071e+04,1.919929313490e+04,9.599750951762e+03,2.880000667053e+04,9.625740519441e-01
46000,2.880000676022e+04,1.919929024801e+04,9.599751304282e+03,2.880000674534e+04,9.652079213829e-01
46200,2.880000643838e+04,1.919928730080e+04,9.599751495669e+03,2.880000642073e+04,9.676419166008e-01
46400,2.880000611647e+04,1.919928388613e+04,9.599751483535e+03,2.880000612563e+04,9.707468119886e-01
46600,2.880000643102e+04,1.919928110158e+04,9.599751662086e+03,2.880000642365e+04,9.736673532607e-01
46800,2.880000721606e+04,1.919927818462e+04,9.599751362639e+03,2.880000720978e+04,9.776688043166e-01
47000,2.880000817802e+04,1.919927494264e+04,9.599751491647e+03,2.880000818121e+04,9.817437319871e-01
47200,2.880000871003e+04,1.919927164040e+04,9.599751577758e+03,2.880000872147e+04,9.854918809051e-01
47400,2.880000908936e+04,1.919926847210e+04,9.599751430145e+03,2.880000909257e+04,9.891871191066e-01
47600,2.880000940284e+04,1.919926505117e+04,9.599751060769e+03,2.880000938720e+04,9.932908956907e-01
47800,2.880000888000e+04,1.919926118457e+04,9.599750432624e+03,2.880000888139e+04,9.972628047435e-01
48000,2.880000758331e+04,1.919925759153e+04,9.599750400283e+03,2.880000755769e+04,9.995914995761e-01
48200,2.880000767542e+04,1.919925411280e+04,9.599750494000e+03,2.880000768095e+04,1.003068615992e+00
48400,2.880000796745e+04,1.919925055203e+04,9.599750391718e+03,2.880000796092e+04,1.007023701390e+00
48600,2.880000762820e+04,1.919924680987e+04,9.599750480676e+03,2.880000760925e+04,1.010337654805e+00
48800,2.880000681825e+04,1.919924394030e+04,9.599750650949e+03,2.880000682098e+04,1.012226999137e+00
49000,2.880000671776e+04,1.919924077883e+04,9.599750281560e+03,2.880000671375e+04,1.015657375237e+00
49200,2.880000629894e+04,1.919923757486e+04,9.599749883332e+03,2.880000628501e+04,1.018840745564e+00
49400,2.880000603626e+04,1.919923466671e+04,9.599749794213e+03,2.880000603682e+04,1.021575344601e+00
49600,2.880000694880e+04,1.919923197926e+04,9.599750263742e+03,2.880000695956e+04,1.024705790987e+00
49800,2.880000742710e+04,1.919922921214e+04,9.599750189623e+03,2.880000742668e+04,1.028025345546e+00
50000,2.880000675475e+04,1.919922637776e+04,9.599749858884e+03,2.880000674760e+04,1.030518102280e+00
50200,2.880000561576e+04,1.919922319042e+04,9.599749760706e+03,2.880000562918e+04,1.032664637705e+00
50400,2.880000538382e+04,1.919921967989e+04,9.599749432980e+03,2.880000537860e+04,1.036270948694e+00
50600,2.880000483772e+04,1.919921660646e+04,9.599749623055e+03,2.880000483477e+04,1.038608208204e+00
50800,2.880000407320e+04,1.919921376746e+04,9.599749653934e+03,2.880000407892e+04,1.040651797874e+00
51000,2.880000477424e+04,1.919921040827e+04,9.599749940706e+03,2.880000476915e+04,1.044425262948e+00
51200,2.880000518958e+04,1.919920705488e+04,9.599749978810e+03,2.880000519061e+04,1.048155890414e+00
51400,2.880000387382e+04,1.919920380641e+04,9.599749901486e+03,2.880000386465e+04,1.050165928284e+00
51600,2.880000393540e+04,1.919920026720e+04,9.599749796734e+03,2.880000392181e+04,1.053871461656e+00
51800,2.880000345347e+04,1.919919675235e+04,9.599749073954e+03,2.880000345439e+04,1.057627167775e+00
52000,2.880000311778e+04,1.919919330960e+04,9.599747589131e+03,2.880000313336e+04,1.062219051284e+00
52200,2.880000346524e+04,1.919918981919e+04,9.599746917811e+03,2.880000347173e+04,1.066728244101e+00
52400,2.880000322236e+04,1.919918678140e+04,9.599746977569e+03,2.880000320971e+04,1.069463398067e+00
52600,2.880000436111e+04,1.919918357095e+04,9.599747164809e+03,2.880000436026e+04,1.073625344059e+00
