x,Req_r,R_r,dacc_r,net_r,cc,chi
19,1.056809776566e-11,-1.324947318664e-12,7.471556477565e-13,-1.136096593852e-06,1.055997999059e-01,5.132265465382e-04
20,1.855980999805e-09,3.914819724149e-10,-1.425590310554e-10,-2.121026934575e-05,3.062542575077e-01,1.046625395579e-01
21,4.225818144363e-09,-1.080123236582e-09,-3.745571406820e-10,-3.201490146661e-05,3.603159831526e-01,9.725923435164e-02
22,7.250576360563e-09,-2.443856024351e-10,-3.828293341151e-10,-2.192691208303e-05,2.696568910825e-01,6.239317958291e-02
23,7.786572417441e-09,-7.227522698189e-10,-1.345959781119e-09,-2.092235362450e-05,2.032625678269e-01,4.891196233843e-02
24,8.318655558917e-09,-6.615393424685e-10,-7.751359824535e-10,-1.876065406300e-05,1.739686654672e-01,4.373302390709e-02
25,8.748765653961e-09,-3.173114975283e-10,-4.817451738653e-10,-1.734167938897e-05,1.517619581874e-01,3.870946317522e-02
26,9.994824801612e-09,-9.236459120892e-10,-7.687708273517e-10,-1.455498319389e-05,1.214809915595e-01,3.554230082443e-02
27,1.066258899274e-08,-2.415190860832e-09,-1.848847191929e-09,-7.243138616500e-06,1.036992598885e-01,2.922063658584e-02
28,1.140650820689e-08,-1.706496771911e-09,-1.218185112204e-09,-4.067954917749e-06,7.512956498285e-02,2.507057385305e-02
29,1.231522258857e-08,-7.354411418023e-10,-1.796339031147e-09,-3.270907462507e-06,5.003773196662e-02,7.132508270731e-03
30,1.171340599008e-08,-1.022767653500e-09,-1.222867032756e-09,-2.410802720250e-06,3.452663110836e-03,2.420292112944e-03
31,1.107818325577e-08,6.973109059576e-10,-1.099702996620e-09,-1.946037662202e-06,2.044364898291e-03,1.811866541420e-03
32,1.088398900153e-08,-5.226879232172e-10,-9.036528459494e-10,-1.482282211815e-06,1.616963080586e-03,1.411007804217e-03
33,9.181288381418e-09,-4.383289943571e-10,-1.581729916127e-09,-1.014715087587e-06,1.256196454023e-03,1.053581595324e-03
34,2.564848873062e-09,-3.546449369279e-10,-4.457525800968e-10,-5.484653123911e-07,9.543005973722e-04,7.664352445802e-04
35,3.071339881938e-09,2.935690724331e-10,8.316103207028e-10,-7.493772368500e-08,7.152021828334e-04,5.424151214653e-04
36,3.789065648680e-09,-4.234818228777e-10,-8.861061887465e-10,4.044153552124e-07,5.277579601432e-04,3.662109045804e-04
37,4.616120587225e-09,-3.441844297492e-10,-1.631501684154e-10,8.918992851091e-07,3.795104726148e-04,2.271951515516e-04
38,3.934331724177e-09,1.502095087283e-09,-6.423088843408e-10,1.387001163718e-06,2.649030724909e-04,1.200953884859e-04
39,3.804418973733e-09,1.113031707380e-09,-1.744036495254e-09,1.883431189302e-06,1.776835907203e-04,4.060131868906e-05
40,2.256432629150e-09,1.487079197946e-09,-7.237996096196e-11,2.387176821197e-06,1.164809703151e-04,-1.485834443522e-05
41,2.580370915973e-09,-3.499208369117e-10,-5.112151088922e-10,2.886117368505e-06,7.454098669482e-05,-4.922808841682e-05
42,3.286117714816e-09,1.399177194074e-09,4.970428088437e-10,3.397605125455e-06,5.049977609265e-05,-6.913372050057e-05
43,3.589809858713e-09,5.933807056019e-10,-1.180350132610e-09,3.896448491276e-06,3.691762807577e-05,-7.674099846604e-05
44,2.122301932262e-09,1.082999928706e-09,9.819379319315e-11,4.410581744235e-06,3.280669734703e-05,-7.898403170645e-05
45,5.525509840336e-09,-3.107782939206e-10,1.015681503476e-10,4.906401686046e-06,3.236088868085e-05,-7.886641395057e-05
46,5.296390989552e-09,1.832950806272e-09,-9.861558783745e-10,5.408160496449e-06,3.249969354493e-05,-7.906338333704e-05
47,4.088371128276e-09,1.174276289733e-10,-1.641624755618e-09,5.891908338104e-06,3.263467697161e-05,-7.921379090595e-05
48,5.091061356707e-09,6.315109414467e-10,5.380412482697e-10,6.365387336068e-06,3.250391007276e-05,-7.927521967406e-05
49,6.377535021823e-09,-3.549823726433e-10,-1.269770597202e-09,6.826902213304e-06,3.258905662568e-05,-7.944758611531e-05
50,6.602267208307e-09,5.648673876472e-10,-1.588647348293e-09,7.262350856394e-06,3.250734888063e-05,-7.944578664829e-05
51,6.232775099899e-09,1.080806596556e-09,-3.620685226675e-10,7.685705803443e-06,3.254524405428e-05,-7.960138110284e-05
52,5.850966587879e-09,9.082082281078e-10,-1.104933250210e-09,8.077843897585e-06,3.248685889015e-05,-7.956285839570e-05
53,7.028448516908e-09,8.223308385282e-10,4.683607730313e-10,8.450502502745e-06,3.251355735657e-05,-7.969067604175e-05
54,9.406695439332e-09,-2.844583081162e-10,-2.050259407016e-09,8.789622697277e-06,3.249479370434e-05,-7.962839137317e-05
55,1.099635509477e-08,3.846767156020e-10,-9.271046281725e-10,9.101413298344e-06,3.243459724972e-05,-7.967938394068e-05
56,1.325734310608e-08,4.455838622390e-10,-1.615979641244e-09,9.377549091975e-06,3.253430347230e-05,-7.970614355561e-05
57,1.862645149231e-08,1.131084518156e-09,-3.058517324752e-09,9.620589190635e-06,3.229602370136e-05,-7.958025718903e-05
58,1.876598116064e-08,-6.023227520611e-11,-2.112178860799e-09,9.826052448024e-06,3.259119047111e-05,-7.975720790378e-05
59,1.607071338356e-08,1.455697676410e-09,-1.835819009853e-09,9.991822467334e-06,3.216533515639e-05,-7.947612554760e-05
60,1.372570387911e-08,-2.738290830799e-10,-3.742162084234e-09,1.011925978937e-05,3.257398995968e-05,-7.972033550778e-05
61,1.276451824368e-08,4.386664300725e-10,-3.671975455422e-09,1.020306262417e-05,3.207640671064e-05,-7.946175428237e-05
62,1.245660815334e-08,1.561483773200e-09,-1.829913884833e-09,1.024666471758e-05,3.251984455241e-05,-7.965132692213e-05
63,1.235402769585e-08,-3.038608617541e-10,-2.002006099708e-09,1.024698865586e-05,3.205590891118e-05,-7.947810226517e-05
64,1.257133629659e-08,6.504073415114e-10,-2.434092533329e-09,1.020335416863e-05,3.244086658601e-05,-7.959096291318e-05
65,1.389189096897e-08,-2.395793579627e-11,-2.170723957428e-09,1.012268273727e-05,3.208032642075e-05,-7.952039719515e-05
66,1.592814679379e-08,4.438966836618e-10,-2.437973044057e-09,9.994392377743e-06,3.247156764569e-05,-7.952174293394e-05
67,1.906714253667e-08,4.116715728373e-11,-2.734747755787e-09,9.832703980847e-06,3.218896715284e-05,-7.959216067807e-05
68,1.845638389173e-08,5.560940590458e-10,-3.065603474776e-09,9.625135124594e-06,3.243316993882e-05,-7.946786071213e-05
69,1.320908979877e-08,-6.242560735647e-12,-2.720912891454e-09,9.387180857036e-06,3.229880895458e-05,-7.971410703097e-05
70,1.098235151258e-08,1.445068451373e-09,-1.130915800298e-09,9.107589721680e-06,3.238433998666e-05,-7.937934432177e-05
71,9.591947647109e-09,1.220842418463e-09,-1.759558538164e-09,8.798304243364e-06,3.243248661964e-05,-7.981572461436e-05
72,7.330622200085e-09,1.642805780622e-09,-1.530608405238e-09,8.458287819572e-06,3.233271917043e-05,-7.937024927908e-05
73,5.995220356229e-09,6.191945378331e-10,-1.156223478956e-09,8.084722187208e-06,3.246696231283e-05,-7.980688377944e-05
74,6.098981838727e-09,7.270052489163e-10,-8.154134063617e-10,7.694516924844e-06,3.242116245744e-05,-7.943712976143e-05
75,6.723575348008e-09,1.389391558326e-09,-1.776767759651e-09,7.268462492072e-06,3.245355351678e-05,-7.966068736603e-05
76,6.492431882931e-09,1.579367866119e-09,-1.334558254567e-09,6.830973037775e-06,3.257617179167e-05,-7.953016183797e-05
77,5.019018831460e-09,1.536682248116e-09,-2.331680793693e-10,6.371844505918e-06,3.245883647806e-05,-7.949683554555e-05
78,3.949178895657e-09,9.473507710989e-10,6.478765736455e-11,5.893474039824e-06,3.268371725175e-05,-7.944591015170e-05
79,5.400827343481e-09,4.121777264104e-10,3.613936512367e-10,5.415157563444e-06,3.252250913125e-05,-7.932387557990e-05
80,5.599239544160e-09,2.758536973725e-10,-1.069165064373e-09,4.908420901368e-06,3.240993239434e-05,-7.911328602198e-05
81,1.728851888059e-09,6.139642842438e-10,1.245137789975e-10,4.415095284365e-06,3.272104853411e-05,-7.912227303261e-05
82,3.425816101009e-09,7.074339774208e-10,1.595227344744e-09,3.899925428888e-06,3.710478907608e-05,-7.695432972468e-05
83,3.112844474938e-09,-3.573444226514e-10,7.626047168953e-11,3.398738909459e-06,4.995383752698e-05,-6.889413782052e-05
84,2.723781095035e-09,8.233431456746e-10,5.905125020207e-12,2.888309350912e-06,7.460015244015e-05,-4.978776483669e-05
85,2.535660683677e-09,9.227179638717e-10,-7.187380738880e-10,2.381734657979e-06,1.158922770460e-04,-1.486112916087e-05
86,3.232128000346e-09,9.321661639041e-10,-3.529577583506e-10,1.882902090100e-06,1.774580842490e-04,4.034944572321e-05
87,3.900925588349e-09,1.857414895642e-09,-4.216259264428e-10,1.379674759464e-06,2.642520671742e-04,1.194225046318e-04
88,4.411971979383e-09,-1.623065791268e-10,3.652741619642e-10,8.911542270495e-07,3.788616627186e-04,2.268524032453e-04
89,3.718710302011e-09,-2.952562510103e-11,-8.196313528047e-10,3.975856563319e-07,5.270436136206e-04,3.654014193258e-04
90,3.197540839513e-09,6.627237451249e-10,6.652545129907e-10,-7.906793684199e-08,7.144655344758e-04,5.417117668035e-04
91,2.060382478479e-09,-5.702663590943e-10,-3.291685404121e-10,-5.544635696688e-07,9.535908850564e-04,7.656657707293e-04
92,9.046314095241e-09,-5.625053376391e-10,-1.323760311673e-09,-1.018996471944e-06,1.255526089586e-03,1.052827015726e-03
93,1.084265312639e-08,-1.350923886766e-09,-1.008426635594e-09,-1.484636163366e-06,1.616410186270e-03,1.410381464213e-03
94,1.129329852436e-08,1.552204291026e-10,-1.098521971616e-09,-1.949665771014e-06,2.043888902346e-03,1.811338573708e-03
95,1.150385841079e-08,-5.142520303312e-10,-1.443887426369e-09,-2.408859090529e-06,3.452241064058e-03,2.419867493049e-03
96,1.244648508188e-08,-1.122479907412e-09,-2.338598225860e-09,-3.269034019415e-06,5.003685162050e-02,7.131497439729e-03
97,1.140844846225e-08,-1.591958436251e-09,-6.631666295014e-10,-4.060625814009e-06,7.512855835588e-02,2.507074426442e-02
98,1.064360823374e-08,-9.000530922819e-10,-2.094500392770e-09,-7.226777033529e-06,1.036967129070e-01,2.921975893112e-02
99,9.374902668018e-09,-1.603768686292e-10,-2.028678020419e-09,-1.452496525008e-05,1.214782183778e-01,3.554157095828e-02
100,8.795690308139e-09,-6.544005504954e-10,-5.764209361033e-10,-1.730955753347e-05,1.517613900008e-01,3.871061907251e-02
101,8.278028826021e-09,-4.240776490036e-10,-1.066335837665e-10,-1.873908460265e-05,1.739689054759e-01,4.373275487712e-02
102,7.671637650423e-09,6.707051732292e-10,-1.238498340543e-09,-2.091032075652e-05,2.032637056266e-01,4.891258309850e-02
103,6.819601671414e-09,-5.872303211882e-10,-1.818078712491e-09,-2.194723077225e-05,2.696638305407e-01,6.239395860385e-02
104,4.122582587062e-09,-1.510257029111e-09,-2.996137089373e-10,-3.211134156487e-05,3.603225593359e-01,9.726458559275e-02
105,1.823021970419e-09,1.874579662539e-10,7.265630972267e-11,-2.128527208513e-05,3.062503661019e-01,1.046579628300e-01
106,9.559127080876e-12,-1.443086504318e-12,4.663203549739e-13,-1.135166907709e-06,1.055951198594e-01,5.131906801915e-04
107,-1.272025962823e-12,-5.256277588215e-14,-8.881701986193e-14,1.597049629419e-10,7.986615417218e-04,-9.072651246595e-05
108,-1.562267223799e-12,-4.124015880703e-14,5.195412505239e-14,6.417597933909e-09,3.498923045042e-05,-9.356737942217e-05
109,-1.495908710912e-12,-1.232083196436e-13,9.285971632145e-14,8.819405712015e-09,3.444044165515e-05,-9.236930714865e-05
110,-1.359196169463e-12,-9.905692378220e-14,1.322153683957e-13,8.682413731615e-09,3.559799355195e-05,-9.175904897021e-05
111,-1.228868214916e-12,-2.861749128040e-14,2.107190352379e-13,1.038537632574e-08,3.585012606678e-05,-9.198125229709e-05
112,-1.271325717808e-12,-8.036990425782e-14,1.606420709895e-13,1.150699946279e-08,3.610926387443e-05,-9.193943113294e-05
113,-1.475230887529e-12,-3.242540925512e-13,1.122990070484e-13,1.223730986817e-08,3.602348666437e-05,-9.153203808178e-05
114,-1.498771477297e-12,-1.095641957293e-13,1.337790052598e-14,1.300854028554e-08,3.653950286645e-05,-9.190443328829e-05
115,-1.068573892817e-12,-1.475885104077e-13,-7.477193918751e-15,1.378759103924e-08,3.577188206912e-05,-9.118123133906e-05
116,-1.392375425907e-12,-8.181778335050e-15,1.121424209532e-13,1.483069842135e-08,3.467657313402e-05,-9.210712598520e-05
117,-1.154662838773e-12,3.728964726575e-14,1.836735021323e-14,1.525434500777e-08,3.612519458082e-05,-9.073236256502e-05
118,-1.523146182449e-12,-1.051449521235e-13,-7.852797962423e-14,1.555204239528e-08,3.591198739965e-05,-9.132725982114e-05
119,-1.344367451500e-12,-2.482601078090e-13,2.080790679804e-13,1.685481512813e-08,3.405936438593e-05,-9.184996753595e-05
120,-7.154238554231e-13,-2.873241413374e-13,-3.999393876505e-15,1.703552381672e-08,3.674702631684e-05,-8.971708630638e-05
121,-2.245788740159e-12,-1.107082420906e-13,8.442238595621e-14,1.701707623252e-08,2.885697340570e-05,-9.093946674279e-05
122,-1.613446896216e-12,-1.613446896216e-12,-1.318249857100e-13,1.780837287104e-08,0.000000000000e+00,-9.323983716415e-05
123,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
124,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
125,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
