t,umax,urms,band_valid,liq_band,gas_band,n_mixed,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,Pc_dynamic_thr085,Pc_dynamic_thr095,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
1000,0.022243138402700424,0.0039372737519443035,1,"[12, 39]","[52, 250]",9,-1.2867598452119134e-05,-5.966736262149411e-06,0.9997792728908119,0.9393202867903346,0.0022061536650201385,0.002190691925164301,0.0022061536650201385,0.00039646029472351074,0.00020053982734680176,1.0,1.0,0.012100825086236,0.002167084254324436,52158.71587235946,9806.741217384679,-401.8019800186157,446.59546279907227,41.58172029256821,-0.517852378077805,-0.14575458560648258
2000,0.021859416738152504,0.005363740958273411,1,"[12, 43]","[56, 250]",9,-6.821703526282961e-06,-4.034305701046271e-06,0.9894504314816707,0.9831622333732373,0.0019048658413092778,0.001893026711955459,0.0019048658413092778,0.00048404932022094727,0.000376969575881958,1.0,1.0,0.014219209551811218,0.002852449659258127,51101.79470112543,10859.472554015092,-1459.335840344429,1499.1774322390556,33.1008785367012,-1.1305414698581444,-0.29512177603646705
3000,0.021667009219527245,0.00574743514880538,1,"[12, 48]","[61, 250]",9,-4.319158146589621e-06,-3.933417398517488e-06,0.9677603427243718,0.9805534111190339,0.0018448199298737311,0.0018361325288798747,0.0018448199298737311,0.0005130469799041748,0.0003921985626220703,1.0,1.0,0.013873928226530552,0.0028536897152662277,49863.18105489119,12093.55542774274,-2698.5741534233093,2733.096950471401,26.359919846057892,-1.7552083144983044,-0.45847727133877925
4000,0.020650269463658333,0.005844155792146921,1,"[12, 54]","[66, 250]",8,-5.168704601736649e-06,-3.8891187643929314e-06,0.9844995494802953,0.975536574662529,0.001866383618850831,0.001866383618850831,0.001866383618850831,0.0004968941211700439,0.0003981590270996094,1.0,1.0,0.011088495142757893,0.002536223968490958,48575.01406322175,13375.81692469963,-3987.351196169853,4015.1776046156883,19.21872842311859,-2.3652593916049227,-0.6393200839411293
5000,0.022910334169864655,0.005903581622987986,1,"[12, 59]","[71, 250]",8,-3.9445861801846e-06,-3.916429859235702e-06,0.8650017614058171,0.9345791982293082,0.0018090300780371216,0.0018090300780371216,0.0018223246472031107,0.0004932582378387451,0.00039398670196533203,1.0,1.0,0.017290998250246048,0.0030741440132260323,47270.6823240166,14673.109354182305,-5292.275091767311,5312.275936484337,11.403806388378143,-2.9574157839088,-0.8334176979678887
6000,0.021031362935900688,0.005912794265896082,1,"[12, 65]","[77, 250]",8,-4.396969571152237e-06,-3.8543084893706255e-06,0.9930582850955807,0.9660417917765944,0.0018456033337592714,0.0018456033337592714,0.0018456033337592714,0.000508040189743042,0.00040158629417419434,1.0,1.0,0.01203741692006588,0.002646725159138441,45960.019954592826,15975.982705360517,-6603.513203620911,6614.932145059109,3.041632831096649,-3.533158213736897,-1.0505603014080407
7000,0.02332499995827675,0.005939113441854715,1,"[12, 70]","[82, 250]",8,-3.997102073148164e-06,-3.9483711151603185e-06,0.9424052103047724,0.9301612757657292,0.0018216111094793708,0.0018216111094793708,0.0018216111094793708,0.0005013644695281982,0.00038942694664001465,1.0,1.0,0.018465058878064156,0.0031363361049443483,44644.68909892389,17283.402329303703,-7919.402847647667,7922.113108217716,-5.357999920845032,-4.091946571556036,-1.2892210859863553
8000,0.021365860477089882,0.0059465388767421246,1,"[12, 76]","[88, 250]",8,-5.198306243714364e-06,-3.8772709083192984e-06,0.9894418922966688,0.9597672320567467,0.0018614244633610721,0.0018614244633610721,0.0018614244633610721,0.00046440958976745605,0.0003978610038757324,1.0,1.0,0.013808127492666245,0.0027389666065573692,43326.86498123459,18593.833336879747,-9237.766860723495,9232.288249075413,-13.230241596698761,-4.631841958085715,-1.545087804333889
9000,0.023445311933755875,0.0059631806798279285,1,"[12, 81]","[93, 250]",8,-3.814307450814175e-06,-3.947649274208258e-06,0.9837476964617278,0.9274096496350323,0.0018185106933981121,0.0018185106933981121,0.0018185106933981121,0.0005164742469787598,0.0003839433193206787,1.0,1.0,0.01901259832084179,0.00318700959905982,42005.487873673555,19906.359543066552,-10559.656821489334,10544.537177979946,-22.6035635471344,-5.144695162889548,-1.8223650866057142
10000,0.02158917486667633,0.005971379578113556,1,"[12, 87]","[99, 250]",8,-5.035173163813408e-06,-3.95830425911924e-06,0.9777810236764868,0.9575169174863213,0.0018689747027174075,0.0018530145795966901,0.0018689747027174075,0.0004659593105316162,0.00038930773735046387,1.0,1.0,0.013705666176974773,0.0028537942562252283,40682.47554567885,21222.36321866185,-11883.16154229641,11860.245593130589,-30.225628972053528,-5.6370879752576,-2.1176255312602734
11000,0.02360491454601288,0.005984056740999222,1,"[12, 92]","[104, 250]",8,-3.789868982982799e-06,-3.882971713477451e-06,0.9874671486909379,0.9193751941396969,0.0018059109318890876,0.0018059109318890876,0.0018059109318890876,0.0005165338516235352,0.000384598970413208,1.0,1.0,0.018985573202371597,0.003208387643098831,39356.505639772775,22539.856056051267,-13209.6167730093,13177.421930849552,-39.48655182123184,-6.122412782075116,-2.434125201714778
12000,0.021557269617915154,0.0059912241995334625,1,"[12, 98]","[110, 250]",8,-4.708537504780704e-06,-3.97956450031156e-06,0.9874020631355634,0.9563837445366432,0.001857017960208096,0.00184006138605336,0.001857017960208096,0.00047525763511657715,0.0003819763660430908,1.0,1.0,0.01489987876266241,0.0028239854145795107,38028.88030822086,23860.60750753307,-14537.708248376846,14497.836916446686,-47.3444082736969,-6.588556597707793,-2.770591086384229
13000,0.023420928046107292,0.006005058065056801,1,"[12, 103]","[115, 250]",8,-4.073740152971286e-06,-3.771217302419659e-06,0.9969492871080061,0.882632662510666,0.0018104688887105036,0.0018104688887105036,0.0018104688887105036,0.0005036294460296631,0.0003921389579772949,1.0,1.0,0.01890598051249981,0.0031738695688545704,36699.14795028954,25182.954305616844,-15867.874172329903,15819.827896535397,-55.94056046009064,-7.022122619440779,-3.126409081447491
