iter,dMr,dMb,sumR_r,sumR_b,sumdacc_r,sumdacc_b,resid_r,resid_b
38,-9.304476407124e-06,-3.289248161309e-05,1.140635066299e-05,-4.692459096525e-05,0.000000000000e+00,0.000000000000e+00,-2.071082707012e-05,1.403210935216e-05
39,2.552312071202e-05,-5.994973980705e-05,2.406692412377e-05,-5.344557428290e-05,0.000000000000e+00,0.000000000000e+00,1.456196588256e-06,-6.504165524150e-06
40,1.558591975481e-05,-3.262823884143e-05,2.268985128262e-05,-3.783110819170e-05,0.000000000000e+00,0.000000000000e+00,-7.103931527811e-06,5.202869350277e-06
41,6.052366006770e-05,-2.659717574716e-05,6.851054047199e-05,-2.603177966814e-05,0.000000000000e+00,0.000000000000e+00,-7.986880404293e-06,-5.653960790162e-07
42,9.000307909446e-05,-2.771196886897e-05,8.463227608894e-05,-2.618361699021e-05,0.000000000000e+00,0.000000000000e+00,5.370803005522e-06,-1.528351878762e-06
43,7.774135156069e-05,-2.415747985651e-05,5.471570529173e-05,-2.523684623295e-05,0.000000000000e+00,0.000000000000e+00,2.302564626896e-05,1.079366376439e-06
44,1.778007208486e-05,-3.998344072897e-05,4.126159688186e-05,-3.902562104996e-05,0.000000000000e+00,0.000000000000e+00,-2.348152479700e-05,-9.578196790100e-07
45,3.481217572698e-05,-5.388297722675e-05,2.617691650053e-05,-4.922363963455e-05,0.000000000000e+00,0.000000000000e+00,8.635259226449e-06,-4.659337592195e-06
46,3.852313966490e-05,-4.294715836295e-06,3.620344606875e-05,-2.023375385517e-05,0.000000000000e+00,0.000000000000e+00,2.319693596154e-06,1.593903801887e-05
47,4.669127520174e-05,-3.758488492167e-05,4.142203861243e-05,-3.449618198976e-05,0.000000000000e+00,0.000000000000e+00,5.269236589309e-06,-3.088702931907e-06
48,-6.483482138719e-06,-2.925388980657e-05,1.012784289461e-05,-3.500637924644e-05,0.000000000000e+00,0.000000000000e+00,-1.661132503333e-05,5.752489439875e-06
49,5.082089410280e-05,-6.605645830859e-05,4.500469175129e-05,-6.014593883150e-05,0.000000000000e+00,0.000000000000e+00,5.816202351508e-06,-5.910519477092e-06
50,5.133849117556e-05,-6.537133049278e-05,4.484810259790e-05,-5.907259704567e-05,0.000000000000e+00,0.000000000000e+00,6.490388577652e-06,-6.298733447111e-06
51,6.189774649101e-05,-4.708229607786e-05,6.094817339744e-05,-4.916122816093e-05,0.000000000000e+00,0.000000000000e+00,9.495730935727e-07,2.078932083072e-06
52,3.670356090879e-05,-1.486130531703e-05,4.239243939378e-05,-2.911249551467e-05,0.000000000000e+00,0.000000000000e+00,-5.688878484986e-06,1.425119019764e-05
53,6.160381963127e-05,-2.952562499559e-05,7.785257839681e-05,-3.657856499606e-05,0.000000000000e+00,0.000000000000e+00,-1.624875876554e-05,7.052940000472e-06
54,5.182920358493e-05,-2.158137067454e-05,5.396753754638e-05,-1.289449185806e-05,0.000000000000e+00,0.000000000000e+00,-2.138333961449e-06,-8.686878816477e-06
55,8.843000614434e-05,-5.104295814817e-05,7.023722005826e-05,-5.487154223227e-05,0.000000000000e+00,0.000000000000e+00,1.819278608607e-05,3.828584084097e-06
56,3.469470175332e-05,-1.825439358072e-05,4.464792497447e-05,-2.489222735857e-05,0.000000000000e+00,0.000000000000e+00,-9.953223221148e-06,6.637833777848e-06
57,1.127191280830e-04,-6.467862294812e-05,1.142263413717e-04,-6.785101934283e-05,0.000000000000e+00,0.000000000000e+00,-1.507213288704e-06,3.172396394706e-06
58,8.977044126368e-05,-5.661714203598e-05,7.429470982050e-05,-4.909799551141e-05,0.000000000000e+00,0.000000000000e+00,1.547573144318e-05,-7.519146524569e-06
59,3.471976378933e-05,-5.492232230608e-05,3.156811817440e-05,-5.257182493931e-05,0.000000000000e+00,0.000000000000e+00,3.151645614922e-06,-2.350497366769e-06
60,7.180087413872e-05,-2.043652057182e-05,6.579832527016e-05,-2.413120193029e-05,0.000000000000e+00,0.000000000000e+00,6.002548868557e-06,3.694681358466e-06
61,1.638948742766e-05,-5.016525938117e-05,3.443875316585e-05,-4.926153887334e-05,0.000000000000e+00,0.000000000000e+00,-1.804926573819e-05,-9.037205078354e-07
62,2.605193003546e-05,-1.761885323504e-05,3.211595729436e-05,-1.670618517214e-05,0.000000000000e+00,0.000000000000e+00,-6.064027258894e-06,-9.126680628987e-07
63,4.328970680945e-05,-3.101498987235e-05,4.676187074576e-05,-3.587779852766e-05,0.000000000000e+00,0.000000000000e+00,-3.472163936313e-06,4.862808655316e-06
64,6.924589615664e-05,-4.809197707800e-05,6.011537806756e-05,-5.188491414389e-05,0.000000000000e+00,0.000000000000e+00,9.130518089087e-06,3.792937065892e-06
65,3.256124182371e-05,-5.895859067095e-05,4.439880410918e-05,-4.951879066921e-05,0.000000000000e+00,0.000000000000e+00,-1.183756228547e-05,-9.439800001746e-06
66,2.636986027937e-05,-1.778460318747e-05,2.253607564774e-05,-1.630414747500e-05,0.000000000000e+00,0.000000000000e+00,3.833784631635e-06,-1.480455712463e-06
67,3.208535781596e-05,-2.495013177395e-05,3.165685951376e-05,-1.991083847379e-05,0.000000000000e+00,0.000000000000e+00,4.284983021949e-07,-5.039293300156e-06
68,1.350458478555e-05,-3.371113052708e-05,1.737320931032e-05,-3.235636963534e-05,0.000000000000e+00,0.000000000000e+00,-3.868624524767e-06,-1.354760891739e-06
69,4.706859181169e-05,-6.234713873710e-05,4.738710709036e-05,-5.542178162385e-05,0.000000000000e+00,0.000000000000e+00,-3.185152786696e-07,-6.925357113247e-06
70,7.976610868354e-05,-1.260285171156e-05,6.416433250181e-05,-8.113078723371e-06,0.000000000000e+00,0.000000000000e+00,1.560177618173e-05,-4.489772988192e-06
71,1.433031866327e-05,-3.122718953819e-05,2.868050486433e-05,-3.041867195368e-05,0.000000000000e+00,0.000000000000e+00,-1.435018620106e-05,-8.085175845031e-07
72,5.184214023757e-05,-3.375757478352e-05,5.888733284083e-05,-2.245363536149e-05,0.000000000000e+00,0.000000000000e+00,-7.045192603258e-06,-1.130393942203e-05
73,-3.320835821796e-05,-2.807256532833e-05,-1.339358734000e-05,-3.747383088747e-05,0.000000000000e+00,0.000000000000e+00,-1.981477087797e-05,9.401265559139e-06
74,7.902959987405e-05,-5.551936919801e-05,6.843878760525e-05,-4.944871722908e-05,0.000000000000e+00,0.000000000000e+00,1.059081226880e-05,-6.070651968929e-06
75,-7.436559826601e-06,-3.132185156574e-06,4.187342507025e-06,1.763030573517e-06,0.000000000000e+00,0.000000000000e+00,-1.162390233363e-05,-4.895215730091e-06
76,7.195012949524e-05,-4.406371954246e-05,5.460740198284e-05,-4.552255510830e-05,0.000000000000e+00,0.000000000000e+00,1.734272751239e-05,1.458835565835e-06
77,1.944341420312e-05,-3.879519681504e-05,1.841308668515e-05,-2.916463876081e-05,0.000000000000e+00,0.000000000000e+00,1.030327517977e-06,-9.630558054236e-06
78,8.081714622676e-05,-1.399698157911e-05,8.941277766443e-05,-1.149911532526e-05,0.000000000000e+00,0.000000000000e+00,-8.595631437661e-06,-2.497866253852e-06
79,-1.937616616488e-05,-3.142725836369e-05,-8.302027585477e-06,-2.038351118263e-05,0.000000000000e+00,0.000000000000e+00,-1.107413857940e-05,-1.104374718106e-05
80,6.167500760057e-05,-3.371348248038e-05,6.421666112509e-05,-3.131367302472e-05,0.000000000000e+00,0.000000000000e+00,-2.541653524522e-06,-2.399809455655e-06
81,-1.609411265235e-05,-6.152420610306e-06,-5.285814126732e-06,-6.184186893073e-06,0.000000000000e+00,0.000000000000e+00,-1.080829852562e-05,3.176628276733e-08
82,3.635675238911e-05,-3.955933607358e-05,4.301213673610e-05,-3.316263411911e-05,0.000000000000e+00,0.000000000000e+00,-6.655384346987e-06,-6.396701954468e-06
83,3.408042539377e-05,-2.067197237920e-05,2.722645029279e-05,-1.972603489004e-05,0.000000000000e+00,0.000000000000e+00,6.853975100973e-06,-9.459374891640e-07
84,4.556260319077e-05,-2.764658347587e-05,5.070080005577e-05,-3.273771715122e-05,0.000000000000e+00,0.000000000000e+00,-5.138196864992e-06,5.091133675345e-06
85,1.471906216466e-05,-4.905261630483e-05,1.245528524448e-05,-4.227074286954e-05,0.000000000000e+00,0.000000000000e+00,2.263776920183e-06,-6.781873435297e-06
86,1.263931335416e-05,-2.254334685858e-05,2.527390531240e-05,-1.956145084185e-05,0.000000000000e+00,0.000000000000e+00,-1.263459195824e-05,-2.981896016734e-06
87,3.406283576624e-05,-2.910973853432e-05,3.912765751454e-05,-2.353193190236e-05,0.000000000000e+00,0.000000000000e+00,-5.064821748300e-06,-5.577806631959e-06
88,4.817104490940e-05,-2.041997504421e-08,3.593660671998e-05,-1.339145435181e-05,0.000000000000e+00,0.000000000000e+00,1.223443818941e-05,1.337103437676e-05
89,1.692868318059e-05,-4.502803676587e-05,3.614105082437e-05,-4.462716793728e-05,0.000000000000e+00,0.000000000000e+00,-1.921236764377e-05,-4.008688285882e-07
90,6.613348159590e-05,-2.612965545268e-05,5.109142103025e-05,-2.207874624278e-05,0.000000000000e+00,0.000000000000e+00,1.504206056565e-05,-4.050909209895e-06
91,5.402191891335e-05,-5.051702646597e-05,4.131779380113e-05,-5.297363351116e-05,0.000000000000e+00,0.000000000000e+00,1.270412511221e-05,2.456607045189e-06
92,2.971737194457e-05,-4.358633304946e-06,3.327839143388e-05,7.412019271184e-06,0.000000000000e+00,0.000000000000e+00,-3.561019489312e-06,-1.177065257613e-05
93,3.013857713086e-05,-5.692477316188e-05,1.421422823349e-05,-5.522938146060e-05,0.000000000000e+00,0.000000000000e+00,1.592434889737e-05,-1.695391701277e-06
94,1.680975401541e-05,-1.730440089887e-05,2.503576433772e-05,-1.250628801484e-05,0.000000000000e+00,0.000000000000e+00,-8.226010322311e-06,-4.798112884021e-06
95,6.302012843662e-05,1.184356369777e-05,4.410561529564e-05,6.196025158977e-06,0.000000000000e+00,0.000000000000e+00,1.891451314098e-05,5.647538538789e-06
96,1.883248842205e-05,-1.014316694636e-05,2.164718474673e-05,-1.049076575451e-05,0.000000000000e+00,0.000000000000e+00,-2.814696324679e-06,3.475988081422e-07
97,5.416861677077e-05,-3.973922503064e-06,3.648108470194e-05,-7.456052831700e-06,0.000000000000e+00,0.000000000000e+00,1.768753206882e-05,3.482130328636e-06
98,6.301152461674e-05,-8.372015145142e-06,6.978624711522e-05,-4.871487405854e-06,0.000000000000e+00,0.000000000000e+00,-6.774722498480e-06,-3.500527739287e-06
99,3.167182876496e-05,-2.580833279353e-05,3.578752652031e-05,-1.585840904364e-05,0.000000000000e+00,0.000000000000e+00,-4.115697755352e-06,-9.949923749891e-06
100,4.906140384264e-05,-2.840023444151e-05,3.508352745612e-05,-2.771458748187e-05,0.000000000000e+00,0.000000000000e+00,1.397787638652e-05,-6.856469596345e-07
101,9.045969272847e-05,-1.246497595275e-05,8.219103520961e-05,-1.322200443090e-05,0.000000000000e+00,0.000000000000e+00,8.268657518861e-06,7.570284781492e-07
102,2.421419412713e-05,-1.517330201750e-05,2.601757023196e-05,-1.930804568691e-05,0.000000000000e+00,0.000000000000e+00,-1.803376104833e-06,4.134743669409e-06
103,4.883925430477e-05,-2.889865208999e-05,5.106333158725e-05,-2.767378360726e-05,0.000000000000e+00,0.000000000000e+00,-2.224077282488e-06,-1.224868482737e-06
104,-4.286339390092e-07,-2.238315209979e-05,-1.387000650964e-05,-2.368924178096e-05,0.000000000000e+00,0.000000000000e+00,1.344137257063e-05,1.306089681165e-06
105,6.131297413958e-05,-2.690838118724e-05,4.965550017908e-05,-2.966288874160e-05,0.000000000000e+00,0.000000000000e+00,1.165747396050e-05,2.754507554354e-06
106,3.219882273697e-05,-2.389025212324e-05,4.014124597178e-05,-2.443546979484e-05,0.000000000000e+00,0.000000000000e+00,-7.942423234802e-06,5.452176716016e-07
107,5.549537308980e-05,-2.082224636979e-05,7.100463248868e-05,-1.696121522730e-05,0.000000000000e+00,0.000000000000e+00,-1.550925939888e-05,-3.861031142489e-06
108,4.534504478215e-05,-5.063307980890e-06,4.928234795057e-05,-8.908086464871e-06,0.000000000000e+00,0.000000000000e+00,-3.937303168413e-06,3.844778483981e-06
109,6.403836596292e-05,-3.123766146018e-05,5.705945921336e-05,-4.442736428017e-05,0.000000000000e+00,0.000000000000e+00,6.978906749555e-06,1.318970281999e-05
110,6.514932465507e-05,-1.518351746199e-05,5.278532823257e-05,-8.461795564474e-06,0.000000000000e+00,0.000000000000e+00,1.236399642250e-05,-6.721721897518e-06
111,3.193097290932e-05,-3.837247277261e-06,3.446394553250e-05,-7.806574795863e-06,0.000000000000e+00,0.000000000000e+00,-2.532972623176e-06,3.969327518602e-06
112,4.132098911214e-05,3.050226951018e-07,5.253239443265e-05,-2.951620573976e-06,0.000000000000e+00,0.000000000000e+00,-1.121140532052e-05,3.256643269078e-06
113,3.147172174067e-05,-2.043022323051e-05,4.033568513021e-05,-2.953257151099e-05,0.000000000000e+00,0.000000000000e+00,-8.863963389533e-06,9.102348280486e-06
114,6.590210978175e-05,-7.728000127827e-06,5.159215542331e-05,-5.447764031166e-06,0.000000000000e+00,0.000000000000e+00,1.430995435844e-05,-2.280236096661e-06
115,2.327698166482e-05,-2.244130701001e-05,1.098506833064e-05,-2.714576649666e-05,0.000000000000e+00,0.000000000000e+00,1.229191333418e-05,4.704459486648e-06
116,1.269008498639e-05,-4.275921492081e-05,1.174584760902e-05,-3.569626631036e-05,0.000000000000e+00,0.000000000000e+00,9.442373773642e-07,-7.062948610447e-06
117,2.825199408107e-05,-1.399641951139e-05,3.092475586720e-05,-1.496775786387e-05,0.000000000000e+00,0.000000000000e+00,-2.672761786129e-06,9.713383524865e-07
118,4.998227814212e-05,-4.589400850818e-05,5.405261607219e-05,-4.427466395288e-05,0.000000000000e+00,0.000000000000e+00,-4.070337930069e-06,-1.619344555304e-06
119,5.039892494096e-05,-1.585832069395e-05,3.913997917646e-05,-2.192126257349e-05,0.000000000000e+00,0.000000000000e+00,1.125894576451e-05,6.062941879536e-06
120,2.564499664004e-05,-1.363470437354e-05,5.165590836475e-06,-4.793164373754e-06,0.000000000000e+00,0.000000000000e+00,2.047940580356e-05,-8.841539999790e-06
121,5.619650619337e-05,-2.621268322400e-05,4.735571020066e-05,-2.580212862778e-05,0.000000000000e+00,0.000000000000e+00,8.840795992712e-06,-4.105545962181e-07
122,8.976082972367e-05,-1.097208587453e-05,8.702829667088e-05,6.605526165238e-07,0.000000000000e+00,0.000000000000e+00,2.732533052790e-06,-1.163263849105e-05
123,4.910300776828e-05,-2.982596015499e-05,3.404764505137e-05,-3.356587446792e-05,0.000000000000e+00,0.000000000000e+00,1.505536271691e-05,3.739914312929e-06
124,2.754823435680e-05,-3.007191662618e-05,3.449345247918e-05,-2.365173777618e-05,0.000000000000e+00,0.000000000000e+00,-6.945218122379e-06,-6.420178850007e-06
125,1.848850661190e-05,-2.225431308034e-05,1.612829690209e-05,-2.308325720868e-05,0.000000000000e+00,0.000000000000e+00,2.360209709812e-06,8.289441283390e-07
126,3.700226443470e-05,-3.273547372373e-05,1.794641041168e-05,-2.476504464028e-05,0.000000000000e+00,0.000000000000e+00,1.905585402302e-05,-7.970429083456e-06
127,8.516690286342e-06,-3.282226134615e-05,1.036985852092e-05,-2.850634238544e-05,0.000000000000e+00,0.000000000000e+00,-1.853168234575e-06,-4.315918960711e-06
128,3.674624531413e-05,-3.042303433176e-05,3.582896882963e-05,-2.040225143606e-05,0.000000000000e+00,0.000000000000e+00,9.172764844996e-07,-1.002078289570e-05
129,-1.599702954991e-06,-1.580483149155e-05,-3.517500248261e-07,-1.877439402248e-05,0.000000000000e+00,0.000000000000e+00,-1.247952930165e-06,2.969562530930e-06
130,1.259988566744e-04,-6.511090759886e-06,1.089372628095e-04,-4.233882005523e-06,0.000000000000e+00,0.000000000000e+00,1.706159386491e-05,-2.277208754363e-06
131,-1.573582630954e-05,-2.240208232251e-05,-1.529840607120e-05,-2.294782134616e-05,0.000000000000e+00,0.000000000000e+00,-4.374202383362e-07,5.457390236428e-07
132,4.207964229863e-05,-4.978216384188e-05,5.019431161055e-05,-3.972367182890e-05,0.000000000000e+00,0.000000000000e+00,-8.114669311920e-06,-1.005849201298e-05
133,1.673106453381e-06,-3.259263758082e-05,-1.895368436331e-05,-3.878321835418e-05,0.000000000000e+00,0.000000000000e+00,2.062679081669e-05,6.190580773361e-06
134,5.008643347537e-05,-5.465824870043e-06,6.353453946120e-05,-1.333420122159e-05,0.000000000000e+00,0.000000000000e+00,-1.344810598582e-05,7.868376351549e-06
135,1.558356598252e-05,-1.030128260027e-05,3.324832097119e-05,2.275280000359e-06,0.000000000000e+00,0.000000000000e+00,-1.766475498867e-05,-1.257656260063e-05
136,5.182109453017e-05,-8.027096555452e-06,3.629782347587e-05,-4.750367539182e-06,0.000000000000e+00,0.000000000000e+00,1.552327105430e-05,-3.276729016270e-06
137,3.512462353683e-05,-1.291130683967e-05,3.464669699694e-05,-2.066452072852e-05,0.000000000000e+00,0.000000000000e+00,4.779265398948e-07,7.753213888852e-06
138,2.417635550955e-05,-2.486888297426e-05,1.908072688668e-05,-2.334107358122e-05,0.000000000000e+00,0.000000000000e+00,5.095628622876e-06,-1.527809393043e-06
139,4.431903653312e-05,-7.704813469900e-06,5.072230583550e-05,-1.319481385287e-05,0.000000000000e+00,0.000000000000e+00,-6.403269302372e-06,5.490000382972e-06
140,2.355575270485e-05,-2.404249607935e-05,2.042331811973e-05,-2.684563360182e-05,0.000000000000e+00,0.000000000000e+00,3.132434585125e-06,2.803137522473e-06
141,3.941663089790e-05,-3.054838634853e-05,3.394575144241e-05,-3.293011716086e-05,0.000000000000e+00,0.000000000000e+00,5.470879455489e-06,2.381730812331e-06
142,6.168752952362e-05,-2.751498323050e-05,5.357778386572e-05,-3.684653570724e-05,0.000000000000e+00,0.000000000000e+00,8.109745657906e-06,9.331552476736e-06
143,5.022022742196e-05,-2.138131276297e-05,4.082681208264e-05,-4.743375100516e-06,0.000000000000e+00,0.000000000000e+00,9.393415339315e-06,-1.663793766245e-05
144,3.193788506906e-05,-2.947151369881e-05,3.514302851019e-05,-2.467911368636e-05,0.000000000000e+00,0.000000000000e+00,-3.205143441130e-06,-4.792400012451e-06
145,4.623945278581e-05,-1.200854967465e-06,3.278661187549e-05,-3.468059384518e-06,0.000000000000e+00,0.000000000000e+00,1.345284091032e-05,2.267204417053e-06
146,4.193808854325e-05,-3.280619603174e-05,3.487596587016e-05,-3.725726158574e-05,0.000000000000e+00,0.000000000000e+00,7.062122673084e-06,4.451065553997e-06
147,5.776232865173e-05,-3.420179382374e-05,6.004054311400e-05,-3.975180548343e-05,0.000000000000e+00,0.000000000000e+00,-2.278214462265e-06,5.550011659691e-06
148,3.910379746230e-05,-2.572170888016e-05,3.557680794335e-05,-2.296821541962e-05,0.000000000000e+00,0.000000000000e+00,3.526989518956e-06,-2.753493460533e-06
149,4.672952491092e-05,-2.653393494256e-05,1.814166718575e-05,-2.242133191650e-05,0.000000000000e+00,0.000000000000e+00,2.858785772517e-05,-4.112603026061e-06
150,6.693591785734e-05,-1.981335663004e-05,6.505327972291e-05,-2.662487656367e-05,0.000000000000e+00,0.000000000000e+00,1.882638134424e-06,6.811519933629e-06
151,2.123388549080e-05,-6.127737105999e-05,2.327765653600e-05,-5.760753594612e-05,0.000000000000e+00,0.000000000000e+00,-2.043771045200e-06,-3.669835113866e-06
152,3.606684185797e-05,-3.497844045341e-05,5.423916589755e-05,-3.437913166323e-05,0.000000000000e+00,0.000000000000e+00,-1.817232403958e-05,-5.993087901883e-07
153,2.595353726065e-05,-4.877419632976e-05,3.319814909417e-05,-5.096344549060e-05,0.000000000000e+00,0.000000000000e+00,-7.244611833518e-06,2.189249160837e-06
154,5.226199937169e-05,-5.118918852531e-05,5.578186798418e-05,-5.033930349821e-05,0.000000000000e+00,0.000000000000e+00,-3.519868612487e-06,-8.498850271071e-07
155,3.274179107393e-05,-8.088596587186e-06,4.254394103713e-05,-1.406828663049e-05,0.000000000000e+00,0.000000000000e+00,-9.802149963198e-06,5.979690043306e-06
156,2.264105933136e-05,-4.916843499814e-05,4.088083064534e-05,-4.694659863099e-05,0.000000000000e+00,0.000000000000e+00,-1.823977131398e-05,-2.221836367150e-06
157,7.619778261869e-05,-2.477909401932e-05,8.505073838617e-05,-2.448023979752e-05,0.000000000000e+00,0.000000000000e+00,-8.852955767483e-06,-2.988542218075e-07
158,7.120726877474e-05,-4.120207449887e-05,6.824676643059e-05,-3.803563428774e-05,0.000000000000e+00,0.000000000000e+00,2.960502344155e-06,-3.166440211132e-06
159,-9.176514140563e-06,-1.541209894640e-05,-5.081242828518e-06,-1.448265776046e-05,0.000000000000e+00,0.000000000000e+00,-4.095271312045e-06,-9.294411859379e-07
160,4.296181577956e-05,-2.607039823488e-05,3.315010576766e-05,-1.996647197946e-05,0.000000000000e+00,0.000000000000e+00,9.811710011901e-06,-6.103926255415e-06
161,6.279996523517e-05,-2.473025415384e-05,5.262700087279e-05,-3.044524961483e-05,0.000000000000e+00,0.000000000000e+00,1.017296436238e-05,5.714995460995e-06
162,5.500257975655e-05,-4.283484304324e-05,2.931098757788e-05,-4.055624246047e-05,0.000000000000e+00,0.000000000000e+00,2.569159217867e-05,-2.278600582766e-06
