step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs
1,2.880000770438e+04,2.880000770438e+04,1.920000452554e+04,9.600002244353e+03,0.000000000000e+00,0.000000000000e+00,2.880001024532e+04,0.000000000000e+00,9.344816207886e-04,-2.540946006775e-03,-3.475427627563e-03
200,2.880001280420e+04,2.880001280420e+04,1.920004066148e+04,9.600027777320e+03,0.000000000000e+00,0.000000000000e+00,2.880001275301e+04,0.000000000000e+00,-5.563459565383e-02,5.119480192661e-05,5.568579045575e-02
400,2.880001273800e+04,2.880001273800e+04,1.920007445956e+04,9.600053793746e+03,0.000000000000e+00,0.000000000000e+00,2.880001271313e+04,0.000000000000e+00,-1.155153018553e-01,2.487003803253e-05,1.155401718934e-01
600,2.880001272728e+04,2.880001272728e+04,1.920010283009e+04,9.600080505735e+03,0.000000000000e+00,0.000000000000e+00,2.880001273125e+04,0.000000000000e+00,-1.706085497553e-01,-3.978610038757e-06,1.706045711471e-01
800,2.880001204207e+04,2.880001204207e+04,1.920013464516e+04,9.600109150459e+03,0.000000000000e+00,0.000000000000e+00,2.880001205820e+04,0.000000000000e+00,-2.317535416842e-01,-1.612491905689e-05,2.317374167651e-01
1000,2.880001200334e+04,2.880001200334e+04,1.920016741633e+04,9.600137837444e+03,0.000000000000e+00,0.000000000000e+00,2.880001199532e+04,0.000000000000e+00,-2.932504360433e-01,8.020550012589e-06,2.932584565933e-01
1200,2.880001151748e+04,2.880001151748e+04,1.920020039678e+04,9.600166699891e+03,0.000000000000e+00,0.000000000000e+00,2.880001151770e+04,0.000000000000e+00,-3.555791975286e-01,-2.272427082062e-07,3.555789702878e-01
1400,2.880001143445e+04,2.880001143445e+04,1.920023389960e+04,9.600195596282e+03,0.000000000000e+00,0.000000000000e+00,2.880001143134e+04,0.000000000000e+00,-4.180614392208e-01,3.108754754066e-06,4.180645479755e-01
1600,2.880001210483e+04,2.880001210483e+04,1.920026962007e+04,9.600224631050e+03,0.000000000000e+00,0.000000000000e+00,2.880001211190e+04,0.000000000000e+00,-4.821462939126e-01,-7.074326276779e-06,4.821392195881e-01
1800,2.880001326954e+04,2.880001326954e+04,1.920030610592e+04,9.600253325424e+03,0.000000000000e+00,0.000000000000e+00,2.880001326656e+04,0.000000000000e+00,-5.461618058034e-01,2.974644303322e-06,5.461647804477e-01
2000,2.880001364552e+04,2.880001364552e+04,1.920034213184e+04,9.600282200496e+03,0.000000000000e+00,0.000000000000e+00,2.880001365018e+04,0.000000000000e+00,-6.106868146271e-01,-4.662200808525e-06,6.106821524263e-01
2200,2.880001416795e+04,2.880001416795e+04,1.920037809778e+04,9.600310470360e+03,0.000000000000e+00,0.000000000000e+00,2.880001418066e+04,0.000000000000e+00,-6.744001926199e-01,-1.271255314350e-05,6.743874800668e-01
2400,2.880001458729e+04,2.880001458729e+04,1.920041400027e+04,9.600338938663e+03,0.000000000000e+00,0.000000000000e+00,2.880001457560e+04,0.000000000000e+00,-7.383516391965e-01,1.168996095657e-05,7.383633291574e-01
2600,2.880001472440e+04,2.880001472440e+04,1.920044948119e+04,9.600367658024e+03,0.000000000000e+00,0.000000000000e+00,2.880001471007e+04,0.000000000000e+00,-8.024148154982e-01,1.433305442333e-05,8.024291485526e-01
2800,2.880001515063e+04,2.880001515063e+04,1.920048452381e+04,9.600396682530e+03,0.000000000000e+00,0.000000000000e+00,2.880001515865e+04,0.000000000000e+00,-8.660557130715e-01,-8.028000593185e-06,8.660476850710e-01
3000,2.880001542255e+04,2.880001542255e+04,1.920052016427e+04,9.600425670566e+03,0.000000000000e+00,0.000000000000e+00,2.880001544273e+04,0.000000000000e+00,-9.304122865979e-01,-2.018362283707e-05,9.303921029750e-01
3200,2.880001567261e+04,2.880001567261e+04,1.920055569618e+04,9.600455062602e+03,0.000000000000e+00,0.000000000000e+00,2.880001570278e+04,0.000000000000e+00,-9.950861724137e-01,-3.017298877239e-05,9.950559994249e-01
3400,2.880001623671e+04,2.880001623671e+04,1.920059100958e+04,9.600484003633e+03,0.000000000000e+00,0.000000000000e+00,2.880001624340e+04,0.000000000000e+00,-1.058776500096e+00,-6.686896085739e-06,1.058769813200e+00
3600,2.880001693421e+04,2.880001693421e+04,1.920062554780e+04,9.600512296518e+03,0.000000000000e+00,0.000000000000e+00,2.880001695502e+04,0.000000000000e+00,-1.120910106532e+00,-2.080574631691e-05,1.120889300786e+00
3800,2.880001783071e+04,2.880001783071e+04,1.920065913942e+04,9.600540813894e+03,0.000000000000e+00,0.000000000000e+00,2.880001783550e+04,0.000000000000e+00,-1.182122603001e+00,-4.786998033524e-06,1.182117816003e+00
4000,2.880001829565e+04,2.880001829565e+04,1.920069150073e+04,9.600569799162e+03,0.000000000000e+00,0.000000000000e+00,2.880001829016e+04,0.000000000000e+00,-1.243004238971e+00,5.489215254784e-06,1.243009728187e+00
4200,2.880001872678e+04,2.880001872678e+04,1.920072305022e+04,9.600598119092e+03,0.000000000000e+00,0.000000000000e+00,2.880001871347e+04,0.000000000000e+00,-1.302442535625e+00,1.330114901066e-05,1.302455836776e+00
4400,2.880001888601e+04,2.880001888601e+04,1.920075463144e+04,9.600626968293e+03,0.000000000000e+00,0.000000000000e+00,2.880001888818e+04,0.000000000000e+00,-1.362713720235e+00,-2.166256308556e-06,1.362711553978e+00
4600,2.880001846544e+04,2.880001846544e+04,1.920078429714e+04,9.600656148776e+03,0.000000000000e+00,0.000000000000e+00,2.880001846963e+04,0.000000000000e+00,-1.421980472780e+00,-4.190951585770e-06,1.421976281828e+00
4800,2.880001817672e+04,2.880001817672e+04,1.920081300377e+04,9.600684975299e+03,0.000000000000e+00,0.000000000000e+00,2.880001815152e+04,0.000000000000e+00,-1.479802357439e+00,2.519413828850e-05,1.479827551579e+00
5000,2.880001803537e+04,2.880001803537e+04,1.920084123768e+04,9.600713729008e+03,0.000000000000e+00,0.000000000000e+00,2.880001803708e+04,0.000000000000e+00,-1.536931321811e+00,-1.715496182442e-06,1.536929606315e+00
5200,2.880001776400e+04,2.880001776400e+04,1.920086949101e+04,9.600742432506e+03,0.000000000000e+00,0.000000000000e+00,2.880001774997e+04,0.000000000000e+00,-1.594159513956e+00,1.403875648975e-05,1.594173552712e+00
5400,2.880001776721e+04,2.880001776721e+04,1.920089677074e+04,9.600771104079e+03,0.000000000000e+00,0.000000000000e+00,2.880001778024e+04,0.000000000000e+00,-1.650107613059e+00,-1.303479075432e-05,1.650094578268e+00
5600,2.880001792330e+04,2.880001792330e+04,1.920092337075e+04,9.600800139100e+03,0.000000000000e+00,0.000000000000e+00,2.880001793098e+04,0.000000000000e+00,-1.705586540000e+00,-7.679685950279e-06,1.705578860314e+00
5800,2.880001786843e+04,2.880001786843e+04,1.920094930823e+04,9.600828398180e+03,0.000000000000e+00,0.000000000000e+00,2.880001789218e+04,0.000000000000e+00,-1.759837979518e+00,-2.375245094299e-05,1.759814227065e+00
6000,2.880001801066e+04,2.880001801066e+04,1.920097431602e+04,9.600855640009e+03,0.000000000000e+00,0.000000000000e+00,2.880001800162e+04,0.000000000000e+00,-1.811945375997e+00,9.041279554367e-06,1.811954417277e+00
6200,2.880001781714e+04,2.880001781714e+04,1.920099954697e+04,9.600882560558e+03,0.000000000000e+00,0.000000000000e+00,2.880001783437e+04,0.000000000000e+00,-1.864290387706e+00,-1.722574234009e-05,1.864273161962e+00
6400,2.880001803181e+04,2.880001803181e+04,1.920102500532e+04,9.600909036168e+03,0.000000000000e+00,0.000000000000e+00,2.880001801705e+04,0.000000000000e+00,-1.916009680006e+00,1.475401222706e-05,1.916024434016e+00
6600,2.880001854325e+04,2.880001854325e+04,1.920105002390e+04,9.600935704164e+03,0.000000000000e+00,0.000000000000e+00,2.880001855469e+04,0.000000000000e+00,-1.967184820616e+00,-1.144036650658e-05,1.967173380250e+00
6800,2.880001861777e+04,2.880001861777e+04,1.920107448079e+04,9.600961512897e+03,0.000000000000e+00,0.000000000000e+00,2.880001862484e+04,0.000000000000e+00,-2.017375921871e+00,-7.074326276779e-06,2.017368847544e+00
7000,2.880002019931e+04,2.880002019931e+04,1.920109907419e+04,9.600987294610e+03,0.000000000000e+00,0.000000000000e+00,2.880002021366e+04,0.000000000000e+00,-2.066169488922e+00,-1.435726881027e-05,2.066155131652e+00
7200,2.880002119108e+04,2.880002119108e+04,1.920112430295e+04,9.601013208835e+03,0.000000000000e+00,0.000000000000e+00,2.880002118862e+04,0.000000000000e+00,-2.116320710007e+00,2.460554242134e-06,2.116323170561e+00
7400,2.880002292682e+04,2.880002292682e+04,1.920114941583e+04,9.601038719384e+03,0.000000000000e+00,0.000000000000e+00,2.880002293682e+04,0.000000000000e+00,-2.165208394441e+00,-1.000054180622e-05,2.165198393901e+00
7600,2.880002375246e+04,2.880002375246e+04,1.920117495442e+04,9.601063895975e+03,0.000000000000e+00,0.000000000000e+00,2.880002378249e+04,0.000000000000e+00,-2.215097936514e+00,-3.003329038620e-05,2.215067903224e+00
7800,2.880002616505e+04,2.880002616505e+04,1.920120015013e+04,9.601088140535e+03,0.000000000000e+00,0.000000000000e+00,2.880002617222e+04,0.000000000000e+00,-2.262125613099e+00,-7.173046469688e-06,2.262118440052e+00
8000,2.880002875914e+04,2.880002875914e+04,1.920122537455e+04,9.601110510736e+03,0.000000000000e+00,0.000000000000e+00,2.880002877903e+04,0.000000000000e+00,-2.307126143083e+00,-1.988932490349e-05,2.307106253757e+00
8200,2.880003057474e+04,2.880003057474e+04,1.920125089840e+04,9.601132035426e+03,0.000000000000e+00,0.000000000000e+00,2.880003058654e+04,0.000000000000e+00,-2.352359079576e+00,-1.179613173008e-05,2.352347283442e+00
8400,2.880003345336e+04,2.880003345336e+04,1.920127658746e+04,9.601153403111e+03,0.000000000000e+00,0.000000000000e+00,2.880003345549e+04,0.000000000000e+00,-2.396537203378e+00,-2.127140760422e-06,2.396535076237e+00
8600,2.880003541846e+04,2.880003541846e+04,1.920130205642e+04,9.601174345626e+03,0.000000000000e+00,0.000000000000e+00,2.880003542846e+04,0.000000000000e+00,-2.440983585599e+00,-1.000612974167e-05,2.440973579469e+00
8800,2.880003724747e+04,2.880003724747e+04,1.920132796288e+04,9.601194537977e+03,0.000000000000e+00,0.000000000000e+00,2.880003725266e+04,0.000000000000e+00,-2.485253385021e+00,-5.191192030907e-06,2.485248193829e+00
9000,2.880004015395e+04,2.880004015395e+04,1.920135357650e+04,9.601214381696e+03,0.000000000000e+00,0.000000000000e+00,2.880004015130e+04,0.000000000000e+00,-2.527804242120e+00,2.652406692505e-06,2.527806894526e+00
9200,2.880004266536e+04,2.880004266536e+04,1.920137870001e+04,9.601234084245e+03,0.000000000000e+00,0.000000000000e+00,2.880004267329e+04,0.000000000000e+00,-2.570118895368e+00,-7.927417755127e-06,2.570110967950e+00
9400,2.880004494315e+04,2.880004494315e+04,1.920140346136e+04,9.601253617348e+03,0.000000000000e+00,0.000000000000e+00,2.880004493350e+04,0.000000000000e+00,-2.612135559077e+00,9.652227163315e-06,2.612145211304e+00
9600,2.880004667082e+04,2.880004667082e+04,1.920142842795e+04,9.601272857331e+03,0.000000000000e+00,0.000000000000e+00,2.880004665732e+04,0.000000000000e+00,-2.654614460011e+00,1.349300146103e-05,2.654627953012e+00
9800,2.880004682026e+04,2.880004682026e+04,1.920145406569e+04,9.601291879866e+03,0.000000000000e+00,0.000000000000e+00,2.880004682165e+04,0.000000000000e+00,-2.699125297291e+00,-1.395121216774e-06,2.699123902170e+00
10000,2.880004704831e+04,2.880004704831e+04,1.920147919748e+04,9.601310695169e+03,0.000000000000e+00,0.000000000000e+00,2.880004706025e+04,0.000000000000e+00,-2.742844333941e+00,-1.193769276142e-05,2.742832396249e+00
10200,2.880004773628e+04,2.880004773628e+04,1.920150467889e+04,9.601329314333e+03,0.000000000000e+00,0.000000000000e+00,2.880004771864e+04,0.000000000000e+00,-2.786256948977e+00,1.763366162777e-05,2.786274582639e+00
10400,2.880004754078e+04,2.880004754078e+04,1.920152957522e+04,9.601347653357e+03,0.000000000000e+00,0.000000000000e+00,2.880004752564e+04,0.000000000000e+00,-2.829687798043e+00,1.513399183750e-05,2.829702932035e+00
10600,2.880004725929e+04,2.880004725929e+04,1.920155560762e+04,9.601366113403e+03,0.000000000000e+00,0.000000000000e+00,2.880004726082e+04,0.000000000000e+00,-2.874461732214e+00,-1.534819602966e-06,2.874460197396e+00
10800,2.880004721429e+04,2.880004721429e+04,1.920158092449e+04,9.601384432214e+03,0.000000000000e+00,0.000000000000e+00,2.880004718924e+04,0.000000000000e+00,-2.918142414235e+00,2.505816519260e-05,2.918167472402e+00
11000,2.880004692813e+04,2.880004692813e+04,1.920160675610e+04,9.601402242264e+03,0.000000000000e+00,0.000000000000e+00,2.880004693663e+04,0.000000000000e+00,-2.962070234666e+00,-8.504837751389e-06,2.962061729828e+00
11200,2.880004728475e+04,2.880004728475e+04,1.920163246794e+04,9.601420194949e+03,0.000000000000e+00,0.000000000000e+00,2.880004726964e+04,0.000000000000e+00,-3.005378137654e+00,1.510977745056e-05,3.005393247433e+00
11400,2.880004681456e+04,2.880004681456e+04,1.920165810922e+04,9.601438113406e+03,0.000000000000e+00,0.000000000000e+00,2.880004681414e+04,0.000000000000e+00,-3.049408068400e+00,4.116445779800e-07,3.049408480045e+00
11600,2.880004589775e+04,2.880004589775e+04,1.920168330862e+04,9.601456025572e+03,0.000000000000e+00,0.000000000000e+00,2.880004589641e+04,0.000000000000e+00,-3.093436439454e+00,1.337379217148e-06,3.093437776835e+00
11800,2.880004577409e+04,2.880004577409e+04,1.920170792364e+04,9.601473636113e+03,0.000000000000e+00,0.000000000000e+00,2.880004576856e+04,0.000000000000e+00,-3.135785657236e+00,5.532056093216e-06,3.135791189292e+00
12000,2.880004600018e+04,2.880004600018e+04,1.920173233856e+04,9.601491552370e+03,0.000000000000e+00,0.000000000000e+00,2.880004600227e+04,0.000000000000e+00,-3.177890746165e+00,-2.086162567139e-06,3.177888660000e+00
12200,2.880004605593e+04,2.880004605593e+04,1.920175673242e+04,9.601509281956e+03,0.000000000000e+00,0.000000000000e+00,2.880004603571e+04,0.000000000000e+00,-3.219958449623e+00,2.022273838520e-05,3.219978672361e+00
12400,2.880004647723e+04,2.880004647723e+04,1.920178152964e+04,9.601526355810e+03,0.000000000000e+00,0.000000000000e+00,2.880004646754e+04,0.000000000000e+00,-3.261408225528e+00,9.685754776001e-06,3.261417911282e+00
12600,2.880004708036e+04,2.880004708036e+04,1.920180684140e+04,9.601542830893e+03,0.000000000000e+00,0.000000000000e+00,2.880004707432e+04,0.000000000000e+00,-3.302591936008e+00,6.042420864105e-06,3.302597978429e+00
12800,2.880004639400e+04,2.880004639400e+04,1.920183206878e+04,9.601560131105e+03,0.000000000000e+00,0.000000000000e+00,2.880004638946e+04,0.000000000000e+00,-3.345805879941e+00,4.542991518974e-06,3.345810422932e+00
13000,2.880004668020e+04,2.880004668020e+04,1.920185702588e+04,9.601577385026e+03,0.000000000000e+00,0.000000000000e+00,2.880004667413e+04,0.000000000000e+00,-3.387730712815e+00,6.064772605896e-06,3.387736777586e+00
13200,2.880004640806e+04,2.880004640806e+04,1.920188172727e+04,9.601594221099e+03,0.000000000000e+00,0.000000000000e+00,2.880004641539e+04,0.000000000000e+00,-3.429540304034e+00,-7.327646017075e-06,3.429532976388e+00
13400,2.880004789186e+04,2.880004789186e+04,1.920190742839e+04,9.601611420888e+03,0.000000000000e+00,0.000000000000e+00,2.880004786903e+04,0.000000000000e+00,-3.470957413090e+00,2.283416688442e-05,3.470980247257e+00
13600,2.880004767334e+04,2.880004767334e+04,1.920193239352e+04,9.601628979366e+03,0.000000000000e+00,0.000000000000e+00,2.880004767472e+04,0.000000000000e+00,-3.513699539970e+00,-1.370906829834e-06,3.513698169063e+00
13800,2.880004751844e+04,2.880004751844e+04,1.920195636477e+04,9.601646614203e+03,0.000000000000e+00,0.000000000000e+00,2.880004753035e+04,0.000000000000e+00,-3.555460535190e+00,-1.191347837448e-05,3.555448621712e+00
14000,2.880004749093e+04,2.880004749093e+04,1.920198098119e+04,9.601664071908e+03,0.000000000000e+00,0.000000000000e+00,2.880004748279e+04,0.000000000000e+00,-3.597562169103e+00,8.145347237587e-06,3.597570314450e+00
14200,2.880004834536e+04,2.880004834536e+04,1.920200619365e+04,9.601681457417e+03,0.000000000000e+00,0.000000000000e+00,2.880004835111e+04,0.000000000000e+00,-3.639305706838e+00,-5.753710865974e-06,3.639299953127e+00
14400,2.880004841142e+04,2.880004841142e+04,1.920203057043e+04,9.601698787744e+03,0.000000000000e+00,0.000000000000e+00,2.880004840398e+04,0.000000000000e+00,-3.680946746565e+00,7.444992661476e-06,3.680954191557e+00
14600,2.880004969562e+04,2.880004969562e+04,1.920205518622e+04,9.601715929494e+03,0.000000000000e+00,0.000000000000e+00,2.880004970622e+04,0.000000000000e+00,-3.721420092357e+00,-1.060217618942e-05,3.721409490179e+00
14800,2.880005003847e+04,2.880005003847e+04,1.920208032465e+04,9.601733736660e+03,0.000000000000e+00,0.000000000000e+00,2.880005002987e+04,0.000000000000e+00,-3.764022838304e+00,8.597970008850e-06,3.764031436272e+00
15000,2.880005097216e+04,2.880005097216e+04,1.920210527197e+04,9.601751659104e+03,0.000000000000e+00,0.000000000000e+00,2.880005098385e+04,0.000000000000e+00,-3.805958909752e+00,-1.168623566628e-05,3.805947223518e+00
15200,2.880005239073e+04,2.880005239073e+04,1.920213065539e+04,9.601769234240e+03,0.000000000000e+00,0.000000000000e+00,2.880005239761e+04,0.000000000000e+00,-3.847498905952e+00,-6.882473826408e-06,3.847492023480e+00
15400,2.880005367152e+04,2.880005367152e+04,1.920215535219e+04,9.601786697612e+03,0.000000000000e+00,0.000000000000e+00,2.880005368912e+04,0.000000000000e+00,-3.888378283154e+00,-1.760572195053e-05,3.888360677433e+00
15600,2.880005579772e+04,2.880005579772e+04,1.920217956795e+04,9.601804044469e+03,0.000000000000e+00,0.000000000000e+00,2.880005582803e+04,0.000000000000e+00,-3.927814692892e+00,-3.031268715858e-05,3.927784380205e+00
15800,2.880005746422e+04,2.880005746422e+04,1.920220444678e+04,9.601820659485e+03,0.000000000000e+00,0.000000000000e+00,2.880005748284e+04,0.000000000000e+00,-3.967642041553e+00,-1.861527562141e-05,3.967623426277e+00
16000,2.880005898975e+04,2.880005898975e+04,1.920222899986e+04,9.601836631266e+03,0.000000000000e+00,0.000000000000e+00,2.880005900037e+04,0.000000000000e+00,-4.006641374683e+00,-1.062639057636e-05,4.006630748292e+00
16200,2.880006118094e+04,2.880006118094e+04,1.920225367029e+04,9.601852502561e+03,0.000000000000e+00,0.000000000000e+00,2.880006119764e+04,0.000000000000e+00,-4.044991911049e+00,-1.670047640800e-05,4.044975210571e+00
16400,2.880006227805e+04,2.880006227805e+04,1.920227854744e+04,9.601868570944e+03,0.000000000000e+00,0.000000000000e+00,2.880006227976e+04,0.000000000000e+00,-4.084840330084e+00,-1.711770892143e-06,4.084838618313e+00
16600,2.880006325776e+04,2.880006325776e+04,1.920230307480e+04,9.601885293184e+03,0.000000000000e+00,0.000000000000e+00,2.880006325722e+04,0.000000000000e+00,-4.125110222973e+00,5.457550287247e-07,4.125110768728e+00
16800,2.880006351920e+04,2.880006351920e+04,1.920232721981e+04,9.601901757902e+03,0.000000000000e+00,0.000000000000e+00,2.880006353045e+04,0.000000000000e+00,-4.165458509418e+00,-1.124665141106e-05,4.165447262767e+00
17000,2.880006375575e+04,2.880006375575e+04,1.920235121283e+04,9.601918278809e+03,0.000000000000e+00,0.000000000000e+00,2.880006377351e+04,0.000000000000e+00,-4.205735880401e+00,-1.775845885277e-05,4.205718121942e+00
17200,2.880006409235e+04,2.880006409235e+04,1.920237559172e+04,9.601934253715e+03,0.000000000000e+00,0.000000000000e+00,2.880006408530e+04,0.000000000000e+00,-4.245753093492e+00,7.040798664093e-06,4.245760134290e+00
17400,2.880006491021e+04,2.880006491021e+04,1.920239979913e+04,9.601951201237e+03,0.000000000000e+00,0.000000000000e+00,2.880006490022e+04,0.000000000000e+00,-4.286090152502e+00,9.993091225624e-06,4.286100145593e+00
17600,2.880006528896e+04,2.880006528896e+04,1.920242400024e+04,9.601967338992e+03,0.000000000000e+00,0.000000000000e+00,2.880006528252e+04,0.000000000000e+00,-4.326050272026e+00,6.439164280891e-06,4.326056711190e+00
17800,2.880006583996e+04,2.880006583996e+04,1.920244831804e+04,9.601982862793e+03,0.000000000000e+00,0.000000000000e+00,2.880006584233e+04,0.000000000000e+00,-4.365340872284e+00,-2.367421984673e-06,4.365338504860e+00
18000,2.880006613709e+04,2.880006613709e+04,1.920247243245e+04,9.601999231537e+03,0.000000000000e+00,0.000000000000e+00,2.880006614459e+04,0.000000000000e+00,-4.405526890501e+00,-7.493421435356e-06,4.405519397078e+00
18200,2.880006548309e+04,2.880006548309e+04,1.920249717375e+04,9.602015554274e+03,0.000000000000e+00,0.000000000000e+00,2.880006547827e+04,0.000000000000e+00,-4.447244929004e+00,4.827976226807e-06,4.447249756980e+00
18400,2.880006619605e+04,2.880006619605e+04,1.920252133171e+04,9.602031889211e+03,0.000000000000e+00,0.000000000000e+00,2.880006618428e+04,0.000000000000e+00,-4.487024866748e+00,1.177191734314e-05,4.487036638668e+00
18600,2.880006683447e+04,2.880006683447e+04,1.920254547959e+04,9.602048715604e+03,0.000000000000e+00,0.000000000000e+00,2.880006684035e+04,0.000000000000e+00,-4.527360723847e+00,-5.882233381271e-06,4.527354841615e+00
18800,2.880006620750e+04,2.880006620750e+04,1.920257046397e+04,9.602065061706e+03,0.000000000000e+00,0.000000000000e+00,2.880006622267e+04,0.000000000000e+00,-4.569318181768e+00,-1.517124474049e-05,4.569303010525e+00
19000,2.880006660677e+04,2.880006660677e+04,1.920259546198e+04,9.602080740646e+03,0.000000000000e+00,0.000000000000e+00,2.880006661171e+04,0.000000000000e+00,-4.609595853126e+00,-4.936009645462e-06,4.609590917116e+00
19200,2.880006692662e+04,2.880006692662e+04,1.920261981020e+04,9.602097347332e+03,0.000000000000e+00,0.000000000000e+00,2.880006694317e+04,0.000000000000e+00,-4.650230910021e+00,-1.654960215092e-05,4.650214360419e+00
19400,2.880006793485e+04,2.880006793485e+04,1.920264482641e+04,9.602113412921e+03,0.000000000000e+00,0.000000000000e+00,2.880006794453e+04,0.000000000000e+00,-4.690304479227e+00,-9.678304195404e-06,4.690294800923e+00
