region,ref,nodes,Mr_ref,Mr_fin,dMr,Mb_ref,Mb_fin,dMb,Mc_ref,Mc_fin,dMc,Mrho_ref,Mrho_fin,dMrho,Mf_ref,Mf_fin,dMf
wall_rows,t0,1440,9.600000000000e+02,8.265353142503e+02,-1.334646857497e+02,4.800000000000e+02,6.129127167878e+02,1.329127167878e+02,1.440000000000e+03,1.439448031038e+03,-5.519689619232e-01,1.440000000000e+03,1.437476530790e+03,-2.523469209671e+00,1.440000021458e+03,1.437476532614e+03,-2.523488843814e+00
wall_rows,ref1000,1440,8.272360614118e+02,8.265353142503e+02,-7.007471614925e-01,6.122202285179e+02,6.129127167878e+02,6.924882698477e-01,1.439456289930e+03,1.439448031038e+03,-8.258891644800e-03,1.437472728491e+03,1.437476530790e+03,3.802299499512e-03,1.437472721137e+03,1.437476532614e+03,3.811476752162e-03
interface,t0,936,4.320000000000e+02,4.819590355977e+02,4.995903559774e+01,5.040000000000e+02,4.544072451442e+02,-4.959275485575e+01,9.360000000000e+02,9.363662807420e+02,3.662807419896e-01,9.360000000000e+02,8.550400125980e+02,-8.095998740196e+01,9.360000139475e+02,8.550400121026e+02,-8.096000184491e+01
interface,ref1000,936,4.578804294132e+02,4.819590355977e+02,2.407860618457e+01,4.762973042876e+02,4.544072451442e+02,-2.189005914330e+01,9.341777337007e+02,9.363662807420e+02,2.188547041267e+00,8.548484174013e+02,8.550400125980e+02,1.915951967239e-01,8.548484174684e+02,8.550400121026e+02,1.915946342051e-01
gas_bulk,t0,17880,1.764000000000e+04,1.788956820583e+04,2.495682058334e+02,2.400000000000e+02,4.037944404019e+00,-2.359620555960e+02,1.788000000000e+04,1.789360615024e+04,1.360615023745e+01,1.788000000000e+04,1.797944730824e+04,9.944730824232e+01,1.788000026643e+04,1.797944730262e+04,9.944703618996e+01
gas_bulk,ref1000,17880,1.791359259325e+04,1.788956820583e+04,-2.402438741922e+01,7.274467227806e+00,4.037944404019e+00,-3.236522823787e+00,1.792086706048e+04,1.789360615024e+04,-2.726091024301e+01,1.798075643188e+04,1.797944730824e+04,-1.309123635292e+00,1.798075643906e+04,1.797944730262e+04,-1.309136437252e+00
liq_bulk,t0,8544,1.680000000000e+02,2.622872012847e+00,-1.653771279872e+02,8.376000000000e+03,8.529210087121e+03,1.532100871205e+02,8.544000000000e+03,8.531832959133e+03,-1.216704086662e+01,8.544000000000e+03,8.529754584730e+03,-1.424541527033e+01,8.544000127316e+03,8.529754594414e+03,-1.424553290196e+01
liq_bulk,ref1000,8544,1.455889401135e+00,2.622872012847e+00,1.166982611712e+00,8.504344935954e+03,8.529210087121e+03,2.486515116692e+01,8.505800825355e+03,8.531832959133e+03,2.603213377863e+01,8.527355754137e+03,8.529754584730e+03,2.398830592632e+00,8.527355749505e+03,8.529754594414e+03,2.398844908923e+00
