step,Mff,Mr,Mb,Mrho,d_fc
18400,2.880004791289e+04,1.920068341647e+04,9.599849832318e+03,2.880004791284e+04,-4.853358933287e-01
18600,2.880004675271e+04,1.920068581300e+04,9.599850123131e+03,2.880004670119e+04,-4.891834215523e-01
18800,2.880004622810e+04,1.920068881218e+04,9.599848519192e+03,2.880004624593e+04,-4.911032797500e-01
19000,2.880004566205e+04,1.920069227334e+04,9.599847626211e+03,2.880004559147e+04,-4.942375034625e-01
19200,2.880004463869e+04,1.920069690720e+04,9.599846367266e+03,2.880004460728e+04,-4.986357772450e-01
19400,2.880004536118e+04,1.920070133966e+04,9.599843979581e+03,2.880004539835e+04,-4.999580580206e-01
19600,2.880004567286e+04,1.920070446537e+04,9.599841495014e+03,2.880004565299e+04,-5.002875305690e-01
19800,2.880004557916e+04,1.920070886248e+04,9.599840390938e+03,2.880004558647e+04,-5.036742619068e-01
20000,2.880004646634e+04,1.920071201537e+04,9.599840246745e+03,2.880004643548e+04,-5.057957722111e-01
20200,2.880004713994e+04,1.920071459853e+04,9.599838101101e+03,2.880004710102e+04,-5.055596932471e-01
20400,2.880004655349e+04,1.920071930587e+04,9.599835655640e+03,2.880004655886e+04,-5.084080205033e-01
20600,2.880004672046e+04,1.920072283001e+04,9.599833530405e+03,2.880004675233e+04,-5.096399536851e-01
20800,2.880004702129e+04,1.920072636738e+04,9.599831759009e+03,2.880004703593e+04,-5.111050985179e-01
21000,2.880004713044e+04,1.920072917406e+04,9.599829855762e+03,2.880004712927e+04,-5.118993829128e-01
21200,2.880004698005e+04,1.920073170345e+04,9.599827497107e+03,2.880004693687e+04,-5.122204988711e-01
21400,2.880004730501e+04,1.920073444387e+04,9.599825506517e+03,2.880004731417e+04,-5.126453702342e-01
21600,2.880004673090e+04,1.920073711935e+04,9.599823503909e+03,2.880004671443e+04,-5.138923604718e-01
21800,2.880004625504e+04,1.920074023373e+04,9.599822496444e+03,2.880004627454e+04,-5.164751299271e-01
22000,2.880004524844e+04,1.920074217495e+04,9.599821576314e+03,2.880004517055e+04,-5.185028242504e-01
22200,2.880004543406e+04,1.920074472800e+04,9.599821250124e+03,2.880004546595e+04,-5.205440646660e-01
22400,2.880004486192e+04,1.920074919990e+04,9.599819470546e+03,2.880004484475e+04,-5.238085248966e-01
22600,2.880004524918e+04,1.920075221523e+04,9.599818112100e+03,2.880004521275e+04,-5.250781479153e-01
22800,2.880004465789e+04,1.920075524646e+04,9.599816354683e+03,2.880004470742e+04,-5.269432581754e-01
23000,2.880004528134e+04,1.920075871301e+04,9.599814736686e+03,2.880004524779e+04,-5.281683555713e-01
23200,2.880004537211e+04,1.920076099268e+04,9.599813116936e+03,2.880004536510e+04,-5.287375022417e-01
23400,2.880004614651e+04,1.920076377590e+04,9.599810485180e+03,2.880004610717e+04,-5.281145643967e-01
23600,2.880004580347e+04,1.920076629070e+04,9.599808277547e+03,2.880004580426e+04,-5.287647805508e-01
23800,2.880004585566e+04,1.920076930113e+04,9.599806072739e+03,2.880004584503e+04,-5.295182120553e-01
24000,2.880004719834e+04,1.920077211373e+04,9.599803112970e+03,2.880004714715e+04,-5.280283622888e-01
24200,2.880004611826e+04,1.920077504488e+04,9.599800737395e+03,2.880004612291e+04,-5.296640146389e-01
24400,2.880004591564e+04,1.920077712554e+04,9.599798536628e+03,2.880004592907e+04,-5.297465220356e-01
24600,2.880004454068e+04,1.920077985003e+04,9.599796510188e+03,2.880004450643e+04,-5.318195295877e-01
24800,2.880004329741e+04,1.920078283134e+04,9.599795263332e+03,2.880004330838e+04,-5.347972540822e-01
25000,2.880004270221e+04,1.920078549031e+04,9.599795212004e+03,2.880004267180e+04,-5.380001024623e-01
25200,2.880004357812e+04,1.920078815630e+04,9.599794357064e+03,2.880004355371e+04,-5.389352471575e-01
25400,2.880004321606e+04,1.920079080159e+04,9.599793370229e+03,2.880004317069e+04,-5.409557589410e-01
25600,2.880004142592e+04,1.920079276095e+04,9.599792176679e+03,2.880004138219e+04,-5.435117033849e-01
25800,2.880004122287e+04,1.920079500724e+04,9.599791230055e+03,2.880004122126e+04,-5.450144292117e-01
26000,2.880004102121e+04,1.920079628489e+04,9.599789920922e+03,2.880004100525e+04,-5.451845971656e-01
26200,2.880003919597e+04,1.920079916485e+04,9.599789153077e+03,2.880003917491e+04,-5.491219571049e-01
26400,2.880003874664e+04,1.920080256663e+04,9.599789227280e+03,2.880003869069e+04,-5.530472656101e-01
26600,2.880003877366e+04,1.920080589374e+04,9.599787622303e+03,2.880003874791e+04,-5.547423844000e-01
26800,2.880003834284e+04,1.920080816922e+04,9.599787094185e+03,2.880003833270e+04,-5.569205718784e-01
27000,2.880003879445e+04,1.920081080721e+04,9.599786176022e+03,2.880003872609e+04,-5.581887726257e-01
27200,2.880003959573e+04,1.920081362529e+04,9.599784797919e+03,2.880003961408e+04,-5.588274813326e-01
27400,2.880004076398e+04,1.920081602892e+04,9.599783436219e+03,2.880004071593e+04,-5.587011653661e-01
27600,2.880004085254e+04,1.920081812420e+04,9.599782854102e+03,2.880004092014e+04,-5.601257618400e-01
27800,2.880004083927e+04,1.920081947565e+04,9.599782551471e+03,2.880004083896e+04,-5.611878477848e-01
28000,2.880004119349e+04,1.920082095057e+04,9.599781304807e+03,2.880004120409e+04,-5.610618836763e-01
28200,2.880004422909e+04,1.920082247520e+04,9.599780635071e+03,2.880004428899e+04,-5.588811800699e-01
28400,2.880004510861e+04,1.920082353122e+04,9.599779132841e+03,2.880004511583e+04,-5.575554543684e-01
28600,2.880004544172e+04,1.920082514918e+04,9.599778307110e+03,2.880004547560e+04,-5.580145735694e-01
28800,2.880004631330e+04,1.920082727536e+04,9.599776288140e+03,2.880004633570e+04,-5.572502030136e-01
29000,2.880004757212e+04,1.920082900854e+04,9.599774284233e+03,2.880004754126e+04,-5.557206566409e-01
29200,2.880004659519e+04,1.920083127500e+04,9.599772010830e+03,2.880004661322e+04,-5.566906385902e-01
29400,2.880004704148e+04,1.920083419133e+04,9.599768723415e+03,2.880004703057e+04,-5.558732663521e-01
29600,2.880004750410e+04,1.920083654794e+04,9.599766428283e+03,2.880004746974e+04,-5.554721209373e-01
29800,2.880004668479e+04,1.920084000987e+04,9.599764003660e+03,2.880004668725e+04,-5.573287432271e-01
30000,2.880004729825e+04,1.920084216407e+04,9.599762122523e+03,2.880004728627e+04,-5.569883362350e-01
30200,2.880004735675e+04,1.920084524265e+04,9.599760208583e+03,2.880004732561e+04,-5.580944818375e-01
30400,2.880004694968e+04,1.920084738223e+04,9.599757674018e+03,2.880004692185e+04,-5.581065709412e-01
30600,2.880004623681e+04,1.920084999158e+04,9.599755264912e+03,2.880004623985e+04,-5.590196821322e-01
30800,2.880004633578e+04,1.920085231769e+04,9.599752867605e+03,2.880004631352e+04,-5.588495202774e-01
31000,2.880004621223e+04,1.920085444646e+04,9.599750831603e+03,2.880004621089e+04,-5.590658404290e-01
31200,2.880004639942e+04,1.920085598478e+04,9.599748853420e+03,2.880004636502e+04,-5.584387822091e-01
31400,2.880004623633e+04,1.920085886854e+04,9.599746881901e+03,2.880004626095e+04,-5.595141056492e-01
31600,2.880004591389e+04,1.920086167590e+04,9.599745086235e+03,2.880004591298e+04,-5.608482514144e-01
31800,2.880004656572e+04,1.920086411296e+04,9.599743503946e+03,2.880004662359e+04,-5.610511902923e-01
32000,2.880004698003e+04,1.920086557179e+04,9.599743127980e+03,2.880004699588e+04,-5.617197399679e-01
32200,2.880004738203e+04,1.920086705083e+04,9.599742510021e+03,2.880004736352e+04,-5.621788193275e-01
32400,2.880004670839e+04,1.920086880093e+04,9.599741725394e+03,2.880004672801e+04,-5.638179336165e-01
32600,2.880004672456e+04,1.920087008334e+04,9.599741457319e+03,2.880004671478e+04,-5.648160950441e-01
32800,2.880004638192e+04,1.920087147351e+04,9.599740600953e+03,2.880004640615e+04,-5.656925411276e-01
33000,2.880004565458e+04,1.920087291326e+04,9.599740376562e+03,2.880004564512e+04,-5.676352396986e-01
33200,2.880004482659e+04,1.920087414670e+04,9.599739962909e+03,2.880004481614e+04,-5.692830262833e-01
33400,2.880004504307e+04,1.920087558661e+04,9.599738536254e+03,2.880004505968e+04,-5.690797904354e-01
33600,2.880004521151e+04,1.920087680653e+04,9.599737845576e+03,2.880004518592e+04,-5.694406018174e-01
33800,2.880004546049e+04,1.920087786523e+04,9.599738523878e+03,2.880004543912e+04,-5.709286191686e-01
34000,2.880004513178e+04,1.920087898813e+04,9.599737987871e+03,2.880004512620e+04,-5.718442268553e-01
34200,2.880004525128e+04,1.920087962492e+04,9.599738706656e+03,2.880004520202e+04,-5.730802927064e-01
34400,2.880004707307e+04,1.920088118702e+04,9.599738940022e+03,2.880004707742e+04,-5.730539691031e-01
34600,2.880004752421e+04,1.920088326900e+04,9.599737969250e+03,2.880004754698e+04,-5.737140475212e-01
34800,2.880004719585e+04,1.920088598961e+04,9.599737140813e+03,2.880004722762e+04,-5.759345785209e-01
35000,2.880004787830e+04,1.920088844390e+04,9.599735946004e+03,2.880004787171e+04,-5.765116064158e-01
35200,2.880004803613e+04,1.920089114631e+04,9.599735115973e+03,2.880004799902e+04,-5.782261585191e-01
35400,2.880004850278e+04,1.920089226672e+04,9.599734844507e+03,2.880004850042e+04,-5.786084486972e-01
35600,2.880004743204e+04,1.920089319446e+04,9.599734780451e+03,2.880004741395e+04,-5.805428750100e-01
35800,2.880004765890e+04,1.920089414600e+04,9.599734098291e+03,2.880004766893e+04,-5.805853935417e-01
36000,2.880004850444e+04,1.920089438183e+04,9.599733957448e+03,2.880004857516e+04,-5.798348325588e-01
36200,2.880004862634e+04,1.920089502867e+04,9.599734222858e+03,2.880004861808e+04,-5.806251886388e-01
36400,2.880004924824e+04,1.920089538519e+04,9.599733686584e+03,2.880004926968e+04,-5.798235340262e-01
36600,2.880004904817e+04,1.920089628188e+04,9.599733022742e+03,2.880004911554e+04,-5.802564481273e-01
36800,2.880004849039e+04,1.920089689449e+04,9.599732241164e+03,2.880004851973e+04,-5.806452635443e-01
37000,2.880004797798e+04,1.920089794458e+04,9.599732012852e+03,2.880004799867e+04,-5.819794552717e-01
37200,2.880004816824e+04,1.920089820051e+04,9.599731735228e+03,2.880004823828e+04,-5.817674997561e-01
37400,2.880004798893e+04,1.920089832916e+04,9.599731193274e+03,2.880004794323e+04,-5.815335051084e-01
37600,2.880004793118e+04,1.920089849660e+04,9.599731168636e+03,2.880004795933e+04,-5.817340604699e-01
37800,2.880004728870e+04,1.920089880067e+04,9.599731369911e+03,2.880004727161e+04,-5.828818819791e-01
38000,2.880004767589e+04,1.920089890605e+04,9.599732010154e+03,2.880004772830e+04,-5.832403233744e-01
38200,2.880004799977e+04,1.920089856233e+04,9.599732809305e+03,2.880004800725e+04,-5.833718626873e-01
38400,2.880004724284e+04,1.920089773044e+04,9.599733485809e+03,2.880004724765e+04,-5.839734088786e-01
38600,2.880004797206e+04,1.920089773244e+04,9.599733590028e+03,2.880004802942e+04,-5.833504131788e-01
38800,2.880004774083e+04,1.920089795021e+04,9.599733969424e+03,2.880004773116e+04,-5.841788094622e-01
39000,2.880004748621e+04,1.920089803793e+04,9.599734437028e+03,2.880004747260e+04,-5.849887496297e-01
39200,2.880004773641e+04,1.920089811620e+04,9.599735238273e+03,2.880004776621e+04,-5.856180593109e-01
39400,2.880004823000e+04,1.920089721860e+04,9.599735611886e+03,2.880004820180e+04,-5.846004919986e-01
39600,2.880004718013e+04,1.920089731361e+04,9.599735913870e+03,2.880004713035e+04,-5.860473465273e-01
39800,2.880004797636e+04,1.920089696370e+04,9.599737085054e+03,2.880004798043e+04,-5.860723967962e-01
40000,2.880004882151e+04,1.920089664520e+04,9.599737774800e+03,2.880004883087e+04,-5.855984861482e-01
40200,2.880004998274e+04,1.920089627048e+04,9.599738860449e+03,2.880004993844e+04,-5.851481846657e-01
40400,2.880004847414e+04,1.920089612284e+04,9.599740153258e+03,2.880004845285e+04,-5.878019562442e-01
40600,2.880004888124e+04,1.920089558453e+04,9.599741489928e+03,2.880004891169e+04,-5.881932184147e-01
40800,2.880004993583e+04,1.920089540504e+04,9.599742814624e+03,2.880004987049e+04,-5.882838374564e-01
41000,2.880004890497e+04,1.920089527103e+04,9.599743699053e+03,2.880004887486e+04,-5.900651082866e-01
41200,2.880004790976e+04,1.920089472148e+04,9.599744691096e+03,2.880004790390e+04,-5.915028124546e-01
41400,2.880004741768e+04,1.920089389342e+04,9.599745407003e+03,2.880004735351e+04,-5.918827405640e-01
41600,2.880004689883e+04,1.920089363571e+04,9.599745770043e+03,2.880004689538e+04,-5.925069252589e-01
41800,2.880004647210e+04,1.920089302499e+04,9.599747019564e+03,2.880004650378e+04,-5.935724582450e-01
42000,2.880004559251e+04,1.920089305921e+04,9.599747667881e+03,2.880004560685e+04,-5.951345807425e-01
42200,2.880004571871e+04,1.920089261761e+04,9.599748329423e+03,2.880004568696e+04,-5.952283267361e-01
42400,2.880004564841e+04,1.920089177640e+04,9.599749858872e+03,2.880004565442e+04,-5.959868530499e-01
42600,2.880004540731e+04,1.920089239340e+04,9.599750941990e+03,2.880004539335e+04,-5.979280883639e-01
42800,2.880004515546e+04,1.920089205373e+04,9.599752184924e+03,2.880004518700e+04,-5.990831971376e-01
43000,2.880004485325e+04,1.920089127688e+04,9.599754166022e+03,2.880004482722e+04,-6.005896487350e-01
43200,2.880004615435e+04,1.920089110084e+04,9.599755582076e+03,2.880004614472e+04,-6.005285711217e-01
43400,2.880004677274e+04,1.920089021352e+04,9.599757240594e+03,2.880004678845e+04,-6.006813749664e-01
43600,2.880004650107e+04,1.920088945511e+04,9.599758060733e+03,2.880004652810e+04,-6.010147799516e-01
43800,2.880004608751e+04,1.920088866346e+04,9.599759224842e+03,2.880004604745e+04,-6.018007865241e-01
44000,2.880004575023e+04,1.920088729177e+04,9.599760722432e+03,2.880004573953e+04,-6.022639710864e-01
44200,2.880004546587e+04,1.920088644459e+04,9.599761656373e+03,2.880004545093e+04,-6.026350996926e-01
44400,2.880004579114e+04,1.920088571503e+04,9.599762626425e+03,2.880004577672e+04,-6.025503119654e-01
44600,2.880004649926e+04,1.920088624446e+04,9.599763048875e+03,2.880004646051e+04,-6.027940769418e-01
44800,2.880004657000e+04,1.920088681665e+04,9.599763098638e+03,2.880004652131e+04,-6.033452897100e-01
45000,2.880004659727e+04,1.920088695401e+04,9.599763403389e+03,2.880004653454e+04,-6.037601301250e-01
45200,2.880004672713e+04,1.920088754433e+04,9.599763277619e+03,2.880004670942e+04,-6.040948123882e-01
45400,2.880004639654e+04,1.920088796814e+04,9.599763437250e+03,2.880004632998e+04,-6.050088472221e-01
45600,2.880004619088e+04,1.920088838785e+04,9.599763559722e+03,2.880004617584e+04,-6.057566865784e-01
45800,2.880004638569e+04,1.920088855187e+04,9.599763808983e+03,2.880004633927e+04,-6.059751618923e-01
46000,2.880004546833e+04,1.920088898430e+04,9.599764298974e+03,2.880004544985e+04,-6.078149490386e-01
46200,2.880004619287e+04,1.920088902529e+04,9.599766118341e+03,2.880004617906e+04,-6.089507622237e-01
46400,2.880004629942e+04,1.920088953516e+04,9.599766290022e+03,2.880004624915e+04,-6.095257655124e-01
46600,2.880004613260e+04,1.920088944782e+04,9.599766878672e+03,2.880004609501e+04,-6.101938986794e-01
46800,2.880004603216e+04,1.920088936403e+04,9.599767486278e+03,2.880004596198e+04,-6.108181450854e-01
47000,2.880004598285e+04,1.920088907794e+04,9.599768287630e+03,2.880004599345e+04,-6.113827205245e-01
47200,2.880004520907e+04,1.920088862507e+04,9.599769407695e+03,2.880004521167e+04,-6.128236917957e-01
47400,2.880004554267e+04,1.920088830463e+04,9.599769983242e+03,2.880004551852e+04,-6.127452042820e-01
47600,2.880004563180e+04,1.920088803885e+04,9.599770801336e+03,2.880004560685e+04,-6.132083915618e-01
47800,2.880004589393e+04,1.920088778182e+04,9.599771315893e+03,2.880004586613e+04,-6.132037885509e-01
48000,2.880004606735e+04,1.920088807134e+04,9.599772057734e+03,2.880004603708e+04,-6.140617217316e-01
48200,2.880004558137e+04,1.920088720766e+04,9.599772629783e+03,2.880004558790e+04,-6.142560775734e-01
48400,2.880004601173e+04,1.920088615815e+04,9.599773490354e+03,2.880004595375e+04,-6.136367768813e-01
48600,2.880004557471e+04,1.920088609613e+04,9.599774820323e+03,2.880004558897e+04,-6.153417411078e-01
48800,2.880004481017e+04,1.920088560587e+04,9.599775045181e+03,2.880004477823e+04,-6.158408849114e-01
49000,2.880004448987e+04,1.920088563729e+04,9.599775780087e+03,2.880004446530e+04,-6.169275051579e-01
49200,2.880004485470e+04,1.920088475596e+04,9.599776442777e+03,2.880004487371e+04,-6.163440293349e-01
49400,2.880004507355e+04,1.920088407726e+04,9.599777750475e+03,2.880004507864e+04,-6.167541879349e-01
49600,2.880004564674e+04,1.920088379566e+04,9.599778676393e+03,2.880004560506e+04,-6.168253149226e-01
49800,2.880004385110e+04,1.920088379332e+04,9.599779637139e+03,2.880004385340e+04,-6.195793632560e-01
50000,2.880004444096e+04,1.920088363230e+04,9.599779933192e+03,2.880004438019e+04,-6.191245257651e-01
50200,2.880004602381e+04,1.920088280405e+04,9.599781036830e+03,2.880004600954e+04,-6.178170636958e-01
50400,2.880004755494e+04,1.920088169478e+04,9.599782480973e+03,2.880004756093e+04,-6.166208121722e-01
50600,2.880004739488e+04,1.920088141945e+04,9.599783952464e+03,2.880004738247e+04,-6.179770334365e-01
50800,2.880004791181e+04,1.920088073387e+04,9.599785090448e+03,2.880004788816e+04,-6.179125094386e-01
51000,2.880004814975e+04,1.920087984800e+04,9.599785905274e+03,2.880004810131e+04,-6.176035179942e-01
51200,2.880004747784e+04,1.920087889673e+04,9.599787453770e+03,2.880004747009e+04,-6.188726655419e-01
51400,2.880004753479e+04,1.920087735799e+04,9.599788529426e+03,2.880004743505e+04,-6.183526245695e-01
51600,2.880004730843e+04,1.920087579563e+04,9.599789424288e+03,2.880004730201e+04,-6.179114811130e-01
