step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs,umax
5200,2.880223118707e+04,2.880223118707e+04,1.920107385996e+04,9.600741507764e+03,0.000000000000e+00,0.000000000000e+00,2.880223119533e+04,0.000000000000e+00,4.158193412077e-01,-8.260831236839e-06,-4.158276020389e-01,2.192943356931e-02
5400,2.880231767347e+04,2.880231767347e+04,1.920111092616e+04,9.600770197194e+03,0.000000000000e+00,0.000000000000e+00,2.880231767642e+04,0.000000000000e+00,4.365501182074e-01,-2.952292561531e-06,-4.365530704999e-01,2.193070016801e-02
5600,2.880240479096e+04,2.880240479096e+04,1.920114716229e+04,9.600798788224e+03,0.000000000000e+00,0.000000000000e+00,2.880240478414e+04,0.000000000000e+00,4.588404441929e-01,6.819143891335e-06,-4.588336250490e-01,2.193191833794e-02
5800,2.880249251162e+04,2.880249251162e+04,1.920118326794e+04,9.600826556197e+03,0.000000000000e+00,0.000000000000e+00,2.880249253201e+04,0.000000000000e+00,4.826874779246e-01,-2.039782702923e-05,-4.827078757517e-01,2.193307504058e-02
6000,2.880258043205e+04,2.880258043205e+04,1.920121911084e+04,9.600853899115e+03,0.000000000000e+00,0.000000000000e+00,2.880258045721e+04,0.000000000000e+00,5.074220950482e-01,-2.516247332096e-05,-5.074472575216e-01,2.193409390748e-02
6200,2.880266856126e+04,2.880266856126e+04,1.920125493556e+04,9.600880896619e+03,0.000000000000e+00,0.000000000000e+00,2.880266856915e+04,0.000000000000e+00,5.327290756759e-01,-7.888302206993e-06,-5.327369639781e-01,2.193507365882e-02
6400,2.880275662892e+04,2.880275662892e+04,1.920129054865e+04,9.600907600705e+03,0.000000000000e+00,0.000000000000e+00,2.880275665480e+04,0.000000000000e+00,5.584795656978e-01,-2.587586641312e-05,-5.585054415642e-01,2.193590067327e-02
6600,2.880284573002e+04,2.880284573002e+04,1.920132578937e+04,9.600934014673e+03,0.000000000000e+00,0.000000000000e+00,2.880284574813e+04,0.000000000000e+00,5.859259715216e-01,-1.811049878597e-05,-5.859440820204e-01,2.193663641810e-02
6800,2.880293479645e+04,2.880293479645e+04,1.920136117084e+04,9.600959591540e+03,0.000000000000e+00,0.000000000000e+00,2.880293480861e+04,0.000000000000e+00,6.140340765778e-01,-1.215748488903e-05,-6.140462340627e-01,2.193723618984e-02
7000,2.880302424780e+04,2.880302424780e+04,1.920139627848e+04,9.600985012503e+03,0.000000000000e+00,0.000000000000e+00,2.880302425253e+04,0.000000000000e+00,6.429568202402e-01,-4.731118679047e-06,-6.429615513589e-01,2.193783968687e-02
7200,2.880311390693e+04,2.880311390693e+04,1.920143161558e+04,9.601010626956e+03,0.000000000000e+00,0.000000000000e+00,2.880311391866e+04,0.000000000000e+00,6.716644011758e-01,-1.172907650471e-05,-6.716761302523e-01,2.193836681545e-02
7400,2.880320379455e+04,2.880320379455e+04,1.920146782467e+04,9.601035793885e+03,0.000000000000e+00,0.000000000000e+00,2.880320379961e+04,0.000000000000e+00,7.001759985142e-01,-5.051493644714e-06,-7.001810500078e-01,2.193881385028e-02
7600,2.880329355214e+04,2.880329355214e+04,1.920150399573e+04,9.601060603363e+03,0.000000000000e+00,0.000000000000e+00,2.880329355818e+04,0.000000000000e+00,7.289530452545e-01,-6.040558218956e-06,-7.289590858127e-01,2.193919010460e-02
7800,2.880338317166e+04,2.880338317166e+04,1.920154034818e+04,9.601083449645e+03,0.000000000000e+00,0.000000000000e+00,2.880338318294e+04,0.000000000000e+00,7.593738346513e-01,-1.128017902374e-05,-7.593851148304e-01,2.193953096867e-02
8000,2.880347269193e+04,2.880347269193e+04,1.920157678073e+04,9.601105405799e+03,0.000000000000e+00,0.000000000000e+00,2.880347270989e+04,0.000000000000e+00,7.905054008952e-01,-1.796521246433e-05,-7.905233661077e-01,2.193984016776e-02
8200,2.880356270413e+04,2.880356270413e+04,1.920161291572e+04,9.601126983320e+03,0.000000000000e+00,0.000000000000e+00,2.880356271702e+04,0.000000000000e+00,8.228050973303e-01,-1.288577914238e-05,-8.228179831094e-01,2.194013819098e-02
8400,2.880365220130e+04,2.880365220130e+04,1.920165017797e+04,9.601148213356e+03,0.000000000000e+00,0.000000000000e+00,2.880365221465e+04,0.000000000000e+00,8.538099748876e-01,-1.334957778454e-05,-8.538233244653e-01,2.194037288427e-02
8600,2.880374205943e+04,2.880374205943e+04,1.920168662044e+04,9.601168443177e+03,0.000000000000e+00,0.000000000000e+00,2.880374208653e+04,0.000000000000e+00,8.869958133728e-01,-2.709776163101e-05,-8.870229111344e-01,2.194060571492e-02
8800,2.880383200108e+04,2.880383200108e+04,1.920172343429e+04,9.601188127722e+03,0.000000000000e+00,0.000000000000e+00,2.880383202362e+04,0.000000000000e+00,9.204390747400e-01,-2.253614366055e-05,-9.204616108836e-01,2.194076590240e-02
9000,2.880392223494e+04,2.880392223494e+04,1.920176045419e+04,9.601207600258e+03,0.000000000000e+00,0.000000000000e+00,2.880392226195e+04,0.000000000000e+00,9.541804997716e-01,-2.701021730900e-05,-9.542075099889e-01,2.194093726575e-02
9200,2.880401237187e+04,2.880401237187e+04,1.920179687362e+04,9.601226835220e+03,0.000000000000e+00,0.000000000000e+00,2.880401238650e+04,0.000000000000e+00,9.886630244509e-01,-1.463480293751e-05,-9.886776592539e-01,2.194107882679e-02
9400,2.880410246816e+04,2.880410246816e+04,1.920183408510e+04,9.601245857645e+03,0.000000000000e+00,0.000000000000e+00,2.880410247642e+04,0.000000000000e+00,1.022525407479e+00,-8.262693881989e-06,-1.022533670173e+00,2.194124646485e-02
9600,2.880419245034e+04,2.880419245034e+04,1.920187082478e+04,9.601264464591e+03,0.000000000000e+00,0.000000000000e+00,2.880419246751e+04,0.000000000000e+00,1.057160969980e+00,-1.716613769531e-05,-1.057178136118e+00,2.194134891033e-02
9800,2.880428239525e+04,2.880428239525e+04,1.920190839853e+04,9.601282722660e+03,0.000000000000e+00,0.000000000000e+00,2.880428243226e+04,0.000000000000e+00,1.091274053160e+00,-3.701075911522e-05,-1.091311063919e+00,2.194142714143e-02
10000,2.880437233917e+04,2.880437233917e+04,1.920194540940e+04,9.601300960601e+03,0.000000000000e+00,0.000000000000e+00,2.880437234873e+04,0.000000000000e+00,1.125969163902e+00,-9.559094905853e-06,-1.125978722997e+00,2.194150909781e-02
