step,d_fc_abs,d_frho_abs,d_crho_abs,J0_fF_bitdiff,J1_collision,J2_fill,J3_stream1,J4_bc,J5_stream3copy,J6_macro,J7_colortrans,J8_colconsume,J9_closure_max
9003,9.546835460715e-01,-4.125386476517e-05,-9.547247999362e-01,0.000000000000e+00,4.750657826662e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.739524304867e-05,2.858560001187e-04,0.000000000000e+00,0.000000000000e+00
9004,9.548727558540e-01,-1.739524304867e-05,-9.548901510971e-01,0.000000000000e+00,4.532001912594e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.510418951511e-05,2.917017955042e-04,0.000000000000e+00,0.000000000000e+00
9005,9.550342542498e-01,-1.510418951511e-05,-9.550493584393e-01,0.000000000000e+00,4.517249763012e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.020279109478e-05,2.766178949969e-04,0.000000000000e+00,0.000000000000e+00
9006,9.552093613311e-01,-3.020279109478e-05,-9.552395641222e-01,0.000000000000e+00,4.698764532804e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.935528755188e-05,2.830706253008e-04,0.000000000000e+00,0.000000000000e+00
9007,9.553961671591e-01,-2.935528755188e-05,-9.554255224466e-01,0.000000000000e+00,4.618186503649e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.452544867992e-05,2.871979631891e-04,0.000000000000e+00,0.000000000000e+00
9008,9.555707878462e-01,-2.452544867992e-05,-9.555953132949e-01,0.000000000000e+00,4.602391272783e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.561269164085e-05,2.816007545334e-04,0.000000000000e+00,0.000000000000e+00
9009,9.557494262190e-01,-1.561269164085e-05,-9.557650389106e-01,0.000000000000e+00,4.496239125729e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.960728645325e-05,2.713460780797e-04,0.000000000000e+00,0.000000000000e+00
9010,9.559277040535e-01,-3.960728645325e-05,-9.559673113399e-01,0.000000000000e+00,4.733838140965e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.909956336021e-05,2.751743159024e-04,0.000000000000e+00,0.000000000000e+00
9011,9.561259135517e-01,-1.909956336021e-05,-9.561450131150e-01,0.000000000000e+00,4.448127001524e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.708976924419e-05,2.835962914105e-04,0.000000000000e+00,0.000000000000e+00
9012,9.562871299604e-01,-1.708976924419e-05,-9.563042197296e-01,0.000000000000e+00,4.466772079468e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.781860530376e-05,2.780980867101e-04,0.000000000000e+00,0.000000000000e+00
9013,9.564557090816e-01,-2.781860530376e-05,-9.564835276869e-01,0.000000000000e+00,4.537645727396e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.888349652290e-05,3.002904086316e-04,0.000000000000e+00,0.000000000000e+00
9014,9.566091832457e-01,-1.888349652290e-05,-9.566280667423e-01,0.000000000000e+00,4.468839615583e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.748465001583e-05,3.003420570167e-04,0.000000000000e+00,0.000000000000e+00
9015,9.567557251503e-01,-1.748465001583e-05,-9.567732098003e-01,0.000000000000e+00,4.501901566982e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.505816519260e-05,2.983663107443e-04,0.000000000000e+00,0.000000000000e+00
9016,9.569075489962e-01,-2.505816519260e-05,-9.569326071614e-01,0.000000000000e+00,4.577953368425e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.537054777145e-05,2.904524262703e-04,0.000000000000e+00,0.000000000000e+00
9017,9.570748919068e-01,-1.537054777145e-05,-9.570902624546e-01,0.000000000000e+00,4.482530057430e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.398714423180e-05,2.846963761840e-04,0.000000000000e+00,0.000000000000e+00
9018,9.572384485364e-01,-2.398714423180e-05,-9.572624356806e-01,0.000000000000e+00,4.547014832497e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.214817166328e-05,2.747617836576e-04,0.000000000000e+00,0.000000000000e+00
9019,9.574183882360e-01,-1.214817166328e-05,-9.574305364076e-01,0.000000000000e+00,4.440136253834e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.129508018494e-05,2.819282963173e-04,0.000000000000e+00,0.000000000000e+00
