step,Mff,Mr,Mb,Mrho,d_fc
12200,3.686413568969e+04,1.843197155985e+04,1.843197429168e+04,3.686413508695e+04,1.898381621431e-01
12400,3.686414145042e+04,1.843197119794e+04,1.843197396878e+04,3.686414175010e+04,1.962836983221e-01
12600,3.686413426604e+04,1.843197079639e+04,1.843197364786e+04,3.686413402516e+04,1.898217901289e-01
12800,3.686412338399e+04,1.843197055166e+04,1.843197310616e+04,3.686412367111e+04,1.797261652864e-01
13000,3.686413869802e+04,1.843197000779e+04,1.843197267761e+04,3.686413895041e+04,1.960126168706e-01
13200,3.686414214478e+04,1.843196961464e+04,1.843197233768e+04,3.686414264178e+04,2.001924592187e-01
13400,3.686412119876e+04,1.843196937745e+04,1.843197195979e+04,3.686412117118e+04,1.798615202533e-01
13600,3.686410904723e+04,1.843196884947e+04,1.843197159853e+04,3.686410917521e+04,1.685992363491e-01
13800,3.686411253931e+04,1.843196845752e+04,1.843197119521e+04,3.686411257333e+04,1.728865839505e-01
14000,3.686409623987e+04,1.843196799448e+04,1.843197081732e+04,3.686409596449e+04,1.574280645982e-01
14200,3.686409194129e+04,1.843196750010e+04,1.843197042922e+04,3.686409231520e+04,1.540119761266e-01
14400,3.686408040149e+04,1.843196724016e+04,1.843197007313e+04,3.686408017123e+04,1.430882002714e-01
14600,3.686409362838e+04,1.843196700415e+04,1.843196984685e+04,3.686409265584e+04,1.567773872994e-01
14800,3.686409133398e+04,1.843196679029e+04,1.843196947406e+04,3.686409167737e+04,1.550696277445e-01
15000,3.686410165290e+04,1.843196662725e+04,1.843196922076e+04,3.686410174620e+04,1.658048846984e-01
15200,3.686410790479e+04,1.843196651713e+04,1.843196892080e+04,3.686410828847e+04,1.724668621355e-01
15400,3.686410351439e+04,1.843196627635e+04,1.843196876991e+04,3.686410420424e+04,1.684681317311e-01
15600,3.686409802866e+04,1.843196612430e+04,1.843196863802e+04,3.686409829605e+04,1.632663400778e-01
15800,3.686412487828e+04,1.843196585203e+04,1.843196840160e+04,3.686412426114e+04,1.906246477338e-01
16000,3.686412921616e+04,1.843196574356e+04,1.843196814467e+04,3.686412868917e+04,1.953279303016e-01
16200,3.686412004318e+04,1.843196563819e+04,1.843196774611e+04,3.686411992013e+04,1.866588698576e-01
16400,3.686412343871e+04,1.843196538917e+04,1.843196756021e+04,3.686412315243e+04,1.904893343490e-01
16600,3.686412150171e+04,1.843196529097e+04,1.843196771968e+04,3.686412166691e+04,1.884910602457e-01
16800,3.686412594450e+04,1.843196510711e+04,1.843196739624e+04,3.686412604201e+04,1.934411514267e-01
17000,3.686413320898e+04,1.843196488636e+04,1.843196687840e+04,3.686413364422e+04,2.014442195614e-01
17200,3.686412714559e+04,1.843196459389e+04,1.843196656855e+04,3.686412695277e+04,1.959831495587e-01
17400,3.686411557750e+04,1.843196435329e+04,1.843196634820e+04,3.686411580485e+04,1.848760076427e-01
17600,3.686410758203e+04,1.843196417698e+04,1.843196616427e+04,3.686410787559e+04,1.772407804820e-01
17800,3.686410431227e+04,1.843196400324e+04,1.843196594352e+04,3.686410371995e+04,1.743655052815e-01
18000,3.686409819182e+04,1.843196354075e+04,1.843196558749e+04,3.686409910494e+04,1.690635792947e-01
18200,3.686409765016e+04,1.843196326943e+04,1.843196521750e+04,3.686409722805e+04,1.691632315487e-01
18400,3.686409962852e+04,1.843196314307e+04,1.843196509163e+04,3.686410021925e+04,1.713938166795e-01
18600,3.686411495535e+04,1.843196274683e+04,1.843196478234e+04,3.686411515331e+04,1.874261756639e-01
18800,3.686411537828e+04,1.843196258266e+04,1.843196432337e+04,3.686411473143e+04,1.884722512186e-01
19000,3.686413723129e+04,1.843196225513e+04,1.843196403377e+04,3.686413691181e+04,2.109423886577e-01
19200,3.686413055036e+04,1.843196204223e+04,1.843196366764e+04,3.686413064468e+04,2.048404901143e-01
19400,3.686412050745e+04,1.843196174706e+04,1.843196350388e+04,3.686412047791e+04,1.952565065512e-01
19600,3.686411405327e+04,1.843196140117e+04,1.843196319845e+04,3.686411375058e+04,1.894536515792e-01
19800,3.686411510611e+04,1.843196137874e+04,1.843196315444e+04,3.686411516148e+04,1.905729293358e-01
20000,3.686411953765e+04,1.843196106135e+04,1.843196294445e+04,3.686411878568e+04,1.955318527689e-01
