step,Mff,Mr,Mb,Mrho,d_fc
11800,3.686421929965e+04,1.843221467175e+04,1.843233528254e+04,3.686421973628e+04,-3.306546405729e-01
12000,3.686422588771e+04,1.843220969809e+04,1.843233100217e+04,3.686422568768e+04,-3.148125495863e-01
12200,3.686423564299e+04,1.843221468845e+04,1.843233457151e+04,3.686423591733e+04,-3.136169777536e-01
12400,3.686424448399e+04,1.843222070225e+04,1.843233783498e+04,3.686424434888e+04,-3.140532348916e-01
12600,3.686425207680e+04,1.843222242626e+04,1.843233805131e+04,3.686425202298e+04,-3.084007633006e-01
12800,3.686425314661e+04,1.843221784755e+04,1.843233473737e+04,3.686425316685e+04,-2.994383137884e-01
13000,3.686425060834e+04,1.843221980928e+04,1.843233361340e+04,3.686425070792e+04,-3.028143338815e-01
13200,3.686426361738e+04,1.843222108165e+04,1.843233864165e+04,3.686426349694e+04,-2.961059261470e-01
13400,3.686427023435e+04,1.843222192499e+04,1.843234256286e+04,3.686426998144e+04,-2.942534939866e-01
13600,3.686426938216e+04,1.843222405622e+04,1.843233961161e+04,3.686426951903e+04,-2.942856727932e-01
13800,3.686424345615e+04,1.843222752773e+04,1.843234215477e+04,3.686424361432e+04,-3.262263521756e-01
14000,3.686423521595e+04,1.843223372096e+04,1.843235708037e+04,3.686423525149e+04,-3.555853777980e-01
14200,3.686423872368e+04,1.843223653370e+04,1.843236444599e+04,3.686423890448e+04,-3.622560010881e-01
14400,3.686423877404e+04,1.843224438557e+04,1.843237569860e+04,3.686423917413e+04,-3.813101392734e-01
14600,3.686422913050e+04,1.843224444230e+04,1.843237498466e+04,3.686422923028e+04,-3.902964574372e-01
14800,3.686422529689e+04,1.843224359712e+04,1.843237352493e+04,3.686422542971e+04,-3.918251652867e-01
15000,3.686421980932e+04,1.843224148399e+04,1.843236450649e+04,3.686421947485e+04,-3.861811639654e-01
15200,3.686421337853e+04,1.843224147727e+04,1.843236277314e+04,3.686421367228e+04,-3.908718853891e-01
15400,3.686422470499e+04,1.843223717806e+04,1.843236635092e+04,3.686422493291e+04,-3.788239885143e-01
15600,3.686423578411e+04,1.843224355992e+04,1.843237558671e+04,3.686423529679e+04,-3.833625223742e-01
15800,3.686423538029e+04,1.843225052053e+04,1.843237749477e+04,3.686423585737e+04,-3.926350075017e-01
16000,3.686422562205e+04,1.843225340774e+04,1.843237815584e+04,3.686422579014e+04,-4.059415261108e-01
16200,3.686422175407e+04,1.843225169872e+04,1.843237616955e+04,3.686422189158e+04,-4.061142008286e-01
16400,3.686422649021e+04,1.843225400238e+04,1.843238129817e+04,3.686422609258e+04,-4.088103439790e-01
16600,3.686422007007e+04,1.843225986706e+04,1.843239428311e+04,3.686421986717e+04,-4.340801013132e-01
16800,3.686422733273e+04,1.843226938596e+04,1.843240243027e+04,3.686422652638e+04,-4.444834962196e-01
17000,3.686424254143e+04,1.843227053111e+04,1.843240862560e+04,3.686424311918e+04,-4.366152863477e-01
17200,3.686424375072e+04,1.843227129564e+04,1.843241744160e+04,3.686424399585e+04,-4.449865183342e-01
17400,3.686424215820e+04,1.843226951122e+04,1.843242318699e+04,3.686424212098e+04,-4.505400084417e-01
17600,3.686424597202e+04,1.843227694443e+04,1.843242316380e+04,3.686424565572e+04,-4.541362068667e-01
17800,3.686424548364e+04,1.843228171006e+04,1.843242627243e+04,3.686424559230e+04,-4.624988482501e-01
18000,3.686424144549e+04,1.843228511537e+04,1.843243478689e+04,3.686424149579e+04,-4.784567629395e-01
18200,3.686424757524e+04,1.843228455765e+04,1.843244157689e+04,3.686424757838e+04,-4.785593008819e-01
18400,3.686425513376e+04,1.843228783455e+04,1.843244868962e+04,3.686425490868e+04,-4.813904117873e-01
18600,3.686426226533e+04,1.843228212690e+04,1.843244774221e+04,3.686426234227e+04,-4.676037795289e-01
18800,3.686426141701e+04,1.843228731079e+04,1.843245087096e+04,3.686426145804e+04,-4.767647294502e-01
19000,3.686424108562e+04,1.843229113481e+04,1.843245207673e+04,3.686424094570e+04,-5.021259256864e-01
19200,3.686422422017e+04,1.843229861864e+04,1.843246380882e+04,3.686422413671e+04,-5.382072941356e-01
19400,3.686422233160e+04,1.843230967537e+04,1.843246763767e+04,3.686422287834e+04,-5.549814387778e-01
19600,3.686422638748e+04,1.843231298469e+04,1.843247720126e+04,3.686422603935e+04,-5.637984603345e-01
19800,3.686422880390e+04,1.843231461435e+04,1.843247728850e+04,3.686422820210e+04,-5.630989490201e-01
20000,3.686424259758e+04,1.843232343841e+04,1.843248536465e+04,3.686424280065e+04,-5.662054812237e-01
