t,umax,urms,band_valid,liq_band,gas_band,n_mixed,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,Pc_dynamic_thr085,Pc_dynamic_thr095,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
1000,0.022837290540337563,0.004712666850537062,1,"[12, 40]","[52, 250]",8,-1.5033681208662436e-05,-9.083946364851458e-06,0.9918419651172589,0.9753380157093898,0.003033812477288733,0.003033812477288733,0.003040906175443725,0.0004869699478149414,0.00022915005683898926,1.0,1.0,0.018465779721736908,0.003976962994784117,33814.70069748616,6493.629153632811,-349.4201672077179,409.607269346714,58.47795397043228,-0.12086469387577381,-0.021884286096792493
2000,0.02060992643237114,0.005324949976056814,1,"[12, 45]","[56, 250]",7,-1.1420415286071088e-05,-8.367415254243368e-06,0.9930727693416626,0.9940362630417127,0.0029289684873639033,0.0029289684873639033,0.0029424633687373802,0.0004658699035644531,0.00038871169090270996,1.0,1.0,0.02060992643237114,0.003540089586749673,33091.1371621487,7222.706103623474,-1072.9532400369644,1138.6813262104988,62.34472519159317,-0.09040218566224212,-0.024777412974799518
3000,0.02103518135845661,0.005402499344199896,1,"[12, 50]","[61, 250]",7,-9.839814423288276e-06,-8.465564719867573e-06,0.987803853797701,0.9924444520379332,0.0029694358042925972,0.0029694358042925972,0.002982881400052262,0.0005045235157012939,0.0004201531410217285,1.0,1.0,0.02103518135845661,0.0036640020553022623,32326.04118223196,7984.898139508479,-1837.9984611272812,1900.8712596297264,59.05066353082657,-0.039643359239562415,-0.02687987875287945
4000,0.021333640441298485,0.0054194629192352295,1,"[12, 55]","[66, 250]",7,-8.981016711211834e-06,-8.562535379937163e-06,0.9896403577079862,0.9914140427933613,0.002966195217127654,0.002966195217127654,0.0029843426692310326,0.0005168020725250244,0.0004182755947113037,1.0,1.0,0.021333640441298485,0.003708233591169119,31554.650997843506,8750.03482118032,-2609.342595934868,2666.0063370466232,52.93683534860611,0.006406221626093611,-0.028484133696110803
5000,0.021710064262151718,0.005433881655335426,1,"[12, 60]","[71, 250]",7,-1.0124578767893523e-05,-8.64599731221819e-06,0.9975234449795783,0.9960433630967905,0.0029793914848840752,0.0029793914848840752,0.0029918051667151002,0.0004621446132659912,0.0004113614559173584,1.0,1.0,0.021710064262151718,0.003971504978835583,30781.82921659542,9516.136039026516,-3382.1192523241043,3432.1067663431168,46.5884073972702,0.05153108047670685,-0.029272683399540256
6000,0.022082755342125893,0.00543755991384387,1,"[12, 65]","[76, 250]",7,-1.0553929444728274e-05,-8.599889988189653e-06,0.9862413299680308,0.9954899402471131,0.002963531916678197,0.002963531916678197,0.002976001086122504,0.00042256712913513184,0.0004124939441680908,1.0,1.0,0.022082755342125893,0.0040394002571702,30008.396365676963,10282.647265118738,-4155.507524371147,4198.618874013424,40.136671006679535,0.0961099518899573,-0.028391105313858134
7000,0.022441931068897247,0.005441043991595507,1,"[12, 70]","[81, 250]",7,-9.485758631791003e-06,-8.570360145115552e-06,0.9595545899028891,0.9931699564534134,0.0029243189922308344,0.0029243189922308344,0.0029350757155380824,0.0004412233829498291,0.00041422247886657715,1.0,1.0,0.018638338893651962,0.003942133858799934,29234.52324623776,11049.254464377096,-4929.335238933563,4965.230127334595,33.37721502780914,0.14151482867600862,-0.024337042501429096
8000,0.022763792425394058,0.005443550646305084,1,"[12, 74]","[86, 250]",8,-8.879858281953575e-06,-8.622396983567224e-06,0.9534477975678253,0.9910634739256403,0.0029132662963936573,0.002919272241071247,0.0029252173585713193,0.00045874714851379395,0.00041157007217407227,1.0,1.0,0.01849406398832798,0.00401230389252305,28460.256758749296,11816.203807799136,-5703.556751728058,5732.185592710972,26.558448314666748,0.1864895226462977,-0.018215088164652116
9000,0.022980934008955956,0.005445999559015036,1,"[12, 79]","[91, 250]",8,-8.800802536067905e-06,-8.659130431656876e-06,0.981031402234568,0.9907227721162304,0.0029208429517471046,0.0029208429517471046,0.002932321831595197,0.0004665553569793701,0.0004095137119293213,1.0,1.0,0.019021891057491302,0.003999511245638132,27685.59423629705,12583.61307980613,-6478.177427530289,6499.6026975512505,19.75789588689804,0.22833617266223882,-0.010382254879004904
10000,0.023215530440211296,0.005448344629257917,1,"[12, 84]","[96, 250]",8,-8.056292818152703e-06,-8.654074202103021e-06,0.9698943830943911,0.9915145481697386,0.0028976557640862932,0.0028976557640862932,0.002908565469371016,0.0004987716674804688,0.00040984153747558594,1.0,1.0,0.019750570878386497,0.003958411514759064,26910.734864271235,13351.142745418007,-7252.992431998253,7267.1420731544495,12.808736145496368,0.27270373051214847,-0.0006722635571350111
