step,d_fc_abs,d_frho_abs,d_crho_abs,J0_fF_bitdiff,J1_collision,J2_fill,J3_stream1,J4_bc,J5_stream3copy,J6_macro,J7_colortrans,J8_colconsume,J9_closure_max
4901,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4902,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4903,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4904,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4905,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4906,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4907,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4908,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4909,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4910,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4911,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4912,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4913,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4914,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4915,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4916,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4917,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4918,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4919,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
