step,d_fc_abs,d_frho_abs,d_crho_abs,J0_fF_bitdiff,J1_collision,J2_fill,J3_stream1,J4_bc,J5_stream3copy,J6_macro,J7_colortrans,J8_colconsume,J9_closure_max
0,1.144409179688e-04,1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,1.344561576843e-03,0.000000000000e+00,nan
1,-1.230120658875e-03,1.144409179688e-04,1.344561576843e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,9.137392044067e-04,0.000000000000e+00,0.000000000000e+00
2,-2.143859863281e-03,1.144409179688e-04,2.258300781250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,4.848241806030e-04,0.000000000000e+00,0.000000000000e+00
3,-2.628684043884e-03,1.144409179688e-04,2.743124961853e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,3.457069396973e-06,0.000000000000e+00,0.000000000000e+00
4,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
5,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
6,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
7,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
8,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
9,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
10,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
11,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
12,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
13,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
14,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
15,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
16,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
17,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
18,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
19,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4900,-2.632141113281e-03,1.144409179688e-04,2.746582031250e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.144409179688e-04,0.000000000000e+00,0.000000000000e+00,nan
