t,x_left,x_right,x_right_star,e_x,d,x_L_vol,x_R_vol,e_x_vol,E_psi
39250,81.66487,243.33548,81.66452,0.00035095215,-80.835304,83.05485534667969,242.94506072998047,0.9999160766601562,8.713699877262115e-05
39500,81.664604,243.33575,81.664246,0.00035858154,-80.83557,83.05459594726562,242.9453353881836,0.9999313354492188,8.852378775676091e-05
39750,81.66433,243.33604,81.663956,0.00037384033,-80.83586,83.05437469482422,242.94552612304688,0.9999008178710938,8.515850951274235e-05
40000,81.66405,243.3363,81.6637,0.00035095215,-80.83613,83.05414581298828,242.9457778930664,0.9999237060546875,8.272044360637664e-05
40250,81.66377,243.33658,81.66342,0.00035095215,-80.8364,83.05390167236328,242.94602966308594,0.9999313354492188,8.872671673695247e-05
40500,81.66351,243.33682,81.66318,0.00033569336,-80.836655,83.0536880493164,242.94620513916016,0.9998931884765625,8.459514627854029e-05
40750,81.66325,243.33708,81.66292,0.00033569336,-80.836914,83.0534896850586,242.9464340209961,0.9999237060546875,8.163426692287127e-05
41000,81.66301,243.33734,81.66266,0.00035095215,-80.837166,83.05321502685547,242.94666290283203,0.9998779296875,8.496796091397604e-05
41250,81.66276,243.3376,81.6624,0.00035858154,-80.83742,83.05297088623047,242.94688415527344,0.9998550415039062,8.264737203717232e-05
41500,81.66251,243.33784,81.662155,0.00035858154,-80.83766,83.0528335571289,242.9470977783203,0.9999313354492188,8.332877730329832e-05
41750,81.66226,243.3381,81.661896,0.00036621094,-80.83792,83.0525894165039,242.9472885131836,0.9998779296875,8.250015477339427e-05
42000,81.66201,243.33835,81.66165,0.00035858154,-80.838165,83.05241394042969,242.94757080078125,0.9999847412109375,8.708561460177103e-05
42250,81.661766,243.3386,81.66141,0.00035858154,-80.83841,83.05221557617188,242.94776916503906,0.9999847412109375,8.837760736544927e-05
42500,81.66152,243.33884,81.66116,0.00035858154,-80.83865,83.05200958251953,242.9478988647461,0.999908447265625,8.368929848074913e-05
42750,81.66129,243.33907,81.660934,0.00035858154,-80.83888,83.05177307128906,242.94815063476562,0.9999237060546875,8.565493548909823e-05
43000,81.66107,243.33928,81.66072,0.00035095215,-80.8391,83.05160522460938,242.94832611083984,0.9999313354492188,8.61210065583388e-05
43250,81.66085,243.33951,81.66049,0.00035858154,-80.839325,83.05139923095703,242.9485626220703,0.9999618530273438,8.383110165596009e-05
43500,81.66063,243.33974,81.66026,0.00036621094,-80.839554,83.0511474609375,242.9487533569336,0.9999008178710938,8.718710392713547e-05
43750,81.6604,243.33995,81.66005,0.00035095215,-80.839775,83.05097961425781,242.94890594482422,0.9998855590820312,8.286124716202418e-05
44000,81.66017,243.34018,81.65982,0.00035095215,-80.840004,83.05077362060547,242.94908142089844,0.9998550415039062,9.020258982976278e-05
