step,Mff,Mr,Mb,Mrho,d_fc
8400,2.880001733094e+04,1.919976211711e+04,9.599714339302e+03,2.880001732153e+04,5.408745192308e-01
8600,2.880001895150e+04,1.919975808508e+04,9.599707006798e+03,2.880001897162e+04,5.538596269162e-01
8800,2.880001901332e+04,1.919975412969e+04,9.599699814036e+03,2.880001900148e+04,5.650695962795e-01
9000,2.880001958624e+04,1.919975012629e+04,9.599692425375e+03,2.880001958030e+04,5.770345740675e-01
9200,2.880001977360e+04,1.919974579985e+04,9.599685080131e+03,2.880001974410e+04,5.888936255215e-01
9400,2.880001983145e+04,1.919974194130e+04,9.599677970977e+03,2.880001983148e+04,5.999191788542e-01
9600,2.880001942611e+04,1.919973837169e+04,9.599670642651e+03,2.880001942629e+04,6.104117666382e-01
9800,2.880001927389e+04,1.919973433570e+04,9.599663399485e+03,2.880001926166e+04,6.215387105985e-01
10000,2.880001945068e+04,1.919972997544e+04,9.599656456413e+03,2.880001944947e+04,6.330188275460e-01
10200,2.880002036871e+04,1.919972569791e+04,9.599649522364e+03,2.880002037585e+04,6.451484373029e-01
10400,2.880002145864e+04,1.919972189387e+04,9.599642611404e+03,2.880002145475e+04,6.569533645179e-01
10600,2.880002218333e+04,1.919971792965e+04,9.599635826907e+03,2.880002219164e+04,6.684267735709e-01
10800,2.880002359026e+04,1.919971378905e+04,9.599628830725e+03,2.880002360499e+04,6.809704917232e-01
11000,2.880002420032e+04,1.919970964264e+04,9.599621984694e+03,2.880002419513e+04,6.925729881750e-01
11200,2.880002359466e+04,1.919970534354e+04,9.599615142572e+03,2.880002359480e+04,7.031085457493e-01
11400,2.880002366752e+04,1.919970101461e+04,9.599608308329e+03,2.880002368319e+04,7.143445859765e-01
11600,2.880002310421e+04,1.919969672717e+04,9.599601682439e+03,2.880002309167e+04,7.246946048926e-01
11800,2.880002252650e+04,1.919969256670e+04,9.599595072130e+03,2.880002254045e+04,7.348876642318e-01
12000,2.880002336898e+04,1.919968785176e+04,9.599588790494e+03,2.880002334714e+04,7.467267251814e-01
12200,2.880002336252e+04,1.919968255996e+04,9.599583012032e+03,2.880002336186e+04,7.577905315793e-01
12400,2.880002280513e+04,1.919967807383e+04,9.599576852633e+03,2.880002280116e+04,7.678786691667e-01
12600,2.880002404776e+04,1.919967356774e+04,9.599571174964e+03,2.880002406102e+04,7.793050589826e-01
12800,2.880002536579e+04,1.919966839646e+04,9.599564913733e+03,2.880002538311e+04,7.920555962592e-01
13000,2.880002713718e+04,1.919966351842e+04,9.599558941440e+03,2.880002713841e+04,8.046773279384e-01
13200,2.880002817132e+04,1.919965903779e+04,9.599553118038e+03,2.880002818650e+04,8.160154959442e-01
13400,2.880002974329e+04,1.919965419367e+04,9.599547708005e+03,2.880002975178e+04,8.278416135727e-01
13600,2.880003024659e+04,1.919964920663e+04,9.599541956040e+03,2.880003024548e+04,8.390839269341e-01
13800,2.880003008199e+04,1.919964437697e+04,9.599536777060e+03,2.880003007865e+04,8.489279626756e-01
14000,2.880003142212e+04,1.919963944765e+04,9.599530717173e+03,2.880003141147e+04,8.612572959228e-01
14200,2.880003275238e+04,1.919963494627e+04,9.599524794190e+03,2.880003276944e+04,8.730119168122e-01
14400,2.880003268317e+04,1.919963062812e+04,9.599520202958e+03,2.880003271341e+04,8.818520913537e-01
14600,2.880003260161e+04,1.919962544954e+04,9.599515060211e+03,2.880003259832e+04,8.920918613621e-01
14800,2.880003339467e+04,1.919962050819e+04,9.599509075936e+03,2.880003339046e+04,9.038105481850e-01
15000,2.880003312234e+04,1.919961540771e+04,9.599503462920e+03,2.880003313428e+04,9.142517168402e-01
15200,2.880003287509e+04,1.919961038150e+04,9.599497503351e+03,2.880003288543e+04,9.249902340107e-01
15400,2.880003254897e+04,1.919960517326e+04,9.599491389286e+03,2.880003253990e+04,9.359864306716e-01
15600,2.880003256760e+04,1.919960055659e+04,9.599486073841e+03,2.880003252614e+04,9.459371676749e-01
15800,2.880003204187e+04,1.919959513966e+04,9.599480889110e+03,2.880003205210e+04,9.560130972350e-01
16000,2.880003212866e+04,1.919959064774e+04,9.599475510028e+03,2.880003215182e+04,9.659708925719e-01
16200,2.880003183989e+04,1.919958482672e+04,9.599469845061e+03,2.880003183854e+04,9.771681168386e-01
16400,2.880003183725e+04,1.919958006504e+04,9.599464045273e+03,2.880003181350e+04,9.877269344579e-01
16600,2.880003221575e+04,1.919957497355e+04,9.599458815537e+03,2.880003222787e+04,9.984266631363e-01
16800,2.880003220292e+04,1.919957019560e+04,9.599453593711e+03,2.880003222746e+04,1.008413607276e+00
17000,2.880003129866e+04,1.919956468898e+04,9.599448709966e+03,2.880003127891e+04,1.017899710432e+00
17200,2.880003124519e+04,1.919955934591e+04,9.599444145297e+03,2.880003122932e+04,1.027753981396e+00
17400,2.880003035821e+04,1.919955503050e+04,9.599439814738e+03,2.880003037113e+04,1.035512970198e+00
17600,2.880003025702e+04,1.919954959910e+04,9.599435462456e+03,2.880003027725e+04,1.045195465293e+00
17800,2.880002967432e+04,1.919954494550e+04,9.599431351473e+03,2.880002968651e+04,1.053377342496e+00
18000,2.880003014468e+04,1.919953959292e+04,9.599426700725e+03,2.880003013176e+04,1.063851037528e+00
18200,2.880003105257e+04,1.919953441916e+04,9.599422575270e+03,2.880003104728e+04,1.074058148821e+00
18400,2.880003123946e+04,1.919952911064e+04,9.599418480675e+03,2.880003124225e+04,1.083648143303e+00
18600,2.880003102283e+04,1.919952443625e+04,9.599413636256e+03,2.880003100687e+04,1.092950315091e+00
18800,2.880003127277e+04,1.919951923010e+04,9.599408961695e+03,2.880003126872e+04,1.103080976151e+00
19000,2.880003127755e+04,1.919951439490e+04,9.599404892564e+03,2.880003127885e+04,1.111990091342e+00
19200,2.880003020664e+04,1.919950935371e+04,9.599401203186e+03,2.880003021389e+04,1.119649740409e+00
19400,2.880003043460e+04,1.919950437210e+04,9.599397084074e+03,2.880003043228e+04,1.128978428518e+00
19600,2.880003006523e+04,1.919949990820e+04,9.599392474816e+03,2.880003004861e+04,1.137682212375e+00
19800,2.880003096857e+04,1.919949572021e+04,9.599388377641e+03,2.880003096831e+04,1.146870724780e+00
20000,2.880003101498e+04,1.919949075764e+04,9.599384265149e+03,2.880003101212e+04,1.155992183929e+00
20200,2.880003048318e+04,1.919948555504e+04,9.599379579776e+03,2.880003049576e+04,1.165348363997e+00
20400,2.880003191786e+04,1.919947945342e+04,9.599374436823e+03,2.880003193241e+04,1.178027618953e+00
20600,2.880003370545e+04,1.919947414753e+04,9.599369964780e+03,2.880003369898e+04,1.189593137657e+00
20800,2.880003367916e+04,1.919946971746e+04,9.599365823272e+03,2.880003367811e+04,1.198138429820e+00
21000,2.880003348544e+04,1.919946515186e+04,9.599361391483e+03,2.880003349966e+04,1.206942092334e+00
21200,2.880003404064e+04,1.919945980839e+04,9.599356867250e+03,2.880003402799e+04,1.217365000313e+00
21400,2.880003430750e+04,1.919945469340e+04,9.599352808877e+03,2.880003430927e+04,1.226805224742e+00
21600,2.880003333971e+04,1.919944976258e+04,9.599348879341e+03,2.880003334188e+04,1.234697783017e+00
21800,2.880003321997e+04,1.919944495069e+04,9.599344669921e+03,2.880003323185e+04,1.243599355339e+00
22000,2.880003321156e+04,1.919943989161e+04,9.599339881923e+03,2.880003320146e+04,1.253438026197e+00
22200,2.880003343200e+04,1.919943534261e+04,9.599335314895e+03,2.880003344136e+04,1.262774496503e+00
22400,2.880003312300e+04,1.919943023073e+04,9.599331101974e+03,2.880003312331e+04,1.271790290612e+00
22600,2.880003281596e+04,1.919942566105e+04,9.599327647106e+03,2.880003281343e+04,1.279507803241e+00
22800,2.880003278630e+04,1.919942055274e+04,9.599323255424e+03,2.880003279448e+04,1.288978140265e+00
23000,2.880003269641e+04,1.919941517947e+04,9.599318667623e+03,2.880003271151e+04,1.298849318597e+00
23200,2.880003258836e+04,1.919941007352e+04,9.599313340706e+03,2.880003258973e+04,1.309174128906e+00
23400,2.880003183955e+04,1.919940453977e+04,9.599308689332e+03,2.880003184021e+04,1.318610452063e+00
23600,2.880003261796e+04,1.919939914856e+04,9.599304539366e+03,2.880003261477e+04,1.328930030733e+00
23800,2.880003195984e+04,1.919939425222e+04,9.599300046308e+03,2.880003196162e+04,1.337661314614e+00
24000,2.880003250133e+04,1.919938830932e+04,9.599296126545e+03,2.880003249413e+04,1.348065468068e+00
24200,2.880003221341e+04,1.919938272606e+04,9.599291724033e+03,2.880003222334e+04,1.357763311964e+00
24400,2.880003262482e+04,1.919937786162e+04,9.599286924284e+03,2.880003261590e+04,1.367838911076e+00
24600,2.880003312647e+04,1.919937260613e+04,9.599282242384e+03,2.880003312117e+04,1.378277953339e+00
24800,2.880003326823e+04,1.919936740740e+04,9.599278017329e+03,2.880003327650e+04,1.387843494605e+00
25000,2.880003306908e+04,1.919936271231e+04,9.599273604639e+03,2.880003308266e+04,1.396752125787e+00
25200,2.880003268549e+04,1.919935771241e+04,9.599268935125e+03,2.880003267682e+04,1.406037964156e+00
25400,2.880003297609e+04,1.919935248536e+04,9.599264875434e+03,2.880003298306e+04,1.415615302216e+00
25600,2.880003215244e+04,1.919934769880e+04,9.599260216220e+03,2.880003215098e+04,1.424237416755e+00
25800,2.880003197238e+04,1.919934280389e+04,9.599255690601e+03,2.880003195953e+04,1.433477885548e+00
26000,2.880003174723e+04,1.919933740152e+04,9.599251532588e+03,2.880003176123e+04,1.442813122714e+00
26200,2.880003258089e+04,1.919933218295e+04,9.599246855734e+03,2.880003259778e+04,1.453542205614e+00
26400,2.880003204356e+04,1.919932656733e+04,9.599241988447e+03,2.880003204191e+04,1.463487783443e+00
26600,2.880003175207e+04,1.919932122507e+04,9.599238253317e+03,2.880003175610e+04,1.472273687346e+00
26800,2.880003170843e+04,1.919931643495e+04,9.599234257573e+03,2.880003171295e+04,1.481015911861e+00
27000,2.880003250077e+04,1.919931106814e+04,9.599229468509e+03,2.880003249186e+04,1.491964115250e+00
27200,2.880003190642e+04,1.919930574682e+04,9.599224942524e+03,2.880003192210e+04,1.501217079251e+00
27400,2.880003128908e+04,1.919930033191e+04,9.599220329231e+03,2.880003130674e+04,1.510627938984e+00
27600,2.880003063225e+04,1.919929518236e+04,9.599215777463e+03,2.880003061128e+04,1.519672425497e+00
27800,2.880003046805e+04,1.919929035043e+04,9.599211794174e+03,2.880003045291e+04,1.528323440847e+00
28000,2.880003034172e+04,1.919928527203e+04,9.599207707023e+03,2.880003033954e+04,1.537362666706e+00
28200,2.880003033084e+04,1.919928015229e+04,9.599203937630e+03,2.880003035438e+04,1.546240926225e+00
28400,2.880002994489e+04,1.919927506014e+04,9.599199285157e+03,2.880002995032e+04,1.555599596757e+00
28600,2.880003037879e+04,1.919926979010e+04,9.599194348060e+03,2.880003035444e+04,1.566240628619e+00
28800,2.880003064047e+04,1.919926452031e+04,9.599189709115e+03,2.880003064167e+04,1.576411044000e+00
29000,2.880003004470e+04,1.919925962488e+04,9.599185700147e+03,2.880003004348e+04,1.584719678620e+00
29200,2.880003027127e+04,1.919925495715e+04,9.599181490410e+03,2.880003027707e+04,1.593823714944e+00
29400,2.880003017659e+04,1.919924967049e+04,9.599177254049e+03,2.880003015906e+04,1.603252044923e+00
29600,2.880002971402e+04,1.919924474642e+04,9.599172984990e+03,2.880002969658e+04,1.611982607435e+00
29800,2.880002908993e+04,1.919923967679e+04,9.599168506173e+03,2.880002910149e+04,1.620906968497e+00
30000,2.880002801936e+04,1.919923491464e+04,9.599164095666e+03,2.880002800453e+04,1.629009061930e+00
30200,2.880002872742e+04,1.919923007149e+04,9.599159470746e+03,2.880002872819e+04,1.639185179482e+00
30400,2.880002987796e+04,1.919922423161e+04,9.599154987100e+03,2.880002988547e+04,1.650659242905e+00
30600,2.880003028377e+04,1.919921919593e+04,9.599149973916e+03,2.880003027272e+04,1.661113917398e+00
30800,2.880002944614e+04,1.919921437192e+04,9.599145434096e+03,2.880002944094e+04,1.669640124441e+00
31000,2.880003044565e+04,1.919920964633e+04,9.599141338217e+03,2.880003045052e+04,1.679461102896e+00
31200,2.880003096039e+04,1.919920464359e+04,9.599137206793e+03,2.880003097361e+04,1.689110012157e+00
31400,2.880003109067e+04,1.919919971709e+04,9.599133021955e+03,2.880003108144e+04,1.698351625324e+00
31600,2.880003096763e+04,1.919919434423e+04,9.599128742290e+03,2.880003098112e+04,1.707881111641e+00
31800,2.880003126913e+04,1.919918863592e+04,9.599124653144e+03,2.880003126466e+04,1.717980069079e+00
32000,2.880003078333e+04,1.919918410423e+04,9.599120022664e+03,2.880003078991e+04,1.726656427760e+00
32200,2.880003105231e+04,1.919917907462e+04,9.599115178523e+03,2.880003105694e+04,1.736799168040e+00
32400,2.880003059967e+04,1.919917439020e+04,9.599110973334e+03,2.880003059953e+04,1.745236141211e+00
32600,2.880002971859e+04,1.919916951902e+04,9.599106894406e+03,2.880002970386e+04,1.753305158512e+00
32800,2.880002956786e+04,1.919916457458e+04,9.599102596436e+03,2.880002956021e+04,1.762396839425e+00
33000,2.880002881404e+04,1.919915937950e+04,9.599098331417e+03,2.880002883506e+04,1.771103126197e+00
33200,2.880002892859e+04,1.919915434031e+04,9.599093443951e+03,2.880002894968e+04,1.781144330045e+00
33400,2.880002908624e+04,1.919914948380e+04,9.599088165725e+03,2.880002906221e+04,1.791436715990e+00
33600,2.880002914495e+04,1.919914465820e+04,9.599083624199e+03,2.880002915978e+04,1.800862547272e+00
33800,2.880002932453e+04,1.919913999970e+04,9.599080150445e+03,2.880002933109e+04,1.809174380363e+00
34000,2.880002848249e+04,1.919913462884e+04,9.599076470248e+03,2.880002850306e+04,1.817383396403e+00
34200,2.880002823483e+04,1.919913005376e+04,9.599072171097e+03,2.880002822894e+04,1.826009972208e+00
34400,2.880002937512e+04,1.919912541087e+04,9.599067433467e+03,2.880002935916e+04,1.836530783521e+00
34600,2.880002945169e+04,1.919912005337e+04,9.599062288086e+03,2.880002944040e+04,1.847110235469e+00
34800,2.880002830695e+04,1.919911472207e+04,9.599057670309e+03,2.880002832645e+04,1.855914569485e+00
35000,2.880002748947e+04,1.919911048784e+04,9.599053403066e+03,2.880002749294e+04,1.863598559858e+00
35200,2.880002813079e+04,1.919910592718e+04,9.599049320856e+03,2.880002811837e+04,1.872882754185e+00
35400,2.880002837754e+04,1.919910126982e+04,9.599045678613e+03,2.880002838808e+04,1.881429110597e+00
35600,2.880002845462e+04,1.919909619305e+04,9.599040774529e+03,2.880002846760e+04,1.891487033841e+00
35800,2.880002731258e+04,1.919909117231e+04,9.599036093451e+03,2.880002731270e+04,1.900046821947e+00
36000,2.880002705717e+04,1.919908566110e+04,9.599031163642e+03,2.880002704275e+04,1.910232424663e+00
36200,2.880002762081e+04,1.919908113171e+04,9.599026674374e+03,2.880002758998e+04,1.919814723957e+00
36400,2.880002764348e+04,1.919907593985e+04,9.599022298678e+03,2.880002766073e+04,1.929404946899e+00
36600,2.880002787895e+04,1.919907093336e+04,9.599018104929e+03,2.880002788019e+04,1.938840659952e+00
36800,2.880002817010e+04,1.919906586766e+04,9.599013826384e+03,2.880002815586e+04,1.948476055766e+00
37000,2.880002809999e+04,1.919906080639e+04,9.599009175530e+03,2.880002809542e+04,1.958118069377e+00
37200,2.880002815793e+04,1.919905606874e+04,9.599005220972e+03,2.880002817047e+04,1.966868217227e+00
37400,2.880002858388e+04,1.919905128388e+04,9.599000421515e+03,2.880002859187e+04,1.976878478694e+00
37600,2.880002843379e+04,1.919904639892e+04,9.598995686272e+03,2.880002842677e+04,1.986348593147e+00
37800,2.880002900126e+04,1.919904110722e+04,9.598991959014e+03,2.880002900678e+04,1.995935028415e+00
38000,2.880002939335e+04,1.919903594351e+04,9.598987736137e+03,2.880002940172e+04,2.005713694525e+00
38200,2.880002921049e+04,1.919903106286e+04,9.598983145292e+03,2.880002923262e+04,2.015002333199e+00
38400,2.880002933849e+04,1.919902553858e+04,9.598978056673e+03,2.880002931464e+04,2.025743231943e+00
38600,2.880002989065e+04,1.919902083428e+04,9.598973165529e+03,2.880002986592e+04,2.035890840030e+00
38800,2.880002953992e+04,1.919901559715e+04,9.598968784734e+03,2.880002953649e+04,2.045158037738e+00
39000,2.880002811828e+04,1.919901055758e+04,9.598964580206e+03,2.880002810121e+04,2.052980497836e+00
39200,2.880002760391e+04,1.919900536961e+04,9.598960809430e+03,2.880002760035e+04,2.061424871519e+00
39400,2.880002767566e+04,1.919900039960e+04,9.598956156425e+03,2.880002767420e+04,2.071119639329e+00
39600,2.880002838857e+04,1.919899507854e+04,9.598951302232e+03,2.880002837592e+04,2.082007793051e+00
39800,2.880002829612e+04,1.919899022961e+04,9.598946205143e+03,2.880002831751e+04,2.091861371633e+00
40000,2.880002769495e+04,1.919898520960e+04,9.598941665642e+03,2.880002772117e+04,2.100819705309e+00
40200,2.880002798337e+04,1.919898006858e+04,9.598937802130e+03,2.880002798098e+04,2.110112664064e+00
40400,2.880002779904e+04,1.919897498273e+04,9.598934196747e+03,2.880002781320e+04,2.118619561497e+00
40600,2.880002756625e+04,1.919896904236e+04,9.598929746519e+03,2.880002759862e+04,2.128777374248e+00
40800,2.880002753461e+04,1.919896413310e+04,9.598925116053e+03,2.880002750772e+04,2.138285456953e+00
41000,2.880002743601e+04,1.919895886973e+04,9.598920054929e+03,2.880002742779e+04,2.148511345658e+00
41200,2.880002730251e+04,1.919895351086e+04,9.598916073606e+03,2.880002732611e+04,2.157718044764e+00
41400,2.880002794499e+04,1.919894817660e+04,9.598912286478e+03,2.880002795458e+04,2.167481913615e+00
41600,2.880002804795e+04,1.919894298094e+04,9.598908023936e+03,2.880002803922e+04,2.177043065216e+00
41800,2.880002847018e+04,1.919893771072e+04,9.598903648393e+03,2.880002849054e+04,2.187111067615e+00
42000,2.880002816970e+04,1.919893239329e+04,9.598898990778e+03,2.880002817440e+04,2.196785627541e+00
42200,2.880002762358e+04,1.919892686450e+04,9.598894588593e+03,2.880002763546e+04,2.206170483612e+00
42400,2.880002744845e+04,1.919892175961e+04,9.598890034649e+03,2.880002744716e+04,2.215654191181e+00
42600,2.880002848537e+04,1.919891638610e+04,9.598885856850e+03,2.880002847797e+04,2.226242418898e+00
42800,2.880002893865e+04,1.919891175829e+04,9.598881421567e+03,2.880002893329e+04,2.235758797437e+00
43000,2.880002831813e+04,1.919890655313e+04,9.598876931421e+03,2.880002832645e+04,2.244833572835e+00
43200,2.880002864048e+04,1.919890126671e+04,9.598872419508e+03,2.880002864879e+04,2.254954259841e+00
43400,2.880003008205e+04,1.919889568344e+04,9.598867937559e+03,2.880003009456e+04,2.266461049352e+00
43600,2.880002979339e+04,1.919889059616e+04,9.598862912028e+03,2.880002981794e+04,2.276285198210e+00
43800,2.880002947833e+04,1.919888626353e+04,9.598858706597e+03,2.880002948380e+04,2.284508204051e+00
44000,2.880002901758e+04,1.919888128130e+04,9.598854662811e+03,2.880002901679e+04,2.293073467590e+00
44200,2.880002926612e+04,1.919887636507e+04,9.598850243834e+03,2.880002926910e+04,2.302657219192e+00
44400,2.880002977195e+04,1.919887072981e+04,9.598845708145e+03,2.880002977961e+04,2.313333992633e+00
44600,2.880002933519e+04,1.919886507560e+04,9.598840990321e+03,2.880002933633e+04,2.323269268698e+00
44800,2.880002906564e+04,1.919885994833e+04,9.598836930387e+03,2.880002906799e+04,2.332186921052e+00
45000,2.880002969511e+04,1.919885471639e+04,9.598831881726e+03,2.880002969658e+04,2.343096994107e+00
45200,2.880002970731e+04,1.919885014399e+04,9.598827289149e+03,2.880002972901e+04,2.352274171657e+00
45400,2.880002979618e+04,1.919884477218e+04,9.598823572124e+03,2.880002978951e+04,2.361451869230e+00
45600,2.880002984127e+04,1.919884025502e+04,9.598819533752e+03,2.880002985656e+04,2.370052498662e+00
45800,2.880002971125e+04,1.919883512428e+04,9.598814327911e+03,2.880002971691e+04,2.380259055146e+00
46000,2.880002973749e+04,1.919882979386e+04,9.598809552465e+03,2.880002974921e+04,2.390391161238e+00
46200,2.880002915685e+04,1.919882474992e+04,9.598804665978e+03,2.880002913475e+04,2.399740955809e+00
46400,2.880002883296e+04,1.919882006109e+04,9.598799873936e+03,2.880002882826e+04,2.408897933943e+00
46600,2.880002853075e+04,1.919881532556e+04,9.598795365298e+03,2.880002854478e+04,2.417839888887e+00
46800,2.880002798351e+04,1.919881039146e+04,9.598791310624e+03,2.880002796501e+04,2.426281427179e+00
47000,2.880002773211e+04,1.919880540654e+04,9.598786664939e+03,2.880002773839e+04,2.435660623309e+00
47200,2.880002722035e+04,1.919880032763e+04,9.598782302458e+03,2.880002722955e+04,2.444590260682e+00
47400,2.880002751024e+04,1.919879500829e+04,9.598777478037e+03,2.880002749157e+04,2.455023913557e+00
47600,2.880002589323e+04,1.919878992400e+04,9.598772461850e+03,2.880002589655e+04,2.463507379669e+00
47800,2.880002540620e+04,1.919878419131e+04,9.598768208831e+03,2.880002539492e+04,2.473006062350e+00
48000,2.880002484453e+04,1.919877928525e+04,9.598764100240e+03,2.880002483410e+04,2.481459037384e+00
48200,2.880002437193e+04,1.919877418163e+04,9.598759767859e+03,2.880002436739e+04,2.490422445633e+00
48400,2.880002400181e+04,1.919876973331e+04,9.598754730959e+03,2.880002400416e+04,2.499537532047e+00
48600,2.880002429591e+04,1.919876432468e+04,9.598749726533e+03,2.880002430063e+04,2.510244699930e+00
48800,2.880002229215e+04,1.919875916595e+04,9.598744805623e+03,2.880002230591e+04,2.518320578471e+00
49000,2.880002156976e+04,1.919875362446e+04,9.598740487432e+03,2.880002154785e+04,2.527457872822e+00
49200,2.880002111874e+04,1.919874872011e+04,9.598736332064e+03,2.880002108955e+04,2.536066568038e+00
49400,2.880002014431e+04,1.919874341502e+04,9.598732010597e+03,2.880002015465e+04,2.544718688352e+00
49600,2.880001859245e+04,1.919873814547e+04,9.598727473341e+03,2.880001856279e+04,2.552973636797e+00
49800,2.880001882081e+04,1.919873341816e+04,9.598722356449e+03,2.880001880825e+04,2.563046202511e+00
50000,2.880001830875e+04,1.919872852726e+04,9.598717752019e+03,2.880001832312e+04,2.572029465613e+00
50200,2.880001784075e+04,1.919872241032e+04,9.598713289107e+03,2.880001784617e+04,2.582141320116e+00
50400,2.880001795102e+04,1.919871694426e+04,9.598708210883e+03,2.880001795316e+04,2.592795873708e+00
50600,2.880001658238e+04,1.919871256445e+04,9.598703657583e+03,2.880001658779e+04,2.600360350014e+00
50800,2.880001687243e+04,1.919870842713e+04,9.598699536273e+03,2.880001685774e+04,2.608909027374e+00
51000,2.880001712757e+04,1.919870406421e+04,9.598694098640e+03,2.880001712245e+04,2.618964720456e+00
51200,2.880001671395e+04,1.919869934594e+04,9.598689357692e+03,2.880001673222e+04,2.628010321398e+00
51400,2.880001678692e+04,1.919869393709e+04,9.598685141643e+03,2.880001678067e+04,2.637708180808e+00
51600,2.880001726320e+04,1.919868863676e+04,9.598680928076e+03,2.880001725543e+04,2.647698356439e+00
51800,2.880001621499e+04,1.919868300316e+04,9.598676490025e+03,2.880001622349e+04,2.656721800739e+00
52000,2.880001583317e+04,1.919867810464e+04,9.598671522165e+03,2.880001582509e+04,2.666206365864e+00
52200,2.880001551747e+04,1.919867360322e+04,9.598667089325e+03,2.880001553482e+04,2.674824927239e+00
52400,2.880001437597e+04,1.919866851265e+04,9.598662231936e+03,2.880001438248e+04,2.683631380678e+00
52600,2.880001416831e+04,1.919866295792e+04,9.598657670576e+03,2.880001417238e+04,2.693539816286e+00
