iter,dMr,dMb,sumR_r,sumR_b,sumdacc_r,sumdacc_b,resid_r,resid_b
73,-3.258051583543e-05,-9.781988410396e-06,-6.710660310159e-06,1.229879330468e-05,-2.586985370629e-05,-2.208078216982e-05,-1.818989403546e-12,4.547473508865e-13
74,-2.026229412877e-05,-2.751790816546e-06,5.238591160555e-06,6.709125508203e-06,-2.550088892730e-05,-9.460916779497e-06,3.637978807092e-12,4.547473508865e-13
75,-1.873261135188e-05,-9.764409696800e-06,6.378049048453e-06,9.523717695009e-06,-2.511066040033e-05,-1.928812602757e-05,0.000000000000e+00,-1.364242052659e-12
76,-2.257282540086e-05,-2.812414095388e-06,2.024169499270e-06,8.630370612284e-06,-2.459699490013e-05,-1.144278516242e-05,0.000000000000e+00,4.547473508865e-13
77,-9.256767953048e-06,-1.703050838842e-05,6.982297696077e-06,7.409237520678e-06,-1.623906883236e-05,-2.443974590909e-05,3.183231456205e-12,0.000000000000e+00
78,-1.482075458625e-05,-7.061125870678e-06,1.121047668728e-05,3.818064705549e-06,-2.603122809030e-05,-1.087919103097e-05,-3.183231456205e-12,4.547473508865e-13
79,5.092522769701e-06,-6.650492650806e-06,2.718786672236e-05,1.164167417471e-05,-2.209534349791e-05,-1.829216728026e-05,-4.547473508865e-13,4.547473508865e-13
80,6.216978363227e-06,-5.079091351945e-06,2.355171907143e-05,1.362906795339e-05,-1.733474116295e-05,-1.870815839584e-05,4.547473508865e-13,-9.094947017729e-13
81,-8.904371497920e-06,-8.520926712663e-06,1.700716579971e-05,4.326619200425e-06,-2.591153638813e-05,-1.284754591309e-05,-9.094947017729e-13,0.000000000000e+00
82,-1.520546720712e-05,-5.872649126104e-06,1.336818375903e-05,9.007332653199e-06,-2.857365233040e-05,-1.487998223405e-05,1.364242052659e-12,4.547473508865e-13
83,-2.450970714563e-05,-1.252009315067e-05,-6.733675232971e-07,1.507956694258e-05,-2.383633780334e-05,-2.759966054800e-05,-1.818989403546e-12,4.547473508865e-13
84,-1.156351936515e-05,-9.530938768876e-06,1.510093173928e-05,1.539017172177e-05,-2.666445292342e-05,-2.492111094540e-05,1.818989403546e-12,4.547473508865e-13
85,-6.153135473141e-06,-1.873843575595e-05,1.459930492361e-05,5.545663599597e-06,-2.075244039675e-05,-2.428409890080e-05,0.000000000000e+00,-4.547473508865e-13
86,-2.528564073145e-05,-5.583266101894e-06,8.470111428120e-06,1.762861426768e-05,-3.375575397856e-05,-2.321187946008e-05,1.818989403546e-12,-9.094947017729e-13
87,-3.304722486064e-05,-7.079646820785e-06,-3.865594917384e-06,1.347411658284e-05,-2.918162948851e-05,-2.055376340362e-05,-4.547473508865e-13,0.000000000000e+00
88,-1.106803028961e-05,-3.300428943476e-06,1.427486966672e-05,1.372656282450e-05,-2.534289995633e-05,-1.702699176797e-05,0.000000000000e+00,0.000000000000e+00
89,-2.707069143071e-05,-2.550817953306e-06,7.159050817147e-06,1.192556195976e-05,-3.422974224786e-05,-1.447638127731e-05,0.000000000000e+00,1.364242052659e-12
90,-4.373302363092e-05,8.017463187571e-06,-5.986503363275e-06,2.121332290825e-05,-3.774651935815e-05,-1.319585926593e-05,-9.094947017729e-13,-4.547473508865e-13
91,-1.472188159823e-06,-8.803192031337e-06,1.671666202182e-05,1.184441084572e-05,-1.818884927215e-05,-2.064760287705e-05,-9.094947017729e-13,0.000000000000e+00
92,-1.929193967953e-05,-5.844602128491e-06,-1.691026584886e-06,1.161497351241e-05,-1.760091218515e-05,-1.745957564090e-05,-9.094947017729e-13,0.000000000000e+00
93,-3.825974999927e-06,-7.867989552324e-06,1.688404930853e-05,6.842016935713e-06,-2.071002612744e-05,-1.471000603329e-05,1.818989403546e-12,-4.547473508865e-13
94,-2.768197009573e-05,-1.104843249777e-06,5.724117978331e-06,1.846528261934e-05,-3.340608761931e-05,-1.957012632387e-05,-4.547473508865e-13,4.547473508865e-13
95,-1.102798705688e-05,7.743929018034e-07,1.638906764063e-05,1.575868069840e-05,-2.741705788074e-05,-1.498428688710e-05,3.183231456205e-12,-9.094947017729e-13
96,-2.999454591190e-05,-5.773174052592e-06,1.477735213308e-06,1.581962656537e-05,-3.147227566824e-05,-2.159280061797e-05,-5.456968210638e-12,0.000000000000e+00
97,-1.992389297811e-05,-3.032235326828e-06,5.422898778269e-06,1.587643234820e-05,-2.534679721335e-05,-1.890866858452e-05,5.456968210638e-12,9.094947017729e-13
98,-1.755833363859e-05,1.142528708442e-05,4.101801030513e-06,1.859237260012e-05,-2.166013603335e-05,-7.167084151462e-06,1.364242052659e-12,-1.364242052659e-12
99,-4.294938844396e-05,-8.913721103454e-07,-7.860911216646e-06,1.026092880691e-05,-3.508847586307e-05,-1.115230182675e-05,-1.364242052659e-12,9.094947017729e-13
100,-6.403988663806e-06,-1.844733196776e-05,6.586333941281e-06,1.171595111005e-05,-1.299031851236e-05,-3.016328353256e-05,-4.092726157978e-12,4.547473508865e-13
101,-1.752745083650e-05,-7.981241651578e-06,-3.680129853310e-06,1.207323160744e-05,-1.384732143793e-05,-2.005447189477e-05,4.547473508865e-13,-1.364242052659e-12
102,-1.219761179527e-05,3.030461812159e-06,6.446006187366e-06,1.713100167956e-05,-1.864361980163e-05,-1.410053941265e-05,1.818989403546e-12,-4.547473508865e-13
103,-2.991461951751e-05,4.499655915424e-06,-1.737778479643e-05,1.691426280920e-05,-1.253683381158e-05,-1.241460689378e-05,-9.094947017729e-13,0.000000000000e+00
104,-1.998332299991e-05,-1.160776264442e-05,-1.954993846544e-05,9.564900873732e-06,-4.333822607317e-07,-2.117266488239e-05,-2.273736754432e-12,1.364242052659e-12
105,-2.924379077740e-05,7.181612090790e-06,-5.078008531726e-06,1.855576997424e-05,-2.416578315517e-05,-1.137415879295e-05,9.094947017729e-13,9.094947017729e-13
106,-1.495426113252e-05,-1.454784069210e-05,-4.141245426227e-06,8.840823759096e-06,-1.081301616104e-05,-2.338866263221e-05,4.547473508865e-13,-1.818989403546e-12
107,-1.398765743943e-05,-8.974602678791e-06,-5.086013393493e-06,1.539131496238e-05,-8.901644955431e-06,-2.436591764117e-05,9.094947017729e-13,0.000000000000e+00
108,-1.831148983911e-05,-8.475964932586e-06,-1.082546259769e-05,1.838793234889e-05,-7.486030424645e-06,-2.686389819097e-05,3.183231456205e-12,9.094947017729e-13
109,-1.463517401135e-05,-5.448373485706e-06,-7.903088146519e-06,8.287902885887e-06,-6.732079043616e-06,-1.373627500735e-05,-6.821210263297e-12,-1.364242052659e-12
110,-9.907613275573e-06,-1.073570092558e-05,1.011631643349e-05,1.118112814654e-05,-2.002393607553e-05,-2.191682998161e-05,6.366462912410e-12,9.094947017729e-13
111,-1.493723539170e-05,-1.303325734625e-05,-1.230516553669e-06,5.212315064347e-06,-1.370671338106e-05,-1.824557241060e-05,-5.456968210638e-12,0.000000000000e+00
112,-2.270521508763e-05,-4.313416866353e-06,-9.121413376481e-06,7.734291421013e-06,-1.358380262064e-05,-1.204770874211e-05,9.094947017729e-13,4.547473508865e-13
113,-6.097106961533e-06,5.721307388740e-06,7.506729310031e-06,1.179734942742e-05,-1.360384127379e-05,-6.076041583930e-06,5.002220859751e-12,-4.547473508865e-13
114,-1.182299456559e-06,1.652982973610e-06,5.892018591308e-07,1.237691052880e-05,-1.771495858722e-06,-1.072392664569e-05,-5.456968210638e-12,-9.094947017729e-13
115,-4.074998287251e-06,-4.432622517925e-07,-6.093739372535e-06,1.096265518707e-05,2.018738811547e-06,-1.140591834836e-05,2.273736754432e-12,9.094947017729e-13
116,-4.612389602698e-06,8.308088581543e-07,1.569079213517e-06,1.545246981548e-05,-6.181467451974e-06,-1.462166095732e-05,-1.364242052659e-12,0.000000000000e+00
117,-6.080383172957e-06,-8.337519830093e-06,5.331737848305e-06,8.809080963037e-06,-1.141212420449e-05,-1.714660215737e-05,3.183231456205e-12,1.364242052659e-12
118,-3.312853732496e-05,-2.522683644202e-07,-1.443734170599e-05,8.692080757026e-06,-1.869119289049e-05,-8.944348666699e-06,-2.728484105319e-12,-4.547473508865e-13
119,-1.350098682451e-05,9.016039257403e-07,4.321582249949e-06,5.821358790919e-06,-1.782256907446e-05,-4.919753500937e-06,0.000000000000e+00,-1.364242052659e-12
120,-3.270146407885e-05,7.246278983075e-06,-6.827663337411e-06,1.101094012033e-05,-2.587380256043e-05,-3.764662501493e-06,1.818989403546e-12,1.364242052659e-12
121,5.087058525532e-07,-6.596146704396e-07,1.194064550467e-05,5.442442500191e-06,-1.143194192586e-05,-6.102056715883e-06,2.273736754432e-12,-4.547473508865e-13
122,-2.077419048874e-05,9.095159839489e-06,3.246763733138e-06,1.490101598927e-05,-2.402094831016e-05,-5.805855240285e-06,-5.911715561524e-12,-9.094947017729e-13
123,-1.143724875874e-05,-6.079488230171e-06,-1.078834648365e-06,7.429383410027e-06,-1.035841729361e-05,-1.350887300444e-05,3.183231456205e-12,1.364242052659e-12
124,-1.268595951842e-06,-1.483931555413e-07,3.526469648781e-06,4.289666586728e-06,-4.795066510118e-06,-4.438059742269e-06,9.094947017729e-13,0.000000000000e+00
125,-7.857383025112e-06,-3.070876118727e-06,2.151095521659e-06,9.950116994725e-06,-1.000847809202e-05,-1.302099220396e-05,-4.547473508865e-13,-9.094947017729e-13
126,9.610648703529e-06,4.804374839296e-06,1.295356828871e-05,1.387282536354e-05,-3.342921404172e-06,-9.068451433738e-06,1.818989403546e-12,9.094947017729e-13
127,-4.209548933432e-06,-2.315764504601e-06,2.386407707652e-06,7.986308423726e-06,-6.595957550578e-06,-1.030207247358e-05,9.094947017729e-13,-4.547473508865e-13
128,1.572108885739e-06,1.749308103172e-05,-5.360487744491e-07,1.117556458508e-05,2.108160843420e-06,6.317516446638e-06,-3.183231456205e-12,0.000000000000e+00
129,-1.947424607351e-06,9.699504516902e-06,-8.038128022509e-06,1.385671665812e-05,6.090703869905e-06,-4.157211231721e-06,-4.547473508865e-13,-9.094947017729e-13
130,-1.733985845931e-05,3.006656697835e-06,5.718365762007e-08,9.435916119322e-06,-1.739704257168e-05,-6.429260785729e-06,4.547473508865e-13,1.364242052659e-12
131,5.679801688530e-06,6.890222721267e-07,1.333202775624e-05,1.956341871274e-05,-7.652224703464e-06,-1.887439598587e-05,-1.364242052659e-12,-4.547473508865e-13
132,-5.660753231496e-06,4.552974132821e-06,3.538586537771e-06,1.284404053547e-05,-9.199342497751e-06,-8.291065947897e-06,2.728484105319e-12,-4.547473508865e-13
133,-4.117133357795e-06,-2.235292413388e-06,1.958697254035e-06,9.040865043305e-06,-6.075829702335e-06,-1.127615791144e-05,-9.094947017729e-13,4.547473508865e-13
134,-9.301405953011e-06,1.695030732662e-06,1.386390277372e-05,1.001135009366e-05,-2.316531009098e-05,-8.316319361002e-06,1.364242052659e-12,0.000000000000e+00
135,-3.588960680645e-06,-1.295375113841e-05,6.691869481766e-06,5.293265490474e-06,-1.028082788867e-05,-1.824701662889e-05,-2.273736754432e-12,0.000000000000e+00
136,-9.769057214726e-06,8.923349014367e-06,1.613743332425e-05,1.351217961144e-05,-2.590649235797e-05,-4.588831961311e-06,1.818989403546e-12,1.364242052659e-12
137,-1.257363328477e-05,-1.819078534027e-06,8.678002087524e-06,8.498389115548e-06,-2.125163127957e-05,-1.031746628533e-05,-4.092726157978e-12,-1.364242052659e-12
138,6.357819074765e-06,5.165748007130e-08,-1.346384711468e-06,4.707037611572e-06,7.704204695728e-06,-4.655380131500e-06,-9.094947017729e-13,0.000000000000e+00
139,-3.105369250989e-05,-6.249687430682e-06,6.100563796712e-06,1.326356876187e-05,-3.715425630660e-05,-1.951325573781e-05,0.000000000000e+00,-4.547473508865e-13
140,2.562985173427e-06,-5.981301001157e-06,1.897447611844e-07,1.361695186748e-05,2.373240412242e-06,-1.959825377814e-05,0.000000000000e+00,9.094947017729e-13
141,-2.511471393518e-06,-1.365814387100e-05,1.952813091981e-06,2.830287236490e-06,-4.464289487720e-06,-1.648843019799e-05,5.002220859751e-12,-9.094947017729e-13
142,1.983989932342e-05,3.325350917294e-06,2.335746569315e-05,1.730999810574e-05,-3.517565460236e-06,-1.398464673370e-05,-9.094947017729e-13,-4.547473508865e-13
143,-1.079520006897e-05,-8.514796718373e-06,7.408697273640e-06,1.015354542034e-05,-1.820390098059e-05,-1.866834350296e-05,3.637978807092e-12,1.364242052659e-12
144,-8.549963240512e-06,-1.745269400999e-06,1.286458219910e-05,8.544544895923e-06,-2.141453770891e-05,-1.028981338743e-05,-7.730704965070e-12,-9.094947017729e-13
145,-1.856160815805e-05,-3.595603629947e-06,-3.080681064759e-06,6.036694552049e-06,-1.548093255026e-05,-9.632298181995e-06,5.456968210638e-12,0.000000000000e+00
146,-1.911543222377e-06,-1.639500987949e-05,8.679066420678e-06,5.251091610880e-06,-1.059060600508e-05,-2.164610239986e-05,-3.637978807092e-12,9.094947017729e-13
147,5.049947503721e-06,-8.284450814244e-06,2.288451251360e-05,1.494839848365e-05,-1.783456364564e-05,-2.323284884314e-05,-1.364242052659e-12,-4.547473508865e-13
148,-2.073208452202e-05,-1.250170134881e-05,-5.821216314702e-06,7.458662638113e-06,-1.491086957156e-05,-1.996036353218e-05,1.364242052659e-12,-4.547473508865e-13
149,-1.774321572157e-05,2.190827217419e-06,-2.886293488473e-06,1.285396589510e-05,-1.485692587107e-05,-1.066313913243e-05,3.637978807092e-12,4.547473508865e-13
150,-1.004826481221e-05,-1.625478034839e-06,9.468219334566e-07,1.687021556003e-05,-1.099508265294e-05,-1.849569404962e-05,-4.092726157978e-12,4.547473508865e-13
151,-3.279674274381e-05,-1.424079709977e-05,7.909485849641e-06,5.700247567548e-06,-4.070623450517e-05,-1.994104512207e-05,5.911715561524e-12,4.547473508865e-13
152,-1.632056955714e-05,-1.398137646902e-05,8.122629203745e-06,1.002137705348e-05,-2.444319193967e-05,-2.400275261300e-05,-6.821210263297e-12,-9.094947017729e-13
153,2.321761712665e-06,-9.983059499064e-06,1.892385144120e-05,1.170047463116e-05,-1.660209427600e-05,-2.168353549446e-05,4.547473508865e-12,1.364242052659e-12
154,-1.594681452843e-05,-1.046711986419e-06,2.994992689315e-06,1.507080476912e-05,-1.894180448926e-05,-1.611751539129e-05,-2.728484105319e-12,-1.364242052659e-12
155,-2.658343873918e-06,-1.052693187376e-05,2.728168429042e-05,1.302060211208e-05,-2.994002816433e-05,-2.354753489533e-05,0.000000000000e+00,9.094947017729e-13
156,1.098924258258e-05,-1.369387973682e-06,2.142372566967e-05,1.816196876251e-05,-1.043448445133e-05,-1.953135582670e-05,1.364242052659e-12,-9.094947017729e-13
157,-3.106246731477e-05,-8.643228284200e-06,1.082637725951e-06,8.817341612724e-06,-3.214510367648e-05,-1.746057080642e-05,-1.364242052659e-12,9.094947017729e-13
158,-2.434402995277e-05,-1.307062120759e-06,8.338817817577e-06,2.098298257563e-05,-3.268284640611e-05,-2.229004469639e-05,-1.364242052659e-12,0.000000000000e+00
159,-1.884137600427e-05,6.272621249082e-07,-2.950458995437e-08,1.917242420930e-05,-1.881187277856e-05,-1.854516208439e-05,1.364242052659e-12,0.000000000000e+00
