iter,dMr,dMb,sumR_r,sumR_b,sumdacc_r,sumdacc_b,resid_r,resid_b
160,-8.440121746389e-06,1.218697434524e-06,1.552945030766e-05,1.855044092347e-05,-2.396957296355e-05,-1.733174166995e-05,9.094947017729e-13,-1.818989403546e-12
161,-2.631023744470e-05,5.044083081884e-06,8.327707845001e-06,2.234593108636e-05,-3.463794619920e-05,-1.730184845923e-05,9.094947017729e-13,4.547473508865e-13
162,-3.215588731109e-05,8.204804544221e-06,-2.904660890122e-06,2.503053426077e-05,-2.925122733046e-05,-1.682572971655e-05,9.094947017729e-13,0.000000000000e+00
163,-2.345252141822e-06,4.569556040224e-06,1.717093502790e-05,1.866386090760e-05,-1.951618444124e-05,-1.409430486738e-05,-2.728484105319e-12,0.000000000000e+00
164,-2.658032826730e-05,-7.846918379073e-06,1.566355999151e-05,1.561946416005e-05,-4.224389098729e-05,-2.346638299387e-05,2.728484105319e-12,4.547473508865e-13
165,-1.078548666555e-05,2.521828719182e-06,2.530136658349e-05,1.325953648698e-05,-3.608685097530e-05,-1.073770731305e-05,-2.273736754432e-12,-4.547473508865e-13
166,-3.838904376607e-06,-1.855187292676e-06,1.884119286185e-05,1.483860153862e-05,-2.268009496472e-05,-1.669379019553e-05,-2.273736754432e-12,1.364242052659e-12
167,-1.771732786437e-05,2.335824319744e-06,-6.194335890078e-06,1.208988981179e-05,-1.152299151955e-05,-9.754065492050e-06,-4.547473508865e-13,0.000000000000e+00
168,-3.344939614180e-06,9.678533388069e-07,4.498328069183e-06,1.405139771805e-05,-7.843273595079e-06,-1.308354301500e-05,5.911715561524e-12,-1.364242052659e-12
169,-9.747203876032e-06,8.759350748733e-06,4.165129066643e-06,1.024573459157e-05,-1.391232839520e-05,-1.486385207081e-06,-4.547473508865e-12,1.364242052659e-12
170,-2.563699308666e-05,7.808321242919e-07,7.302099002634e-06,1.393452197642e-05,-3.293909117980e-05,-1.315368894263e-05,-9.094947017729e-13,-9.094947017729e-13
171,-1.320039882557e-05,-6.452988600358e-06,1.326316863457e-05,6.116374999372e-06,-2.646356927913e-05,-1.256936269024e-05,1.818989403546e-12,-9.094947017729e-13
172,-1.314642213401e-05,-3.832456059172e-06,-1.442046687419e-06,6.266044149116e-06,-1.170437635609e-05,-1.009850157253e-05,9.094947017729e-13,1.364242052659e-12
173,-1.010085907183e-05,-2.245500581921e-06,9.412298720753e-07,1.493992454275e-05,-1.104209121764e-05,-1.718542421518e-05,2.273736754432e-12,-9.094947017729e-13
174,-1.373518898617e-06,1.281749791815e-05,7.906552574388e-06,2.765400432346e-05,-9.280065106543e-06,-1.483650686006e-05,-6.366462912410e-12,4.547473508865e-13
175,-6.135211151559e-06,2.091106580338e-06,1.254253993292e-05,1.917144330237e-05,-1.867775244872e-05,-1.708033581254e-05,1.364242052659e-12,-9.094947017729e-13
176,-6.435118848458e-06,1.426016751793e-06,3.287382639827e-06,1.103638828926e-05,-9.722505126263e-06,-9.610371537467e-06,3.637978807092e-12,0.000000000000e+00
177,-2.136092371074e-05,8.529452315997e-06,1.166281856786e-05,2.081174970648e-05,-3.302374045961e-05,-1.228229875472e-05,-1.818989403546e-12,1.364242052659e-12
178,-7.233054930111e-06,-3.744462446775e-06,5.256228907227e-06,1.224717373053e-05,-1.248928474683e-05,-1.599163481307e-05,9.094947017729e-13,-1.364242052659e-12
179,-3.386326716281e-05,-1.119871740229e-05,1.120271248425e-06,1.098907837954e-05,-3.498353841124e-05,-2.218779760082e-05,0.000000000000e+00,1.818989403546e-12
180,-1.558045551064e-05,1.536365925858e-05,1.459650707669e-06,1.732436888195e-05,-1.704010485407e-05,-1.960708713875e-06,-1.364242052659e-12,-9.094947017729e-13
181,-2.002994733630e-06,6.658581696684e-06,1.863899668110e-05,7.444251999858e-06,-2.064199232423e-05,-7.856698484273e-07,9.094947017729e-13,-4.547473508865e-13
182,-1.276351758861e-05,1.096661617339e-05,1.239907972344e-05,2.532929134723e-05,-2.516259731205e-05,-1.436267471909e-05,0.000000000000e+00,-4.547473508865e-13
183,-3.615107198129e-05,2.064440195682e-06,-4.231844402687e-06,9.614619197316e-06,-3.191922985234e-05,-7.550180365877e-06,2.273736754432e-12,1.364242052659e-12
184,-3.747118171304e-06,-2.561680958024e-06,1.313296234675e-05,1.208888889408e-05,-1.688007688007e-05,-1.465056939736e-05,-3.637978807092e-12,-4.547473508865e-13
185,-1.810622052290e-08,-7.148428267101e-07,-1.364886375478e-06,1.337372896193e-05,1.346781064450e-06,-1.408857269814e-05,-9.094947017729e-13,9.094947017729e-13
186,-3.014057074324e-05,1.291396620218e-05,-4.054366034845e-06,2.356488478613e-05,-2.608620516314e-05,-1.065091721971e-05,4.547473508865e-13,-1.364242052659e-12
187,4.028162948089e-06,-6.790727638872e-06,7.978954064527e-06,1.315462010698e-05,-3.950796573406e-06,-1.994534911010e-05,5.456968210638e-12,1.364242052659e-12
188,5.294677976053e-07,8.445607818430e-06,1.308113944795e-05,2.006788013209e-05,-1.255167119559e-05,-1.162227094942e-05,-4.547473508865e-13,-1.364242052659e-12
189,-6.859660061309e-06,-4.132878530072e-06,1.062180980549e-05,1.856774362849e-05,-1.748146350033e-05,-2.270062170381e-05,-6.366462912410e-12,-4.547473508865e-13
190,-1.417870589648e-05,-1.695829269011e-06,-7.530022580573e-06,2.010482547104e-05,-6.648684225405e-06,-2.180065474005e-05,9.094947017729e-13,0.000000000000e+00
191,-1.765130218701e-05,4.087411070941e-06,1.738446299513e-05,1.935423847560e-05,-3.503576609163e-05,-1.526682785941e-05,9.094947017729e-13,4.547473508865e-13
192,-8.432070899289e-06,5.072579369880e-07,1.021435698565e-05,1.594595048577e-05,-1.864642924918e-05,-1.543869163929e-05,1.364242052659e-12,-9.094947017729e-13
193,-8.349248673767e-06,-1.086253178073e-06,1.101568195745e-05,5.456648578261e-06,-1.936493199546e-05,-6.542903120577e-06,1.364242052659e-12,1.364242052659e-12
194,-1.656847598497e-05,6.268706783885e-06,-4.320651187740e-06,1.546141370479e-05,-1.224782616147e-05,-9.192708285142e-06,1.364242052659e-12,1.364242052659e-12
195,-2.419019801891e-05,2.863071131287e-06,1.959607481778e-06,1.061712827104e-05,-2.614980322696e-05,-7.754055320765e-06,-2.273736754432e-12,-1.818989403546e-12
196,-9.658851922723e-06,-1.506270200480e-05,1.181091202535e-05,1.102347970258e-05,-2.146976485757e-05,-2.608618307162e-05,9.094947017729e-13,1.364242052659e-12
197,-1.589493331267e-05,-5.370948201744e-07,1.416691964951e-05,1.076569330084e-05,-3.006184886945e-05,-1.130278675677e-05,-4.092726157978e-12,-1.364242052659e-12
198,-1.364210038446e-05,5.874633643543e-06,2.376429140468e-05,1.397920676953e-05,-3.740639542712e-05,-8.104574035482e-06,3.637978807092e-12,9.094947017729e-13
199,3.201501385774e-06,-8.360460924450e-06,1.431702732396e-05,1.158314986758e-05,-1.111552275495e-05,-1.994360988254e-05,-3.183231456205e-12,-9.094947017729e-13
