step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs,umax
1100,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1200,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1300,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1400,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1500,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1600,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1700,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1800,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1900,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2000,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2100,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2200,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2300,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2400,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2500,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2600,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2700,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2800,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2900,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3000,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3100,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3200,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3300,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3400,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3500,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3600,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3700,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3800,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
3900,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4000,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4100,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4200,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4300,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4400,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4500,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4600,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4700,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4800,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
4900,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
5000,3.276801171875e+04,3.276801171875e+04,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,3.276801171875e+04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
