step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs
1,2.880000770438e+04,2.880000770438e+04,1.919999932665e+04,9.599999361098e+03,0.000000000000e+00,0.000000000000e+00,2.880001024532e+04,0.000000000000e+00,9.016633033752e-03,-2.540946006775e-03,-1.155757904053e-02
200,2.880001315514e+04,2.880001315514e+04,1.919998839286e+04,9.599991974006e+03,0.000000000000e+00,0.000000000000e+00,2.880001311564e+04,0.000000000000e+00,3.278827807299e-02,3.949925303459e-05,-3.274877881995e-02
400,2.880001302138e+04,2.880001302138e+04,1.919998404665e+04,9.599987325531e+03,0.000000000000e+00,0.000000000000e+00,2.880001300830e+04,0.000000000000e+00,4.164920061521e-02,1.308508217335e-05,-4.163611553304e-02
600,2.880001450589e+04,2.880001450589e+04,1.919998017680e+04,9.599982135825e+03,0.000000000000e+00,0.000000000000e+00,2.880001451057e+04,0.000000000000e+00,5.219325630060e-02,-4.686415195465e-06,-5.219794271397e-02
800,2.880001482680e+04,2.880001482680e+04,1.919997571131e+04,9.599976724225e+03,0.000000000000e+00,0.000000000000e+00,2.880001482344e+04,0.000000000000e+00,6.239126438231e-02,3.358349204063e-06,-6.238790603311e-02
1000,2.880001496528e+04,2.880001496528e+04,1.919997125435e+04,9.599971280434e+03,0.000000000000e+00,0.000000000000e+00,2.880001495719e+04,0.000000000000e+00,7.243049810859e-02,8.087605237961e-06,-7.242241050335e-02
1200,2.880001538218e+04,2.880001538218e+04,1.919996662741e+04,9.599965951157e+03,0.000000000000e+00,0.000000000000e+00,2.880001538646e+04,0.000000000000e+00,8.280360964636e-02,-4.285946488380e-06,-8.280789559285e-02
1400,2.880001588538e+04,2.880001588538e+04,1.919996204566e+04,9.599960463333e+03,0.000000000000e+00,0.000000000000e+00,2.880001589555e+04,0.000000000000e+00,9.337638490797e-02,-1.016445457935e-05,-9.338654936437e-02
1600,2.880001628945e+04,2.880001628945e+04,1.919995738646e+04,9.599954671825e+03,0.000000000000e+00,0.000000000000e+00,2.880001631105e+04,0.000000000000e+00,1.042311643123e-01,-2.159923315048e-05,-1.042527635436e-01
1800,2.880001665835e+04,2.880001665835e+04,1.919995226913e+04,9.599949095261e+03,0.000000000000e+00,0.000000000000e+00,2.880001664960e+04,0.000000000000e+00,1.152939667736e-01,8.748844265938e-06,-1.152852179293e-01
2000,2.880001678583e+04,2.880001678583e+04,1.919994737761e+04,9.599943739955e+03,0.000000000000e+00,0.000000000000e+00,2.880001679349e+04,0.000000000000e+00,1.256682726653e-01,-7.655471563339e-06,-1.256759281387e-01
2200,2.880001724209e+04,2.880001724209e+04,1.919994242366e+04,9.599938171365e+03,0.000000000000e+00,0.000000000000e+00,2.880001723671e+04,0.000000000000e+00,1.366470663415e-01,5.381181836128e-06,-1.366416851597e-01
2400,2.880001718078e+04,2.880001718078e+04,1.919993740163e+04,9.599932798371e+03,0.000000000000e+00,0.000000000000e+00,2.880001719397e+04,0.000000000000e+00,1.469807837566e-01,-1.319125294685e-05,-1.469939750095e-01
2600,2.880001701504e+04,2.880001701504e+04,1.919993241658e+04,9.599927154238e+03,0.000000000000e+00,0.000000000000e+00,2.880001700175e+04,0.000000000000e+00,1.574442185811e-01,1.329183578491e-05,-1.574309267453e-01
2800,2.880001692190e+04,2.880001692190e+04,1.919992770245e+04,9.599921572178e+03,0.000000000000e+00,0.000000000000e+00,2.880001692903e+04,0.000000000000e+00,1.676472732870e-01,-7.128342986107e-06,-1.676544016300e-01
3000,2.880001704931e+04,2.880001704931e+04,1.919992288540e+04,9.599915888543e+03,0.000000000000e+00,0.000000000000e+00,2.880001703864e+04,0.000000000000e+00,1.782753614389e-01,1.066364347935e-05,-1.782646977954e-01
3200,2.880001750606e+04,2.880001750606e+04,1.919991820333e+04,9.599910084025e+03,0.000000000000e+00,0.000000000000e+00,2.880001748633e+04,0.000000000000e+00,1.892187056037e-01,1.972913742065e-05,-1.891989764663e-01
3400,2.880001729842e+04,2.880001729842e+04,1.919991313420e+04,9.599904209481e+03,0.000000000000e+00,0.000000000000e+00,2.880001731688e+04,0.000000000000e+00,1.999547318337e-01,-1.846253871918e-05,-1.999731943724e-01
3600,2.880001744107e+04,2.880001744107e+04,1.919990815526e+04,9.599898611030e+03,0.000000000000e+00,0.000000000000e+00,2.880001743180e+04,0.000000000000e+00,2.106747873549e-01,9.277835488319e-06,-2.106655095195e-01
3800,2.880001802700e+04,2.880001802700e+04,1.919990333907e+04,9.599893170139e+03,0.000000000000e+00,0.000000000000e+00,2.880001803178e+04,0.000000000000e+00,2.215177925791e-01,-4.773959517479e-06,-2.215225665386e-01
4000,2.880001843548e+04,2.880001843548e+04,1.919989862258e+04,9.599887578520e+03,0.000000000000e+00,0.000000000000e+00,2.880001841557e+04,0.000000000000e+00,2.322343735741e-01,1.990608870983e-05,-2.322144674836e-01
4200,2.880001922278e+04,2.880001922278e+04,1.919989381309e+04,9.599881935116e+03,0.000000000000e+00,0.000000000000e+00,2.880001920217e+04,0.000000000000e+00,2.434745722294e-01,2.060830593109e-05,-2.434539639216e-01
4400,2.880001969555e+04,2.880001969555e+04,1.919988933387e+04,9.599876176922e+03,0.000000000000e+00,0.000000000000e+00,2.880001968491e+04,0.000000000000e+00,2.541847554967e-01,1.063942909241e-05,-2.541741160676e-01
4600,2.880001969922e+04,2.880001969922e+04,1.919988563385e+04,9.599870362547e+03,0.000000000000e+00,0.000000000000e+00,2.880001968944e+04,0.000000000000e+00,2.637028304962e-01,9.782612323761e-06,-2.636930478839e-01
4800,2.880002008174e+04,2.880002008174e+04,1.919988185313e+04,9.599864290430e+03,0.000000000000e+00,0.000000000000e+00,2.880002010059e+04,0.000000000000e+00,2.739381860665e-01,-1.885183155537e-05,-2.739570378981e-01
5000,2.880002044595e+04,2.880002044595e+04,1.919987764499e+04,9.599857922021e+03,0.000000000000e+00,0.000000000000e+00,2.880002041924e+04,0.000000000000e+00,2.848789360705e-01,2.670660614967e-05,-2.848522294662e-01
