step,umax,Pc,n_mixed,n_liq,n_gas
250,0.021478483453392982,0.003894031047821045,14,56,170
500,0.021557219326496124,0.0021505355834960938,14,56,170
750,0.02381128817796707,0.003930211067199707,16,56,168
1000,0.02333780564367771,0.0033100545406341553,18,54,168
1250,0.023494292050600052,0.003438293933868408,18,54,168
1500,0.025123659521341324,0.003690779209136963,20,54,166
1750,0.025541411712765694,0.0034179389476776123,20,54,166
2000,0.025265689939260483,0.0037533342838287354,20,54,166
2250,0.025189947336912155,0.0034807026386260986,20,54,166
2500,0.025281870737671852,0.003684014081954956,20,54,166
2750,0.025452425703406334,0.003572136163711548,20,54,166
3000,0.025630392134189606,0.003627210855484009,20,54,166
3250,0.025630170479416847,0.0036187469959259033,20,54,166
3500,0.02565593644976616,0.0036035478115081787,20,54,166
3750,0.025450527667999268,0.0036330819129943848,20,54,166
4000,0.025336431339383125,0.0036098062992095947,20,54,166
4250,0.025262365117669106,0.003634542226791382,20,54,166
4500,0.025248976424336433,0.0036209821701049805,20,54,166
4750,0.025255873799324036,0.0036304593086242676,20,54,166
5000,0.025377724319696426,0.0036288797855377197,20,54,166
5250,0.025399550795555115,0.003631591796875,20,54,166
5500,0.02552025578916073,0.0036354362964630127,20,54,166
5750,0.025491341948509216,0.003635197877883911,20,54,166
6000,0.025543231517076492,0.0036385059356689453,20,54,166
6250,0.025423668324947357,0.003638923168182373,20,54,166
6500,0.025347262620925903,0.003642350435256958,20,54,166
6750,0.02522227168083191,0.003643631935119629,20,54,166
7000,0.02526666224002838,0.0036448240280151367,20,54,166
7250,0.025300487875938416,0.0036469697952270508,20,54,166
7500,0.025373367592692375,0.0036484599113464355,20,54,166
7750,0.025421656668186188,0.0036500096321105957,20,54,166
8000,0.025516808032989502,0.0036510229110717773,20,54,166
8250,0.025501323863863945,0.0036528706550598145,20,54,166
8500,0.025489654392004013,0.003654390573501587,20,54,166
8750,0.02549920789897442,0.003655672073364258,20,54,166
9000,0.02549346350133419,0.0036571919918060303,20,54,166
9250,0.025490224361419678,0.003658592700958252,20,54,166
9500,0.0254838690161705,0.003659874200820923,20,54,166
9750,0.02536611072719097,0.0036614537239074707,20,54,166
10000,0.025370081886649132,0.003662407398223877,20,54,166
10250,0.025466416031122208,0.0036637187004089355,20,54,166
10500,0.025392411276698112,0.003664940595626831,20,54,166
10750,0.025449927896261215,0.0036663413047790527,20,54,166
11000,0.02533314935863018,0.003667205572128296,20,54,166
11250,0.025445150211453438,0.0036683380603790283,20,54,166
11500,0.025437572970986366,0.0036693811416625977,20,54,166
11750,0.025321098044514656,0.0036705434322357178,20,54,166
12000,0.025314927101135254,0.0036715567111968994,20,54,166
12250,0.025427063927054405,0.003672301769256592,20,54,166
12500,0.025242971256375313,0.003673642873764038,20,54,166
12750,0.025234486907720566,0.0036742687225341797,20,54,166
13000,0.02523593232035637,0.0036754310131073,20,54,166
13250,0.025225741788744926,0.0036762654781341553,20,54,166
13500,0.02522370219230652,0.0036769211292266846,20,54,166
13750,0.025395138189196587,0.003677845001220703,20,54,166
14000,0.025223666802048683,0.0036789774894714355,20,54,166
14250,0.025261184200644493,0.003679424524307251,20,54,166
14500,0.02531382255256176,0.0036810636520385742,20,54,166
14750,0.025217615067958832,0.0036814212799072266,20,54,166
15000,0.02521420642733574,0.0036818087100982666,20,54,166
15250,0.025379328057169914,0.0036828815937042236,20,54,166
15500,0.025216301903128624,0.0036832690238952637,20,54,166
15750,0.02529887482523918,0.003684431314468384,20,54,166
16000,0.025191111490130424,0.0036848485469818115,20,54,166
16250,0.02536628395318985,0.003685295581817627,20,54,166
16500,0.025365807116031647,0.0036858320236206055,20,54,166
16750,0.025190122425556183,0.0036866068840026855,20,54,166
17000,0.025180265307426453,0.0036875009536743164,20,54,166
17250,0.025190651416778564,0.003687739372253418,20,54,166
17500,0.02536126784980297,0.003688126802444458,20,54,166
17750,0.025176022201776505,0.003689289093017578,20,54,166
18000,0.025175753980875015,0.0036895275115966797,20,54,166
18250,0.02517533116042614,0.003689676523208618,20,54,166
18500,0.02517545223236084,0.003690063953399658,20,54,166
18750,0.025175977498292923,0.0036902129650115967,20,54,166
19000,0.025176577270030975,0.003690481185913086,20,54,166
19250,0.02517712488770485,0.0036906301975250244,20,54,166
