step,d_fc_abs,d_frho_abs,d_crho_abs,J0_fF_bitdiff,J1_collision,J2_fill,J3_stream1,J4_bc,J5_stream3copy,J6_macro,J7_colortrans,J8_colconsume,J9_closure_max
10,-1.143689577293e-02,-2.173334360123e-04,1.121956233692e-02,0.000000000000e+00,8.596181869507e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.801767110825e-04,-2.160749572795e-04,0.000000000000e+00,0.000000000000e+00
11,-1.036120262870e-02,5.801767110825e-04,1.094137933978e-02,0.000000000000e+00,1.964122056961e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.791119575500e-04,8.541952847736e-04,0.000000000000e+00,0.000000000000e+00
12,-1.101898570778e-02,1.791119575500e-04,1.119809766533e-02,0.000000000000e+00,4.098936915398e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.125311970711e-04,2.391285379417e-04,0.000000000000e+00,0.000000000000e+00
13,-1.084822055418e-02,-4.125311970711e-04,1.043568935711e-02,0.000000000000e+00,9.625032544136e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.056360244751e-04,1.195427117636e-03,0.000000000000e+00,0.000000000000e+00
14,-1.108114441740e-02,2.056360244751e-04,1.128678044188e-02,0.000000000000e+00,3.332644701004e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,7.001608610153e-04,7.422798371408e-04,0.000000000000e+00,0.000000000000e+00
15,-1.149015978444e-02,-7.001608610153e-04,1.078999892343e-02,0.000000000000e+00,1.122415065765e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.331239223480e-05,7.228263857542e-04,0.000000000000e+00,0.000000000000e+00
16,-1.109057110443e-02,-8.331239223480e-05,1.100725871220e-02,0.000000000000e+00,8.159428834915e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.068579196930e-04,8.494773137500e-04,0.000000000000e+00,0.000000000000e+00
17,-1.112410553469e-02,2.068579196930e-04,1.133096345438e-02,0.000000000000e+00,1.976266503334e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,5.816668272018e-05,4.380150712677e-04,0.000000000000e+00,0.000000000000e+00
18,-1.136449395563e-02,-5.816668272018e-05,1.130632727291e-02,0.000000000000e+00,9.011849761009e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.349317073822e-04,-1.024720841087e-04,0.000000000000e+00,0.000000000000e+00
19,-1.036083689542e-02,-2.349317073822e-04,1.012590518803e-02,0.000000000000e+00,6.244331598282e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.800375223160e-04,7.289148925338e-05,0.000000000000e+00,0.000000000000e+00
4900,4.648412300594e-01,5.994737148285e-05,-4.647812826879e-01,0.000000000000e+00,-3.667920827866e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.415694952011e-05,-3.882418968715e-05,0.000000000000e+00,nan
4901,4.648433750408e-01,6.415694952011e-05,-4.647792180913e-01,0.000000000000e+00,2.294778823853e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.728883504868e-05,1.612481719349e-05,0.000000000000e+00,0.000000000000e+00
4902,4.648501980118e-01,4.728883504868e-05,-4.648029091768e-01,0.000000000000e+00,-1.884251832962e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.632771015167e-05,-2.002195105888e-05,0.000000000000e+00,0.000000000000e+00
4903,4.648513774446e-01,4.632771015167e-05,-4.648050497344e-01,0.000000000000e+00,3.580003976822e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.420561552048e-05,1.405837974744e-05,0.000000000000e+00,0.000000000000e+00
4904,4.648731191046e-01,3.420561552048e-05,-4.648389134891e-01,0.000000000000e+00,-1.494586467743e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.157904863358e-05,-1.881283969851e-05,0.000000000000e+00,0.000000000000e+00
4905,4.648769860796e-01,6.157904863358e-05,-4.648154070310e-01,0.000000000000e+00,2.120435237885e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.210058927536e-05,1.073388557415e-05,0.000000000000e+00,0.000000000000e+00
4906,4.648874565464e-01,6.210058927536e-05,-4.648253559571e-01,0.000000000000e+00,-3.913789987564e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.474554538727e-05,-1.564099511597e-05,0.000000000000e+00,0.000000000000e+00
4907,4.648639596417e-01,6.474554538727e-05,-4.647992140963e-01,0.000000000000e+00,2.218037843704e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.329532384872e-05,1.530077133793e-05,0.000000000000e+00,0.000000000000e+00
4908,4.648708392488e-01,4.329532384872e-05,-4.648275439249e-01,0.000000000000e+00,-2.039223909378e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.014240741730e-05,-1.639511901885e-05,0.000000000000e+00,0.000000000000e+00
4909,4.648668421287e-01,5.014240741730e-05,-4.648166997213e-01,0.000000000000e+00,3.015249967575e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.165751695633e-05,1.880225318018e-05,0.000000000000e+00,0.000000000000e+00
4910,4.648781923752e-01,3.165751695633e-05,-4.648465348582e-01,0.000000000000e+00,-1.303851604462e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.260722875595e-05,-3.031687811017e-05,0.000000000000e+00,0.000000000000e+00
4911,4.648954707372e-01,6.260722875595e-05,-4.648328635085e-01,0.000000000000e+00,2.392381429672e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-5.184113979340e-05,4.003864887636e-05,0.000000000000e+00,0.000000000000e+00
4912,4.648793559027e-01,5.184113979340e-05,-4.648275147629e-01,0.000000000000e+00,-2.858787775040e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.897002458572e-05,-3.277065843577e-05,0.000000000000e+00,0.000000000000e+00
4913,4.648835386834e-01,6.897002458572e-05,-4.648145686588e-01,0.000000000000e+00,1.892447471619e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.384666681290e-05,1.684919698164e-05,0.000000000000e+00,0.000000000000e+00
4914,4.648856139611e-01,4.384666681290e-05,-4.648417672943e-01,0.000000000000e+00,-1.678615808487e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.971027374268e-05,-3.615258901846e-05,0.000000000000e+00,0.000000000000e+00
4915,4.649049803920e-01,4.971027374268e-05,-4.648552701183e-01,0.000000000000e+00,2.429634332657e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.490597009659e-05,3.558689786587e-05,0.000000000000e+00,0.000000000000e+00
4916,4.648936898375e-01,3.490597009659e-05,-4.648587838674e-01,0.000000000000e+00,-1.198053359985e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.750971078873e-05,8.687311492395e-06,0.000000000000e+00,0.000000000000e+00
4917,4.648730219924e-01,6.750971078873e-05,-4.648055122816e-01,0.000000000000e+00,1.527369022369e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.019324064255e-05,1.548970612930e-05,0.000000000000e+00,0.000000000000e+00
4918,4.648728059765e-01,6.019324064255e-05,-4.648126127358e-01,0.000000000000e+00,-3.556162118912e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.939470767975e-05,-3.214975731680e-05,0.000000000000e+00,0.000000000000e+00
4919,4.648693941126e-01,6.939470767975e-05,-4.647999994049e-01,0.000000000000e+00,1.382082700729e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.775077104568e-05,9.698153007776e-06,0.000000000000e+00,0.000000000000e+00
