step,ckpt,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff
4,S5,3.686400174416e+04,3.686400174416e+04,1.843200622666e+04,1.843200638972e+04,0.000000000000e+00,0.000000000000e+00,3.686400123602e+04,0.000000000000e+00
4,S6,3.686400174416e+04,3.686400174416e+04,1.843200622666e+04,1.843200638972e+04,0.000000000000e+00,0.000000000000e+00,3.686400123602e+04,0.000000000000e+00
5,S0,3.686400174416e+04,3.686400174416e+04,1.843200622666e+04,1.843200638972e+04,0.000000000000e+00,0.000000000000e+00,3.686400123602e+04,0.000000000000e+00
5,S1,3.686400185777e+04,3.686400174416e+04,1.843200622666e+04,1.843200638972e+04,1.843200624743e+04,1.843200643347e+04,3.686400123602e+04,5.010694265366e-03
5,S2,3.686400185777e+04,0.000000000000e+00,1.843200622666e+04,1.843200638972e+04,1.843200624743e+04,1.843200643347e+04,3.686400123602e+04,3.456540107727e-01
5,S3,3.686400185777e+04,3.686400185777e+04,1.843200622666e+04,1.843200638972e+04,1.843200624743e+04,1.843200643347e+04,3.686400123602e+04,3.298696130514e-03
5,S4,3.686400185777e+04,3.686400185777e+04,1.843200622666e+04,1.843200638972e+04,1.843200624743e+04,1.843200643347e+04,3.686400123602e+04,3.298696130514e-03
5,S5,3.686400185777e+04,3.686400185777e+04,1.843200624743e+04,1.843200643347e+04,0.000000000000e+00,0.000000000000e+00,3.686400198418e+04,0.000000000000e+00
5,S6,3.686400185777e+04,3.686400185777e+04,1.843200624743e+04,1.843200643347e+04,0.000000000000e+00,0.000000000000e+00,3.686400198418e+04,0.000000000000e+00
6,S0,3.686400185777e+04,3.686400185777e+04,1.843200624743e+04,1.843200643347e+04,0.000000000000e+00,0.000000000000e+00,3.686400198418e+04,0.000000000000e+00
6,S1,3.686400230776e+04,3.686400185777e+04,1.843200624743e+04,1.843200643347e+04,1.843200637848e+04,1.843200648336e+04,3.686400198418e+04,4.043936729431e-03
6,S2,3.686400230776e+04,0.000000000000e+00,1.843200624743e+04,1.843200643347e+04,1.843200637848e+04,1.843200648336e+04,3.686400198418e+04,3.453127443790e-01
6,S3,3.686400230776e+04,3.686400230776e+04,1.843200624743e+04,1.843200643347e+04,1.843200637848e+04,1.843200648336e+04,3.686400198418e+04,2.666816115379e-03
6,S4,3.686400230776e+04,3.686400230776e+04,1.843200624743e+04,1.843200643347e+04,1.843200637848e+04,1.843200648336e+04,3.686400198418e+04,2.666816115379e-03
6,S5,3.686400230776e+04,3.686400230776e+04,1.843200637848e+04,1.843200648336e+04,0.000000000000e+00,0.000000000000e+00,3.686400216049e+04,0.000000000000e+00
6,S6,3.686400230776e+04,3.686400230776e+04,1.843200637848e+04,1.843200648336e+04,0.000000000000e+00,0.000000000000e+00,3.686400216049e+04,0.000000000000e+00
7,S0,3.686400230776e+04,3.686400230776e+04,1.843200637848e+04,1.843200648336e+04,0.000000000000e+00,0.000000000000e+00,3.686400216049e+04,0.000000000000e+00
7,S1,3.686400278053e+04,3.686400230776e+04,1.843200637848e+04,1.843200648336e+04,1.843200651089e+04,1.843200667741e+04,3.686400216049e+04,3.266215324402e-03
7,S2,3.686400278053e+04,0.000000000000e+00,1.843200637848e+04,1.843200648336e+04,1.843200651089e+04,1.843200667741e+04,3.686400216049e+04,3.445560932159e-01
7,S3,3.686400278053e+04,3.686400278053e+04,1.843200637848e+04,1.843200648336e+04,1.843200651089e+04,1.843200667741e+04,3.686400216049e+04,2.185713499784e-03
7,S4,3.686400278053e+04,3.686400278053e+04,1.843200637848e+04,1.843200648336e+04,1.843200651089e+04,1.843200667741e+04,3.686400216049e+04,2.185713499784e-03
7,S5,3.686400278053e+04,3.686400278053e+04,1.843200651089e+04,1.843200667741e+04,0.000000000000e+00,0.000000000000e+00,3.686400262475e+04,0.000000000000e+00
7,S6,3.686400278053e+04,3.686400278053e+04,1.843200651089e+04,1.843200667741e+04,0.000000000000e+00,0.000000000000e+00,3.686400262475e+04,0.000000000000e+00
8,S0,3.686400278053e+04,3.686400278053e+04,1.843200651089e+04,1.843200667741e+04,0.000000000000e+00,0.000000000000e+00,3.686400262475e+04,0.000000000000e+00
8,S1,3.686400323169e+04,3.686400278053e+04,1.843200651089e+04,1.843200667741e+04,1.843200726398e+04,1.843200743151e+04,3.686400262475e+04,2.760440111160e-03
8,S2,3.686400323169e+04,0.000000000000e+00,1.843200651089e+04,1.843200667741e+04,1.843200726398e+04,1.843200743151e+04,3.686400262475e+04,3.437095284462e-01
8,S3,3.686400323169e+04,3.686400323169e+04,1.843200651089e+04,1.843200667741e+04,1.843200726398e+04,1.843200743151e+04,3.686400262475e+04,1.804042607546e-03
8,S4,3.686400323169e+04,3.686400323169e+04,1.843200651089e+04,1.843200667741e+04,1.843200726398e+04,1.843200743151e+04,3.686400262475e+04,1.804042607546e-03
8,S5,3.686400323169e+04,3.686400323169e+04,1.843200726398e+04,1.843200743151e+04,0.000000000000e+00,0.000000000000e+00,3.686400327039e+04,0.000000000000e+00
8,S6,3.686400323169e+04,3.686400323169e+04,1.843200726398e+04,1.843200743151e+04,0.000000000000e+00,0.000000000000e+00,3.686400327039e+04,0.000000000000e+00
9,S0,3.686400323169e+04,3.686400323169e+04,1.843200726398e+04,1.843200743151e+04,0.000000000000e+00,0.000000000000e+00,3.686400327039e+04,0.000000000000e+00
9,S1,3.686400374232e+04,3.686400323169e+04,1.843200726398e+04,1.843200743151e+04,1.843200758715e+04,1.843200759207e+04,3.686400327039e+04,2.409607172012e-03
9,S2,3.686400374232e+04,0.000000000000e+00,1.843200726398e+04,1.843200743151e+04,1.843200758715e+04,1.843200759207e+04,3.686400327039e+04,3.435760140419e-01
9,S3,3.686400374232e+04,3.686400374232e+04,1.843200726398e+04,1.843200743151e+04,1.843200758715e+04,1.843200759207e+04,3.686400327039e+04,1.738417893648e-03
9,S4,3.686400374232e+04,3.686400374232e+04,1.843200726398e+04,1.843200743151e+04,1.843200758715e+04,1.843200759207e+04,3.686400327039e+04,1.738417893648e-03
9,S5,3.686400374232e+04,3.686400374232e+04,1.843200758715e+04,1.843200759207e+04,0.000000000000e+00,0.000000000000e+00,3.686400395966e+04,0.000000000000e+00
9,S6,3.686400374232e+04,3.686400374232e+04,1.843200758715e+04,1.843200759207e+04,0.000000000000e+00,0.000000000000e+00,3.686400395966e+04,0.000000000000e+00
10,S0,3.686400374232e+04,3.686400374232e+04,1.843200758715e+04,1.843200759207e+04,0.000000000000e+00,0.000000000000e+00,3.686400395966e+04,0.000000000000e+00
10,S1,3.686400460194e+04,3.686400374232e+04,1.843200758715e+04,1.843200759207e+04,1.843200749141e+04,1.843200747173e+04,3.686400395966e+04,2.281814813614e-03
10,S2,3.686400460194e+04,0.000000000000e+00,1.843200758715e+04,1.843200759207e+04,1.843200749141e+04,1.843200747173e+04,3.686400395966e+04,3.427244722843e-01
10,S3,3.686400460194e+04,3.686400460194e+04,1.843200758715e+04,1.843200759207e+04,1.843200749141e+04,1.843200747173e+04,3.686400395966e+04,1.596007496119e-03
10,S4,3.686400460194e+04,3.686400460194e+04,1.843200758715e+04,1.843200759207e+04,1.843200749141e+04,1.843200747173e+04,3.686400395966e+04,1.596007496119e-03
10,S5,3.686400460194e+04,3.686400460194e+04,1.843200749141e+04,1.843200747173e+04,0.000000000000e+00,0.000000000000e+00,3.686400402176e+04,0.000000000000e+00
10,S6,3.686400460194e+04,3.686400460194e+04,1.843200749141e+04,1.843200747173e+04,0.000000000000e+00,0.000000000000e+00,3.686400402176e+04,0.000000000000e+00
11,S0,3.686400460194e+04,3.686400460194e+04,1.843200749141e+04,1.843200747173e+04,0.000000000000e+00,0.000000000000e+00,3.686400402176e+04,0.000000000000e+00
11,S1,3.686400479835e+04,3.686400460194e+04,1.843200749141e+04,1.843200747173e+04,1.843200791731e+04,1.843200790003e+04,3.686400402176e+04,1.989126205444e-03
11,S2,3.686400479835e+04,0.000000000000e+00,1.843200749141e+04,1.843200747173e+04,1.843200791731e+04,1.843200790003e+04,3.686400402176e+04,3.427168726921e-01
11,S3,3.686400479835e+04,3.686400479835e+04,1.843200749141e+04,1.843200747173e+04,1.843200791731e+04,1.843200790003e+04,3.686400402176e+04,1.581747084856e-03
11,S4,3.686400479835e+04,3.686400479835e+04,1.843200749141e+04,1.843200747173e+04,1.843200791731e+04,1.843200790003e+04,3.686400402176e+04,1.581747084856e-03
11,S5,3.686400479835e+04,3.686400479835e+04,1.843200791731e+04,1.843200790003e+04,0.000000000000e+00,0.000000000000e+00,3.686400461924e+04,0.000000000000e+00
11,S6,3.686400479835e+04,3.686400479835e+04,1.843200791731e+04,1.843200790003e+04,0.000000000000e+00,0.000000000000e+00,3.686400461924e+04,0.000000000000e+00
12,S0,3.686400479835e+04,3.686400479835e+04,1.843200791731e+04,1.843200790003e+04,0.000000000000e+00,0.000000000000e+00,3.686400461924e+04,0.000000000000e+00
12,S1,3.686400520825e+04,3.686400479835e+04,1.843200791731e+04,1.843200790003e+04,1.843200819597e+04,1.843200786050e+04,3.686400461924e+04,1.962274312973e-03
12,S2,3.686400520825e+04,0.000000000000e+00,1.843200791731e+04,1.843200790003e+04,1.843200819597e+04,1.843200786050e+04,3.686400461924e+04,3.422455489635e-01
12,S3,3.686400520825e+04,3.686400520825e+04,1.843200791731e+04,1.843200790003e+04,1.843200819597e+04,1.843200786050e+04,3.686400461924e+04,1.471791416407e-03
12,S4,3.686400520825e+04,3.686400520825e+04,1.843200791731e+04,1.843200790003e+04,1.843200819597e+04,1.843200786050e+04,3.686400461924e+04,1.471791416407e-03
12,S5,3.686400520825e+04,3.686400520825e+04,1.843200819597e+04,1.843200786050e+04,0.000000000000e+00,0.000000000000e+00,3.686400562078e+04,0.000000000000e+00
12,S6,3.686400520825e+04,3.686400520825e+04,1.843200819597e+04,1.843200786050e+04,0.000000000000e+00,0.000000000000e+00,3.686400562078e+04,0.000000000000e+00
13,S0,3.686400520825e+04,3.686400520825e+04,1.843200819597e+04,1.843200786050e+04,0.000000000000e+00,0.000000000000e+00,3.686400562078e+04,0.000000000000e+00
13,S1,3.686400617075e+04,3.686400520825e+04,1.843200819597e+04,1.843200786050e+04,1.843200878098e+04,1.843200847092e+04,3.686400562078e+04,1.857995986938e-03
13,S2,3.686400617075e+04,0.000000000000e+00,1.843200819597e+04,1.843200786050e+04,1.843200878098e+04,1.843200847092e+04,3.686400562078e+04,3.420227169991e-01
13,S3,3.686400617075e+04,3.686400617075e+04,1.843200819597e+04,1.843200786050e+04,1.843200878098e+04,1.843200847092e+04,3.686400562078e+04,1.279007643461e-03
13,S4,3.686400617075e+04,3.686400617075e+04,1.843200819597e+04,1.843200786050e+04,1.843200878098e+04,1.843200847092e+04,3.686400562078e+04,1.279007643461e-03
13,S5,3.686400617075e+04,3.686400617075e+04,1.843200878098e+04,1.843200847092e+04,0.000000000000e+00,0.000000000000e+00,3.686400596511e+04,0.000000000000e+00
13,S6,3.686400617075e+04,3.686400617075e+04,1.843200878098e+04,1.843200847092e+04,0.000000000000e+00,0.000000000000e+00,3.686400596511e+04,0.000000000000e+00
14,S0,3.686400617075e+04,3.686400617075e+04,1.843200878098e+04,1.843200847092e+04,0.000000000000e+00,0.000000000000e+00,3.686400596511e+04,0.000000000000e+00
14,S1,3.686400650401e+04,3.686400617075e+04,1.843200878098e+04,1.843200847092e+04,1.843200913666e+04,1.843200885751e+04,3.686400596511e+04,1.632541418076e-03
14,S2,3.686400650401e+04,0.000000000000e+00,1.843200878098e+04,1.843200847092e+04,1.843200913666e+04,1.843200885751e+04,3.686400596511e+04,3.418184220791e-01
14,S3,3.686400650401e+04,3.686400650401e+04,1.843200878098e+04,1.843200847092e+04,1.843200913666e+04,1.843200885751e+04,3.686400596511e+04,1.246735453606e-03
14,S4,3.686400650401e+04,3.686400650401e+04,1.843200878098e+04,1.843200847092e+04,1.843200913666e+04,1.843200885751e+04,3.686400596511e+04,1.246735453606e-03
14,S5,3.686400650401e+04,3.686400650401e+04,1.843200913666e+04,1.843200885751e+04,0.000000000000e+00,0.000000000000e+00,3.686400720417e+04,0.000000000000e+00
14,S6,3.686400650401e+04,3.686400650401e+04,1.843200913666e+04,1.843200885751e+04,0.000000000000e+00,0.000000000000e+00,3.686400720417e+04,0.000000000000e+00
15,S0,3.686400650401e+04,3.686400650401e+04,1.843200913666e+04,1.843200885751e+04,0.000000000000e+00,0.000000000000e+00,3.686400720417e+04,0.000000000000e+00
15,S1,3.686400762643e+04,3.686400650401e+04,1.843200913666e+04,1.843200885751e+04,1.843200951445e+04,1.843200920255e+04,3.686400720417e+04,1.589477062225e-03
15,S2,3.686400762643e+04,0.000000000000e+00,1.843200913666e+04,1.843200885751e+04,1.843200951445e+04,1.843200920255e+04,3.686400720417e+04,3.413781821728e-01
15,S3,3.686400762643e+04,3.686400762643e+04,1.843200913666e+04,1.843200885751e+04,1.843200951445e+04,1.843200920255e+04,3.686400720417e+04,1.197703182697e-03
15,S4,3.686400762643e+04,3.686400762643e+04,1.843200913666e+04,1.843200885751e+04,1.843200951445e+04,1.843200920255e+04,3.686400720417e+04,1.197703182697e-03
15,S5,3.686400762643e+04,3.686400762643e+04,1.843200951445e+04,1.843200920255e+04,0.000000000000e+00,0.000000000000e+00,3.686400770974e+04,0.000000000000e+00
15,S6,3.686400762643e+04,3.686400762643e+04,1.843200951445e+04,1.843200920255e+04,0.000000000000e+00,0.000000000000e+00,3.686400770974e+04,0.000000000000e+00
16,S0,3.686400762643e+04,3.686400762643e+04,1.843200951445e+04,1.843200920255e+04,0.000000000000e+00,0.000000000000e+00,3.686400770974e+04,0.000000000000e+00
16,S1,3.686400844237e+04,3.686400762643e+04,1.843200951445e+04,1.843200920255e+04,1.843201004863e+04,1.843200951785e+04,3.686400770974e+04,1.501113176346e-03
16,S2,3.686400844237e+04,0.000000000000e+00,1.843200951445e+04,1.843200920255e+04,1.843201004863e+04,1.843200951785e+04,3.686400770974e+04,3.413567543030e-01
16,S3,3.686400844237e+04,3.686400844237e+04,1.843200951445e+04,1.843200920255e+04,1.843201004863e+04,1.843200951785e+04,3.686400770974e+04,1.112680882215e-03
16,S4,3.686400844237e+04,3.686400844237e+04,1.843200951445e+04,1.843200920255e+04,1.843201004863e+04,1.843200951785e+04,3.686400770974e+04,1.112680882215e-03
16,S5,3.686400844237e+04,3.686400844237e+04,1.843201004863e+04,1.843200951785e+04,0.000000000000e+00,0.000000000000e+00,3.686400823551e+04,0.000000000000e+00
16,S6,3.686400844237e+04,3.686400844237e+04,1.843201004863e+04,1.843200951785e+04,0.000000000000e+00,0.000000000000e+00,3.686400823551e+04,0.000000000000e+00
17,S0,3.686400844237e+04,3.686400844237e+04,1.843201004863e+04,1.843200951785e+04,0.000000000000e+00,0.000000000000e+00,3.686400823551e+04,0.000000000000e+00
17,S1,3.686400864000e+04,3.686400844237e+04,1.843201004863e+04,1.843200951785e+04,1.843201028185e+04,1.843200972264e+04,3.686400823551e+04,1.381754875183e-03
17,S2,3.686400864000e+04,0.000000000000e+00,1.843201004863e+04,1.843200951785e+04,1.843201028185e+04,1.843200972264e+04,3.686400823551e+04,3.409829735756e-01
17,S3,3.686400864000e+04,3.686400864000e+04,1.843201004863e+04,1.843200951785e+04,1.843201028185e+04,1.843200972264e+04,3.686400823551e+04,1.144502311945e-03
17,S4,3.686400864000e+04,3.686400864000e+04,1.843201004863e+04,1.843200951785e+04,1.843201028185e+04,1.843200972264e+04,3.686400823551e+04,1.144502311945e-03
17,S5,3.686400864000e+04,3.686400864000e+04,1.843201028185e+04,1.843200972264e+04,0.000000000000e+00,0.000000000000e+00,3.686400869817e+04,0.000000000000e+00
17,S6,3.686400864000e+04,3.686400864000e+04,1.843201028185e+04,1.843200972264e+04,0.000000000000e+00,0.000000000000e+00,3.686400869817e+04,0.000000000000e+00
18,S0,3.686400864000e+04,3.686400864000e+04,1.843201028185e+04,1.843200972264e+04,0.000000000000e+00,0.000000000000e+00,3.686400869817e+04,0.000000000000e+00
18,S1,3.686400954118e+04,3.686400864000e+04,1.843201028185e+04,1.843200972264e+04,1.843201030240e+04,1.843200959962e+04,3.686400869817e+04,1.380115747452e-03
18,S2,3.686400954118e+04,0.000000000000e+00,1.843201028185e+04,1.843200972264e+04,1.843201030240e+04,1.843200959962e+04,3.686400869817e+04,3.409520089626e-01
18,S3,3.686400954118e+04,3.686400954118e+04,1.843201028185e+04,1.843200972264e+04,1.843201030240e+04,1.843200959962e+04,3.686400869817e+04,1.078948378563e-03
18,S4,3.686400954118e+04,3.686400954118e+04,1.843201028185e+04,1.843200972264e+04,1.843201030240e+04,1.843200959962e+04,3.686400869817e+04,1.078948378563e-03
18,S5,3.686400954118e+04,3.686400954118e+04,1.843201030240e+04,1.843200959962e+04,0.000000000000e+00,0.000000000000e+00,3.686400977612e+04,0.000000000000e+00
18,S6,3.686400954118e+04,3.686400954118e+04,1.843201030240e+04,1.843200959962e+04,0.000000000000e+00,0.000000000000e+00,3.686400977612e+04,0.000000000000e+00
19,S0,3.686400954118e+04,3.686400954118e+04,1.843201030240e+04,1.843200959962e+04,0.000000000000e+00,0.000000000000e+00,3.686400977612e+04,0.000000000000e+00
19,S1,3.686401016562e+04,3.686400954118e+04,1.843201030240e+04,1.843200959962e+04,1.843201039180e+04,1.843200958311e+04,3.686400977612e+04,1.294404268265e-03
19,S2,3.686401016562e+04,0.000000000000e+00,1.843201030240e+04,1.843200959962e+04,1.843201039180e+04,1.843200958311e+04,3.686400977612e+04,3.407410681248e-01
19,S3,3.686401016562e+04,3.686401016562e+04,1.843201030240e+04,1.843200959962e+04,1.843201039180e+04,1.843200958311e+04,3.686400977612e+04,1.130968332291e-03
19,S4,3.686401016562e+04,3.686401016562e+04,1.843201030240e+04,1.843200959962e+04,1.843201039180e+04,1.843200958311e+04,3.686400977612e+04,1.130968332291e-03
19,S5,3.686401016562e+04,3.686401016562e+04,1.843201039180e+04,1.843200958311e+04,0.000000000000e+00,0.000000000000e+00,3.686401044565e+04,0.000000000000e+00
19,S6,3.686401016562e+04,3.686401016562e+04,1.843201039180e+04,1.843200958311e+04,0.000000000000e+00,0.000000000000e+00,3.686401044565e+04,0.000000000000e+00
4900,S0,3.686529838912e+04,3.686529838912e+04,1.843257450343e+04,1.843225904446e+04,0.000000000000e+00,0.000000000000e+00,3.686529832917e+04,0.000000000000e+00
4900,S1,3.686529835244e+04,3.686529838912e+04,1.843257450343e+04,1.843225904446e+04,1.843257448602e+04,1.843225902304e+04,3.686529832917e+04,1.038346439600e-03
4900,S2,3.686529835244e+04,0.000000000000e+00,1.843257450343e+04,1.843225904446e+04,1.843257448602e+04,1.843225902304e+04,3.686529832917e+04,3.358451128006e-01
4900,S3,3.686529835244e+04,3.686529835244e+04,1.843257450343e+04,1.843225904446e+04,1.843257448602e+04,1.843225902304e+04,3.686529832917e+04,1.038342714310e-03
4900,S4,3.686529835244e+04,3.686529835244e+04,1.843257450343e+04,1.843225904446e+04,1.843257448602e+04,1.843225902304e+04,3.686529832917e+04,1.038342714310e-03
4900,S5,3.686529835244e+04,3.686529835244e+04,1.843257448602e+04,1.843225902304e+04,0.000000000000e+00,0.000000000000e+00,3.686529828829e+04,0.000000000000e+00
4900,S6,3.686529835244e+04,3.686529835244e+04,1.843257448602e+04,1.843225902304e+04,0.000000000000e+00,0.000000000000e+00,3.686529828829e+04,0.000000000000e+00
4901,S0,3.686529835244e+04,3.686529835244e+04,1.843257448602e+04,1.843225902304e+04,0.000000000000e+00,0.000000000000e+00,3.686529828829e+04,0.000000000000e+00
4901,S1,3.686529837539e+04,3.686529835244e+04,1.843257448602e+04,1.843225902304e+04,1.843257448708e+04,1.843225903811e+04,3.686529828829e+04,1.038353890181e-03
4901,S2,3.686529837539e+04,0.000000000000e+00,1.843257448602e+04,1.843225902304e+04,1.843257448708e+04,1.843225903811e+04,3.686529828829e+04,3.358451426029e-01
4901,S3,3.686529837539e+04,3.686529837539e+04,1.843257448602e+04,1.843225902304e+04,1.843257448708e+04,1.843225903811e+04,3.686529828829e+04,1.038365066051e-03
4901,S4,3.686529837539e+04,3.686529837539e+04,1.843257448602e+04,1.843225902304e+04,1.843257448708e+04,1.843225903811e+04,3.686529828829e+04,1.038365066051e-03
4901,S5,3.686529837539e+04,3.686529837539e+04,1.843257448708e+04,1.843225903811e+04,0.000000000000e+00,0.000000000000e+00,3.686529832810e+04,0.000000000000e+00
4901,S6,3.686529837539e+04,3.686529837539e+04,1.843257448708e+04,1.843225903811e+04,0.000000000000e+00,0.000000000000e+00,3.686529832810e+04,0.000000000000e+00
4902,S0,3.686529837539e+04,3.686529837539e+04,1.843257448708e+04,1.843225903811e+04,0.000000000000e+00,0.000000000000e+00,3.686529832810e+04,0.000000000000e+00
4902,S1,3.686529835655e+04,3.686529837539e+04,1.843257448708e+04,1.843225903811e+04,1.843257448514e+04,1.843225902003e+04,3.686529832810e+04,1.038346439600e-03
4902,S2,3.686529835655e+04,0.000000000000e+00,1.843257448708e+04,1.843225903811e+04,1.843257448514e+04,1.843225902003e+04,3.686529832810e+04,3.358451128006e-01
4902,S3,3.686529835655e+04,3.686529835655e+04,1.843257448708e+04,1.843225903811e+04,1.843257448514e+04,1.843225902003e+04,3.686529832810e+04,1.038346439600e-03
4902,S4,3.686529835655e+04,3.686529835655e+04,1.843257448708e+04,1.843225903811e+04,1.843257448514e+04,1.843225902003e+04,3.686529832810e+04,1.038346439600e-03
4902,S5,3.686529835655e+04,3.686529835655e+04,1.843257448514e+04,1.843225902003e+04,0.000000000000e+00,0.000000000000e+00,3.686529831022e+04,0.000000000000e+00
4902,S6,3.686529835655e+04,3.686529835655e+04,1.843257448514e+04,1.843225902003e+04,0.000000000000e+00,0.000000000000e+00,3.686529831022e+04,0.000000000000e+00
4903,S0,3.686529835655e+04,3.686529835655e+04,1.843257448514e+04,1.843225902003e+04,0.000000000000e+00,0.000000000000e+00,3.686529831022e+04,0.000000000000e+00
4903,S1,3.686529839235e+04,3.686529835655e+04,1.843257448514e+04,1.843225902003e+04,1.843257448366e+04,1.843225903557e+04,3.686529831022e+04,1.038350164890e-03
