step,Mff,Mr,Mb,Mrho,d_fc
200,2.880001162390e+04,1.919999975955e+04,9.599999950106e+03,2.880001159859e+04,1.191424968783e-02
400,2.880001204559e+04,1.919999977198e+04,9.599999992732e+03,2.880001205528e+04,1.228087635536e-02
600,2.880001240290e+04,1.919999971928e+04,9.599999920008e+03,2.880001235604e+04,1.276361853888e-02
800,2.880001239336e+04,1.919999974994e+04,9.599999981331e+03,2.880001238930e+04,1.266208526431e-02
1000,2.880001235913e+04,1.919999977780e+04,9.599999992590e+03,2.880001235819e+04,1.258873486222e-02
1200,2.880001131753e+04,1.919999974945e+04,9.600000009213e+03,2.880001129746e+04,1.155886101697e-02
1400,2.880001174399e+04,1.919999955456e+04,9.600000067431e+03,2.880001174128e+04,1.212199575093e-02
1600,2.880001188249e+04,1.919999948923e+04,9.600000041585e+03,2.880001192224e+04,1.235167635241e-02
1800,2.880001092608e+04,1.919999936652e+04,9.600000037382e+03,2.880001092803e+04,1.152217672279e-02
2000,2.880001136331e+04,1.919999935284e+04,9.600000139474e+03,2.880001139688e+04,1.187099409071e-02
2200,2.880001197292e+04,1.919999965238e+04,9.600000099457e+03,2.880001199198e+04,1.222108905313e-02
2400,2.880001156061e+04,1.919999968185e+04,9.600000237378e+03,2.880001155531e+04,1.164138750391e-02
2600,2.880001120978e+04,1.919999985182e+04,9.600000243849e+03,2.880001118445e+04,1.111411107922e-02
2800,2.880001197645e+04,1.919999977855e+04,9.600000211660e+03,2.880001200414e+04,1.198624094104e-02
3000,2.880001290091e+04,1.919999993093e+04,9.600000228823e+03,2.880001289570e+04,1.274115977867e-02
3200,2.880001270936e+04,1.919999973331e+04,9.600000200901e+03,2.880001269364e+04,1.277515054244e-02
3400,2.880001344728e+04,1.919999982639e+04,9.600000136737e+03,2.880001341784e+04,1.348414900349e-02
3600,2.880001349837e+04,1.920000015816e+04,9.600000203331e+03,2.880001345611e+04,1.313687808215e-02
3800,2.880001317875e+04,1.920000048531e+04,9.600000141102e+03,2.880001317251e+04,1.255234159362e-02
4000,2.880001293141e+04,1.920000066903e+04,9.600000130387e+03,2.880001290071e+04,1.213199460835e-02
4200,2.880001242262e+04,1.920000073756e+04,9.600000242987e+03,2.880001248014e+04,1.144207470134e-02
4400,2.880001219836e+04,1.920000069833e+04,9.600000159083e+03,2.880001218224e+04,1.134094722875e-02
