class,quantity,n,mean,std,frac_pos,max_abs
ALL,R_b,1474560,3.558556512935e-09,3.523717126796e-08,7.450018988715e-01,3.427267074585e-07
ALL,R_r,1474560,3.838577502445e-09,3.488555874502e-08,7.422105577257e-01,3.408640623093e-07
ALL,Rc1_b,1474560,-1.297023572524e-09,3.450333932366e-08,5.311618381076e-02,3.483146429062e-07
ALL,Rc1_r,1474560,-9.400361015895e-10,3.402791289922e-08,5.255737304688e-02,3.427267074585e-07
ALL,Req_b,1474560,4.911375042479e-09,9.417655172813e-09,7.889933268229e-01,4.656612873077e-08
ALL,Req_r,1474560,4.836348038145e-09,9.445392534301e-09,7.878540039063e-01,4.656612873077e-08
ALL,Rrec_b,1474560,-5.579495701979e-11,4.321963544197e-10,4.315931532118e-02,5.587935447693e-09
ALL,Rrec_r,1474560,-5.773443411049e-11,4.315648356800e-10,4.289889865451e-02,5.587935447693e-09
ALL,cc,1474560,6.250000132364e-02,1.874996500453e-01,1.760342068142e-01,7.500045895576e-01
ALL,dacc_b,1474560,-2.614592524507e-09,7.040964641192e-08,4.835713704427e-01,3.837049007416e-07
ALL,dacc_r,1474560,-1.621474950884e-09,6.612142824671e-08,4.901279025608e-01,3.911554813385e-07
ALL,net_b,1474560,9.439639884272e-10,1.732884861801e-06,3.059814453125e-01,5.245208740234e-06
ALL,net_r,1474560,2.217102551562e-09,1.731826299744e-06,3.027058919271e-01,5.125999450684e-06
cc==0,R_b,1214987,4.721319405062e-09,9.418007573479e-09,7.867170595241e-01,4.656612873077e-08
cc==0,R_r,1214987,4.660340502856e-09,9.465451007673e-09,7.850067531587e-01,4.656612873077e-08
cc==0,Rc1_b,1214987,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rc1_r,1214987,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Req_b,1214987,4.721319405062e-09,9.418007573479e-09,7.867170595241e-01,4.656612873077e-08
cc==0,Req_r,1214987,4.660340502856e-09,9.465451007673e-09,7.850067531587e-01,4.656612873077e-08
cc==0,Rrec_b,1214987,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rrec_r,1214987,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,cc,1214987,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_b,1214987,-2.889694144858e-09,7.091510563036e-08,4.832002317720e-01,3.837049007416e-07
cc==0,dacc_r,1214987,-1.706590608995e-09,6.621648717557e-08,4.890974142110e-01,3.743916749954e-07
cc==0,net_b,1214987,1.275436719930e-07,1.614878974799e-06,2.918804892563e-01,5.245208740234e-06
cc==0,net_r,1214987,1.211880807399e-07,1.613899684781e-06,2.863495658801e-01,5.125999450684e-06
cc>0,R_b,259573,-1.884004146368e-09,8.125504015620e-08,5.497451583947e-01,3.427267074585e-07
cc>0,R_r,259573,-7.860157020058e-12,8.047433249921e-08,5.418938025141e-01,3.408640623093e-07
cc>0,Rc1_b,259573,-7.368020091078e-09,8.196369747557e-08,3.017378540911e-01,3.483146429062e-07
cc>0,Rc1_r,259573,-5.340076332900e-09,8.095798789315e-08,2.985634099078e-01,3.427267074585e-07
cc>0,Req_b,259573,5.800971143529e-09,9.364865498261e-09,7.996478832544e-01,4.656612873077e-08
cc>0,Req_r,259573,5.660188989547e-09,9.306783714912e-09,8.011811706148e-01,4.470348358154e-08
cc>0,Rrec_b,259573,-3.169551988192e-10,9.891134638997e-10,2.451757309119e-01,5.587935447693e-09
cc>0,Rrec_r,259573,-3.279728136669e-10,9.845770540558e-10,2.436963782828e-01,5.587935447693e-09
cc>0,cc,259573,3.550446385094e-01,3.095891704793e-01,1.000000000000e+00,7.500045895576e-01
cc>0,dacc_b,259573,-1.326920492341e-09,6.797899904598e-08,4.853085644501e-01,3.473833203316e-07
cc>0,dacc_r,259573,-1.223072890183e-09,6.567318875609e-08,4.949513239050e-01,3.911554813385e-07
cc>0,net_b,259573,-5.916330737982e-07,2.103774170924e-06,3.719839890898e-01,5.245208740234e-06
cc>0,net_r,259573,-5.546520320508e-07,2.114153314053e-06,3.792651778113e-01,5.125999450684e-06
ccpos/mixed/nonwall,R_b,133935,-1.573330200292e-09,7.860013164999e-08,5.525665434726e-01,3.427267074585e-07
ccpos/mixed/nonwall,R_r,133935,-8.527595336923e-10,8.066059678144e-08,5.363795871132e-01,3.091990947723e-07
ccpos/mixed/nonwall,Rc1_b,133935,-6.931882503586e-09,7.904600765723e-08,2.991749729346e-01,3.483146429062e-07
ccpos/mixed/nonwall,Rc1_r,133935,-6.014340340507e-09,8.098003633815e-08,2.950909023034e-01,2.887099981308e-07
ccpos/mixed/nonwall,Req_b,133935,5.972827972986e-09,8.793001482390e-09,7.997237465935e-01,4.656612873077e-08
ccpos/mixed/nonwall,Req_r,133935,5.797209182758e-09,8.592873518054e-09,8.005450405047e-01,4.470348358154e-08
ccpos/mixed/nonwall,Rrec_b,133935,-6.142756696912e-10,1.308987262463e-09,2.703027588009e-01,5.587935447693e-09
ccpos/mixed/nonwall,Rrec_r,133935,-6.356283759436e-10,1.297373304696e-09,2.594467465562e-01,5.587935447693e-09
ccpos/mixed/nonwall,cc,133935,5.940467940917e-01,2.316341885483e-01,1.000000000000e+00,7.500045895576e-01
ccpos/mixed/nonwall,dacc_b,133935,-1.306875056360e-09,7.202285704300e-08,4.832493373651e-01,3.473833203316e-07
ccpos/mixed/nonwall,dacc_r,133935,5.183584403990e-10,6.634845467416e-08,5.058946503901e-01,3.911554813385e-07
ccpos/mixed/nonwall,net_b,133935,-9.195266964646e-07,2.024132060555e-06,3.224698547803e-01,5.245208740234e-06
ccpos/mixed/nonwall,net_r,133935,-8.126381509960e-07,2.119867853526e-06,3.483480792922e-01,5.125999450684e-06
ccpos/pure/nonwall,R_b,125638,-2.215194669678e-09,8.399164725263e-08,5.467374520448e-01,3.091990947723e-07
ccpos/pure/nonwall,R_r,125638,8.928354765828e-10,8.026549811586e-08,5.477721708400e-01,3.408640623093e-07
ccpos/pure/nonwall,Rc1_b,125638,-7.832959741348e-09,8.496133630870e-08,3.044699851956e-01,3.427267074585e-07
ccpos/pure/nonwall,Rc1_r,125638,-4.621284646795e-09,8.092829056903e-08,3.022652382241e-01,3.427267074585e-07
ccpos/pure/nonwall,Req_b,125638,5.617765071694e-09,9.935050276600e-09,7.995670099811e-01,4.470348358154e-08
ccpos/pure/nonwall,Req_r,125638,5.514120128392e-09,1.000987089651e-08,8.018593100813e-01,4.470348358154e-08
