x,Req_r,R_r,dacc_r,net_r,cc,chi
0,1.457192411181e-09,-1.946142899611e-17,4.650022650882e-19,-2.111114251117e-07,7.500077635929e-01,2.500102811954e-01
1,1.206080666593e-14,-1.542018030383e-22,2.227426249563e-25,-7.450074589848e-09,2.500102922398e-01,9.204376915399e-07
2,1.905832219310e-19,-2.283375420405e-27,-2.105382104823e-29,-1.303430556150e-14,9.139852257051e-07,1.558074407318e-11
3,1.566025688402e-20,-1.847862844874e-28,-2.051038353575e-30,-4.226163806538e-15,0.000000000000e+00,1.216234208502e-12
4,2.728093129216e-20,-3.173499770492e-28,3.593699679340e-30,-9.855379960201e-15,0.000000000000e+00,2.279007673969e-12
5,5.312955339920e-20,-6.001127859651e-28,6.486189665151e-31,-1.053246085702e-14,0.000000000000e+00,3.282681913263e-12
6,4.959701425702e-20,-5.858256384595e-28,3.541108952325e-30,-1.081913820746e-14,0.000000000000e+00,4.223192573839e-12
7,5.648003927945e-20,-6.533871924311e-28,-2.804838774119e-31,-1.149223561186e-14,0.000000000000e+00,5.098816989866e-12
8,1.093601885331e-19,-1.290085594156e-27,1.402419387060e-31,-1.266003978565e-14,0.000000000000e+00,5.905512119077e-12
9,1.079302322173e-19,-1.226135270106e-27,-1.121935509648e-30,-1.408886049381e-14,0.000000000000e+00,6.636263790065e-12
10,8.889493137969e-20,-9.962436720824e-28,-5.890161425650e-30,-1.552876404456e-14,0.000000000000e+00,7.282489246979e-12
11,7.208426846331e-20,-7.878090906807e-28,3.435927498296e-30,-1.681920993056e-14,0.000000000000e+00,7.835537230625e-12
12,9.098251466428e-20,-1.027412442960e-27,1.262177448354e-29,-1.788073876276e-14,0.000000000000e+00,8.287652493788e-12
13,1.049050305174e-19,-1.247101439943e-27,7.292580812710e-30,-1.868262244459e-14,0.000000000000e+00,8.632454038289e-12
14,1.106589723855e-19,-1.338048337194e-27,1.886254075595e-29,-1.921691268239e-14,0.000000000000e+00,8.865120680515e-12
15,1.109295523548e-19,-1.338398942040e-27,-2.945080712825e-30,-1.948365600651e-14,0.000000000000e+00,8.982439566988e-12
16,1.110224906921e-19,-1.344359224435e-27,-7.082217904651e-30,-1.948424271799e-14,0.000000000000e+00,8.982806322095e-12
17,1.102048686110e-19,-1.354807248869e-27,-4.978588824061e-30,-1.921910438955e-14,0.000000000000e+00,8.866217299935e-12
18,1.075508320430e-19,-1.277323577734e-27,-5.539556578885e-30,-1.868768743809e-14,0.000000000000e+00,8.634266816895e-12
19,1.016116017177e-19,-1.170389099471e-27,1.612782295119e-30,-1.789045957639e-14,0.000000000000e+00,8.290150193826e-12
20,7.544651869005e-20,-8.342291723924e-28,3.716411375708e-30,-1.683512726077e-14,0.000000000000e+00,7.838660799379e-12
21,9.576354507767e-20,-1.094062424330e-27,6.521250149827e-30,-1.555120832832e-14,0.000000000000e+00,7.286142440185e-12
22,1.084925679795e-19,-1.254358960271e-27,1.051814540295e-31,-1.411582448890e-14,0.000000000000e+00,6.640311310636e-12
23,1.108813185342e-19,-1.325075957863e-27,-1.192056479001e-30,-1.268717535197e-14,0.000000000000e+00,5.909791603595e-12
24,5.679414733073e-20,-6.446921922313e-28,-2.769778289443e-30,-1.151685722204e-14,0.000000000000e+00,5.103165242840e-12
25,5.074609680040e-20,-5.886655377183e-28,5.153891247444e-30,-1.085147235379e-14,0.000000000000e+00,4.227461598232e-12
26,5.289573701272e-20,-6.212542582251e-28,2.366582715663e-30,-1.060844950033e-14,0.000000000000e+00,3.286677538550e-12
27,2.679065215220e-20,-3.300769329868e-28,4.207258161179e-31,-1.002357278908e-14,0.000000000000e+00,2.282273859805e-12
28,1.552334930175e-20,-1.805527309628e-28,1.227116963677e-31,-4.436242668773e-15,0.000000000000e+00,1.217761778328e-12
29,1.817009197499e-19,-2.254016647049e-27,3.077872298537e-29,-1.079070870890e-14,8.922700606910e-07,1.514134613475e-11
30,1.225273350667e-14,-1.560491298084e-22,9.241830164752e-25,-6.742132698060e-09,2.499912812788e-01,9.033540767511e-07
31,3.378671762120e-09,-4.662671676228e-17,-2.192497726582e-19,-2.127192500565e-07,7.499887802483e-01,2.499912784695e-01
32,7.881074755763e-09,-1.087767992964e-16,9.637352644316e-20,-6.430420196719e-07,7.500078755172e-01,2.500103452633e-01
33,1.075378450979e-08,-1.458420575664e-16,-1.084202172486e-18,-8.595641702414e-07,2.500103565761e-01,8.657370603644e-07
34,1.105969810548e-08,-1.485212416015e-16,-1.652805978500e-18,-7.956599195798e-07,8.551699007476e-07,1.472585155086e-11
35,1.085629466818e-08,-1.260132045007e-16,6.216092455584e-19,-6.911448306508e-07,0.000000000000e+00,1.212358969581e-12
36,1.064003703909e-08,-1.256373477476e-16,-7.613508589009e-19,-5.690691371759e-07,0.000000000000e+00,2.260551600805e-12
37,1.056194176070e-08,-1.238062507452e-16,-3.382710778155e-18,-4.264784769879e-07,0.000000000000e+00,3.253476921882e-12
38,1.059929167645e-08,-1.283165317827e-16,-1.941926557830e-18,-2.650906228357e-07,0.000000000000e+00,4.185826801232e-12
39,1.004413611049e-08,-1.204187212907e-16,-1.431146867681e-18,-9.133687449826e-08,0.000000000000e+00,5.054721394926e-12
40,9.629002306610e-09,-1.087382498858e-16,-1.036015409264e-18,8.588863743676e-08,0.000000000000e+00,5.855519050433e-12
41,9.980511903349e-09,-1.158747095189e-16,-5.059610138266e-19,2.588119564785e-07,0.000000000000e+00,6.581003418722e-12
42,9.445648174733e-09,-1.073408337524e-16,-6.312465982027e-19,4.210250659121e-07,0.000000000000e+00,7.222570179133e-12
43,8.857669955533e-09,-1.005320441092e-16,-1.036015409264e-18,5.670693806476e-07,0.000000000000e+00,7.771618021333e-12
44,8.417151143981e-09,-9.167049835273e-17,1.252855843761e-19,6.906248422133e-07,0.000000000000e+00,8.220463381308e-12
45,8.539953139714e-09,-9.962131428429e-17,-5.011423375044e-19,7.849031438430e-07,0.000000000000e+00,8.562792268811e-12
46,8.663886951076e-09,-9.482191266742e-17,-1.142026288351e-18,8.488927657406e-07,0.000000000000e+00,8.793833699643e-12
47,7.685351495941e-09,-8.619648205076e-17,-2.664728006153e-18,8.829222578141e-07,0.000000000000e+00,8.910404934099e-12
48,7.907106515227e-09,-8.858654550655e-17,-1.354048046526e-18,8.851263879074e-07,0.000000000000e+00,8.910913823406e-12
49,8.016245879440e-09,-8.692892085173e-17,8.143562984447e-19,8.542090654373e-07,0.000000000000e+00,8.795355341293e-12
50,8.199842543238e-09,-9.181987731872e-17,-2.457524924300e-19,7.902323785755e-07,0.000000000000e+00,8.565314168889e-12
51,9.096402209252e-09,-1.016307023106e-16,-2.452706247978e-18,6.947019654844e-07,0.000000000000e+00,8.223972987851e-12
52,9.136096600236e-09,-1.006043242540e-16,-2.038300084273e-18,5.704868170950e-07,0.000000000000e+00,7.776112489884e-12
53,9.136177444210e-09,-1.004115772011e-16,-7.372574772901e-19,4.247710522678e-07,0.000000000000e+00,7.228063014661e-12
54,9.638137675615e-09,-1.132967176866e-16,-1.662443331144e-18,2.627597293920e-07,0.000000000000e+00,6.587518533307e-12
55,1.000128880454e-08,-1.126269216778e-16,-1.638349949534e-18,9.019859135151e-08,0.000000000000e+00,5.863059127780e-12
56,1.003532411738e-08,-1.147567766122e-16,-1.103476877774e-18,-8.538675804933e-08,0.000000000000e+00,5.063200113457e-12
57,1.011018563683e-08,-1.165300494987e-16,-2.153948316005e-18,-2.589542418718e-07,0.000000000000e+00,4.194978081923e-12
58,1.074747867986e-08,-1.268371981518e-16,-2.905661822261e-18,-4.216821657287e-07,0.000000000000e+00,3.262802865124e-12
59,1.108718505647e-08,-1.278539388558e-16,-1.503427012513e-18,-5.669840094116e-07,0.000000000000e+00,2.269377688525e-12
