class,quantity,n,mean,std,frac_pos,max_abs
ALL,R_b,1474560,-5.700487051037e-17,2.675075058073e-16,3.335374620226e-01,1.110223024625e-15
ALL,R_r,1474560,-5.896140361785e-17,2.667200997095e-16,3.342366536458e-01,1.332267629550e-15
ALL,Rc1_b,1474560,-4.812090486990e-09,9.519278007753e-09,1.494439019097e-01,4.470348469177e-08
ALL,Rc1_r,1474560,-4.944679653126e-09,9.179905172791e-09,1.572082519531e-01,4.656613006304e-08
ALL,Req_b,1474560,4.812090429985e-09,9.519277894271e-09,8.013753255208e-01,4.470348358154e-08
ALL,Req_r,1474560,4.944679594165e-09,9.179905061210e-09,7.913892957899e-01,4.656612873077e-08
ALL,Rrec_b,1474560,-4.382560584561e-33,9.217639758649e-30,6.781684027778e-07,6.462348535571e-27
ALL,Rrec_r,1474560,-1.643460219210e-33,2.398505618161e-30,6.781684027778e-07,1.615587133893e-27
ALL,cc,1474560,6.250000124909e-02,1.874996497115e-01,1.759155273437e-01,7.500100135803e-01
ALL,dacc_b,1474560,-1.222739081356e-19,6.555026273526e-17,1.794169108073e-01,4.440892098501e-16
ALL,dacc_r,1474560,-5.855444470383e-19,7.569126149620e-17,1.760559082031e-01,6.661338147751e-16
ALL,net_b,1474560,1.761512695017e-11,1.728976646011e-06,3.015719943576e-01,5.006790161133e-06
ALL,net_r,1474560,8.761038951691e-11,1.724110571950e-06,2.974507649740e-01,4.947185516357e-06
cc==0,R_b,1215162,-5.258512140306e-17,2.788759708845e-16,3.545732996917e-01,1.110223024625e-15
cc==0,R_r,1215162,-5.481742287072e-17,2.781541050262e-16,3.557163571606e-01,1.332267629550e-15
cc==0,Rc1_b,1215162,-4.621049576859e-09,9.530485149120e-09,1.495298569244e-01,4.470348469177e-08
cc==0,Rc1_r,1215162,-4.779290463298e-09,9.151539310396e-09,1.581912535119e-01,4.656613006304e-08
cc==0,Req_b,1215162,4.621049524274e-09,9.530485039331e-09,8.009960811809e-01,4.470348358154e-08
cc==0,Req_r,1215162,4.779290408480e-09,9.151539202673e-09,7.900065999431e-01,4.656612873077e-08
cc==0,Rrec_b,1215162,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rrec_r,1215162,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,cc,1215162,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_b,1215162,-1.909511753591e-19,6.576654085919e-17,1.759847658172e-01,4.440892098501e-16
cc==0,dacc_r,1215162,-6.178047118415e-19,7.650374436101e-17,1.723029521990e-01,6.661338147751e-16
cc==0,net_b,1215162,1.223677604480e-07,1.611353618209e-06,2.880562427067e-01,5.006790161133e-06
