step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs,umax
2600,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
2700,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
2800,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
2900,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3000,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3100,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3200,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3300,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3400,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3500,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3600,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3700,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3800,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
3900,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4000,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4100,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4200,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4300,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4400,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4500,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4600,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4700,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4800,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
4900,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
5000,1.382400020599e+04,1.382400020599e+04,0.000000000000e+00,1.382400494385e+04,0.000000000000e+00,0.000000000000e+00,1.382400000000e+04,0.000000000000e+00,-4.737854003906e-03,2.059936523438e-04,4.943847656250e-03,0.000000000000e+00
