step,Mff,Mr,Mb,Mrho,d_fc
400,3.686402555685e+04,1.843199876430e+04,1.843199955776e+04,3.686402551931e+04,2.723478906046e-02
800,3.686401695416e+04,1.843199911670e+04,1.843199991296e+04,3.686401691043e+04,1.792449621280e-02
1200,3.686401571065e+04,1.843199916111e+04,1.843199983791e+04,3.686401574904e+04,1.671162638377e-02
1600,3.686400861087e+04,1.843199899837e+04,1.843199956264e+04,3.686400815141e+04,1.004986630505e-02
2000,3.686399920180e+04,1.843199869892e+04,1.843199922988e+04,3.686399960220e+04,1.273001827940e-03
2400,3.686401485698e+04,1.843199724159e+04,1.843199774064e+04,3.686401537418e+04,1.987474633279e-02
2800,3.686402823863e+04,1.843199591557e+04,1.843199631455e+04,3.686402699798e+04,3.600850995645e-02
3200,3.686402524116e+04,1.843199481049e+04,1.843199515211e+04,3.686402541256e+04,3.527856342407e-02
3600,3.686404145833e+04,1.843199338327e+04,1.843199381617e+04,3.686404146665e+04,5.425888406171e-02
4000,3.686403278517e+04,1.843199204193e+04,1.843199265670e+04,3.686403287786e+04,4.808653938744e-02
4400,3.686403722197e+04,1.843199066176e+04,1.843199127579e+04,3.686403806442e+04,5.528441836941e-02
4800,3.686404325229e+04,1.843198929558e+04,1.843198999847e+04,3.686404327714e+04,6.395823966523e-02
5200,3.686404665819e+04,1.843198778128e+04,1.843198917499e+04,3.686404595506e+04,6.970192791778e-02
5600,3.686405825613e+04,1.843198624868e+04,1.843198792555e+04,3.686405929339e+04,8.408189543479e-02
6000,3.686407138627e+04,1.843198456234e+04,1.843198667436e+04,3.686407110453e+04,1.001495767014e-01
6400,3.686407410281e+04,1.843198259421e+04,1.843198537281e+04,3.686407437146e+04,1.061357897888e-01
6800,3.686407589758e+04,1.843198220926e+04,1.843198348223e+04,3.686407604188e+04,1.102060962548e-01
7200,3.686408028817e+04,1.843197775117e+04,1.843198135784e+04,3.686408028227e+04,1.211791601891e-01
7600,3.686407975891e+04,1.843197390364e+04,1.843197646052e+04,3.686407986808e+04,1.293947563317e-01
8000,3.686408084916e+04,1.843197059058e+04,1.843197439169e+04,3.686408098024e+04,1.358668902685e-01
8400,3.686408208342e+04,1.843197686435e+04,1.843198157080e+04,3.686408210254e+04,1.236482717613e-01
8800,3.686408329216e+04,1.843198253946e+04,1.843198584229e+04,3.686408332008e+04,1.149104082760e-01
9200,3.686408698884e+04,1.843198806446e+04,1.843199623816e+04,3.686408703566e+04,1.026862240906e-01
9600,3.686409184569e+04,1.843199523613e+04,1.843200548888e+04,3.686409191638e+04,9.112067303431e-02
10000,3.686408820832e+04,1.843200546634e+04,1.843201472452e+04,3.686408827293e+04,6.801746120254e-02
10400,3.686408767469e+04,1.843201916937e+04,1.843202413617e+04,3.686408769590e+04,4.436915489714e-02
