step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs
1,2.880000770438e+04,2.880000770438e+04,1.919999929792e+04,9.599999371648e+03,0.000000000000e+00,0.000000000000e+00,2.880001024532e+04,0.000000000000e+00,9.034812450409e-03,-2.540946006775e-03,-1.157575845718e-02
200,2.880001328141e+04,2.880001328141e+04,1.919998924988e+04,9.599992671187e+03,0.000000000000e+00,0.000000000000e+00,2.880001323998e+04,0.000000000000e+00,3.136033854753e-02,4.142709076405e-05,-3.131891145676e-02
400,2.880001322688e+04,2.880001322688e+04,1.919998495887e+04,9.599988072814e+03,0.000000000000e+00,0.000000000000e+00,2.880001320100e+04,0.000000000000e+00,4.019519295980e-02,2.588145434856e-05,-4.016931150545e-02
600,2.880001445825e+04,2.880001445825e+04,1.919998082445e+04,9.599982745819e+03,0.000000000000e+00,0.000000000000e+00,2.880001447117e+04,0.000000000000e+00,5.088798599172e-02,-1.292303204536e-05,-5.090090902377e-02
800,2.880001346702e+04,2.880001346702e+04,1.919997617210e+04,9.599977182636e+03,0.000000000000e+00,0.000000000000e+00,2.880001347852e+04,0.000000000000e+00,6.011228555872e-02,-1.149438321590e-05,-6.012377994193e-02
1000,2.880001337085e+04,2.880001337085e+04,1.919997159175e+04,9.599971522007e+03,0.000000000000e+00,0.000000000000e+00,2.880001336789e+04,0.000000000000e+00,7.025709251138e-02,2.956017851830e-06,-7.025413649535e-02
1200,2.880001386012e+04,2.880001386012e+04,1.919996676973e+04,9.599966015774e+03,0.000000000000e+00,0.000000000000e+00,2.880001384813e+04,0.000000000000e+00,8.107461893269e-02,1.199357211590e-05,-8.106262535875e-02
1400,2.880001408938e+04,2.880001408938e+04,1.919996226100e+04,9.599960238474e+03,0.000000000000e+00,0.000000000000e+00,2.880001410055e+04,0.000000000000e+00,9.158990462129e-02,-1.116842031479e-05,-9.160107304342e-02
1600,2.880001436269e+04,2.880001436269e+04,1.919995703863e+04,9.599954678858e+03,0.000000000000e+00,0.000000000000e+00,2.880001436371e+04,0.000000000000e+00,1.026452018159e-01,-1.011416316032e-06,-1.026462132322e-01
1800,2.880001480626e+04,2.880001480626e+04,1.919995204803e+04,9.599949074142e+03,0.000000000000e+00,0.000000000000e+00,2.880001479000e+04,0.000000000000e+00,1.136840869258e-01,1.626089215279e-05,-1.136678260336e-01
2000,2.880001462742e+04,2.880001462742e+04,1.919994725165e+04,9.599943508982e+03,0.000000000000e+00,0.000000000000e+00,2.880001461560e+04,0.000000000000e+00,1.238667885918e-01,1.182593405247e-05,-1.238549626578e-01
2200,2.880001472099e+04,2.880001472099e+04,1.919994202678e+04,9.599938254996e+03,0.000000000000e+00,0.000000000000e+00,2.880001471466e+04,0.000000000000e+00,1.344392125029e-01,6.331130862236e-06,-1.344328813720e-01
2400,2.880001485124e+04,2.880001485124e+04,1.919993715119e+04,9.599932627296e+03,0.000000000000e+00,0.000000000000e+00,2.880001484615e+04,0.000000000000e+00,1.450727521806e-01,5.094334483147e-06,-1.450676578461e-01
2600,2.880001547035e+04,2.880001547035e+04,1.919993240923e+04,9.599927088943e+03,0.000000000000e+00,0.000000000000e+00,2.880001547015e+04,0.000000000000e+00,1.559721778067e-01,2.067536115646e-07,-1.559719710531e-01
2800,2.880001529817e+04,2.880001529817e+04,1.919992768133e+04,9.599921324927e+03,0.000000000000e+00,0.000000000000e+00,2.880001529616e+04,0.000000000000e+00,1.662919146802e-01,2.007931470871e-06,-1.662899067487e-01
3000,2.880001552793e+04,2.880001552793e+04,1.919992283956e+04,9.599915563927e+03,0.000000000000e+00,0.000000000000e+00,2.880001551044e+04,0.000000000000e+00,1.771244425618e-01,1.748651266098e-05,-1.771069560491e-01
3200,2.880001597961e+04,2.880001597961e+04,1.919991755370e+04,9.599909775337e+03,0.000000000000e+00,0.000000000000e+00,2.880001596665e+04,0.000000000000e+00,1.886505694602e-01,1.295469701290e-05,-1.886376147631e-01
3400,2.880001645616e+04,2.880001645616e+04,1.919991272123e+04,9.599904026524e+03,0.000000000000e+00,0.000000000000e+00,2.880001645225e+04,0.000000000000e+00,1.997084122104e-01,3.909692168236e-06,-1.997045025200e-01
3600,2.880001706645e+04,2.880001706645e+04,1.919990784877e+04,9.599898437428e+03,0.000000000000e+00,0.000000000000e+00,2.880001708430e+04,0.000000000000e+00,2.107802523042e-01,-1.784600317478e-05,-2.107980983055e-01
3800,2.880001815701e+04,2.880001815701e+04,1.919990281631e+04,9.599892893580e+03,0.000000000000e+00,0.000000000000e+00,2.880001818192e+04,0.000000000000e+00,2.224471236987e-01,-2.490915358067e-05,-2.224720328522e-01
4000,2.880001901084e+04,2.880001901084e+04,1.919989803192e+04,9.599887303781e+03,0.000000000000e+00,0.000000000000e+00,2.880001900923e+04,0.000000000000e+00,2.336751323965e-01,1.605600118637e-06,-2.336735267963e-01
4200,2.880001991943e+04,2.880001991943e+04,1.919989364148e+04,9.599881880148e+03,0.000000000000e+00,0.000000000000e+00,2.880001991022e+04,0.000000000000e+00,2.443978090123e-01,9.218230843544e-06,-2.443885907815e-01
