step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs
2000,2.880001251536e+04,2.880001251536e+04,1.919997522524e+04,9.599984994712e+03,0.000000000000e+00,0.000000000000e+00,2.880001250094e+04,0.000000000000e+00,5.229540737128e-02,1.441501080990e-05,-5.228099236047e-02
2200,2.880001217821e+04,2.880001217821e+04,1.919997034798e+04,9.599983087048e+03,0.000000000000e+00,0.000000000000e+00,2.880001218009e+04,0.000000000000e+00,5.874318096539e-02,-1.879408955574e-06,-5.874506037435e-02
2400,2.880001239826e+04,2.880001239826e+04,1.919996511032e+04,9.599981231821e+03,0.000000000000e+00,0.000000000000e+00,2.880001237857e+04,0.000000000000e+00,6.605611407940e-02,1.968257129192e-05,-6.603643150811e-02
2600,2.880001208973e+04,2.880001208973e+04,1.919996020300e+04,9.599979172640e+03,0.000000000000e+00,0.000000000000e+00,2.880001207560e+04,0.000000000000e+00,7.271409480745e-02,1.413002610207e-05,-7.269996478135e-02
2800,2.880001192414e+04,2.880001192414e+04,1.919995526677e+04,9.599977197571e+03,0.000000000000e+00,0.000000000000e+00,2.880001193947e+04,0.000000000000e+00,7.945980011573e-02,-1.532956957817e-05,-7.947512968531e-02
3000,2.880001185819e+04,2.880001185819e+04,1.919995008516e+04,9.599975046492e+03,0.000000000000e+00,0.000000000000e+00,2.880001184624e+04,0.000000000000e+00,8.672653249050e-02,1.194328069687e-05,-8.671458921162e-02
3200,2.880001185697e+04,2.880001185697e+04,1.919994509264e+04,9.599972851741e+03,0.000000000000e+00,0.000000000000e+00,2.880001187247e+04,0.000000000000e+00,9.391259262338e-02,-1.549720764160e-05,-9.392808983102e-02
3400,2.880001178049e+04,2.880001178049e+04,1.919993966597e+04,9.599970857098e+03,0.000000000000e+00,0.000000000000e+00,2.880001176459e+04,0.000000000000e+00,1.012574193373e-01,1.590512692928e-05,-1.012415142104e-01
3600,2.880001195839e+04,2.880001195839e+04,1.919993441551e+04,9.599968438661e+03,0.000000000000e+00,0.000000000000e+00,2.880001197255e+04,0.000000000000e+00,1.091042252774e-01,-1.415237784386e-05,-1.091183776552e-01
3800,2.880001197535e+04,2.880001197535e+04,1.919992930699e+04,9.599966299866e+03,0.000000000000e+00,0.000000000000e+00,2.880001196158e+04,0.000000000000e+00,1.163684976909e-01,1.377239823341e-05,-1.163547252945e-01
4000,2.880001188575e+04,2.880001188575e+04,1.919992433346e+04,9.599963965096e+03,0.000000000000e+00,0.000000000000e+00,2.880001185584e+04,0.000000000000e+00,1.235871926037e-01,2.990663051605e-05,-1.235572859732e-01
4200,2.880001215823e+04,2.880001215823e+04,1.919991974514e+04,9.599962113229e+03,0.000000000000e+00,0.000000000000e+00,2.880001213121e+04,0.000000000000e+00,1.302998596730e-01,2.701766788960e-05,-1.302728420051e-01
4400,2.880001187571e+04,2.880001187571e+04,1.919991507302e+04,9.599959721792e+03,0.000000000000e+00,0.000000000000e+00,2.880001189989e+04,0.000000000000e+00,1.370808929278e-01,-2.417899668217e-05,-1.371050719245e-01
4600,2.880001198340e+04,2.880001198340e+04,1.919991119826e+04,9.599956959633e+03,0.000000000000e+00,0.000000000000e+00,2.880001199812e+04,0.000000000000e+00,1.438255074427e-01,-1.471675932407e-05,-1.438402242020e-01
4800,2.880001175660e+04,2.880001175660e+04,1.919990764612e+04,9.599954525844e+03,0.000000000000e+00,0.000000000000e+00,2.880001174474e+04,0.000000000000e+00,1.495846438229e-01,1.186691224575e-05,-1.495727769106e-01
5000,2.880001178726e+04,2.880001178726e+04,1.919990384103e+04,9.599951844836e+03,0.000000000000e+00,0.000000000000e+00,2.880001177901e+04,0.000000000000e+00,1.561013940100e-01,8.247792720795e-06,-1.560931462154e-01
5200,2.880001155693e+04,2.880001155693e+04,1.919989977030e+04,9.599949123907e+03,0.000000000000e+00,0.000000000000e+00,2.880001154190e+04,0.000000000000e+00,1.626627183505e-01,1.502409577370e-05,-1.626476942547e-01
5400,2.880001111245e+04,2.880001111245e+04,1.919989594884e+04,9.599946590088e+03,0.000000000000e+00,0.000000000000e+00,2.880001112366e+04,0.000000000000e+00,1.685735139472e-01,-1.121126115322e-05,-1.685847252083e-01
5600,2.880001090172e+04,2.880001090172e+04,1.919989278161e+04,9.599943693668e+03,0.000000000000e+00,0.000000000000e+00,2.880001090932e+04,0.000000000000e+00,1.744264406607e-01,-7.597729563713e-06,-1.744340383884e-01
5800,2.880001102098e+04,2.880001102098e+04,1.919988992687e+04,9.599940794605e+03,0.000000000000e+00,0.000000000000e+00,2.880001100320e+04,0.000000000000e+00,1.802995028520e-01,1.777894794941e-05,-1.802817239040e-01
6000,2.880001102244e+04,2.880001102244e+04,1.919988662135e+04,9.599937940882e+03,0.000000000000e+00,0.000000000000e+00,2.880001101899e+04,0.000000000000e+00,1.864602110709e-01,3.449618816376e-06,-1.864567614539e-01
6200,2.880001106709e+04,2.880001106709e+04,1.919988385928e+04,9.599934802914e+03,0.000000000000e+00,0.000000000000e+00,2.880001106220e+04,0.000000000000e+00,1.924048965175e-01,4.883855581284e-06,-1.924000126601e-01
6400,2.880001044030e+04,2.880001044030e+04,1.919988115878e+04,9.599932016706e+03,0.000000000000e+00,0.000000000000e+00,2.880001045561e+04,0.000000000000e+00,1.972648103001e-01,-1.530908048153e-05,-1.972801193806e-01
6600,2.880001153629e+04,2.880001153629e+04,1.919987820133e+04,9.599929029208e+03,0.000000000000e+00,0.000000000000e+00,2.880001153654e+04,0.000000000000e+00,2.043057538358e-01,-2.440065145493e-07,-2.043059978423e-01
6800,2.880001278619e+04,2.880001278619e+04,1.919987545767e+04,9.599925948260e+03,0.000000000000e+00,0.000000000000e+00,2.880001277101e+04,0.000000000000e+00,2.113802618551e-01,1.517683267593e-05,-2.113650850224e-01
7000,2.880001270335e+04,2.880001270335e+04,1.919987216837e+04,9.599922782981e+03,0.000000000000e+00,0.000000000000e+00,2.880001269937e+04,0.000000000000e+00,2.177519924844e-01,3.982335329056e-06,-2.177480101491e-01
7200,2.880001320895e+04,2.880001320895e+04,1.919986965264e+04,9.599919199578e+03,0.000000000000e+00,0.000000000000e+00,2.880001318312e+04,0.000000000000e+00,2.243567353617e-01,2.583675086498e-05,-2.243308986108e-01
7400,2.880001457112e+04,2.880001457112e+04,1.919986675890e+04,9.599915525321e+03,0.000000000000e+00,0.000000000000e+00,2.880001461494e+04,0.000000000000e+00,2.322869009331e-01,-4.381872713566e-05,-2.323307196602e-01
7600,2.880001556242e+04,2.880001556242e+04,1.919986420296e+04,9.599911918892e+03,0.000000000000e+00,0.000000000000e+00,2.880001558316e+04,0.000000000000e+00,2.394405694577e-01,-2.074055373669e-05,-2.394613100114e-01
7800,2.880001648818e+04,2.880001648818e+04,1.919986147700e+04,9.599908385563e+03,0.000000000000e+00,0.000000000000e+00,2.880001649469e+04,0.000000000000e+00,2.466256137177e-01,-6.511807441711e-06,-2.466321255270e-01
8000,2.880001812824e+04,2.880001812824e+04,1.919985871936e+04,9.599904724641e+03,0.000000000000e+00,0.000000000000e+00,2.880001815349e+04,0.000000000000e+00,2.546842419015e-01,-2.525001764297e-05,-2.547094919209e-01
8200,2.880001736841e+04,2.880001736841e+04,1.919985565750e+04,9.599901177868e+03,0.000000000000e+00,0.000000000000e+00,2.880001736861e+04,0.000000000000e+00,2.605330403894e-01,-2.086162567139e-07,-2.605332490057e-01
8400,2.880001848617e+04,2.880001848617e+04,1.919985323981e+04,9.599897671914e+03,0.000000000000e+00,0.000000000000e+00,2.880001846224e+04,0.000000000000e+00,2.675744402550e-01,2.392567694187e-05,-2.675505145780e-01
8600,2.880001880767e+04,2.880001880767e+04,1.919985075644e+04,9.599894473217e+03,0.000000000000e+00,0.000000000000e+00,2.880001879269e+04,0.000000000000e+00,2.735780108342e-01,1.497752964497e-05,-2.735630333045e-01
8800,2.880001806026e+04,2.880001806026e+04,1.919984814570e+04,9.599891215482e+03,0.000000000000e+00,0.000000000000e+00,2.880001809150e+04,0.000000000000e+00,2.786990745190e-01,-3.123842179775e-05,-2.787303129408e-01
9000,2.880001869774e+04,2.880001869774e+04,1.919984532052e+04,9.599887828889e+03,0.000000000000e+00,0.000000000000e+00,2.880001869094e+04,0.000000000000e+00,2.855483289368e-01,6.793066859245e-06,-2.855415358717e-01
9200,2.880002012625e+04,2.880002012625e+04,1.919984262258e+04,9.599884593897e+03,0.000000000000e+00,0.000000000000e+00,2.880002012151e+04,0.000000000000e+00,2.929097716042e-01,4.736706614494e-06,-2.929050348976e-01
9400,2.880001998353e+04,2.880001998353e+04,1.919984035683e+04,9.599881623041e+03,0.000000000000e+00,0.000000000000e+00,2.880002001774e+04,0.000000000000e+00,2.980036662957e-01,-3.420934081078e-05,-2.980378756365e-01
9600,2.880001979799e+04,2.880001979799e+04,1.919983778319e+04,9.599878721688e+03,0.000000000000e+00,0.000000000000e+00,2.880001980239e+04,0.000000000000e+00,3.032931077723e-01,-4.405155777931e-06,-3.032975129281e-01
9800,2.880002017778e+04,2.880002017778e+04,1.919983583728e+04,9.599875874994e+03,0.000000000000e+00,0.000000000000e+00,2.880002016252e+04,0.000000000000e+00,3.084655033053e-01,1.525692641735e-05,-3.084502463789e-01
10000,2.880002088277e+04,2.880002088277e+04,1.919983328616e+04,9.599873121177e+03,0.000000000000e+00,0.000000000000e+00,2.880002089387e+04,0.000000000000e+00,3.144754344576e-01,-1.110509037971e-05,-3.144865395479e-01
10200,2.880002128731e+04,2.880002128731e+04,1.919983159734e+04,9.599870568174e+03,0.000000000000e+00,0.000000000000e+00,2.880002129316e+04,0.000000000000e+00,3.191217949770e-01,-5.858018994331e-06,-3.191276529978e-01
10400,2.880002238827e+04,2.880002238827e+04,1.919982904694e+04,9.599868180967e+03,0.000000000000e+00,0.000000000000e+00,2.880002238762e+04,0.000000000000e+00,3.251603601220e-01,6.482005119324e-07,-3.251597119233e-01
10600,2.880002227966e+04,2.880002227966e+04,1.919982672553e+04,9.599865654926e+03,0.000000000000e+00,0.000000000000e+00,2.880002226877e+04,0.000000000000e+00,3.298992115306e-01,1.089274883270e-05,-3.298883187817e-01
10800,2.880002218874e+04,2.880002218874e+04,1.919982439493e+04,9.599862916543e+03,0.000000000000e+00,0.000000000000e+00,2.880002219540e+04,0.000000000000e+00,3.348772713489e-01,-6.657093763351e-06,-3.348839284445e-01
11000,2.880002241985e+04,2.880002241985e+04,1.919982197716e+04,9.599860641975e+03,0.000000000000e+00,0.000000000000e+00,2.880002242857e+04,0.000000000000e+00,3.398007167198e-01,-8.717179298401e-06,-3.398094338991e-01
11200,2.880002312747e+04,2.880002312747e+04,1.919981942450e+04,9.599858187569e+03,0.000000000000e+00,0.000000000000e+00,2.880002311379e+04,0.000000000000e+00,3.455154020885e-01,1.368485391140e-05,-3.455017172346e-01
11400,2.880002409023e+04,2.880002409023e+04,1.919981648572e+04,9.599855525706e+03,0.000000000000e+00,0.000000000000e+00,2.880002410299e+04,0.000000000000e+00,3.520788009973e-01,-1.275911927223e-05,-3.520915601184e-01
11600,2.880002726519e+04,2.880002726519e+04,1.919981354248e+04,9.599853273013e+03,0.000000000000e+00,0.000000000000e+00,2.880002725804e+04,0.000000000000e+00,3.604496995758e-01,7.152557373047e-06,-3.604425470185e-01
11800,2.880002820091e+04,2.880002820091e+04,1.919981027986e+04,9.599851548878e+03,0.000000000000e+00,0.000000000000e+00,2.880002820039e+04,0.000000000000e+00,3.663721767316e-01,5.252659320831e-07,-3.663716514639e-01
12000,2.880003035557e+04,2.880003035557e+04,1.919980814590e+04,9.599849410793e+03,0.000000000000e+00,0.000000000000e+00,2.880003036720e+04,0.000000000000e+00,3.727988817245e-01,-1.162104308605e-05,-3.728105027694e-01
12200,2.880003199571e+04,2.880003199571e+04,1.919980549532e+04,9.599847488746e+03,0.000000000000e+00,0.000000000000e+00,2.880003200722e+04,0.000000000000e+00,3.790116431919e-01,-1.150742173195e-05,-3.790231506136e-01
12400,2.880003318152e+04,2.880003318152e+04,1.919980235481e+04,9.599845458345e+03,0.000000000000e+00,0.000000000000e+00,2.880003318167e+04,0.000000000000e+00,3.853683612797e-01,-1.490116119385e-07,-3.853685102913e-01
12600,2.880003382871e+04,2.880003382871e+04,1.919979912786e+04,9.599843707854e+03,0.000000000000e+00,0.000000000000e+00,2.880003383261e+04,0.000000000000e+00,3.909929978436e-01,-3.900378942490e-06,-3.909968982225e-01
12800,2.880003365941e+04,2.880003365941e+04,1.919979613523e+04,9.599842054691e+03,0.000000000000e+00,0.000000000000e+00,2.880003367323e+04,0.000000000000e+00,3.954694898930e-01,-1.381710171700e-05,-3.954833069947e-01
13000,2.880003432591e+04,2.880003432591e+04,1.919979335000e+04,9.599839882470e+03,0.000000000000e+00,0.000000000000e+00,2.880003432810e+04,0.000000000000e+00,4.010934381040e-01,-2.194195985794e-06,-4.010956323000e-01
13200,2.880003539301e+04,2.880003539301e+04,1.919978988543e+04,9.599838518792e+03,0.000000000000e+00,0.000000000000e+00,2.880003537226e+04,0.000000000000e+00,4.069887799651e-01,2.074800431728e-05,-4.069680319590e-01
13400,2.880003600914e+04,2.880003600914e+04,1.919978626833e+04,9.599837238376e+03,0.000000000000e+00,0.000000000000e+00,2.880003601527e+04,0.000000000000e+00,4.125024299119e-01,-6.135553121567e-06,-4.125085654669e-01
13600,2.880003580540e+04,2.880003580540e+04,1.919978274322e+04,9.599835858204e+03,0.000000000000e+00,0.000000000000e+00,2.880003579885e+04,0.000000000000e+00,4.172039726818e-01,6.552785634995e-06,-4.171974198980e-01
13800,2.880003589993e+04,2.880003589993e+04,1.919977972219e+04,9.599833921194e+03,0.000000000000e+00,0.000000000000e+00,2.880003588498e+04,0.000000000000e+00,4.222565468699e-01,1.495145261288e-05,-4.222415954173e-01
14000,2.880003428390e+04,2.880003428390e+04,1.919977647413e+04,9.599832008963e+03,0.000000000000e+00,0.000000000000e+00,2.880003429395e+04,0.000000000000e+00,4.258008104407e-01,-1.004710793495e-05,-4.258108575486e-01
14200,2.880003362706e+04,2.880003362706e+04,1.919977296555e+04,9.599829965076e+03,0.000000000000e+00,0.000000000000e+00,2.880003360319e+04,0.000000000000e+00,4.306964383068e-01,2.387352287769e-05,-4.306725647839e-01
14400,2.880003228438e+04,2.880003228438e+04,1.919976977679e+04,9.599828522136e+03,0.000000000000e+00,0.000000000000e+00,2.880003227973e+04,0.000000000000e+00,4.339854457630e-01,4.645437002182e-06,-4.339808003278e-01
14600,2.880003109021e+04,2.880003109021e+04,1.919976659134e+04,9.599826219555e+03,0.000000000000e+00,0.000000000000e+00,2.880003107405e+04,0.000000000000e+00,4.382793073946e-01,1.615844666958e-05,-4.382631489498e-01
14800,2.880003006592e+04,2.880003006592e+04,1.919976325371e+04,9.599824830397e+03,0.000000000000e+00,0.000000000000e+00,2.880003005797e+04,0.000000000000e+00,4.419818068764e-01,7.951632142067e-06,-4.419738552460e-01
15000,2.880002749406e+04,2.880002749406e+04,1.919975968804e+04,9.599823395123e+03,0.000000000000e+00,0.000000000000e+00,2.880002746433e+04,0.000000000000e+00,4.444109049582e-01,2.973340451717e-05,-4.443811715537e-01
15200,2.880002622088e+04,2.880002622088e+04,1.919975605533e+04,9.599821734318e+03,0.000000000000e+00,0.000000000000e+00,2.880002619851e+04,0.000000000000e+00,4.484312265722e-01,2.237036824226e-05,-4.484088562021e-01
15400,2.880002457741e+04,2.880002457741e+04,1.919975226606e+04,9.599820358988e+03,0.000000000000e+00,0.000000000000e+00,2.880002457726e+04,0.000000000000e+00,4.519523602066e-01,1.452863216400e-07,-4.519522149203e-01
15600,2.880002333175e+04,2.880002333175e+04,1.919974840719e+04,9.599818891149e+03,0.000000000000e+00,0.000000000000e+00,2.880002331614e+04,0.000000000000e+00,4.560334045909e-01,1.560337841511e-05,-4.560178012107e-01
15800,2.880002224503e+04,2.880002224503e+04,1.919974503992e+04,9.599817421321e+03,0.000000000000e+00,0.000000000000e+00,2.880002222788e+04,0.000000000000e+00,4.597837797373e-01,1.714192330837e-05,-4.597666378140e-01
16000,2.880002230042e+04,2.880002230042e+04,1.919974205471e+04,9.599815813238e+03,0.000000000000e+00,0.000000000000e+00,2.880002229577e+04,0.000000000000e+00,4.644324761757e-01,4.647299647331e-06,-4.644278288761e-01
16200,2.880002119720e+04,2.880002119720e+04,1.919973875464e+04,9.599814089609e+03,0.000000000000e+00,0.000000000000e+00,2.880002119994e+04,0.000000000000e+00,4.683529517042e-01,-2.745538949966e-06,-4.683556972450e-01
16400,2.880002038719e+04,2.880002038719e+04,1.919973528355e+04,9.599812183627e+03,0.000000000000e+00,0.000000000000e+00,2.880002038723e+04,0.000000000000e+00,4.729200095189e-01,-4.656612873077e-08,-4.729200560832e-01
16600,2.880001949960e+04,2.880001949960e+04,1.919973196313e+04,9.599810602186e+03,0.000000000000e+00,0.000000000000e+00,2.880001948214e+04,0.000000000000e+00,4.769342868058e-01,1.746416091919e-05,-4.769168226449e-01
16800,2.880001933448e+04,2.880001933448e+04,1.919972898592e+04,9.599809674347e+03,0.000000000000e+00,0.000000000000e+00,2.880001931375e+04,0.000000000000e+00,4.806742176625e-01,2.073124051094e-05,-4.806534864219e-01
17000,2.880001852523e+04,2.880001852523e+04,1.919972579582e+04,9.599808262190e+03,0.000000000000e+00,0.000000000000e+00,2.880001852769e+04,0.000000000000e+00,4.844672267682e-01,-2.453103661537e-06,-4.844696798718e-01
17200,2.880001788936e+04,2.880001788936e+04,1.919972281548e+04,9.599807057522e+03,0.000000000000e+00,0.000000000000e+00,2.880001787543e+04,0.000000000000e+00,4.880163564667e-01,1.392699778080e-05,-4.880024294689e-01
17400,2.880001790364e+04,2.880001790364e+04,1.919972046176e+04,9.599805949639e+03,0.000000000000e+00,0.000000000000e+00,2.880001789045e+04,0.000000000000e+00,4.914922352746e-01,1.318193972111e-05,-4.914790533367e-01
17600,2.880001759025e+04,2.880001759025e+04,1.919971817703e+04,9.599804664319e+03,0.000000000000e+00,0.000000000000e+00,2.880001760221e+04,0.000000000000e+00,4.947489080623e-01,-1.195259392262e-05,-4.947608606562e-01
17800,2.880001827579e+04,2.880001827579e+04,1.919971579972e+04,9.599803297151e+03,0.000000000000e+00,0.000000000000e+00,2.880001826859e+04,0.000000000000e+00,4.991789121959e-01,7.202848792076e-06,-4.991717093471e-01
18000,2.880001892135e+04,2.880001892135e+04,1.919971289572e+04,9.599801809659e+03,0.000000000000e+00,0.000000000000e+00,2.880001892304e+04,0.000000000000e+00,5.042159664408e-01,-1.698732376099e-06,-5.042176651732e-01
18200,2.880001942657e+04,2.880001942657e+04,1.919970992642e+04,9.599800135015e+03,0.000000000000e+00,0.000000000000e+00,2.880001943702e+04,0.000000000000e+00,5.093651389761e-01,-1.044571399689e-05,-5.093755846901e-01
18400,2.880001965164e+04,2.880001965164e+04,1.919970633297e+04,9.599799134295e+03,0.000000000000e+00,0.000000000000e+00,2.880001965451e+04,0.000000000000e+00,5.141843796519e-01,-2.870336174965e-06,-5.141872499880e-01
18600,2.880002016736e+04,2.880002016736e+04,1.919970272376e+04,9.599798646844e+03,0.000000000000e+00,0.000000000000e+00,2.880002015954e+04,0.000000000000e+00,5.187967561797e-01,7.821246981621e-06,-5.187889349327e-01
18800,2.880002007433e+04,2.880002007433e+04,1.919969874549e+04,9.599797632696e+03,0.000000000000e+00,0.000000000000e+00,2.880002006501e+04,0.000000000000e+00,5.236961489627e-01,9.322538971901e-06,-5.236868264255e-01
19000,2.880002067851e+04,2.880002067851e+04,1.919969591902e+04,9.599796609132e+03,0.000000000000e+00,0.000000000000e+00,2.880002067459e+04,0.000000000000e+00,5.281503552669e-01,3.924593329430e-06,-5.281464306754e-01
19200,2.880002095533e+04,2.880002095533e+04,1.919969342501e+04,9.599795618487e+03,0.000000000000e+00,0.000000000000e+00,2.880002095610e+04,0.000000000000e+00,5.319118335392e-01,-7.655471563339e-07,-5.319125990864e-01
19400,2.880002064003e+04,2.880002064003e+04,1.919969029673e+04,9.599795132486e+03,0.000000000000e+00,0.000000000000e+00,2.880002063155e+04,0.000000000000e+00,5.352108096486e-01,8.478760719299e-06,-5.352023308878e-01
19600,2.880002098520e+04,2.880002098520e+04,1.919968672955e+04,9.599794389823e+03,0.000000000000e+00,0.000000000000e+00,2.880002098441e+04,0.000000000000e+00,5.398658250379e-01,7.916241884232e-07,-5.398650334137e-01
19800,2.880002099737e+04,2.880002099737e+04,1.919968346392e+04,9.599793588829e+03,0.000000000000e+00,0.000000000000e+00,2.880002097338e+04,0.000000000000e+00,5.439446190103e-01,2.398341894150e-05,-5.439206355913e-01
20000,2.880002083195e+04,2.880002083195e+04,1.919968019047e+04,9.599792932030e+03,0.000000000000e+00,0.000000000000e+00,2.880002083516e+04,0.000000000000e+00,5.477094490216e-01,-3.214925527573e-06,-5.477126639453e-01
20200,2.880002048540e+04,2.880002048540e+04,1.919967706701e+04,9.599792355236e+03,0.000000000000e+00,0.000000000000e+00,2.880002048331e+04,0.000000000000e+00,5.510631511370e-01,2.082437276840e-06,-5.510610686979e-01
20400,2.880002069599e+04,2.880002069599e+04,1.919967421664e+04,9.599792042748e+03,0.000000000000e+00,0.000000000000e+00,2.880002067310e+04,0.000000000000e+00,5.544366003578e-01,2.289190888405e-05,-5.544137084507e-01
20600,2.880002055086e+04,2.880002055086e+04,1.919967092224e+04,9.599791675591e+03,0.000000000000e+00,0.000000000000e+00,2.880002054596e+04,0.000000000000e+00,5.579530278937e-01,4.902482032776e-06,-5.579481254099e-01
20800,2.880002096581e+04,2.880002096581e+04,1.919966813386e+04,9.599791241165e+03,0.000000000000e+00,0.000000000000e+00,2.880002097374e+04,0.000000000000e+00,5.615907843094e-01,-7.933005690575e-06,-5.615987173151e-01
21000,2.880002097284e+04,2.880002097284e+04,1.919966497991e+04,9.599790133722e+03,0.000000000000e+00,0.000000000000e+00,2.880002097225e+04,0.000000000000e+00,5.658592045129e-01,5.867332220078e-07,-5.658586177815e-01
21200,2.880002110130e+04,2.880002110130e+04,1.919966155537e+04,9.599790097602e+03,0.000000000000e+00,0.000000000000e+00,2.880002109718e+04,0.000000000000e+00,5.694483332518e-01,4.120171070099e-06,-5.694442130807e-01
21400,2.880002073722e+04,2.880002073722e+04,1.919965822651e+04,9.599790128432e+03,0.000000000000e+00,0.000000000000e+00,2.880002073467e+04,0.000000000000e+00,5.723822732107e-01,2.551823854446e-06,-5.723797213868e-01
21600,2.880002144949e+04,2.880002144949e+04,1.919965465421e+04,9.599789597367e+03,0.000000000000e+00,0.000000000000e+00,2.880002146935e+04,0.000000000000e+00,5.771979115452e-01,-1.986697316170e-05,-5.772177785184e-01
21800,2.880002175177e+04,2.880002175177e+04,1.919965120319e+04,9.599788941199e+03,0.000000000000e+00,0.000000000000e+00,2.880002176249e+04,0.000000000000e+00,5.816073831993e-01,-1.071579754353e-05,-5.816180989968e-01
22000,2.880002201368e+04,2.880002201368e+04,1.919964774415e+04,9.599788283804e+03,0.000000000000e+00,0.000000000000e+00,2.880002201545e+04,0.000000000000e+00,5.859857273754e-01,-1.771375536919e-06,-5.859874987509e-01
22200,2.880002211713e+04,2.880002211713e+04,1.919964434528e+04,9.599787826154e+03,0.000000000000e+00,0.000000000000e+00,2.880002210456e+04,0.000000000000e+00,5.899456992665e-01,1.257285475731e-05,-5.899331264118e-01
22400,2.880002237456e+04,2.880002237456e+04,1.919964045496e+04,9.599787396756e+03,0.000000000000e+00,0.000000000000e+00,2.880002236134e+04,0.000000000000e+00,5.945228491801e-01,1.322664320469e-05,-5.945096225369e-01
22600,2.880002226915e+04,2.880002226915e+04,1.919963702567e+04,9.599787180346e+03,0.000000000000e+00,0.000000000000e+00,2.880002226013e+04,0.000000000000e+00,5.980631325565e-01,9.022653102875e-06,-5.980541099052e-01
22800,2.880002203631e+04,2.880002203631e+04,1.919963386542e+04,9.599787024588e+03,0.000000000000e+00,0.000000000000e+00,2.880002202952e+04,0.000000000000e+00,6.011463000814e-01,6.791204214096e-06,-6.011395088790e-01
23000,2.880002191258e+04,2.880002191258e+04,1.919963114212e+04,9.599786978078e+03,0.000000000000e+00,0.000000000000e+00,2.880002190733e+04,0.000000000000e+00,6.037923837393e-01,5.248934030533e-06,-6.037871348053e-01
23200,2.880002103299e+04,2.880002103299e+04,1.919962834561e+04,9.599786703863e+03,0.000000000000e+00,0.000000000000e+00,2.880002103978e+04,0.000000000000e+00,6.059835119668e-01,-6.796792149544e-06,-6.059903087589e-01
23400,2.880002082884e+04,2.880002082884e+04,1.919962524632e+04,9.599786780302e+03,0.000000000000e+00,0.000000000000e+00,2.880002082461e+04,0.000000000000e+00,6.088022123113e-01,4.228204488754e-06,-6.087979841068e-01
23600,2.880002120794e+04,2.880002120794e+04,1.919962244467e+04,9.599786586460e+03,0.000000000000e+00,0.000000000000e+00,2.880002122158e+04,0.000000000000e+00,6.121768128651e-01,-1.363456249237e-05,-6.121904474276e-01
23800,2.880002131161e+04,2.880002131161e+04,1.919961977210e+04,9.599786446066e+03,0.000000000000e+00,0.000000000000e+00,2.880002131200e+04,0.000000000000e+00,6.150934362158e-01,-3.930181264877e-07,-6.150938292340e-01
24000,2.880002127902e+04,2.880002127902e+04,1.919961654765e+04,9.599785896343e+03,0.000000000000e+00,0.000000000000e+00,2.880002126670e+04,0.000000000000e+00,6.188350263983e-01,1.231767237186e-05,-6.188227087259e-01
