h,L1,L2,V1,V2,Pc_dyn1,Pc_dyn2,L_eff1,L_eff2,a_h,L0,L0_over_h
26,241.0,477.0,0.004973973925882226,0.0030001945468923524,0.0029145344798483797,0.003069721160595229,330.0890692459163,576.3880397666843,1.0436397055964746,78.57190019716592,3.0219961614294584
40,241.0,477.0,0.005588790705614267,0.003791365818340364,0.0017931757618345756,0.0019344454993629467,427.8029258418344,680.2985492300265,1.0698967092720006,169.95781890728222,4.248945472682055
