step,umax,p_liq,p_gas,Pc,psi_mean_liq_band,psi_mean_gas_band
13750,0.025263002142310143,0.33285341660181683,0.335137406984965,0.0022839903831481934,-1.0005090236663818,0.9998250603675842
14000,0.025267012417316437,0.33285456895828247,0.3351385196050008,0.0022839506467183246,-1.0005098581314087,0.9998253583908081
14250,0.02524792030453682,0.3328559796015422,0.3351399103800456,0.002283930778503418,-1.0005096197128296,0.9998254179954529
14500,0.02525828592479229,0.3328569730122884,0.33514106273651123,0.0022840897242228375,-1.0005097389221191,0.9998255372047424
14750,0.025269564241170883,0.3328581055005391,0.3351421356201172,0.002284030119578062,-1.000510334968567,0.9998257160186768
15000,0.02525695599615574,0.3328593969345093,0.3351434866587321,0.0022840897242228375,-1.0005110502243042,0.9998258352279663
15250,0.025186864659190178,0.33286043008168537,0.3351447979609172,0.002284367879231808,-1.0005104541778564,0.9998260736465454
15500,0.02523268200457096,0.3328617215156555,0.3351459503173828,0.002284228801727295,-1.0005106925964355,0.9998260736465454
15750,0.02523445524275303,0.332862913608551,0.33514706293741864,0.002284149328867613,-1.0005114078521729,0.9998262524604797
16000,0.025240004062652588,0.3328642050425212,0.3351484139760335,0.002284208933512333,-1.000511884689331,0.9998262524604797
16250,0.025228042155504227,0.33286521832148236,0.33514968554178876,0.0022844672203063965,-1.0005112886428833,0.9998262524604797
16500,0.02523786388337612,0.3328665296236674,0.33515087763468426,0.0022843480110168457,-1.0005115270614624,0.9998263716697693
16750,0.025228077545762062,0.3328676025072734,0.3351520299911499,0.0022844274838765277,-1.0005122423171997,0.9998264312744141
17000,0.02525031380355358,0.3328687349955241,0.3351533015569051,0.002284566561380985,-1.0005120038986206,0.9998264312744141
17250,0.025200774893164635,0.3328699270884196,0.3351544539133708,0.002284526824951172,-1.0005120038986206,0.9998264312744141
17500,0.02527967467904091,0.3328712781270345,0.335155725479126,0.00228444735209149,-1.0005121231079102,0.9998265504837036
17750,0.025251802057027817,0.33287249008814496,0.3351569175720215,0.0022844274838765277,-1.0005124807357788,0.9998264312744141
18000,0.025170208886265755,0.33287370204925537,0.33515814940134686,0.00228444735209149,-1.0005124807357788,0.9998264312744141
18250,0.025230061262845993,0.3328748941421509,0.3351593812306722,0.002284487088521303,-1.0005124807357788,0.9998264312744141
18500,0.025229530408978462,0.33287618557612103,0.3351605733235677,0.002284387747446659,-1.000512719154358,0.9998264312744141
18750,0.02517510950565338,0.332877258459727,0.33516180515289307,0.0022845466931660785,-1.0005123615264893,0.9998265504837036
19000,0.0252285934984684,0.33287856976191205,0.33516303698221844,0.0022844672203063965,-1.000512957572937,0.9998264312744141
19250,0.025223825126886368,0.3328797419865926,0.33516430854797363,0.0022845665613810406,-1.000512719154358,0.9998264312744141
19500,0.02522912248969078,0.3328809340794881,0.3351655801137288,0.0022846460342407227,-1.000512719154358,0.9998265504837036
19750,0.02522864192724228,0.33288224538167316,0.3351667324701945,0.0022844870885213586,-1.0005124807357788,0.9998265504837036
20000,0.025225229561328888,0.3328835368156433,0.33516792456309,0.0022843877474467145,-1.0005131959915161,0.9998265504837036
20250,0.025172054767608643,0.3328847289085388,0.33516915639241535,0.0022844274838765277,-1.0005130767822266,0.9998264312744141
20500,0.02522888407111168,0.3328859210014343,0.3351705074310303,0.0022845864295959473,-1.0005124807357788,0.9998265504837036
20750,0.025177210569381714,0.3328872124354045,0.33517173926035565,0.002284526824951172,-1.0005128383636475,0.9998266696929932
21000,0.025226257741451263,0.33288846413294476,0.33517297108968097,0.0022845069567362097,-1.0005133152008057,0.9998265504837036
21250,0.025168780237436295,0.3328896760940552,0.3351741631825765,0.002284487088521303,-1.0005130767822266,0.9998265504837036
21500,0.02523138001561165,0.3328908284505208,0.3351754347483317,0.0022846062978109094,-1.0005125999450684,0.9998265504837036
21750,0.02523258700966835,0.33289215962092084,0.33517658710479736,0.0022844274838765277,-1.0005130767822266,0.9998265504837036
22000,0.025179168209433556,0.33289337158203125,0.335177739461263,0.0022843678792317523,-1.0005133152008057,0.9998265504837036
22250,0.025177273899316788,0.3328945239384969,0.33517905076344806,0.002284526824951172,-1.0005131959915161,0.9998264312744141
22500,0.025168368592858315,0.33289579550425213,0.33518044153849286,0.0022846460342407227,-1.000512719154358,0.9998264312744141
22750,0.025172879919409752,0.33289692799250287,0.3351816733678182,0.0022847453753153113,-1.0005133152008057,0.9998264312744141
23000,0.025168342515826225,0.33289827903111774,0.3351828257242839,0.002284546693166134,-1.0005130767822266,0.9998265504837036
23250,0.025228509679436684,0.3328995903333028,0.3351840575536092,0.0022844672203063965,-1.0005133152008057,0.9998264312744141
23500,0.025225244462490082,0.3329007426897685,0.33518532911936444,0.0022845864295959473,-1.000512957572937,0.9998264312744141
23750,0.025197407230734825,0.3329019546508789,0.3351864417394002,0.002284487088521303,-1.0005130767822266,0.9998265504837036
24000,0.025171997025609016,0.33290332555770874,0.3351876338322957,0.002284308274586977,-1.0005131959915161,0.9998265504837036
24250,0.02522975392639637,0.3329044183095296,0.3351890643437703,0.0022846460342407227,-1.0005135536193848,0.9998264312744141
24500,0.025225503370165825,0.3329056302706401,0.33519025643666583,0.0022846261660257605,-1.0005131959915161,0.9998264312744141
24750,0.025228673592209816,0.3329068422317505,0.3351915280024211,0.0022846857706705914,-1.0005128383636475,0.9998264312744141
25000,0.025227759033441544,0.3329082727432251,0.3351926803588867,0.002284407615661621,-1.0005133152008057,0.9998265504837036
25250,0.025222836062312126,0.3329094449679057,0.3351938724517822,0.0022844274838765277,-1.0005135536193848,0.9998266696929932
25500,0.025226693600416183,0.33291055758794147,0.3351951837539673,0.002284626166025816,-1.000512957572937,0.9998265504837036
25750,0.025225671008229256,0.33291176954905194,0.33519641558329266,0.0022846460342407227,-1.0005128383636475,0.9998265504837036
26000,0.02522984705865383,0.3329131007194519,0.33519760767618817,0.0022845069567362652,-1.0005133152008057,0.9998265504837036
26250,0.02519477717578411,0.33291439215342206,0.3351988395055135,0.0022844473520914343,-1.0005133152008057,0.9998265504837036
26500,0.025172751396894455,0.332915465037028,0.33520011107126874,0.0022846460342407227,-1.0005130767822266,0.9998264312744141
26750,0.025228839367628098,0.33291687568028766,0.33520130316416424,0.0022844274838765832,-1.000512957572937,0.9998264312744141
27000,0.025227297097444534,0.3329181869824727,0.33520249525705975,0.0022843082745870325,-1.0005133152008057,0.9998263716697693
27250,0.025238100439310074,0.3329193592071533,0.3352037270863851,0.0022843678792317523,-1.0005131959915161,0.9998264312744141
27500,0.025170154869556427,0.33292049169540405,0.3352049986521403,0.0022845069567362652,-1.0005130767822266,0.9998264312744141
27750,0.025197183713316917,0.33292168378829956,0.3352061907450358,0.0022845069567362652,-1.0005131959915161,0.9998264312744141
28000,0.0251705851405859,0.33292289574941,0.335207462310791,0.0022845665613810406,-1.0005128383636475,0.9998264312744141
28250,0.025180332362651825,0.33292422691981,0.3352087736129761,0.0022845466931660785,-1.0005133152008057,0.9998264312744141
28500,0.02522592432796955,0.3329254786173503,0.33521000544230145,0.002284526824951172,-1.0005131959915161,0.9998264312744141
28750,0.025224344804883003,0.3329266508420308,0.33521123727162677,0.0022845864295959473,-1.0005130767822266,0.9998264312744141
29000,0.025228852406144142,0.33292792240778607,0.3352124293645223,0.0022845069567362097,-1.0005128383636475,0.9998264312744141
29250,0.02516878955066204,0.33292919397354126,0.3352136214574178,0.0022844274838765277,-1.0005134344100952,0.9998264312744141
29500,0.02517339214682579,0.33293042580286664,0.33521489302317303,0.0022844672203063965,-1.0005133152008057,0.9998264312744141
29750,0.02522549405694008,0.3329315980275472,0.3352161645889282,0.0022845665613810406,-1.0005125999450684,0.9998265504837036
30000,0.025219736620783806,0.3329328695933024,0.3352173964182536,0.002284526824951172,-1.000512957572937,0.9998265504837036
30250,0.025225142017006874,0.33293406168619794,0.3352185885111491,0.002284526824951172,-1.0005133152008057,0.9998264312744141
30500,0.025220125913619995,0.33293527364730835,0.33521989981333417,0.002284626166025816,-1.0005130767822266,0.9998265504837036
30750,0.025164833292365074,0.3329366644223531,0.3352210521697998,0.0022843877474467145,-1.0005124807357788,0.9998264312744141
31000,0.02522389218211174,0.33293789625167847,0.3352222839991252,0.0022843877474467145,-1.0005131959915161,0.9998264312744141
31250,0.025219205766916275,0.3329390287399292,0.3352235158284505,0.002284487088521303,-1.0005130767822266,0.9998263716697693
31500,0.025171061977744102,0.3329402804374695,0.335224707921346,0.0022844274838765277,-1.0005131959915161,0.9998263716697693
31750,0.025171123445034027,0.3329414923985799,0.3352259000142415,0.002284407615661621,-1.000512719154358,0.9998263716697693
32000,0.025223979726433754,0.3329428235689799,0.3352272907892863,0.0022844672203063965,-1.0005130767822266,0.9998264312744141
32250,0.025224145501852036,0.3329440156618754,0.3352284828821818,0.0022844672203063965,-1.0005128383636475,0.9998263716697693
32500,0.02527434192597866,0.33294524749120075,0.3352298339207967,0.0022845864295959473,-1.0005131959915161,0.9998264312744141
32750,0.02522430196404457,0.3329464594523112,0.3352309862772624,0.002284526824951172,-1.000512957572937,0.9998264312744141
33000,0.025178642943501472,0.3329477111498515,0.3352322181065877,0.0022845069567362097,-1.0005125999450684,0.9998264312744141
33250,0.025220241397619247,0.3329489231109619,0.3352334101994832,0.002284487088521303,-1.0005130767822266,0.9998264312744141
33500,0.02522304467856884,0.3329501748085022,0.3352345625559489,0.0022843877474467145,-1.0005133152008057,0.9998264312744141
33750,0.025223026052117348,0.3329513470331828,0.33523587385813397,0.002284526824951172,-1.0005125999450684,0.9998264312744141
34000,0.025218389928340912,0.3329525987307231,0.33523718516031903,0.0022845864295959473,-1.0005124807357788,0.9998264312744141
34250,0.025225933641195297,0.33295385042826336,0.33523837725321454,0.002284526824951172,-1.0005130767822266,0.9998265504837036
34500,0.025221187621355057,0.3329550822575887,0.33523960908253986,0.002284526824951172,-1.0005131959915161,0.9998264312744141
34750,0.025225620716810226,0.33295635382334393,0.3352408806482951,0.002284526824951172,-1.0005125999450684,0.9998264312744141
35000,0.0252209659665823,0.33295754591623944,0.3352419932683309,0.0022844473520914343,-1.000512719154358,0.9998263716697693
35250,0.025218352675437927,0.33295873800913495,0.3352433443069458,0.002284606297810854,-1.0005130767822266,0.9998263716697693
35500,0.02522231824696064,0.33296002944310504,0.33524449666341144,0.0022844672203063965,-1.0005128383636475,0.9998263716697693
35750,0.025217417627573013,0.33296122153600055,0.33524568875630695,0.0022844672203063965,-1.000512719154358,0.9998263716697693
36000,0.025222448632121086,0.33296255270640057,0.335247000058492,0.0022844473520914343,-1.0005128383636475,0.9998264312744141
36250,0.025222424417734146,0.332963764667511,0.3352481524149577,0.0022843877474467145,-1.0005124807357788,0.9998263716697693
36500,0.02522473968565464,0.3329649170239766,0.3352494239807129,0.0022845069567362652,-1.000512957572937,0.9998263716697693
36750,0.025230448693037033,0.3329662084579468,0.3352505366007487,0.002284328142801939,-1.000512719154358,0.9998264312744141
37000,0.025217123329639435,0.3329673409461975,0.33525176843007404,0.0022844274838765277,-1.0005124807357788,0.9998263716697693
37250,0.025166256353259087,0.33296847343444824,0.33525315920511883,0.0022846857706705914,-1.0005123615264893,0.9998264312744141
37500,0.025216275826096535,0.33296988407770794,0.3352542320887248,0.0022843480110168457,-1.0005130767822266,0.9998263716697693
37750,0.025245144963264465,0.33297113577524823,0.33525550365448,0.0022843678792317523,-1.0005128383636475,0.9998263716697693
38000,0.02521350234746933,0.33297232786814374,0.33525673548380536,0.002284407615661621,-1.0005122423171997,0.9998264312744141
38250,0.025224076583981514,0.33297346035639447,0.3352579673131307,0.0022845069567362097,-1.0005124807357788,0.9998264312744141
38500,0.025219185277819633,0.332974632581075,0.33525919914245605,0.0022845665613810406,-1.0005130767822266,0.9998264312744141
38750,0.02522137388586998,0.3329758048057556,0.3352605899175008,0.00228478511174518,-1.0005124807357788,0.9998264312744141
39000,0.025153687223792076,0.3329770763715108,0.3352617025375366,0.002284626166025816,-1.0005122423171997,0.9998264312744141
39250,0.025216609239578247,0.3329784870147705,0.33526285489400226,0.0022843678792317523,-1.000512719154358,0.9998263716697693
39500,0.0252209659665823,0.3329797585805257,0.33526400725046795,0.002284248669942257,-1.000512719154358,0.9998262524604797
39750,0.02516578696668148,0.3329809109369914,0.33526527881622314,0.0022843678792317523,-1.0005125999450684,0.9998262524604797
40000,0.025222936645150185,0.3329821228981018,0.3352665106455485,0.0022843877474467145,-1.0005122423171997,0.9998262524604797
40250,0.025218242779374123,0.33298347393671673,0.33526774247487384,0.002284268538157108,-1.0005128383636475,0.9998262524604797
40500,0.025221312418580055,0.3329846461613973,0.3352689743041992,0.002284328142801939,-1.0005123615264893,0.9998263716697693
40750,0.025160860270261765,0.332985778649648,0.33527012666066486,0.0022843480110168457,-1.0005128383636475,0.9998263716697693
41000,0.025227468460798264,0.3329869508743286,0.33527131875356037,0.0022843678792317523,-1.0005123615264893,0.9998263716697693
41250,0.02516649104654789,0.33298826217651367,0.3352725108464559,0.0022842486699422015,-1.0005124807357788,0.9998263716697693
41500,0.02521652914583683,0.33298949400583905,0.3352737824122111,0.0022842884063720703,-1.0005124807357788,0.9998263716697693
41750,0.02522178739309311,0.3329906264940898,0.3352750539779663,0.0022844274838765277,-1.0005128383636475,0.9998263716697693
42000,0.02522134594619274,0.3329918185869853,0.33527636528015137,0.0022845466931660785,-1.0005124807357788,0.9998262524604797
42250,0.025157710537314415,0.3329930901527405,0.3352775573730469,0.0022844672203063965,-1.0005121231079102,0.9998264312744141
42500,0.025160979479551315,0.33299434185028076,0.3352787097295125,0.0022843678792317523,-1.0005125999450684,0.9998264312744141
42750,0.025221705436706543,0.3329954346021016,0.33528006076812744,0.002284626166025816,-1.0005128383636475,0.9998263716697693
43000,0.02524399571120739,0.3329966862996419,0.33528125286102295,0.0022845665613810406,-1.0005123615264893,0.9998264312744141
43250,0.0252190213650465,0.33299797773361206,0.3352824052174886,0.0022844274838765277,-1.0005120038986206,0.9998263716697693
43500,0.025221144780516624,0.33299924929936725,0.3352835575739543,0.0022843082745870325,-1.0005125999450684,0.9998262524604797
43750,0.02521657757461071,0.33300044139226276,0.335284948348999,0.0022845069567362652,-1.0005128383636475,0.9998263716697693
44000,0.025164345279335976,0.3330015341440837,0.33528610070546466,0.002284566561380985,-1.0005122423171997,0.9998262524604797
44250,0.02521950751543045,0.33300284544626874,0.33528725306193036,0.002284407615661621,-1.0005120038986206,0.9998262524604797
44500,0.025198012590408325,0.33300407727559406,0.335288405418396,0.002284328142801939,-1.0005125999450684,0.9998263716697693
44750,0.025209175422787666,0.3330052892367045,0.3352896372477214,0.0022843480110168457,-1.0005124807357788,0.9998263716697693
45000,0.025241144001483917,0.33300648132960003,0.33529094854990643,0.0022844672203063965,-1.0005122423171997,0.9998262524604797
45250,0.025249527767300606,0.33300767342249554,0.33529214064280194,0.0022844672203063965,-1.0005122423171997,0.9998263716697693
45500,0.025215592235326767,0.3330090641975403,0.33529333273569745,0.0022842685381571637,-1.0005124807357788,0.9998263716697693
45750,0.025216370820999146,0.33301007747650146,0.3352946440378825,0.0022845665613810406,-1.0005123615264893,0.9998263716697693
46000,0.025219224393367767,0.3330113689104716,0.3352958758672078,0.0022845069567362097,-1.0005122423171997,0.9998262524604797
46250,0.0252388883382082,0.33301254113515216,0.33529698848724365,0.00228444735209149,-1.0005123615264893,0.9998263716697693
46500,0.025212610140442848,0.3330138524373372,0.33529818058013916,0.002284328142801939,-1.0005120038986206,0.9998263716697693
46750,0.025212425738573074,0.33301496505737305,0.3352995316187541,0.0022845665613810406,-1.0005124807357788,0.9998264312744141
47000,0.025219688192009926,0.333016296227773,0.33530064423878986,0.0022843480110168457,-1.0005124807357788,0.9998263716697693
47250,0.025218475610017776,0.3330174684524536,0.3353019158045451,0.00228444735209149,-1.0005123615264893,0.9998263716697693
47500,0.02521716244518757,0.33301860094070435,0.33530322710673016,0.002284626166025816,-1.0005120038986206,0.9998263716697693
47750,0.025228528305888176,0.33302005132039386,0.33530433972676593,0.0022842884063720703,-1.0005124807357788,0.9998262524604797
48000,0.02515995316207409,0.3330211440722148,0.33530553181966144,0.002284387747446659,-1.000512719154358,0.9998262524604797
48250,0.02519768476486206,0.33302221695582074,0.33530672391255695,0.0022845069567362097,-1.000511884689331,0.9998262524604797
48500,0.025221042335033417,0.3330236275990804,0.335308035214742,0.002284407615661621,-1.0005120038986206,0.9998262524604797
48750,0.025218820199370384,0.3330247600873311,0.33530914783477783,0.0022843877474467145,-1.0005124807357788,0.9998263716697693
49000,0.025219393894076347,0.33302589257558185,0.3353104591369629,0.0022845665613810406,-1.000512719154358,0.9998262524604797
49250,0.02520742081105709,0.3330272038777669,0.3353116512298584,0.00228444735209149,-1.000511646270752,0.9998262524604797
49500,0.025168651714920998,0.3330286145210266,0.3353127638498942,0.002284149328867613,-1.0005121231079102,0.9998263716697693
49750,0.02516070008277893,0.33302968740463257,0.3353140751520793,0.0022843877474467145,-1.0005124807357788,0.9998262524604797
50000,0.025215981528162956,0.3330308397610982,0.3353153467178345,0.0022845069567362652,-1.0005123615264893,0.9998263716697693
50250,0.025159010663628578,0.33303195238113403,0.3353164990743001,0.0022845466931660785,-1.000511884689331,0.9998262524604797
50500,0.025218091905117035,0.33303330341974896,0.3353177309036255,0.0022844274838765277,-1.0005122423171997,0.9998262524604797
50750,0.025217639282345772,0.3330345153808594,0.335318922996521,0.002284407615661621,-1.0005123615264893,0.9998263716697693
51000,0.025199931114912033,0.33303576707839966,0.3353201945622762,0.0022844274838765277,-1.0005122423171997,0.9998263716697693
51250,0.025212662294507027,0.3330369790395101,0.3353213866551717,0.002284407615661621,-1.0005120038986206,0.9998263716697693
51500,0.025154855102300644,0.33303821086883545,0.33532261848449707,0.002284407615661621,-1.0005122423171997,0.9998262524604797
51750,0.025212058797478676,0.33303942282994586,0.3353238105773926,0.0022843877474467145,-1.0005121231079102,0.9998262524604797
52000,0.025217847898602486,0.3330407341321309,0.33532504240671795,0.0022843082745870325,-1.0005122423171997,0.9998262524604797
52250,0.025216922163963318,0.3330418864885966,0.3353261947631836,0.002284308274586977,-1.0005122423171997,0.9998262524604797
52500,0.02521226927638054,0.33304305871327716,0.3353274663289388,0.002284407615661621,-1.0005120038986206,0.9998262524604797
52750,0.025192592293024063,0.33304427067438763,0.3353286584218343,0.002284387747446659,-1.0005120038986206,0.9998262524604797
53000,0.025185922160744667,0.33304548263549805,0.3353298107783,0.002284328142801939,-1.0005123615264893,0.9998262524604797
53250,0.025217419490218163,0.33304669459660846,0.3353310823440552,0.0022843877474467145,-1.0005123615264893,0.9998262524604797
53500,0.025214988738298416,0.3330477674802144,0.3353322347005208,0.0022844672203063965,-1.000511646270752,0.9998262524604797
53750,0.025210430845618248,0.3330491781234741,0.33533350626627606,0.002284328142801939,-1.0005120038986206,0.9998262524604797
54000,0.02521631307899952,0.3330504894256592,0.3353347380956014,0.0022842486699422015,-1.0005124807357788,0.9998262524604797
54250,0.025211725383996964,0.3330516417821248,0.3353359301884969,0.0022842884063720703,-1.0005122423171997,0.9998262524604797
54500,0.025216136127710342,0.3330528537432353,0.33533716201782227,0.002284308274586977,-1.000511646270752,0.9998262524604797
54750,0.025162162259221077,0.333053986231486,0.33533839384714764,0.002284407615661621,-1.000511884689331,0.9998262524604797
55000,0.025211839005351067,0.3330552577972412,0.3353397051493327,0.00228444735209149,-1.0005124807357788,0.9998263716697693
55250,0.02520844154059887,0.3330564498901367,0.33534081776936847,0.0022843678792317523,-1.0005120038986206,0.9998263716697693
55500,0.02523559145629406,0.33305760224660236,0.3353421688079834,0.0022845665613810406,-1.0005117654800415,0.9998262524604797
55750,0.025220243260264397,0.33305899302164715,0.33534332116444904,0.0022843281428018836,-1.0005121231079102,0.9998262524604797
56000,0.02521098591387272,0.33306020498275757,0.33534447352091473,0.0022842685381571637,-1.0005123615264893,0.9998262524604797
56250,0.02519524097442627,0.33306121826171875,0.3353457450866699,0.002284526824951172,-1.0005120038986206,0.9998261332511902
56500,0.025200441479682922,0.33306262890497845,0.3353469769159953,0.0022843480110168457,-1.000511646270752,0.9998262524604797
56750,0.025205664336681366,0.33306382099787396,0.3353480100631714,0.002284189065297426,-1.0005122423171997,0.9998262524604797
57000,0.02516007237136364,0.33306501309076947,0.3353493611017863,0.0022843480110168457,-1.000511884689331,0.9998262524604797
57250,0.02521444298326969,0.3330662250518799,0.3353505531946818,0.002284328142801939,-1.0005122423171997,0.9998262524604797
57500,0.02521498128771782,0.33306751648585003,0.335351824760437,0.002284308274586977,-1.000511884689331,0.9998262524604797
57750,0.025210503488779068,0.33306870857874554,0.33535313606262207,0.0022844274838765277,-1.0005122423171997,0.9998262524604797
58000,0.025236371904611588,0.33306990067164105,0.3353542884190877,0.002284387747446659,-1.000511884689331,0.9998262524604797
58250,0.02521781250834465,0.33307111263275146,0.3353554805119832,0.0022843678792317523,-1.0005122423171997,0.9998262524604797
58500,0.02515949308872223,0.3330724040667216,0.33535659313201904,0.002284189065297426,-1.0005120038986206,0.9998262524604797
58750,0.025165729224681854,0.3330736557642619,0.3353579044342041,0.0022842486699422015,-1.000511646270752,0.9998263716697693
59000,0.025176210328936577,0.333074688911438,0.33535921573638916,0.002284526824951172,-1.0005120038986206,0.9998263716697693
59250,0.025214381515979767,0.3330759604771932,0.3353605270385742,0.0022845665613810406,-1.0005122423171997,0.9998263716697693
59500,0.025209367275238037,0.33307727177937824,0.3353615601857503,0.0022842884063720703,-1.0005122423171997,0.9998262524604797
