step,Mff,Mr,Mb,Mrho,d_fc
200,3.686401152492e+04,1.843198106975e+04,1.843198106975e+04,3.686401242828e+04,4.938542126183e-02
400,3.686402002215e+04,1.843198353870e+04,1.843198353870e+04,3.686401929474e+04,5.294475032861e-02
600,3.686401740432e+04,1.843198556012e+04,1.843198556012e+04,3.686401860809e+04,4.628408474673e-02
800,3.686402064443e+04,1.843198142652e+04,1.843198142652e+04,3.686402197266e+04,5.779138785147e-02
1000,3.686402654099e+04,1.843197273658e+04,1.843197273658e+04,3.686402616119e+04,8.106783975381e-02
1200,3.686402854300e+04,1.843197652260e+04,1.843197652260e+04,3.686402959442e+04,7.549780281261e-02
1400,3.686402799797e+04,1.843198513876e+04,1.843198513876e+04,3.686402822113e+04,5.772044595506e-02
1600,3.686402777910e+04,1.843197671447e+04,1.843197671447e+04,3.686402828979e+04,7.435017019452e-02
1800,3.686402312279e+04,1.843198067992e+04,1.843198067992e+04,3.686402368927e+04,6.176295454497e-02
2000,3.686401886988e+04,1.843198074257e+04,1.843198074257e+04,3.686401895142e+04,5.738473564270e-02
2200,3.686399976397e+04,1.843198807464e+04,1.843198807464e+04,3.686399993134e+04,2.361467796436e-02
2400,3.686400440311e+04,1.843198336639e+04,1.843198336639e+04,3.686400569916e+04,3.767033917393e-02
2600,3.686399159932e+04,1.843197706675e+04,1.843197706675e+04,3.686399176025e+04,3.746581242012e-02
2800,3.686398588300e+04,1.843198151917e+04,1.843198151917e+04,3.686398516846e+04,2.284465691628e-02
3000,3.686398721552e+04,1.843198435872e+04,1.843198435872e+04,3.686398777771e+04,1.849807531835e-02
3200,3.686397282386e+04,1.843198725276e+04,1.843198725276e+04,3.686397267151e+04,-1.681658559392e-03
3400,3.686401091766e+04,1.843198883562e+04,1.843198883562e+04,3.686400968170e+04,3.324641906147e-02
3600,3.686400226164e+04,1.843199040994e+04,1.843199040994e+04,3.686400384521e+04,2.144175815556e-02
3800,3.686399280739e+04,1.843198464771e+04,1.843198464771e+04,3.686399292755e+04,2.351197583630e-02
4000,3.686398691082e+04,1.843198708228e+04,1.843198708228e+04,3.686398757172e+04,1.274626537634e-02
4200,3.686400622702e+04,1.843198905573e+04,1.843198905573e+04,3.686400535583e+04,2.811555148219e-02
4400,3.686400998425e+04,1.843198707768e+04,1.843198707768e+04,3.686400961304e+04,3.582889802055e-02
4600,3.686399833488e+04,1.843198616873e+04,1.843198616873e+04,3.686399883270e+04,2.599742352322e-02
4800,3.686400192046e+04,1.843197195368e+04,1.843197195368e+04,3.686400288391e+04,5.801310893003e-02
5000,3.686400114369e+04,1.843196351832e+04,1.843196351832e+04,3.686400178528e+04,7.410705899747e-02
5200,3.686399767399e+04,1.843196329652e+04,1.843196329652e+04,3.686399855804e+04,7.108093937859e-02
5400,3.686399285674e+04,1.843197181679e+04,1.843197181679e+04,3.686399491882e+04,4.922315646400e-02
5600,3.686398806739e+04,1.843196424168e+04,1.843196424168e+04,3.686398709106e+04,5.958402366377e-02
5800,3.686398624563e+04,1.843196862376e+04,1.843196862376e+04,3.686398441315e+04,4.899811527503e-02
6000,3.686400048280e+04,1.843196595359e+04,1.843196595359e+04,3.686400199127e+04,6.857561077049e-02
6200,3.686399231386e+04,1.843196243972e+04,1.843196243972e+04,3.686399313354e+04,6.743441839353e-02
6400,3.686399698091e+04,1.843196836022e+04,1.843196836022e+04,3.686399608612e+04,6.026046238912e-02
6600,3.686401143050e+04,1.843196492567e+04,1.843196492567e+04,3.686400947571e+04,8.157916606433e-02
6800,3.686400085831e+04,1.843195455452e+04,1.843195455452e+04,3.686400164795e+04,9.174927539061e-02
7000,3.686400397396e+04,1.843193314471e+04,1.843193314471e+04,3.686400377655e+04,1.376845488521e-01
7200,3.686400834703e+04,1.843192985852e+04,1.843192985852e+04,3.686400775909e+04,1.486299963217e-01
7400,3.686400458980e+04,1.843192338936e+04,1.843192338936e+04,3.686400514984e+04,1.578110812443e-01
7600,3.686399751091e+04,1.843189999322e+04,1.843189999322e+04,3.686399718475e+04,1.975244663117e-01
7800,3.686400814533e+04,1.843188635340e+04,1.843188635340e+04,3.686400865173e+04,2.354385254184e-01
8000,3.686400280237e+04,1.843188247666e+04,1.843188247666e+04,3.686400157928e+04,2.378490521987e-01
8200,3.686399496603e+04,1.843187770105e+04,1.843187770105e+04,3.686399677277e+04,2.395639306051e-01
8400,3.686401776052e+04,1.843188264140e+04,1.843188264140e+04,3.686401819611e+04,2.524777162980e-01
8600,3.686402766752e+04,1.843187015071e+04,1.843187015071e+04,3.686402760315e+04,2.873661074555e-01
8800,3.686401806092e+04,1.843185190645e+04,1.843185190645e+04,3.686401888275e+04,3.142480222523e-01
