step,Mff,Mr,Mb,Mrho,d_fc
200,3.686403832340e+04,1.843202334117e+04,1.843202334117e+04,3.686403865814e+04,-8.358944134670e-03
400,3.686404512548e+04,1.843203349496e+04,1.843203349496e+04,3.686404531860e+04,-2.186443847313e-02
600,3.686404129100e+04,1.843204673988e+04,1.843204673988e+04,3.686404140472e+04,-5.218876453364e-02
800,3.686403713679e+04,1.843206402867e+04,1.843206402867e+04,3.686403666687e+04,-9.092053750646e-02
1000,3.686404041553e+04,1.843208004269e+04,1.843208004269e+04,3.686404113007e+04,-1.196698519852e-01
1200,3.686403804874e+04,1.843212586253e+04,1.843212586253e+04,3.686403721619e+04,-2.136763206690e-01
1400,3.686404499030e+04,1.843216393016e+04,1.843216393016e+04,3.686404511261e+04,-2.828700164209e-01
1600,3.686406449318e+04,1.843219318432e+04,1.843219318432e+04,3.686406488800e+04,-3.218754569170e-01
1800,3.686409445453e+04,1.843221179955e+04,1.843221179955e+04,3.686409413910e+04,-3.291445682808e-01
2000,3.686410581422e+04,1.843223535920e+04,1.843223535920e+04,3.686410725403e+04,-3.649041755853e-01
2200,3.686411625552e+04,1.843224878486e+04,1.843224878486e+04,3.686411638641e+04,-3.813142028011e-01
2400,3.686410400748e+04,1.843226657264e+04,1.843226657264e+04,3.686410519409e+04,-4.291377884874e-01
2600,3.686409580207e+04,1.843228285947e+04,1.843228285947e+04,3.686409455109e+04,-4.699168677362e-01
2800,3.686410211492e+04,1.843230316314e+04,1.843230316314e+04,3.686410128021e+04,-5.042113732343e-01
3000,3.686410409117e+04,1.843232207583e+04,1.843232207583e+04,3.686410388947e+04,-5.400605003670e-01
3200,3.686409187317e+04,1.843233773355e+04,1.843233773355e+04,3.686409022522e+04,-5.835939316821e-01
3400,3.686409709382e+04,1.843235165830e+04,1.843235165830e+04,3.686409750366e+04,-6.062227696093e-01
3600,3.686407602239e+04,1.843236554857e+04,1.843236554857e+04,3.686407711029e+04,-6.550747477595e-01
3800,3.686408287168e+04,1.843237531806e+04,1.843237531806e+04,3.686408136749e+04,-6.677644442680e-01
4000,3.686409371209e+04,1.843238611843e+04,1.843238611843e+04,3.686409345245e+04,-6.785247756125e-01
4200,3.686408254123e+04,1.843239708749e+04,1.843239708749e+04,3.686408267212e+04,-7.116337442640e-01
4400,3.686408430934e+04,1.843241383621e+04,1.843241383621e+04,3.686408569336e+04,-7.433630708110e-01
4600,3.686408899570e+04,1.843243780934e+04,1.843243780934e+04,3.686409043121e+04,-7.866229775100e-01
4800,3.686407043910e+04,1.843246091280e+04,1.843246091280e+04,3.686407051849e+04,-8.513865082932e-01
5000,3.686407979894e+04,1.843247827498e+04,1.843247827498e+04,3.686407971954e+04,-8.767510196849e-01
5200,3.686408776402e+04,1.843249388233e+04,1.843249388233e+04,3.686409001923e+04,-9.000006375827e-01
5400,3.686410210204e+04,1.843252119792e+04,1.843252119792e+04,3.686410210419e+04,-9.402937996201e-01
5600,3.686411502600e+04,1.843254193616e+04,1.843254193616e+04,3.686411384583e+04,-9.688463155326e-01
5800,3.686411886477e+04,1.843255714542e+04,1.843255714542e+04,3.686411920166e+04,-9.954260743580e-01
6000,3.686411151552e+04,1.843258009921e+04,1.843258009921e+04,3.686411206055e+04,-1.048682906072e+00
6200,3.686411027098e+04,1.843259467179e+04,1.843259467179e+04,3.686410945129e+04,-1.079072608263e+00
6400,3.686410699654e+04,1.843259838784e+04,1.843259838784e+04,3.686410691071e+04,-1.089779145637e+00
6600,3.686410551167e+04,1.843261337003e+04,1.843261337003e+04,3.686410615540e+04,-1.121228391181e+00
6800,3.686409776759e+04,1.843262492003e+04,1.843262492003e+04,3.686409716034e+04,-1.152072462570e+00
7000,3.686408639073e+04,1.843264328008e+04,1.843264328008e+04,3.686408631134e+04,-1.200169426917e+00
7200,3.686408909869e+04,1.843266400402e+04,1.843266400402e+04,3.686408960724e+04,-1.238909344320e+00
7400,3.686408328581e+04,1.843268309060e+04,1.843268309060e+04,3.686408274078e+04,-1.282895395248e+00
7600,3.686408506680e+04,1.843269866729e+04,1.843269866729e+04,3.686408425140e+04,-1.312267775778e+00
7800,3.686407461691e+04,1.843271471172e+04,1.843271471172e+04,3.686407450104e+04,-1.354806525193e+00
8000,3.686407558680e+04,1.843273323029e+04,1.843273323029e+04,3.686407690430e+04,-1.390873783697e+00
8200,3.686407760811e+04,1.843275463875e+04,1.843275463875e+04,3.686407731628e+04,-1.431669396159e+00
8400,3.686408186531e+04,1.843276091110e+04,1.843276091110e+04,3.686408102417e+04,-1.439956881419e+00
8600,3.686406549954e+04,1.843277642097e+04,1.843277642097e+04,3.686406557465e+04,-1.487342390901e+00
8800,3.686404814672e+04,1.843279541397e+04,1.843279541397e+04,3.686404847717e+04,-1.542681206112e+00
9000,3.686403537726e+04,1.843280781986e+04,1.843280781986e+04,3.686403515625e+04,-1.580262460800e+00
