h,Pc_static,C_static,theta_static_deg,convergence,Pc_thr085,Pc_thr095
26,0.003691554069519043,0.7903524852395843,37.78153600521875,"Pc stationary at 19250 (rel drift 6.9e-04 < 0.001 over last 10 blocks; umax floor 2.52e-02 recorded separately, not gated)",0.003691554069519043,0.0036997199058532715
40,0.0022818148136138916,0.7515859069874479,41.272058583112496,"Pc stationary at 13250 (rel drift 8.1e-04 < 0.001 over last 10 blocks; umax floor 2.52e-02 recorded separately, not gated)",0.0022818148136138916,0.0022897422313690186
60,0.001632988452911377,0.8068124767348701,36.21433934278349,"Pc stationary at 12000 (rel drift 4.4e-04 < 0.001 over last 10 blocks; umax floor 2.58e-02 recorded separately, not gated)",0.0016215741634368896,0.001632988452911377
80,0.0011711716651916504,0.7715228360946313,39.50916416377958,"Pc stationary at 11500 (rel drift 7.9e-04 < 0.001 over last 10 blocks; umax floor 2.53e-02 recorded separately, not gated)",0.0011711716651916504,0.0011859238147735596
