h,L1,L2,V1,V2,Pc_dyn1,Pc_dyn2,L_eff1,L_eff2,a_h,L0,L0_over_h
26,241.0,477.0,0.0049901487827537375,0.0030006337142685227,0.0028758080218977966,0.0030640634887698637,324.64733809167745,575.2415199715457,1.0618397537282553,68.74395744316791,2.643998363198766
40,241.0,477.0,0.00561323932147908,0.0038013306650426645,0.0017872932894109073,0.0019330807096912261,424.54233335389137,678.0365017853661,1.0741278323367573,165.67752576073286,4.141938144018321
