class,quantity,n,mean,std,frac_pos,max_abs
ALL,R_b,1474560,-1.615449642386e-09,8.159355036480e-08,5.167968750000e-01,2.980232238770e-07
ALL,R_r,1474560,-1.615449642386e-09,8.159355036480e-08,5.167968750000e-01,2.980232238770e-07
ALL,Rc1_b,1474560,-6.120050775415e-09,8.275063667738e-08,3.109375000000e-01,2.738088369370e-07
ALL,Rc1_r,1474560,-6.120050775415e-09,8.275063667738e-08,3.109375000000e-01,2.738088369370e-07
ALL,Req_b,1474560,4.559115494984e-09,9.717854523072e-09,7.367187500000e-01,4.470348358154e-08
ALL,Req_r,1474560,4.559115494984e-09,9.717854523072e-09,7.367187500000e-01,4.470348358154e-08
ALL,Rrec_b,1474560,-5.451436195548e-11,4.607673762573e-10,4.648437500000e-02,4.656612873077e-09
ALL,Rrec_r,1474560,-5.451436195548e-11,4.607673762573e-10,4.648437500000e-02,4.656612873077e-09
ALL,cc,1474560,6.250000090804e-02,1.874996451141e-01,1.765625000000e-01,7.500151395798e-01
ALL,dacc_b,1474560,-3.670476104769e-21,6.346568037033e-19,5.696614583333e-05,5.551115123126e-17
ALL,dacc_r,1474560,-1.317606806840e-21,2.308405102004e-19,1.085069444444e-05,2.775557561563e-17
ALL,net_b,1474560,-1.478644596995e-09,1.726816163949e-06,2.945312500000e-01,4.947185516357e-06
ALL,net_r,1474560,-1.478644596995e-09,1.726816163949e-06,2.945312500000e-01,4.947185516357e-06
cc==0,R_b,1214208,-6.980501270963e-10,8.089230170394e-08,5.123339658444e-01,2.980232238770e-07
cc==0,R_r,1214208,-6.980501270963e-10,8.089230170394e-08,5.123339658444e-01,2.980232238770e-07
cc==0,Rc1_b,1214208,-4.842170501839e-09,8.196371696654e-08,3.140417457306e-01,2.682209014893e-07
cc==0,Rc1_r,1214208,-4.842170501839e-09,8.196371696654e-08,3.140417457306e-01,2.682209014893e-07
cc==0,Req_b,1214208,4.144120374743e-09,9.713505967384e-09,7.186907020873e-01,3.911554813385e-08
cc==0,Req_r,1214208,4.144120374743e-09,9.713505967384e-09,7.186907020873e-01,3.911554813385e-08
cc==0,Rrec_b,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,Rrec_r,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,cc,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_b,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,dacc_r,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cc==0,net_b,1214208,1.196051387713e-07,1.609219586174e-06,2.779886148008e-01,4.947185516357e-06
cc==0,net_r,1214208,1.196051387713e-07,1.609219586174e-06,2.779886148008e-01,4.947185516357e-06
cc>0,R_b,260352,-5.893941187146e-09,8.465621480808e-08,5.376106194690e-01,2.868473529816e-07
cc>0,R_r,260352,-5.893941187146e-09,8.465621480808e-08,5.376106194690e-01,2.868473529816e-07
cc>0,Rc1_b,260352,-1.207972249377e-08,8.607572994853e-08,2.964601769912e-01,2.738088369370e-07
cc>0,Rc1_r,260352,-1.207972249377e-08,8.607572994853e-08,2.964601769912e-01,2.738088369370e-07
cc>0,Req_b,260352,6.494535215049e-09,9.501670047410e-09,8.207964601770e-01,4.470348358154e-08
cc>0,Req_r,260352,6.494535215049e-09,9.501670047410e-09,8.207964601770e-01,4.470348358154e-08
cc>0,Rrec_b,260352,-3.087539084204e-10,1.060163602973e-09,2.632743362832e-01,4.656612873077e-09
cc>0,Rrec_r,260352,-3.087539084204e-10,1.060163602973e-09,2.632743362832e-01,4.656612873077e-09
cc>0,cc,260352,3.539823060278e-01,3.097332916815e-01,1.000000000000e+00,7.500151395798e-01
cc>0,dacc_b,260352,-2.078853723055e-20,1.510274291778e-18,3.226401179941e-04,5.551115123126e-17
cc>0,dacc_r,260352,-7.462551826351e-21,5.493255438081e-19,6.145526057030e-05,2.775557561563e-17
cc>0,net_b,260352,-5.661791210136e-07,2.103387092707e-06,3.716814159292e-01,4.768371582031e-06
cc>0,net_r,260352,-5.661791210136e-07,2.103387092707e-06,3.716814159292e-01,4.768371582031e-06
ccpos/mixed/nonwall,R_b,134784,-1.008739649124e-08,8.760299122859e-08,5.427350427350e-01,2.868473529816e-07
ccpos/mixed/nonwall,R_r,134784,-1.008739649124e-08,8.760299122859e-08,5.427350427350e-01,2.868473529816e-07
ccpos/mixed/nonwall,Rc1_b,134784,-1.664706419029e-08,8.840377125773e-08,2.777777777778e-01,2.738088369370e-07
ccpos/mixed/nonwall,Rc1_r,134784,-1.664706419029e-08,8.840377125773e-08,2.777777777778e-01,2.738088369370e-07
ccpos/mixed/nonwall,Req_b,134784,7.156064117344e-09,9.330836872972e-09,8.846153846154e-01,4.470348358154e-08
ccpos/mixed/nonwall,Req_r,134784,7.156064117344e-09,9.330836872972e-09,8.846153846154e-01,4.470348358154e-08
ccpos/mixed/nonwall,Rrec_b,134784,-5.963964182920e-10,1.414034549097e-09,3.034188034188e-01,4.656612873077e-09
ccpos/mixed/nonwall,Rrec_r,134784,-5.963964182920e-10,1.414034549097e-09,3.034188034188e-01,4.656612873077e-09
ccpos/mixed/nonwall,cc,134784,5.918797532208e-01,2.325021473562e-01,1.000000000000e+00,7.500151395798e-01
ccpos/mixed/nonwall,dacc_b,134784,-4.015563601798e-20,2.098837358137e-18,6.232193732194e-04,5.551115123126e-17
ccpos/mixed/nonwall,dacc_r,134784,-1.441484369876e-20,7.634027944021e-19,1.187084520418e-04,2.775557561563e-17
ccpos/mixed/nonwall,net_b,134784,-8.696727760198e-07,2.058882917028e-06,3.333333333333e-01,4.768371582031e-06
ccpos/mixed/nonwall,net_r,134784,-8.696727760198e-07,2.058882917028e-06,3.333333333333e-01,4.768371582031e-06
ccpos/pure/nonwall,R_b,125568,-1.392709346971e-09,8.113367243707e-08,5.321100917431e-01,2.682209014893e-07
ccpos/pure/nonwall,R_r,125568,-1.392709346971e-09,8.113367243707e-08,5.321100917431e-01,2.682209014893e-07
ccpos/pure/nonwall,Rc1_b,125568,-7.177163058063e-09,8.322617697479e-08,3.165137614679e-01,2.682209014893e-07
ccpos/pure/nonwall,Rc1_r,125568,-7.177163058063e-09,8.322617697479e-08,3.165137614679e-01,2.682209014893e-07
ccpos/pure/nonwall,Req_b,125568,5.784453732769e-09,9.631257524780e-09,7.522935779817e-01,3.539025783539e-08
ccpos/pure/nonwall,Req_r,125568,5.784453732769e-09,9.631257524780e-09,7.522935779817e-01,3.539025783539e-08
ccpos/pure/nonwall,Rrec_b,125568,-2.167749749737e-17,5.663042975137e-16,2.201834862385e-01,3.518629073003e-15
ccpos/pure/nonwall,Rrec_r,125568,-2.167749749737e-17,5.663042975137e-16,2.201834862385e-01,3.518629073003e-15
ccpos/pure/nonwall,cc,125568,9.862449573814e-02,1.221849755943e-01,1.000000000000e+00,2.500154674053e-01
ccpos/pure/nonwall,dacc_b,125568,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
ccpos/pure/nonwall,dacc_r,125568,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
ccpos/pure/nonwall,net_b,125568,-2.404107023373e-07,2.101922316692e-06,4.128440366972e-01,4.351139068604e-06
ccpos/pure/nonwall,net_r,125568,-2.404107023373e-07,2.101922316692e-06,4.128440366972e-01,4.351139068604e-06
cczero/pure/nonwall,R_b,1214208,-6.980501270963e-10,8.089230170394e-08,5.123339658444e-01,2.980232238770e-07
cczero/pure/nonwall,R_r,1214208,-6.980501270963e-10,8.089230170394e-08,5.123339658444e-01,2.980232238770e-07
cczero/pure/nonwall,Rc1_b,1214208,-4.842170501839e-09,8.196371696654e-08,3.140417457306e-01,2.682209014893e-07
cczero/pure/nonwall,Rc1_r,1214208,-4.842170501839e-09,8.196371696654e-08,3.140417457306e-01,2.682209014893e-07
cczero/pure/nonwall,Req_b,1214208,4.144120374743e-09,9.713505967384e-09,7.186907020873e-01,3.911554813385e-08
cczero/pure/nonwall,Req_r,1214208,4.144120374743e-09,9.713505967384e-09,7.186907020873e-01,3.911554813385e-08
cczero/pure/nonwall,Rrec_b,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
cczero/pure/nonwall,Rrec_r,1214208,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
