x,Req_r,R_r,dacc_r,net_r,cc,chi
0,1.792795956135e-09,5.040054086580e-09,0.000000000000e+00,-1.862645149231e-07,7.500120714307e-01,2.500146061173e-01
1,1.860044236690e-14,-4.988678520592e-15,0.000000000000e+00,-5.280274106845e-09,2.500146202743e-01,9.184548992884e-07
2,2.530087413449e-19,2.725801343015e-19,0.000000000000e+00,-9.966959440937e-15,9.108334779739e-07,1.511959305269e-11
3,1.321371397717e-20,-1.998997755520e-20,0.000000000000e+00,-5.954714802844e-15,0.000000000000e+00,1.192059621901e-12
4,2.659683454379e-20,-7.284483346387e-21,0.000000000000e+00,-1.114035079464e-14,0.000000000000e+00,2.266686969366e-12
5,4.302927372052e-20,3.354250471127e-20,0.000000000000e+00,-1.088463629124e-14,0.000000000000e+00,3.274504033710e-12
6,4.218224077326e-20,-7.030373462211e-20,0.000000000000e+00,-1.075450492549e-14,0.000000000000e+00,4.217043920952e-12
7,4.031876828930e-20,9.994988777601e-20,0.000000000000e+00,-1.141226869950e-14,0.000000000000e+00,5.095085027092e-12
8,8.233160247312e-20,-9.385125055578e-20,0.000000000000e+00,-1.266768807906e-14,0.000000000000e+00,5.904675955896e-12
9,7.995991022081e-20,2.371692252312e-19,0.000000000000e+00,-1.416046099822e-14,0.000000000000e+00,6.638277478871e-12
10,7.657177843179e-20,-4.743384504624e-21,0.000000000000e+00,-1.562532655347e-14,0.000000000000e+00,7.286922750905e-12
11,3.964114193150e-20,-4.709503186734e-20,0.000000000000e+00,-1.691370567908e-14,0.000000000000e+00,7.841810838741e-12
12,4.709503186734e-20,-1.426403483176e-19,0.000000000000e+00,-1.795865973292e-14,0.000000000000e+00,8.295199871097e-12
13,7.453889935838e-20,-1.477225460011e-19,0.000000000000e+00,-1.873744215342e-14,0.000000000000e+00,8.640809571525e-12
14,6.572975670693e-20,-5.251604272977e-19,0.000000000000e+00,-1.924686538618e-14,0.000000000000e+00,8.873956133039e-12
15,4.404571325722e-20,6.098637220231e-21,0.000000000000e+00,-1.948985677708e-14,0.000000000000e+00,8.991575722565e-12
16,9.554531645029e-20,2.202285662861e-19,0.000000000000e+00,-1.946938704006e-14,0.000000000000e+00,8.992204637529e-12
17,1.294266343405e-19,-1.151964808266e-20,0.000000000000e+00,-1.918708247839e-14,0.000000000000e+00,8.875965756103e-12
18,6.776263578034e-20,-2.710505431214e-21,0.000000000000e+00,-1.864294309206e-14,0.000000000000e+00,8.644557946772e-12
19,6.064755902341e-20,-2.158239949604e-19,0.000000000000e+00,-1.783787961090e-14,0.000000000000e+00,8.301255259839e-12
20,5.590417451878e-20,9.385125055578e-20,0.000000000000e+00,-1.678065238847e-14,0.000000000000e+00,7.850898444173e-12
21,8.707498697774e-20,3.015437292225e-20,0.000000000000e+00,-1.550395012026e-14,0.000000000000e+00,7.299839963806e-12
22,1.138412281110e-19,-2.710505431214e-20,0.000000000000e+00,-1.409080100864e-14,0.000000000000e+00,6.655752513673e-12
23,1.260385025514e-19,3.388131789017e-20,0.000000000000e+00,-1.270148266078e-14,0.000000000000e+00,5.927127827081e-12
24,6.505213034913e-20,-1.544988095792e-19,0.000000000000e+00,-1.155496054742e-14,0.000000000000e+00,5.122310335112e-12
25,5.268544931922e-20,-9.503709668193e-20,0.000000000000e+00,-1.078408196076e-14,0.000000000000e+00,4.248186858000e-12
26,5.522654816098e-20,4.573977915173e-20,0.000000000000e+00,-1.016673182273e-14,0.000000000000e+00,3.309387329370e-12
27,2.371692252312e-20,7.792703114740e-20,0.000000000000e+00,-9.040766182564e-15,0.000000000000e+00,2.309617971512e-12
28,1.448426339805e-20,1.312901068244e-20,0.000000000000e+00,-3.134279402857e-15,0.000000000000e+00,1.255637549165e-12
29,1.185422609682e-19,5.909745861943e-19,0.000000000000e+00,-1.232417759425e-14,8.616596460342e-07,1.506926632390e-11
30,1.044954053842e-14,1.860514756781e-14,0.000000000000e+00,-7.768736431935e-09,2.499870203435e-01,8.639649295602e-07
31,4.679895937443e-09,-2.397769695989e-09,-8.432683563776e-20,-2.678483724594e-07,7.499845445156e-01,2.499870257566e-01
32,1.005828380585e-08,-2.139713615179e-08,0.000000000000e+00,-6.988644599915e-07,7.500120714307e-01,2.500146061173e-01
33,1.825392246246e-08,5.587935447693e-09,0.000000000000e+00,-8.583068847656e-07,2.500146202743e-01,9.184548992884e-07
34,1.229345798492e-08,8.568167686462e-09,0.000000000000e+00,-7.957220077515e-07,9.108334779739e-07,1.511959305269e-11
35,1.094304025173e-08,-3.301538527012e-08,0.000000000000e+00,-6.854534149170e-07,0.000000000000e+00,1.192059621901e-12
36,9.732320904732e-09,-1.150183379650e-08,0.000000000000e+00,-5.573034286499e-07,0.000000000000e+00,2.266686969366e-12
37,8.428469300270e-09,1.587904989719e-08,0.000000000000e+00,-4.142522811890e-07,0.000000000000e+00,3.274504033710e-12
38,1.005828380585e-08,-2.086162567139e-08,0.000000000000e+00,-2.562999725342e-07,0.000000000000e+00,4.217043920952e-12
39,7.869675755501e-09,-2.379529178143e-08,0.000000000000e+00,-8.940696716309e-08,0.000000000000e+00,5.095085027092e-12
40,7.450580596924e-09,2.123415470123e-08,0.000000000000e+00,9.983777999878e-08,0.000000000000e+00,5.904675955896e-12
