step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs
1,2.880000480902e+04,2.880000480902e+04,1.920000452018e+04,9.600002241254e+03,0.000000000000e+00,0.000000000000e+00,2.880000687218e+04,0.000000000000e+00,-1.952409744263e-03,-2.063155174255e-03,-1.107454299927e-04
200,2.879999278881e+04,2.879999278881e+04,1.920003618696e+04,9.600028025284e+03,0.000000000000e+00,0.000000000000e+00,2.879999273735e+04,0.000000000000e+00,-7.142342807856e-02,5.146116018295e-05,7.147488923874e-02
400,2.879997620888e+04,2.879997620888e+04,1.920007053685e+04,9.600054193144e+03,0.000000000000e+00,0.000000000000e+00,2.879997612101e+04,0.000000000000e+00,-1.485211097479e-01,8.787587285042e-05,1.486089856189e-01
600,2.879996051339e+04,2.879996051339e+04,1.920009930140e+04,9.600080808601e+03,0.000000000000e+00,0.000000000000e+00,2.879996043938e+04,0.000000000000e+00,-2.195966152140e-01,7.400102913380e-05,2.196706162431e-01
800,2.879994499587e+04,2.879994499587e+04,1.920013145177e+04,9.600109314090e+03,0.000000000000e+00,0.000000000000e+00,2.879994493234e+04,0.000000000000e+00,-2.957699864419e-01,6.352737545967e-05,2.958335138173e-01
1000,2.879992962363e+04,2.879992962363e+04,1.920016498710e+04,9.600138083065e+03,0.000000000000e+00,0.000000000000e+00,2.879992955542e+04,0.000000000000e+00,-3.734465355083e-01,6.821565330029e-05,3.735147511616e-01
1200,2.879991408035e+04,2.879991408035e+04,1.920019809065e+04,9.600167027058e+03,0.000000000000e+00,0.000000000000e+00,2.879991403288e+04,0.000000000000e+00,-4.510373572593e-01,4.746951162815e-05,4.510848267710e-01
1400,2.879989891394e+04,2.879989891394e+04,1.920023200161e+04,9.600195981462e+03,0.000000000000e+00,0.000000000000e+00,2.879989885491e+04,0.000000000000e+00,-5.290691317514e-01,5.903095006943e-05,5.291281626996e-01
1600,2.879988359593e+04,2.879988359593e+04,1.920026782327e+04,9.600225121925e+03,0.000000000000e+00,0.000000000000e+00,2.879988351691e+04,0.000000000000e+00,-6.093492662949e-01,7.902458310127e-05,6.094282908780e-01
1800,2.879986827519e+04,2.879986827519e+04,1.920030418183e+04,9.600253801865e+03,0.000000000000e+00,0.000000000000e+00,2.879986823124e+04,0.000000000000e+00,-6.897085088222e-01,4.394911229610e-05,6.897524579326e-01
2000,2.879985340596e+04,2.879985340596e+04,1.920034003670e+04,9.600282570349e+03,0.000000000000e+00,0.000000000000e+00,2.879985334420e+04,0.000000000000e+00,-7.692010884348e-01,6.175972521305e-05,7.692628481600e-01
2200,2.879983860856e+04,2.879983860856e+04,1.920037608147e+04,9.600311135258e+03,0.000000000000e+00,0.000000000000e+00,2.879983854264e+04,0.000000000000e+00,-8.486081638112e-01,6.592459976673e-05,8.486740884109e-01
2400,2.879982410671e+04,2.879982410671e+04,1.920041134053e+04,9.600339415160e+03,0.000000000000e+00,0.000000000000e+00,2.879982404137e+04,0.000000000000e+00,-9.266489846632e-01,6.534345448017e-05,9.267143281177e-01
2600,2.879980920317e+04,2.879980920317e+04,1.920044701851e+04,9.600368118294e+03,0.000000000000e+00,0.000000000000e+00,2.879980914056e+04,0.000000000000e+00,-1.005933630931e+00,6.260722875595e-05,1.005996238160e+00
2800,2.879979433442e+04,2.879979433442e+04,1.920048186134e+04,9.600397084225e+03,0.000000000000e+00,0.000000000000e+00,2.879979424506e+04,0.000000000000e+00,-1.084611144095e+00,8.936040103436e-05,1.084700504496e+00
3000,2.879977930486e+04,2.879977930486e+04,1.920051700279e+04,9.600426153183e+03,0.000000000000e+00,0.000000000000e+00,2.879977923995e+04,0.000000000000e+00,-1.163851112200e+00,6.490945816040e-05,1.163916021658e+00
3200,2.879976478906e+04,2.879976478906e+04,1.920055199374e+04,9.600455277621e+03,0.000000000000e+00,0.000000000000e+00,2.879976472682e+04,0.000000000000e+00,-1.242482303562e+00,6.224028766155e-05,1.242544543849e+00
3400,2.879975002220e+04,2.879975002220e+04,1.920058676386e+04,9.600484116933e+03,0.000000000000e+00,0.000000000000e+00,2.879974996310e+04,0.000000000000e+00,-1.320858593816e+00,5.909055471420e-05,1.320917684370e+00
