iter,dMr,dMb,sumR_r,sumR_b,sumdacc_r,sumdacc_b,resid_r,resid_b
36,2.929558831966e-06,3.759600076592e-06,-2.272898686482e-12,-1.732989646968e-12,-3.211015844494e-14,2.335170224506e-14,2.929561136974e-06,3.759601786230e-06
37,-3.685709089041e-07,1.043593874783e-05,-2.236706794955e-12,-1.703024831549e-12,-1.548304738000e-14,1.019359089868e-14,-3.685686567142e-07,1.043594044066e-05
38,-4.283065209165e-06,3.453427780187e-06,-2.278589112055e-12,-1.651472893578e-12,1.204401229899e-14,-3.812548150448e-14,-4.283062942620e-06,3.453429469785e-06
39,2.857112122001e-06,3.259639925091e-06,-2.098027637190e-12,-1.602524118247e-12,-2.229466103106e-14,5.786976529486e-15,2.857114242323e-06,3.259641521828e-06
40,-7.269241905306e-06,-7.182214176282e-06,-2.123188821933e-12,-1.575107135582e-12,4.160913319895e-14,-4.010833142389e-15,-7.269239823726e-06,-7.182212597164e-06
41,-4.454603185877e-06,3.381639544386e-06,-2.132392499296e-12,-1.658654796152e-12,-5.357117134337e-14,-3.180053063326e-15,-4.454600999914e-06,3.381641206221e-06
42,2.147499253624e-05,-1.360768874292e-05,-2.272609642206e-12,-1.647254588185e-12,2.034012064681e-14,-1.660814769131e-15,2.147499478851e-05,-1.360768709401e-05
43,-1.232471549883e-05,-1.055500979419e-05,-2.220032038286e-12,-1.829846775202e-12,5.054608126368e-15,1.211109053214e-14,-1.232471328386e-05,-1.055500797645e-05
44,9.915755072143e-06,-3.657445631688e-06,-2.029744887181e-12,-1.543455843683e-12,3.505595946450e-14,1.568097526285e-14,9.915757066832e-06,-3.657444103914e-06
45,-6.347319867928e-06,6.026784831192e-07,-2.184442002208e-12,-1.657960456140e-12,4.636583814371e-15,-1.057041552812e-14,-6.347317688122e-06,6.026801516501e-07
46,1.955158950295e-07,-1.002052886179e-05,-2.211313138102e-12,-1.591017097732e-12,2.066692120445e-14,9.057912839922e-15,1.955180856757e-07,-1.002052727983e-05
47,-7.404094503727e-06,-9.047835192177e-07,-2.167140204307e-12,-1.617583411984e-12,8.751442767078e-15,2.207333640414e-14,-7.404092345338e-06,-9.047819237077e-07
48,7.890506822150e-06,6.530881364597e-06,-2.421864833339e-12,-1.568061939043e-12,5.936011637743e-14,2.072117705285e-14,7.890509184655e-06,6.530882911938e-06
49,1.027434336720e-06,1.186926965602e-06,-2.244563984382e-12,-1.600606828678e-12,-5.842933558861e-14,-2.395799148804e-14,1.027436639713e-06,1.186928590167e-06
50,8.147326298058e-07,-7.901562639745e-07,-2.188468420651e-12,-1.638009938462e-12,1.448350784466e-14,-5.293508686943e-15,8.147348037907e-07,-7.901546206710e-07
51,2.068463436444e-05,-1.035285094986e-06,-2.220339410555e-12,-1.602748395631e-12,5.241426325082e-15,-2.248954128936e-14,2.068463657954e-05,-1.035283469748e-06
52,5.844787665410e-06,5.551237336476e-06,-2.203199922802e-12,-1.598679740631e-12,-1.846021572367e-14,7.671922992725e-15,5.844789887070e-06,5.551238927484e-06
53,5.339781637304e-06,2.806011252687e-06,-2.152419618717e-12,-1.618443340161e-12,3.847427273150e-14,-2.161061924571e-14,5.339783751249e-06,2.806012892741e-06
54,9.159128239844e-06,2.766691977740e-06,-2.284765785785e-12,-1.638273252206e-12,-2.743084012431e-14,-3.803582814921e-14,9.159130552041e-06,2.766693654049e-06
55,-2.400310768280e-05,-2.697946911212e-06,-2.229387893801e-12,-1.538148321683e-12,-4.311570496246e-14,-1.272866903025e-14,-2.400310541030e-05,-2.697945360335e-06
56,1.498701749370e-07,4.451616405277e-06,-2.266701130636e-12,-1.623791204646e-12,2.292327298033e-14,-9.339493696643e-15,1.498724187148e-07,4.451618038407e-06
57,-6.735841452610e-06,-6.244354153750e-06,-2.341861322097e-12,-1.625747454343e-12,-4.232948220455e-14,-3.949855579329e-14,-6.735839068419e-06,-6.244352488504e-06
58,-1.052537845680e-05,1.663308466959e-05,-2.470677575072e-12,-1.533218386642e-12,3.204178933357e-14,1.208793434543e-14,-1.052537601817e-05,1.663308619072e-05
59,1.962761234608e-05,-2.676730218809e-06,-2.230551187251e-12,-1.568905858297e-12,7.749650462910e-14,-7.987178491297e-15,1.962761449914e-05,-2.676728641916e-06
60,-8.354865713045e-06,3.918738002540e-06,-2.356252563490e-12,-1.753418221571e-12,1.398110888672e-14,-2.096616269812e-14,-8.354863370774e-06,3.918739776924e-06
61,2.551820216468e-06,4.392084520077e-06,-2.169694390443e-12,-1.597701935961e-12,-7.953334442857e-16,2.433812293411e-14,2.551822386957e-06,4.392086093441e-06
62,1.728101779008e-06,5.658912414219e-07,-2.230959969375e-12,-1.537380193243e-12,1.628023752051e-14,2.162906423517e-14,1.728103993688e-06,5.658927571731e-07
63,-1.497104312875e-05,2.740296622505e-06,-2.255870522045e-12,-1.693553358260e-12,-1.552441985728e-16,-1.285318964976e-14,-1.497104087273e-05,2.740298328912e-06
64,6.765472789994e-06,1.491160219302e-06,-2.299944049323e-12,-1.594548396723e-12,1.438700538098e-14,-2.517146782894e-14,6.765475075551e-06,1.491161839022e-06
65,-1.906464603962e-05,5.949641490588e-06,-2.182697797681e-12,-1.654622976921e-12,4.884467328758e-14,2.136189987921e-15,-1.906464390577e-05,5.949643143075e-06
66,-1.537609205116e-05,8.077764505288e-06,-2.287655380769e-12,-1.671552915818e-12,2.083135571050e-14,-6.894732994169e-15,-1.537608978433e-05,8.077766183735e-06
67,-1.272619556403e-05,-2.578068233561e-06,-2.153481031256e-12,-1.655605243761e-12,4.698465839211e-14,-1.562865573177e-14,-1.272619345753e-05,-2.578066562327e-06
68,7.482962246286e-06,-3.113858838333e-06,-2.290215888841e-12,-1.492655034202e-12,-4.875011391748e-14,9.298598945950e-15,7.482964585252e-06,-3.113857354976e-06
69,-5.048721504863e-06,-7.399492460536e-06,-2.126029499811e-12,-1.635525119877e-12,-4.287621147882e-14,-2.715838350650e-15,-5.048719335958e-06,-7.399490822295e-06
70,-5.116300599184e-06,-1.028878614306e-05,-2.313481753562e-12,-1.665346520760e-12,2.956302872859e-14,-2.276010394151e-14,-5.116298315265e-06,-1.028878445496e-05
71,1.301265001530e-05,8.979302947409e-06,-2.286315372635e-12,-1.684133804704e-12,7.079061593645e-14,3.128877026719e-14,1.301265223082e-05,8.979304600254e-06
72,-1.214790245285e-06,-4.980276571587e-06,-2.368346074541e-12,-1.630101550975e-12,3.845104369995e-14,-1.197357642722e-14,-1.214787915390e-06,-4.980274929512e-06
73,1.654756488279e-06,-3.499797458062e-06,-2.418775964113e-12,-1.572022622753e-12,-1.811695392773e-14,4.268617286084e-14,1.654758925171e-06,-3.499795928725e-06
74,2.911444244091e-05,6.812013452873e-06,-2.196486146856e-12,-1.561628695009e-12,-2.091511371646e-14,1.505446734342e-14,2.911444465832e-05,6.812014999447e-06
75,-9.770010365173e-07,8.910037649912e-06,-2.284035223680e-12,-1.545337517211e-12,1.617508007417e-14,-6.233446240731e-14,-9.769987686572e-07,8.910039257584e-06
76,-1.878299372038e-05,-3.584300429793e-06,-2.189832350213e-12,-1.629735571756e-12,-1.523987438524e-14,1.284959145380e-15,-1.878299151531e-05,-3.584298801342e-06
77,-6.053276592866e-06,1.894744855235e-06,-2.245034320813e-12,-1.667594976495e-12,1.641860882277e-14,1.015095126011e-14,-6.053274364250e-06,1.894746512679e-06
78,6.378078978742e-06,-4.649504262488e-06,-2.173966832835e-12,-1.659160134314e-12,-1.613268776923e-14,-4.733505220547e-14,6.378081168841e-06,-4.649502555993e-06
79,1.684289600234e-06,1.316693669651e-07,-2.286974722033e-12,-1.706574863521e-12,1.902927278643e-14,1.252778330835e-14,1.684291868180e-06,1.316710610122e-07
80,7.409442332573e-06,-5.103942385176e-06,-2.293857716104e-12,-1.639411933844e-12,-2.667827845573e-14,-8.409583657698e-15,7.409444653109e-06,-5.103940737355e-06
81,1.765210254234e-05,-2.269331162097e-06,-2.178783585586e-12,-1.676915472936e-12,5.509967278988e-14,4.466215334305e-14,1.765210466603e-05,-2.269329529844e-06
82,9.789444447961e-06,-3.685587216751e-06,-2.365917499527e-12,-1.579502819838e-12,3.167899834599e-15,1.780847808087e-14,9.789446810710e-06,-3.685585655056e-06
83,1.323558535660e-06,-5.573911039392e-07,-2.293218937853e-12,-1.592472842436e-12,-1.661914048490e-14,-2.339412504319e-14,1.323560845498e-06,-5.573894880722e-07
84,3.706947609317e-06,2.100157871610e-06,-2.252352778863e-12,-1.656376380862e-12,-4.198790769824e-14,1.758717378274e-14,3.706949903657e-06,2.100159510399e-06
85,-1.598969538463e-05,-3.606968675740e-06,-2.304536121768e-12,-1.550872299845e-12,8.250060248675e-15,-1.876396851482e-14,-1.598969308835e-05,-3.606967106104e-06
86,-7.162791007431e-06,2.553082595114e-06,-2.317878759348e-12,-1.698553956178e-12,1.996174933520e-14,2.675325781222e-14,-7.162788709514e-06,2.553084266914e-06
87,2.909251634264e-06,-3.412529622437e-06,-2.170848628053e-12,-1.656331916715e-12,3.081899563025e-14,-3.405648430366e-16,2.909253774294e-06,-3.412527965765e-06
88,-7.565493433503e-06,1.320500814472e-06,-2.386502332968e-12,-1.634951116142e-12,4.134876035317e-17,1.420019057040e-14,-7.565491047042e-06,1.320502435223e-06
89,-1.802703263820e-05,6.972859409871e-07,-2.238335314369e-12,-1.678542350483e-12,5.995773539116e-15,6.323043353013e-15,-1.802703040586e-05,6.972876132064e-07
90,-6.971418770263e-06,-1.565975253470e-06,-2.285882435778e-12,-1.645547742258e-12,2.624818561830e-14,2.612646867785e-14,-6.971416510629e-06,-1.565973634049e-06
91,-9.594485163689e-06,7.370985258603e-06,-2.197106000908e-12,-1.788110903851e-12,5.103914253041e-14,3.230687337661e-14,-9.594483017622e-06,7.370987014407e-06
92,-1.305554542341e-05,1.291119406233e-05,-2.283077205276e-12,-1.600204628635e-12,-6.825466027875e-15,3.133207059146e-14,-1.305554313351e-05,1.291119563120e-05
93,9.448693162994e-06,2.602828317322e-06,-2.416663777980e-12,-1.666479037692e-12,-8.499945132511e-15,3.756864543308e-14,9.448695588158e-06,2.602829946232e-06
94,-3.423356247367e-06,3.238023055019e-06,-2.235903621267e-12,-1.595575442807e-12,2.729720881842e-14,5.206850948395e-14,-3.423354038761e-06,3.238024598526e-06
95,2.225937350886e-06,6.861300789751e-07,-2.286163521015e-12,-1.698109812758e-12,-2.075633230830e-14,1.001700824610e-14,2.225939657806e-06,6.861317670679e-07
96,-1.123303809436e-05,6.248137651710e-06,-2.370201584757e-12,-1.674363706562e-12,4.549486465723e-14,4.619010930034e-14,-1.123303576965e-05,6.248139279883e-06
97,-1.913388405228e-05,-5.066483936389e-06,-2.151990011335e-12,-1.629589372175e-12,-1.602342390716e-15,4.407129365223e-14,-1.913388189869e-05,-5.066482350871e-06
98,4.061002982780e-07,-5.029121894040e-06,-2.274165429972e-12,-1.655532619156e-12,1.855246438789e-14,-1.490434091791e-14,4.061025538910e-07,-5.029120223603e-06
99,-5.555233656196e-06,1.179374157800e-05,-2.179632333564e-12,-1.560078960141e-12,-2.072564938681e-14,-3.669558655149e-14,-5.555231455838e-06,1.179374317478e-05
100,6.306221621344e-06,2.048207534244e-06,-2.296188046361e-12,-1.672307612009e-12,1.437624298035e-14,-1.329858667848e-15,6.306223903156e-06,2.048209207882e-06
101,-3.040793671971e-06,2.053853677353e-06,-2.186602877383e-12,-1.614206032431e-12,-3.548491727778e-14,2.223314272216e-14,-3.040791449883e-06,2.053855269326e-06
102,-8.793915185379e-06,1.719879946904e-06,-2.316785334045e-12,-1.569781378656e-12,-1.708109700774e-14,1.803525929403e-14,-8.793912851512e-06,1.719881498650e-06
103,1.853469439084e-05,-1.442804204999e-06,-2.195738299561e-12,-1.644088190987e-12,-3.837688088322e-14,7.090814345195e-15,1.853469662495e-05,-1.442802568001e-06
104,-7.071834261296e-06,-2.373568349867e-06,-2.329134779967e-12,-1.679119185003e-12,-1.824096802154e-14,2.793850085092e-15,-7.071831913921e-06,-2.373566673542e-06
105,-2.090575435432e-06,-3.346667654114e-07,-2.115600011613e-12,-1.643756867274e-12,8.743845220354e-14,3.338304567675e-14,-2.090573407270e-06,-3.346651550376e-07
106,1.544794940855e-07,-2.866876457119e-06,-2.267321273738e-12,-1.682057665964e-12,-4.849869759808e-14,2.162928107560e-14,1.544818099055e-07,-2.866874796691e-06
107,-6.710590241710e-06,8.329039701493e-06,-2.133138006557e-12,-1.608021292618e-12,-4.490266665436e-14,3.051245440664e-14,-6.710588063669e-06,8.329041279002e-06
108,1.218549368787e-05,1.670832716627e-07,-2.325484288510e-12,-1.552017634080e-12,1.601909387474e-14,-2.474321813520e-14,1.218549599733e-05,1.670848484236e-07
109,6.448717613239e-06,8.963634172687e-07,-2.223488329440e-12,-1.664867421984e-12,6.917762125939e-15,-1.327339253050e-14,6.448719829809e-06,8.963650954095e-07
110,6.690188456560e-06,-4.963483661413e-06,-2.329557324364e-12,-1.644606610726e-12,-4.279942624808e-14,-2.288270687842e-14,6.690190828916e-06,-4.963481993924e-06
111,-3.245328116463e-06,-6.446984116337e-06,-2.170946587095e-12,-1.582794935360e-12,-7.741091703197e-15,2.432494310145e-14,-3.245325937776e-06,-6.446982557867e-06
112,8.904098649509e-06,-1.118787622545e-06,-2.337454073935e-12,-1.545783170044e-12,-1.335975939793e-15,-1.084290941538e-14,8.904100988299e-06,-1.118786065919e-06
113,-1.287003397010e-05,1.978192813112e-06,-2.175675455149e-12,-1.553277383830e-12,-4.183883667579e-14,-1.253920470061e-15,-1.287003175259e-05,1.978194367644e-06
114,-1.427413008059e-05,8.100232662400e-07,-2.358140696491e-12,-1.501435394673e-12,-9.781699105219e-15,-2.954869354299e-14,-1.427412771267e-05,8.100247972241e-07
115,3.852572262986e-06,-9.397303074365e-06,-2.260221595088e-12,-1.616020895389e-12,1.623898023971e-14,-1.151936856179e-14,3.852574506968e-06,-9.397301446825e-06
116,-1.149686795543e-05,-2.979793862323e-06,-2.324426398887e-12,-1.650598237192e-12,-5.865717728703e-14,2.574641346474e-16,-1.149686557235e-05,-2.979792211983e-06
117,-2.210502861999e-05,4.600078682415e-07,-2.334707930969e-12,-1.685448254148e-12,6.832114558884e-14,-3.569476799640e-14,-2.210502635360e-05,4.600095893845e-07
118,-3.320819814689e-07,-9.597417374607e-06,-2.231151228356e-12,-1.596009442160e-12,2.385847528113e-14,1.489425444957e-14,-3.320797741762e-07,-9.597415793492e-06
119,-1.088049612008e-05,7.094342436176e-06,-2.253231876136e-12,-1.713402643643e-12,-5.639540280621e-14,-3.464486727014e-15,-1.088049381045e-05,7.094344153043e-06
120,1.824311766541e-06,-5.929345206823e-06,-2.192752424566e-12,-1.646390340141e-12,-1.802416993869e-14,6.791598262511e-15,1.824313977317e-06,-5.929343567224e-06
121,1.640315531404e-05,1.383052949677e-05,-2.220297959516e-12,-1.572310554662e-12,-2.838907663908e-14,-6.900127238790e-14,1.640315756272e-05,1.383053113808e-05
122,9.686489647720e-06,-7.695549356868e-06,-2.240456676728e-12,-1.610815550973e-12,4.528717895483e-14,2.581747444682e-14,9.686491842890e-06,-7.695547771869e-06
123,1.163228807854e-05,2.365401087445e-06,-2.223345914826e-12,-1.698613270507e-12,-1.293396203399e-13,2.264649988262e-14,1.163229043123e-05,2.365402763412e-06
124,2.041294283117e-05,3.737104634638e-06,-2.210176540165e-12,-1.562477361036e-12,-9.713308309805e-14,-3.440764722294e-15,2.041294513848e-05,3.737106200556e-06
125,-5.201167368796e-06,8.346596587216e-07,-2.236253366995e-12,-1.736730037737e-12,-4.957089223150e-14,-9.178086486346e-15,-5.201165082971e-06,8.346614046298e-07
126,-6.936479621800e-06,1.201158738695e-06,-2.351540090288e-12,-1.649645508086e-12,1.638336886403e-14,3.294014739523e-14,-6.936477286643e-06,1.201160355400e-06
127,3.830089553958e-06,1.005448211799e-06,-2.333050747325e-12,-1.563497134495e-12,6.861872520387e-14,2.434427239331e-14,3.830091818390e-06,1.005449750952e-06
128,-1.579770105309e-05,-1.218499164679e-06,-2.311324461812e-12,-1.540407505937e-12,-2.224982080089e-14,-3.098805663026e-15,-1.579769871951e-05,-1.218497621173e-06
129,-1.904684904730e-05,1.224034349434e-07,-2.244409725071e-12,-1.587450792562e-12,-6.051633837329e-14,-2.215469900092e-14,-1.904684674237e-05,1.224050445489e-07
130,3.560504410416e-06,-2.600791049190e-08,-2.423285673192e-12,-1.652203744098e-12,2.294208388803e-14,-2.329193560030e-14,3.560506810759e-06,-2.600623499622e-08
131,-1.573267218191e-05,-1.030944986269e-06,-2.248027121256e-12,-1.622208811576e-12,-2.599337608491e-14,-8.839264837115e-14,-1.573266990789e-05,-1.030943275667e-06
132,-2.845117705874e-06,-1.042717485689e-06,-2.259676973125e-12,-1.593380345065e-12,-2.738764483213e-14,-1.663078041166e-14,-2.845115418810e-06,-1.042715875678e-06
133,-6.083762855269e-06,-5.650830644299e-06,-2.190672405568e-12,-1.851910577403e-12,3.988699155038e-14,3.438600722520e-14,-6.083760704484e-06,-5.650828826775e-06
134,-3.772365744226e-07,-1.215539668920e-05,-2.423089948548e-12,-1.674116864220e-12,5.164572823492e-14,-2.772099464852e-14,-3.772342029783e-07,-1.215539498736e-05
135,-8.032133337110e-06,-8.867167707649e-06,-2.238533926972e-12,-1.718956367628e-12,-4.579181407975e-14,1.311449592586e-14,-8.032131052785e-06,-8.867166001807e-06
136,7.629816536792e-06,8.163988240995e-07,-2.428949594151e-12,-1.691478129234e-12,9.750050566177e-15,-7.490268306857e-15,7.629818955991e-06,8.164005230678e-07
137,-6.672973540844e-06,-4.140692908550e-07,-2.307043872817e-12,-1.707277014871e-12,2.178003430549e-14,1.453788905394e-14,-6.672971255581e-06,-4.140675981158e-07
138,1.207298919326e-05,-4.342209649622e-06,-2.167905401272e-12,-1.758570924583e-12,-7.152441751932e-14,1.836537852676e-14,1.207299143269e-05,-4.342207909416e-06
139,2.637716534082e-06,1.295707079407e-05,-2.248591734995e-12,-1.666404542838e-12,-5.075187638854e-15,1.339226852245e-16,2.637718787749e-06,1.295707246034e-05
140,2.169846993638e-06,4.949963113177e-06,-2.368539869380e-12,-1.641711308117e-12,-5.652926450507e-14,-1.409932927517e-14,2.169849418707e-06,4.949964768987e-06
141,2.250559191452e-06,5.517638783203e-06,-2.259787844127e-12,-1.683420426779e-12,-3.072306067864e-14,4.544705472956e-14,2.250561481963e-06,5.517640421177e-06
142,6.319169187918e-08,4.089364665560e-06,-2.300259602025e-12,-1.637681623409e-12,2.293138416784e-14,-1.060714965298e-14,6.319396920740e-08,4.089366313849e-06
143,9.960374882212e-06,1.617852831259e-06,-2.325884616080e-12,-1.603265565149e-12,-2.189451758458e-14,2.005172625706e-14,9.960377229991e-06,1.617854414473e-06
144,-1.401842382620e-05,6.795971785323e-06,-2.187185101255e-12,-1.695261881313e-12,-4.542935851722e-15,-1.094450424114e-14,-1.401842163447e-05,6.795973491529e-06
145,-1.780568709364e-06,-7.472890501958e-06,-2.185100126162e-12,-1.687098458983e-12,-1.059281107925e-14,-2.972534904040e-14,-1.780566513671e-06,-7.472888785135e-06
146,7.634291250724e-06,5.712117854273e-06,-2.210395248413e-12,-1.687772028052e-12,-3.267767729586e-14,-1.955059615447e-14,7.634293493797e-06,5.712119561596e-06
147,1.633111605770e-05,4.817229637410e-06,-2.240255675174e-12,-1.686602009584e-12,-4.577267113514e-14,1.308285585715e-14,1.633111834373e-05,4.817231310930e-06
148,-1.732394594001e-06,-3.583696525311e-06,-2.235805901088e-12,-1.642935802663e-12,-7.500252453612e-14,1.042638943390e-14,-1.732392283192e-06,-3.583694892802e-06
149,1.516808333690e-05,-2.756223693723e-06,-2.231263686591e-12,-1.692831157641e-12,-4.228617510402e-14,3.017087312407e-14,1.516808561045e-05,-2.756222031063e-06
150,4.662397259381e-07,-1.578006049385e-06,-2.392699671232e-12,-1.727486963494e-12,-1.336980520869e-14,-8.721505234590e-15,4.662421320075e-07,-1.578004313177e-06
151,1.452896685805e-05,3.958193701692e-07,-2.389795457307e-12,-1.642752233682e-12,5.600676545529e-14,-5.051808513071e-14,1.452896919184e-05,3.958210634395e-07
152,1.777181751095e-05,-4.901376087219e-06,-2.212581935117e-12,-1.662785718238e-12,1.370110351128e-14,1.903926608114e-14,1.777181970983e-05,-4.901374443472e-06
153,4.429515684023e-06,-3.797686076723e-08,-2.327481473086e-12,-1.638776857339e-12,-2.908170733851e-15,-1.148076927038e-14,4.429518014413e-06,-3.797521050960e-08
154,-6.903694156790e-06,-2.519729605410e-06,-2.216004769846e-12,-1.670399500889e-12,2.409833129487e-14,3.727329012657e-14,-6.903691964884e-06,-2.519727972284e-06
155,2.537732507335e-05,-1.927754055941e-06,-2.391557862137e-12,-1.603521052309e-12,-8.678387869443e-15,8.763777260856e-15,2.537732747359e-05,-1.927752461184e-06
156,1.810746834963e-05,-4.776062269229e-06,-2.143525276304e-12,-1.680314116404e-12,-1.456568359307e-14,-2.172897685350e-14,1.810747050772e-05,-4.776060567186e-06
157,-3.549643952283e-05,-2.449809471727e-06,-2.417536389099e-12,-1.591831540239e-12,-5.937699605000e-14,-1.050226664532e-14,-3.549643704592e-05,-2.449807869394e-06
158,1.632101339055e-05,-6.244596079341e-06,-2.160609247082e-12,-1.625300165043e-12,-3.983498372741e-14,5.923741857282e-16,1.632101559100e-05,-6.244594454633e-06
