iter,dMr,dMb,sumR_r,sumR_b,sumdacc_r,sumdacc_b,resid_r,resid_b
159,1.954613253474e-06,2.917207893915e-06,-2.233844502172e-12,-1.667114769800e-12,3.156384929901e-14,1.634208617225e-14,1.954615455755e-06,2.917209544688e-06
160,-2.384178878856e-05,4.226008968544e-06,-2.241729470892e-12,-1.624320917029e-12,8.039206643050e-15,-1.261979819147e-14,-2.384178655487e-05,4.226010605485e-06
161,4.575009370456e-06,-6.623691660934e-06,-2.174319215746e-12,-1.596953089379e-12,-3.755714441972e-14,-1.254886087621e-15,4.575011582332e-06,-6.623690062726e-06
162,1.039840935846e-05,5.054436769569e-06,-2.315254478588e-12,-1.695884176091e-12,-7.168123889324e-14,-2.674351693333e-14,1.039841174539e-05,5.054438492197e-06
163,-4.930734576192e-06,-4.769090082846e-06,-2.372950545166e-12,-1.787184281994e-12,-2.700556012809e-14,2.018228452741e-14,-4.930732176236e-06,-4.769088315844e-06
164,5.379519279813e-06,5.123789378558e-06,-2.426352509502e-12,-1.606306442229e-12,-4.802170624043e-14,1.228292641209e-15,5.379521754188e-06,5.123790983636e-06
165,4.739675205201e-06,-2.565715476521e-06,-2.245799660715e-12,-1.660663758403e-12,-3.752269558976e-14,3.875672094996e-15,4.739677488523e-06,-2.565713819733e-06
166,-4.991434252588e-06,-3.115956133115e-06,-2.241245122523e-12,-1.727407442347e-12,-7.525572640098e-15,4.661797613518e-14,-4.991432003817e-06,-3.115954452326e-06
167,1.639648326091e-05,4.892308425042e-06,-2.221588420987e-12,-1.641377184113e-12,-2.147234281114e-14,2.523459550043e-14,1.639648550397e-05,4.892310041184e-06
168,-7.158683729358e-06,-4.300090949982e-07,-2.343837820540e-12,-1.631879130930e-12,-2.038112042958e-14,-1.899370756704e-14,-7.158681365139e-06,-4.300074441254e-07
169,1.732739110594e-05,-1.239592711499e-05,-2.214593345399e-12,-1.602226209983e-12,1.314928865120e-14,-2.032519762034e-14,1.732739330738e-05,-1.239592549244e-05
170,-1.280616197619e-05,9.649522326072e-06,-2.355989194159e-12,-1.619291375995e-12,-1.807798363589e-14,1.432556330505e-14,-1.280615960212e-05,9.649523931038e-06
171,1.997985236812e-06,1.222995706485e-06,-2.209533095822e-12,-1.645740987743e-12,2.542565564014e-14,2.279787483469e-14,1.997987420920e-06,1.222997329428e-06
172,1.313421307714e-05,3.242899765610e-06,-2.276294856190e-12,-1.757301788013e-12,-2.889576666593e-14,4.233067143881e-14,1.313421538233e-05,3.242901480581e-06
173,-2.958651748486e-06,-5.764171874034e-06,-2.214633540183e-12,-1.629494863627e-12,-1.794182478369e-14,-3.305239111920e-14,-2.958649515910e-06,-5.764170211487e-06
174,-9.345199941890e-06,8.485676517012e-07,-2.246860860755e-12,-1.617521688693e-12,-1.612061246753e-14,8.479819629684e-15,-9.345197678909e-06,8.485692607430e-07
175,1.091295416700e-05,1.811231413740e-06,-2.380740949116e-12,-1.787905395023e-12,-1.768413025608e-14,-4.578483114013e-14,1.091295656542e-05,1.811233247430e-06
176,3.700941306306e-06,2.270448021591e-06,-2.360323346977e-12,-1.697490618121e-12,3.820375751320e-14,1.921738525148e-14,3.700943628426e-06,2.270449699864e-06
177,1.783805782907e-05,7.118465873646e-06,-2.348973908577e-12,-1.581224089042e-12,-1.348800696241e-14,-2.612791032792e-14,1.783806019153e-05,7.118467480998e-06
178,-4.565608833218e-06,5.457381121232e-06,-2.319197385724e-12,-1.661640505976e-12,1.935617668209e-14,1.792886856773e-14,-4.565606533377e-06,5.457382764944e-06
179,-3.166423994116e-06,4.352716132416e-06,-2.359289471056e-12,-1.691507311213e-12,-1.553148072393e-14,-1.168293231797e-14,-3.166421619296e-06,4.352717835607e-06
180,2.211979153799e-05,4.241588612786e-06,-2.250496679907e-12,-1.647019871968e-12,-1.727472196322e-14,3.141793601539e-14,2.211979380576e-05,4.241590228387e-06
181,-2.233922714368e-05,2.214648702648e-06,-2.393757396955e-12,-1.670952875984e-12,4.077676578015e-14,2.477812097482e-14,-2.233922479069e-05,2.214650348822e-06
182,4.647779860534e-06,5.161331500858e-06,-2.386620195168e-12,-1.633641576101e-12,-3.027056043163e-14,1.447985543859e-14,4.647782277425e-06,5.161333120020e-06
183,1.005593367154e-05,4.841094778385e-06,-2.323522268613e-12,-1.718306415530e-12,2.945326681115e-14,1.821304812153e-14,1.005593596561e-05,4.841096478478e-06
184,1.797387812985e-05,7.192591510830e-06,-2.409456129310e-12,-1.619294440560e-12,-2.407657610066e-14,2.787921532087e-14,1.797388056338e-05,7.192593102245e-06
185,2.052685886156e-06,7.095035471139e-06,-2.381402223397e-12,-1.643061947891e-12,-1.435714916365e-14,-3.669375526626e-15,2.052688281915e-06,7.095037117870e-06
186,-1.088583303499e-05,-6.382746505551e-06,-2.369436923011e-12,-1.575949032121e-12,-2.633339035653e-15,-2.651448600065e-14,-1.088583066292e-05,-6.382744903088e-06
187,-1.415228325641e-06,9.792129276320e-07,-2.401936477219e-12,-1.679175348369e-12,5.206411507702e-14,-4.065528431485e-14,-1.415225975768e-06,9.792146474627e-07
188,-1.943626557477e-07,-2.685104846023e-06,-2.250944279221e-12,-1.634179841822e-12,4.211387843816e-14,5.999456438371e-15,-1.943604469173e-07,-2.685103217843e-06
189,7.748833013466e-06,-2.693757778616e-06,-2.341286819354e-12,-1.658167022065e-12,-2.643392977924e-14,-3.876532680470e-14,7.748835381186e-06,-2.693756081683e-06
190,6.982434570091e-06,-6.874492100906e-06,-2.264342125667e-12,-1.611477420824e-12,-2.606318345822e-14,-8.342325853554e-16,6.982436860496e-06,-6.874490488594e-06
191,-1.587611041032e-05,-6.634503733949e-06,-2.197512312766e-12,-1.555674412532e-12,4.427624174415e-14,-7.534198823633e-15,-1.587610825708e-05,-6.634502170740e-06
192,1.465406967327e-06,7.950839062687e-07,-2.249984667548e-12,-1.682969142871e-12,1.411087094611e-14,-1.800921641904e-14,1.465409203201e-06,7.950856072471e-07
193,-3.233973984607e-06,-1.227138454851e-05,-2.225023373263e-12,-1.732096440560e-12,9.459810999856e-14,3.717909159251e-14,-3.233971854181e-06,-1.227138285359e-05
194,9.454161045142e-06,1.299738869420e-06,-2.358214789533e-12,-1.730528308136e-12,-8.931630391881e-15,2.116393642098e-14,9.454163412288e-06,1.299740578785e-06
195,1.998676088988e-05,-5.685809810529e-06,-2.311614039084e-12,-1.693690547105e-12,-1.911302232205e-14,1.225150487788e-14,1.998676322061e-05,-5.685808129090e-06
196,7.848375389585e-06,5.625714038615e-06,-2.234129548664e-12,-1.673742702662e-12,3.140555916996e-15,2.482074028460e-14,7.848377620574e-06,5.625715687537e-06
197,1.950381192728e-05,1.049327693181e-06,-2.129532953442e-12,-1.685247822436e-12,3.663024473587e-14,6.312150509311e-15,1.950381402018e-05,1.049329372117e-06
198,-3.573713911464e-06,3.694938641274e-06,-2.277878630983e-12,-1.859762267892e-12,-1.073066230328e-14,2.012041046468e-14,-3.573711622855e-06,3.694940480916e-06
199,6.389520422090e-06,-1.548058207845e-06,-2.438739587509e-12,-1.699062923029e-12,-4.330301952248e-14,-1.832674704810e-14,6.389522904132e-06,-1.548056490456e-06
