class,quantity,n,mean,std,frac_pos,max_abs
cc==0,sum_R_b,364800,-1.284318403964e-16,3.520616666075e-16,3.690625000000e-01,1.443289932013e-15
cc==0,sum_R_r,364800,-6.622761124395e-17,3.043557390895e-16,4.796875000000e-01,1.665334536938e-15
cc==0,sum_dacc_b,364800,9.009544609798e-19,7.699264983845e-17,2.472012061404e-01,6.661338147751e-16
cc==0,sum_dacc_r,364800,3.019724096251e-19,8.158754161799e-17,2.179714912281e-01,4.440892098501e-16
cc>0,sum_R_b,5395200,-5.226681448147e-17,2.323025864407e-16,4.922542259786e-01,1.554312234475e-15
cc>0,sum_R_r,5395200,-7.952471331291e-17,3.219074337893e-16,3.630960854093e-01,1.554312234475e-15
cc>0,sum_dacc_b,5395200,-3.353873457315e-20,5.925032396511e-17,2.259488063464e-01,6.661338147751e-16
cc>0,sum_dacc_r,5395200,-1.840430390099e-19,9.756705044860e-17,1.864915109727e-01,6.661338147751e-16
mixed,sum_R_b,501600,-9.580848978964e-17,2.615718389369e-16,2.493301435407e-01,1.554312234475e-15
mixed,sum_R_r,501600,-1.395228053577e-16,3.249084127171e-16,2.488277511962e-01,1.665334536938e-15
mixed,sum_dacc_b,501600,3.926688204487e-19,6.115106822901e-17,2.491706539075e-01,4.440892098501e-16
mixed,sum_dacc_r,501600,8.147069142464e-19,8.259811125351e-17,2.358413078150e-01,6.661338147751e-16
non_wall,sum_R_b,5380800,-5.221201718456e-17,2.322509385214e-16,4.927743086530e-01,1.554312234475e-15
non_wall,sum_R_r,5380800,-7.958987551260e-17,3.220800455332e-16,3.631277876896e-01,1.554312234475e-15
non_wall,sum_dacc_b,5380800,-4.099964658114e-20,5.921082522609e-17,2.258989369610e-01,6.661338147751e-16
non_wall,sum_dacc_r,5380800,-1.863461216003e-19,9.764016559206e-17,1.863401352959e-01,6.661338147751e-16
pure,sum_R_b,5258400,-5.339729088478e-17,2.401269739561e-16,5.068804198996e-01,1.554312234475e-15
pure,sum_R_r,5258400,-7.287899868404e-17,3.198458818458e-16,3.820846645367e-01,1.554312234475e-15
pure,sum_dacc_b,5258400,-9.364573585255e-21,6.046908727849e-17,2.252080480755e-01,6.661338147751e-16
pure,sum_dacc_r,5258400,-2.455968464211e-19,9.786672989551e-17,1.839679370151e-01,6.661338147751e-16
wall_adj,sum_R_b,379200,-1.263170643469e-16,3.488948726222e-16,3.663607594937e-01,1.443289932013e-15
wall_adj,sum_R_r,379200,-6.580792112175e-17,3.024142477311e-16,4.748101265823e-01,1.665334536938e-15
wall_adj,sum_dacc_b,379200,9.713367745785e-19,7.682641522033e-17,2.471017932489e-01,6.661338147751e-16
wall_adj,sum_dacc_r,379200,3.161965771949e-19,8.101044037325e-17,2.189240506329e-01,4.440892098501e-16
