t,umax,urms,band_valid,liq_band,gas_band,n_mixed,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,Pc_dynamic_thr085,Pc_dynamic_thr095,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
11000,0.021408820524811745,0.0040597436018288136,1,"[12, 73]","[86, 486]",9,-2.9847017991226943e-06,-2.7304931357782608e-06,0.9752517232554163,0.9930203471566282,0.0019679634382398503,0.0019679634382398503,0.0019679634382398503,0.0003878474235534668,0.0002776682376861572,1.0,1.0,0.013361576944589615,0.0025499812327325344,100640.03543473866,18079.241002358383,-8572.20578944683,8717.142848730087,137.843175470829,-12.241224185490864,-2.0981536282961315
12000,0.022420549765229225,0.004071838688105345,1,"[12, 77]","[90, 486]",9,-3.584803870093482e-06,-2.7490287985813428e-06,0.9861155137804072,0.995411139527763,0.0019774355649241904,0.0019713942214906743,0.0019774355649241904,0.0003508031368255615,0.00027495622634887695,1.0,1.0,0.01533116027712822,0.0028652772307395935,99751.95364269445,18961.865664709578,-9461.464868426323,9599.51500082016,131.497105717659,-13.418511120777112,-2.350663889417774
13000,0.023801283910870552,0.004076576326042414,1,"[12, 81]","[93, 486]",8,-2.5339988099405264e-06,-2.7356268419343332e-06,0.9175444540147869,0.9849826672087939,0.0019131924643522313,0.0019131924643522313,0.0019131924643522313,0.0003655552864074707,0.00027364492416381836,1.0,1.0,0.016049258410930634,0.0023244270123541355,98862.78295795232,19844.776098443344,-10351.808235764503,10482.160605847836,124.32446962594986,-14.591193716827547,-2.61549259550884
14000,0.021323181688785553,0.004067530855536461,1,"[12, 84]","[97, 486]",9,-2.737232815204649e-06,-2.7371697845599806e-06,0.9481853519213048,0.9938566622866306,0.001956847124819139,0.001956847124819139,0.001956847124819139,0.0003918111324310303,0.0002758204936981201,1.0,1.0,0.013189190067350864,0.0025197318755090237,97973.77603311674,20727.406653251568,-11241.987884163857,11364.515171468258,117.00659847259521,-15.763917280593887,-2.891481783310155
15000,0.022166138514876366,0.004079791251569986,1,"[12, 88]","[101, 486]",9,-3.395003972601693e-06,-2.7489123418377514e-06,0.9861723633897816,0.9947273311363113,0.0019719433957235966,0.001965709646968572,0.0019719433957235966,0.0003515779972076416,0.0002745091915130615,1.0,1.0,0.014848637394607067,0.002833518199622631,97083.77468717884,21612.020895772726,-12133.156905055046,12248.842300474644,110.65606606006622,-16.931592233886477,-3.178595298082655
16000,0.023602116852998734,0.0040861875750124454,1,"[12, 92]","[104, 486]",8,-2.918819265081795e-06,-2.7373700797072643e-06,0.9367970857534582,0.9830213899238127,0.0019320888504726907,0.0019320888504726907,0.0019385477329493805,0.0003536641597747803,0.0002740919589996338,1.0,1.0,0.01555534079670906,0.002325874986127019,96192.72775667925,22497.16231012644,-13025.371074080467,13133.683922708035,103.75503355264664,-18.098830759714474,-3.4783874184067827
17000,0.02116648480296135,0.0040755001828074455,1,"[12, 95]","[108, 486]",9,-2.635024610892902e-06,-2.7386274905880237e-06,0.9624959517137135,0.9931012284707362,0.001945359563100102,0.001945359563100102,0.001945359563100102,0.00039073824882507324,0.00027367472648620605,1.0,1.0,0.012783010490238667,0.002463675569742918,95301.12885981624,23381.99610265671,-13918.120129466057,14018.204612791538,95.98178148269653,-19.248989282292314,-3.7914898651724798
18000,0.022029954940080643,0.004087550565600395,1,"[12, 99]","[112, 486]",9,-3.2338431149679225e-06,-2.7650209640912153e-06,0.9886510340681951,0.9941273352801766,0.001971367948193359,0.001971367948193359,0.001971367948193359,0.00035646557807922363,0.0002702772617340088,1.0,1.0,0.013848630711436272,0.00272004259750247,94408.73289921577,24268.889430242714,-14811.64269721508,14904.771150827408,89.4636419415474,-20.375596430851147,-4.118279415306461
19000,0.023248640820384026,0.004096371587365866,1,"[12, 103]","[115, 486]",8,-3.1708000305835215e-06,-2.730926427707153e-06,0.9596859963953014,0.9820426980686046,0.0019491209478165183,0.0019491209478165183,0.001955734419746391,0.0003460049629211426,0.00027552247047424316,1.0,1.0,0.014791973866522312,0.00230946927331388,93515.67102574308,25156.43239162143,-15705.808171868324,15791.974423587322,82.92256432771683,-21.479197611406562,-4.4579680341084895
20000,0.02675202116370201,0.004090174566954374,1,"[12, 106]","[119, 486]",9,-2.6557698560048852e-06,-2.7350528822625716e-06,0.988429533573842,0.9930759681563203,0.0019373631637287225,0.0019373631637287225,0.0019373631637287225,0.0003846287727355957,0.0002722442150115967,1.0,1.0,0.012212292291224003,0.0024350269231945276,92621.27834595552,26043.860185444428,-16601.277010798454,16679.04913264513,74.93536585569382,-22.555356753975502,-4.811052799297613
21000,0.021536780521273613,0.004093617666512728,1,"[12, 110]","[123, 486]",9,-2.907176847069475e-06,-2.7518319058622597e-06,0.9861106080327569,0.9913910218567888,0.0019500712586866253,0.0019500712586866253,0.0019500712586866253,0.00036904215812683105,0.00026917457580566406,1.0,1.0,0.01346502359956503,0.0025569607969373465,91726.20917605885,26932.960164314434,-17497.39341056347,17567.783370137215,67.94303393363953,-23.602586622320814,-5.176794177219563
22000,0.022679192945361137,0.004105851519852877,1,"[12, 114]","[127, 486]",9,-3.179594745551356e-06,-2.76830573110256e-06,0.9734432484553647,0.9923683554519502,0.0019641387509695685,0.001957334345304873,0.0019641387509695685,0.000347822904586792,0.00026926398277282715,1.0,1.0,0.015919307246804237,0.0029136633966118097,90830.7463834022,27823.030686818434,-18393.882489085197,18457.47330147028,61.51173943281174,-24.628872487402987,-5.557385348154639
23000,0.023843998089432716,0.004111848305910826,1,"[12, 118]","[130, 486]",8,-2.5622192508897606e-06,-2.7448724361959773e-06,0.9724172351098384,0.9809692281618434,0.0019253965680771645,0.0019253965680771645,0.0019253965680771645,0.00038105249404907227,0.0002713799476623535,1.0,1.0,0.016144387423992157,0.002331169554963708,89934.00240943146,28713.26919251553,-19291.627050876617,19347.315966784954,53.9609215259552,-25.629460308075068,-5.953225730576378
24000,0.0212841983884573,0.004102236125618219,1,"[12, 121]","[134, 486]",9,-2.6405197333928004e-06,-2.7520830597387516e-06,0.9900536196671211,0.9895192968207684,0.0019326899465362812,0.0019326899465362812,0.0019326899465362812,0.0003826320171356201,0.0002663731575012207,1.0,1.0,0.013034051284193993,0.00250078272074461,89035.89909692167,29604.61318765061,-20190.707305550575,20238.25078511238,46.14632719755173,-26.606402472243644,-6.362402538230526
25000,0.021891674026846886,0.004114680923521519,1,"[12, 125]","[138, 486]",9,-3.162024620644226e-06,-2.791406545463893e-06,0.985209001934525,0.9922736534236445,0.001969158916900915,0.001962132876007272,0.001969158916900915,0.0003490149974822998,0.00026232004165649414,1.0,1.0,0.014241412281990051,0.0027708825655281544,88137.56115026749,30497.484637008005,-21090.003059506416,21130.70033621788,39.61085867881775,-27.564209773903713,-6.784300790124689
26000,0.023224078118801117,0.004122947808355093,1,"[12, 129]","[141, 486]",8,-2.8328581489746755e-06,-2.7351227642131646e-06,0.9808360261700892,0.9771303989898338,0.0019378172117001102,0.0019378172117001102,0.0019447500919849703,0.0003662109375,0.0002716481685638428,1.0,1.0,0.014765486121177673,0.002306497422978282,87238.6470948795,31390.589239088502,-21989.851050019264,22023.367360293865,32.7184499502182,-28.49814489876735,-7.221878794636723
27000,0.02394990809261799,0.004126258194446564,1,"[12, 132]","[145, 486]",9,-2.609849746084646e-06,-2.741425388609422e-06,0.9952643097231986,0.9887956264260991,0.0019270947448569165,0.0019277093908505738,0.0019270947448569165,0.0003840923309326172,0.00026804208755493164,1.0,1.0,0.016398262232542038,0.002474045380949974,86338.03465640468,32284.49347656614,-22891.380400419235,22916.821323871613,24.910911977291107,-29.41505682391289,-7.672152694525721
28000,0.02141515351831913,0.00411964999511838,1,"[12, 136]","[149, 486]",9,-3.0774421151648415e-06,-2.7789828192859728e-06,0.9963561579947097,0.9868764708939401,0.0019576476684412536,0.0019576476684412536,0.0019576476684412536,0.00035065412521362305,0.000260084867477417,1.0,1.0,0.013354500755667686,0.0025509726256132126,85436.3455954502,33180.23943894767,-23793.966048836708,23812.10313820839,17.85111838579178,-30.311644286906812,-8.13630073927925
29000,0.022232811897993088,0.004131696652621031,1,"[12, 140]","[153, 486]",9,-3.052416901012235e-06,-2.7946728983214704e-06,0.9921054319724657,0.9918383470945855,0.0019609606851420103,0.001953656581147656,0.0019609606851420103,0.00035133957862854004,0.0002595186233520508,1.0,1.0,0.014955456368625164,0.0028434747364372015,84534.51905406824,34076.24525804081,-24696.676484704018,24707.63099193573,10.889843344688416,-31.19553877225553,-8.614266105083516
30000,0.023429716005921364,0.004138966556638479,1,"[12, 144]","[156, 486]",8,-2.553368975322123e-06,-2.7275566440576387e-06,0.9776414796351359,0.9754301620830916,0.001913580218875277,0.001913580218875277,0.0019207457610650458,0.00038361549377441406,0.00026875734329223633,1.0,1.0,0.015251043252646923,0.002324396511539817,83631.89411774013,34972.68643327571,-25600.174272179604,25603.580064356327,3.5420045256614685,-32.068389919732,-9.106368919383385
31000,0.020952697843313217,0.004126253072172403,1,"[12, 147]","[160, 486]",9,-2.8368189920742377e-06,-2.7266802202024937e-06,0.9962817355466412,0.9883586500350615,0.0019329312667428766,0.0019329312667428766,0.0019329312667428766,0.0003670156002044678,0.0002664029598236084,1.0,1.0,0.012212826870381832,0.002434459514915943,82727.79449273588,35870.78387590126,-26505.142318844795,26501.171085596085,-3.6549617648124695,-32.93681158067193,-9.612790305174713
32000,0.02153666503727436,0.004136028233915567,1,"[12, 151]","[164, 486]",9,-3.1280010995892552e-06,-2.7934320695207232e-06,0.9885551686391423,0.987322619133899,0.0019647764005834567,0.0019647764005834567,0.0019647764005834567,0.0003458261489868164,0.000255584716796875,1.0,1.0,0.013409220613539219,0.002552343998104334,81822.63315687083,36769.982424627466,-27411.164195895195,27399.84746903181,-10.842850267887115,-33.797352766021504,-10.134955595654901
33000,0.02226511761546135,0.004148443229496479,1,"[12, 155]","[168, 486]",9,-2.9013305437744088e-06,-2.7989975603763755e-06,0.9923544328918822,0.9910540134614435,0.0019496666785887018,0.0019420739437206458,0.0019496666785887018,0.0003606081008911133,0.00025579333305358887,1.0,1.0,0.015003355219960213,0.0028477683663368225,80917.09248622289,37669.53175025239,-28317.546776771545,28298.860878407955,-18.076182425022125,-34.63926299443119,-10.670871844435169
34000,0.02338198758661747,0.004155732225626707,1,"[12, 159]","[171, 486]",8,-2.5330134310508722e-06,-2.741633664684599e-06,0.9771324912176145,0.9721210188381565,0.001908053082868344,0.001908053082868344,0.0019157268360701085,0.00038611888885498047,0.0002618730068206787,1.0,1.0,0.015165518969297409,0.002320206956937909,80010.49862383047,38569.88843453119,-29224.986624479294,29198.666786015034,-25.599940299987793,-35.48524830976385,-11.221648516155255
35000,0.02320004254579544,0.004156944341957569,1,"[12, 162]","[175, 486]",9,-2.9649225954140755e-06,-2.737502353887218e-06,0.9964523330786994,0.9909484208520053,0.0019422734432587574,0.0019424493445968083,0.0019422734432587574,0.00035521388053894043,0.0002627372741699219,1.0,1.0,0.015378521755337715,0.0024726216215640306,79103.05624693714,39472.2153669752,-30133.27893972397,30100.428758203983,-32.03830969333649,-36.33518666110467,-11.786608771217288
36000,0.021402355283498764,0.004151466302573681,1,"[12, 166]","[179, 486]",9,-3.082161973520244e-06,-2.7742515192089807e-06,0.9886101076340189,0.9886568745314818,0.0019571896921294907,0.0019571896921294907,0.0019571896921294907,0.0003460347652435303,0.00025600194931030273,1.0,1.0,0.013278999365866184,0.0025460098404437304,78194.37413038258,40374.973940110925,-31042.810604691505,31002.607738614082,-39.32236111164093,-37.18473507408635,-12.366201496843132
37000,0.02196926437318325,0.004163656383752823,1,"[12, 170]","[183, 486]",9,-2.903379070180603e-06,-2.8142722009068977e-06,0.9930307103740533,0.9893310580041189,0.0019501614999324346,0.0019421733982407652,0.0019501614999324346,0.00036019086837768555,0.00025010108947753906,1.0,1.0,0.014413352124392986,0.0027937181293964386,77284.96161962372,41278.16988644589,-31953.068235874176,31905.210658431053,-46.92941498756409,-38.02985549789446,-12.95922801483539
38000,0.02309916913509369,0.004170842468738556,1,"[12, 174]","[186, 486]",8,-2.66341518949997e-06,-2.772227453032788e-06,0.9795838218812445,0.9674607699234401,0.0019198743041308752,0.0019198743041308752,0.0019281209460895732,0.0003787875175476074,0.00025331974029541016,1.0,1.0,0.014534621499478817,0.002284977352246642,76374.7262266049,42182.236008801934,-32864.13702619076,32808.67137223482,-54.5158012509346,-38.863252795650624,-13.564636567112757
39000,0.02391492947936058,0.0041754827834665775,1,"[12, 178]","[190, 486]",8,-2.8047580894624806e-06,-2.7763894117735054e-06,0.9916120910357931,0.9698925626838762,0.0019286951515309902,0.0019286951515309902,0.0019286951515309902,0.00036343932151794434,0.00025281310081481934,1.0,1.0,0.016317101195454597,0.0023540123365819454,75463.7068635565,43088.16675979791,-33775.962342619896,33713.9817083478,-61.03241449594498,-39.66920617638971,-14.185051450112951
40000,0.02117076702415943,0.004165671765804291,1,"[12, 181]","[194, 486]",9,-2.9947942690655616e-06,-2.7141089510141797e-06,0.990577652225272,0.9855966171464708,0.0019380599890683192,0.0019380599890683192,0.0019380599890683192,0.00034993886947631836,0.0002613365650177002,1.0,1.0,0.012725405395030975,0.002472702879458666,74551.96817649425,43994.743777762385,-34688.47007274628,34619.9269772768,-67.62234908342361,-40.43824924052751,-14.816800485583371
41000,0.021418636664748192,0.004174120724201202,1,"[12, 185]","[198, 486]",9,-2.9473249523387086e-06,-2.7582800688861676e-06,0.9976886723694984,0.9831417859953007,0.0019422717573361892,0.0019422717573361892,0.0019422717573361892,0.0003555119037628174,0.0002542734146118164,1.0,1.0,0.01327785849571228,0.0025799006689339876,73638.72989002557,44901.80413984009,-35602.44460296631,35526.34185630083,-75.23680782318115,-41.17449299187865,-15.462283539258351
42000,0.022420430555939674,0.004184881690889597,1,"[12, 189]","[202, 486]",9,-2.813619773342595e-06,-2.845208905670758e-06,0.9874772054776803,0.9854570378670529,0.001943906539863427,0.001935225426105136,0.001943906539863427,0.0003680884838104248,0.00024142861366271973,1.0,1.0,0.015301077626645565,0.002870656317099929,72724.48391916431,45809.57434869326,-36517.400332689285,36433.45251494646,-83.1667058467865,-41.88425185359665,-16.121833746801713
43000,0.02335365302860737,0.004191110841929913,1,"[12, 193]","[205, 486]",8,-2.839503432440596e-06,-2.809213541585976e-06,0.9930369214972526,0.9593530897189403,0.0019347578531098697,0.0019347578531098697,0.0019434825530686983,0.0003624856472015381,0.0002435445785522461,1.0,1.0,0.015136480331420898,0.002315653022378683,71809.70768401491,46718.901365380865,-37432.85359811783,37342.1066403389,-90.08101660013199,-42.56128213273769,-16.794725041967467
44000,0.02401137165725231,0.004194814711809158,1,"[12, 197]","[209, 486]",8,-2.907276535399513e-06,-2.7794699227356034e-06,0.9955097543082981,0.9700459030390534,0.0019362294746121944,0.0019362294746121944,0.001936658484588627,0.000356137752532959,0.00024697184562683105,1.0,1.0,0.016527822241187096,0.0024136395659297705,70894.17419200472,47629.07864452622,-38349.034783005714,38251.595145225525,-96.92776793241501,-43.2089750104351,-17.483499300695257
45000,0.021247219294309616,0.004185967613011599,1,"[12, 200]","[213, 486]",9,-2.9158308370954844e-06,-2.6963026100531914e-06,0.9970620020762976,0.9788158260627893,0.0019251016418603828,0.0019251016418603828,0.0019251016418603828,0.0003548562526702881,0.0002582669258117676,1.0,1.0,0.012869751080870628,0.0024932250380516052,69978.00577419071,48539.97275354551,-39265.81576550007,39161.786912322044,-103.70835542678833,-43.82153969077626,-18.185841223465104
46000,0.021672142669558525,0.004194153472781181,1,"[12, 204]","[217, 486]",9,-2.892855697815475e-06,-2.7390905027064914e-06,0.9962448573112694,0.9757988632194792,0.0019338124784829547,0.0019338124784829547,0.0019338124784829547,0.0003603696823120117,0.00025328993797302246,1.0,1.0,0.013451182283461094,0.002587641356512904,69060.44806262078,49451.43070332008,-40183.9468780756,40072.53140550852,-111.33066684007645,-44.39494069638022,-18.899297811563883
47000,0.022348875179886818,0.004204680677503347,1,"[12, 208]","[221, 486]",9,-2.859187511463811e-06,-2.8406381322638404e-06,0.9951464997896823,0.9841403177521244,0.0019430319658564899,0.0019338902402551428,0.0019430319658564899,0.00036323070526123047,0.00023815035820007324,1.0,1.0,0.015149729326367378,0.0028608413413167,68141.53897299943,50364.036194967775,-41103.402146577835,40984.41190546751,-119.1837746500969,-44.94111957727,-19.62428950026515
48000,0.02323174849152565,0.004210459068417549,1,"[12, 212]","[224, 486]",8,-2.8979025687835697e-06,-2.815971496413666e-06,0.9951303725264483,0.9540060160449247,0.0019353656579264022,0.0019353656579264022,0.001944561569144354,0.0003552436828613281,0.0002371668815612793,1.0,1.0,0.014847289770841599,0.002302235923707485,67222.04440514723,51278.00340082614,-42023.41537511349,41897.6467500329,-126.28834956884384,-45.4597802607168,-20.356650793240988
49000,0.023876963183283806,0.004214676097035408,1,"[12, 216]","[228, 486]",8,-2.8488383319201738e-06,-2.7930222850532793e-06,0.9938540628226101,0.954967634080789,0.0019256288506889763,0.0019256288506889763,0.0019256288506889763,0.0003587007522583008,0.00023987889289855957,1.0,1.0,0.016308072954416275,0.0023491063620895147,66301.9855088901,52192.487408467416,-42943.96086227894,42811.38650268316,-133.47129446268082,-45.94637116903323,-21.100905784252973
50000,0.021054809913039207,0.0042032040655612946,1,"[12, 219]","[232, 486]",9,-2.903796754118248e-06,-2.7390669183378347e-06,0.9984010729638675,0.9770083888996992,0.0019281077278317515,0.0019281077278317515,0.0019281077278317515,0.00035756826400756836,0.00024574995040893555,1.0,1.0,0.012439174577593803,0.0024496985133737326,65381.153273447446,53107.55924277569,-43865.25927376747,43725.70875644684,-140.8784853219986,-46.41254721491714,-21.85048632885446
51000,0.02140159159898758,0.0042111980728805065,1,"[12, 223]","[236, 486]",9,-2.8842194283404636e-06,-2.741859356657954e-06,0.9942578780788053,0.9755398288653641,0.0019304374785563128,0.0019304374785563128,0.0019304374785563128,0.00036153197288513184,0.00024697184562683105,1.0,1.0,0.013255689293146133,0.0025478722527623177,64459.5697362541,54023.42086530956,-44787.28703415394,44640.81605267525,-148.28662431240082,-46.856770408041484,-22.60481263431575
52000,0.0219033844769001,0.004221124108880758,1,"[12, 227]","[240, 486]",9,-2.9085977734602293e-06,-2.7824106852818383e-06,0.9968400485293919,0.9793129074931698,0.001939333195100812,0.001939333195100812,0.001939333195100812,0.0003577768802642822,0.0002435147762298584,1.0,1.0,0.014214352704584599,0.0027054641395807266,63537.04390250734,54940.490657997776,-45710.24315714836,45557.12452274561,-155.47843366861343,-47.28705965570407,-23.366135252166714
53000,0.0226415004581213,0.004227595869451761,1,"[12, 231]","[244, 486]",9,-2.912756419537758e-06,-2.8000181495269807e-06,0.9947994659211614,0.980215382876245,0.0019341331456160238,0.001924086111629475,0.0019341331456160238,0.0003522932529449463,0.00023800134658813477,1.0,1.0,0.015822339802980423,0.0029236574191600084,62613.40892126787,55858.63721517382,-46634.29530394077,46474.503077208996,-162.75965929031372,-47.7042252086394,-24.134137964822003
54000,0.02336042933166027,0.00423261197283864,1,"[12, 235]","[247, 486]",8,-2.878239250914967e-06,-2.7688715979836586e-06,0.9917374956496186,0.939352786494292,0.0019202866630233517,0.0019202866630233517,0.0019305117035430808,0.0003546178340911865,0.00023683905601501465,1.0,1.0,0.01518247276544571,0.002318239537999034,61689.04040432029,56777.26670502966,-47559.08784997463,47392.35720437765,-170.37695866823196,-48.128254294919316,-24.90950065200741
55000,0.023923641070723534,0.00423631863668561,1,"[12, 239]","[251, 486]",8,-2.86183045763196e-06,-2.7983517905030275e-06,0.9968075837681437,0.9439287640100887,0.0019244755541116265,0.0019244755541116265,0.0019244755541116265,0.00035876035690307617,0.00023311376571655273,1.0,1.0,0.016401024535298347,0.0023645509500056505,60764.168690865605,57696.47068641405,-48484.39182090759,48310.77696055174,-178.01345193386078,-48.560511773197504,-25.69372586231475
56000,0.02105158567428589,0.004225046839565039,1,"[12, 242]","[255, 486]",9,-2.88445561573603e-06,-2.7570418636180405e-06,0.9949400580736767,0.9725967534961648,0.0019257133169235385,0.0019257133169235385,0.0019257133169235385,0.00036147236824035645,0.0002359151840209961,1.0,1.0,0.012383382767438889,0.002447610953822732,59838.60831149735,58616.36328171878,-49410.39936494827,49229.875950455666,-185.75337594747543,-49.007676445624384,-26.487331263117085
57000,0.021371206268668175,0.004232557490468025,1,"[12, 246]","[259, 486]",9,-2.877042441534092e-06,-2.780371414432083e-06,0.9939092077611731,0.9742750613070634,0.0019285742259936844,0.0019285742259936844,0.0019285742259936844,0.00036272406578063965,0.0002333521842956543,1.0,1.0,0.013193909078836441,0.0025392372626811266,58912.22051937088,59537.415069624636,-50337.26338434219,50150.129235744476,-193.27372306585312,-49.48390371307323,-27.28583388015977
58000,0.021389909088611603,0.004239133559167385,1,"[12, 250]","[263, 486]",9,-2.9537021991470566e-06,-2.7922437845990833e-06,0.997611935866229,0.9655431368690691,0.001938943514204372,0.001938943514204372,0.001938943514204372,0.00035119056701660156,0.00023365020751953125,1.0,1.0,0.013327554799616337,0.002624134998768568,57985.37255561967,60459.75264730346,-51264.62961292267,51071.66033399105,-200.10827392339706,-50.00216854234168,-28.092313312408805
59000,0.022286849096417427,0.004247499164193869,1,"[12, 254]","[267, 486]",9,-2.9551067684117375e-06,-2.765298715064132e-06,0.9943775720241276,0.9668439455678292,0.001936421129575927,0.0019252140133930173,0.001936421129575927,0.00034821033477783203,0.00023922324180603027,1.0,1.0,0.01500258594751358,0.002854925114661455,57058.20481446529,61382.53127986345,-52192.35681128502,51993.624730825424,-206.9601909518242,-50.56162575030612,-28.906549038023513
60000,0.022994374856352806,0.004252482205629349,1,"[12, 258]","[270, 486]",8,-2.945865651817152e-06,-2.6888601966943195e-06,0.9938720468008266,0.9119015901238489,0.0019231732143078495,0.0019231732143078495,0.0019345402643000664,0.0003483295440673828,0.00024437904357910156,1.0,1.0,0.016666684299707413,0.0030086825136095285,56130.06262350168,62305.891667108306,-53121.07832527161,52916.16253077984,-214.31764501333237,-51.14094877328898,-29.729136328467575
