t,umax,urms,band_valid,liq_band,gas_band,n_mixed,dpdx_liq,dpdx_gas,r2_liq,r2_gas,Pc_dynamic,Pc_dynamic_thr085,Pc_dynamic_thr095,jump_in,jump_out,rho_res_liq,rho_res_gas,u_band_max,u_band_ut_rms,m_r,m_b,inj_r,inj_b,inj_m,closure_r,closure_b
1000,0.02369464561343193,0.0027210440021008253,1,"[12, 40]","[52, 486]",8,-7.216443960690702e-06,-4.92343388999936e-06,0.8664324918506456,0.9320718585903766,0.0033540064375824352,0.0033540064375824352,0.0033619110619204085,0.0002052783966064453,0.000759810209274292,1.0,1.0,0.019968248903751373,0.003993975929915905,70935.0201077115,6463.763262205288,-45.24125385284424,379.74150854349136,332.9052104949951,-0.26136156434949953,-0.021753661796537926
2000,0.021984875202178955,0.0032589926850050688,1,"[12, 42]","[54, 486]",8,-9.486374255677432e-06,-4.906346683748943e-06,0.9980808854623248,0.9968205875681408,0.002992674797518413,0.002992674797518413,0.002995225123951284,0.0003383159637451172,0.00019305944442749023,1.0,1.0,0.018913328647613525,0.003646007739007473,70450.9516251627,6827.891819711966,-529.4171488285065,743.8622245788574,210.7966775894165,-0.3687739912129473,-0.029595133108159644
3000,0.021973250433802605,0.0033395958598703146,1,"[12, 45]","[57, 486]",8,-6.414561427845886e-06,-5.292241848513324e-06,0.9947633511339166,0.9972205518750125,0.0031598544053624833,0.0031598544053624833,0.0031675620089448575,0.0003275871276855469,0.0002993345260620117,1.0,1.0,0.01890508644282818,0.003676434513181448,70009.05453439007,7305.313103614106,-971.3244148492813,1221.2789134383202,245.83423107862473,-0.37894923935527913,-0.03419017578562489
4000,0.022407501935958862,0.003362806746736169,1,"[12, 48]","[60, 486]",8,-7.460821549405895e-06,-5.293337645407729e-06,0.999064146507634,0.9987235954054731,0.003143737086722609,0.003143737086722609,0.0031494211354555213,0.00033095479011535645,0.00023552775382995605,1.0,1.0,0.01877686008810997,0.0038542738184332848,69535.73785056821,7760.904805240957,-1444.619261264801,1676.8608138561249,228.32126957178116,-0.3571118330146419,-0.04399138483222487
5000,0.02254236862063408,0.0033661641646176577,1,"[12, 51]","[63, 486]",8,-6.208595959281766e-06,-5.32069521141524e-06,0.9802733423323351,0.9986004109513772,0.0031398429153283725,0.0031398429153283725,0.0031459781518390906,0.00034484267234802246,0.0002518594264984131,1.0,1.0,0.018683776259422302,0.0038763463962823153,69070.26057181467,8225.959049244764,-1910.034777522087,2141.905675649643,228.49434053897858,-0.2953493367531337,-0.0533735951212293
6000,0.022744834423065186,0.003369392128661275,1,"[12, 54]","[66, 486]",8,-5.116781764557891e-06,-5.311633642191002e-06,0.9742665491702523,0.9985368381142822,0.0031008441939956444,0.0031008441939956444,0.0031066330865699987,0.000360339879989624,0.0002474486827850342,1.0,1.0,0.018536696210503578,0.0038921453524380922,68601.55184520474,8688.319596923062,-2378.652926802635,2604.2577242851257,222.9305471777916,-0.20477200737514067,-0.061872637936176034
7000,0.022910892963409424,0.0033705143723636866,1,"[12, 57]","[69, 486]",8,-5.365870843920117e-06,-5.309612748085902e-06,0.9929157448623351,0.9983988995766542,0.0030968256171026165,0.0030968256171026165,0.0031025044121404943,0.00034308433532714844,0.00025022029876708984,1.0,1.0,0.018452782183885574,0.003934638109058142,68133.54737786161,9151.798815361994,-2846.5297895669937,3067.729123413563,219.30786609649658,-0.07716742860793602,-0.06969194843077275
8000,0.023058142513036728,0.0033716873731464148,1,"[12, 60]","[72, 486]",8,-6.7147459872023014e-06,-5.3050867359156054e-06,0.9856268799711382,0.9982282628865512,0.0031152489737834577,0.0031152489737834577,0.003120839501178918,0.00029417872428894043,0.0002509653568267822,1.0,1.0,0.01838778890669346,0.003981828223913908,67665.15443453133,9615.316110161748,-3314.7772557735443,3531.2399312853813,215.38798040151596,0.06830969512520824,-0.0761788763666118
9000,0.023197392001748085,0.0033722047228366137,1,"[12, 63]","[75, 486]",8,-6.687522473915288e-06,-5.300981200860417e-06,0.9738711801030033,0.9980332232619388,0.0031041154223799827,0.0031041154223799827,0.0031085577457238833,0.00028070807456970215,0.0002522766590118408,1.0,1.0,0.018723001703619957,0.003978459630161524,67196.65205542816,10078.886012966314,-3783.11960041523,3994.803736746311,211.4277999997139,0.22834415661054663,-0.0822762200023135
10000,0.02333487756550312,0.0033730592112988234,1,"[12, 66]","[78, 486]",8,-6.220622223535436e-06,-5.298623947698033e-06,0.9453569738965637,0.99792962288855,0.0030870998489356816,0.0030870998489356816,0.0030914589664228775,0.000286102294921875,0.000253140926361084,1.0,1.0,0.019038772210478783,0.003944873344153166,66728.003436873,10542.416301761821,-4251.585044503212,4458.328442752361,207.29771691560745,0.4115186237904709,-0.08785900945986214
