step,Mff,MFF,Mr,Mb,Mracc,Mbacc,Mrho,fF_maxdiff,d_fc_abs,d_frho_abs,d_crho_abs,umax
200,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
400,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
600,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
800,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1000,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1200,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1400,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1600,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
1800,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
2000,7.680002746582e+03,7.680002746582e+03,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,7.680002746582e+03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00
