x,psi_mean,p_mean
12,-1.0002390146255493,0.332908570766449
13,-1.0001251697540283,0.3328973352909088
14,-1.0001733303070068,0.3328869640827179
15,-1.0001474618911743,0.33287644386291504
16,-1.0001589059829712,0.3328663110733032
17,-1.0001555681228638,0.3328564465045929
18,-1.0001572370529175,0.3328467905521393
19,-1.0001578330993652,0.33283716440200806
20,-1.0001583099365234,0.3328275978565216
21,-1.0001593828201294,0.3328181505203247
22,-1.0001598596572876,0.3328086733818054
23,-1.000160813331604,0.33279913663864136
24,-1.0001614093780518,0.33278971910476685
25,-1.0001623630523682,0.33278024196624756
26,-1.000162959098816,0.33277079463005066
27,-1.0001639127731323,0.33276131749153137
28,-1.00016450881958,0.33275195956230164
29,-1.0001654624938965,0.3327425420284271
30,-1.0001660585403442,0.332733154296875
31,-1.0001670122146606,0.3327237665653229
32,-1.0001676082611084,0.3327144384384155
33,-1.0001684427261353,0.3327051103115082
34,-1.0001691579818726,0.33269572257995605
35,-1.0001702308654785,0.3326863944530487
36,-1.0001708269119263,0.33267706632614136
37,-1.0001715421676636,0.33266764879226685
38,-1.0001722574234009,0.3326582908630371
39,-1.0001730918884277,0.332648903131485
40,-1.0001736879348755,0.3326394557952881
41,-1.000174641609192,0.3326300084590912
42,-1.0001754760742188,0.3326205313205719
43,-1.0001763105392456,0.33261093497276306
44,-1.0001769065856934,0.3326013684272766
45,-1.0001779794692993,0.33259180188179016
46,-1.000178575515747,0.33258214592933655
47,-1.0001795291900635,0.33257243037223816
48,-1.0001801252365112,0.332562655210495
49,-1.0001810789108276,0.3325529098510742
50,-1.000181794166565,0.33254313468933105
51,-1.0001826286315918,0.3325333297252655
52,-1.0001832246780396,0.33252349495887756
53,-1.000184178352356,0.33251360058784485
54,-1.0001850128173828,0.3325037658214569
55,-1.0001858472824097,0.33249393105506897
56,-1.0001864433288574,0.3324841856956482
57,-1.0001873970031738,0.3324744999408722
58,-1.0001879930496216,0.33246490359306335
59,-1.000188946723938,0.33245542645454407
60,-1.0001896619796753,0.3324461877346039
61,-1.0001904964447021,0.33243703842163086
62,-1.000191330909729,0.3324282467365265
63,-1.0001921653747559,0.33241963386535645
64,-1.0001929998397827,0.3324112296104431
65,-1.0001938343048096,0.3324030935764313
66,-1.0001945495605469,0.3323952257633209
67,-1.0001953840255737,0.3323874771595001
68,-1.0001962184906006,0.33237990736961365
69,-1.0001970529556274,0.3323723375797272
70,-1.0001977682113647,0.3323647677898407
71,-1.0001987218856812,0.3323570787906647
72,-1.000199317932129,0.3323492705821991
73,-1.0002002716064453,0.3323412239551544
74,-1.0002009868621826,0.33233290910720825
75,-1.000201940536499,0.332324355840683
76,-1.0002026557922363,0.33231547474861145
77,-1.0002036094665527,0.3323063552379608
78,-1.0002042055130005,0.33229705691337585
79,-1.000205159187317,0.332287460565567
80,-1.0002058744430542,0.33227774500846863
81,-1.0002068281173706,0.3322679102420807
82,-1.000207543373108,0.332258015871048
83,-1.0002084970474243,0.3322480618953705
84,-1.000209093093872,0.332238107919693
85,-1.0002100467681885,0.3322282135486603
86,-1.0002106428146362,0.33221837878227234
87,-1.0002117156982422,0.3322086036205292
88,-1.00021231174469,0.33219894766807556
89,-1.000213384628296,0.3321894109249115
90,-1.0002139806747437,0.332179993391037
91,-1.00021493434906,0.332170695066452
92,-1.0002155303955078,0.3321615159511566
93,-1.0002166032791138,0.33215245604515076
94,-1.000217318534851,0.3321434557437897
95,-1.0002182722091675,0.33213454484939575
96,-1.0002188682556152,0.3321257531642914
97,-1.0002199411392212,0.3321170508861542
98,-1.0002206563949585,0.3321083188056946
99,-1.0002214908599854,0.33209970593452454
100,-1.0002222061157227,0.33209124207496643
101,-1.000223159790039,0.33208271861076355
102,-1.000223994255066,0.3320743441581726
103,-1.0002248287200928,0.3320660889148712
104,-1.00022554397583,0.332057923078537
105,-1.0002264976501465,0.3320499062538147
106,-1.0002273321151733,0.3320419490337372
107,-1.0002281665802002,0.3320341110229492
108,-1.000229001045227,0.3320264518260956
109,-1.000229835510254,0.3320189416408539
110,-1.0002306699752808,0.33201155066490173
111,-1.0002315044403076,0.3320043981075287
112,-1.000232219696045,0.3319976329803467
113,-1.0002331733703613,0.3319912254810333
114,-1.0002338886260986,0.3319855034351349
115,-1.0002349615097046,0.33198052644729614
116,-1.000235676765442,0.3319765329360962
117,-1.0002365112304688,0.3319738209247589
118,-1.0002373456954956,0.3319720923900604
119,-1.0002381801605225,0.3319713771343231
120,-1.0002388954162598,0.33197125792503357
121,-1.0002398490905762,0.3319709897041321
122,-1.000240445137024,0.3319697678089142
123,-1.0002412796020508,0.331966757774353
124,-1.000241994857788,0.3319612145423889
125,-1.000242829322815,0.33195260167121887
126,-1.0002435445785522,0.3319408595561981
127,-1.000244379043579,0.3319263756275177
128,-1.0002448558807373,0.33190983533859253
129,-1.0002455711364746,0.3318922221660614
130,-1.0002460479736328,0.3318744897842407
131,-1.0002467632293701,0.33185747265815735
132,-1.0002472400665283,0.33184173703193665
133,-1.000247836112976,0.3318276107311249
134,-1.0002484321594238,0.3318151831626892
135,-1.0002490282058716,0.3318041265010834
136,-1.0002495050430298,0.3317941725254059
137,-1.0002501010894775,0.3317849934101105
138,-1.0002505779266357,0.3317762315273285
139,-1.000251293182373,0.3317675292491913
140,-1.0002518892288208,0.3317588269710541
141,-1.0002527236938477,0.33174994587898254
142,-1.0002533197402954,0.33174100518226624
143,-1.000254511833191,0.3317318260669708
144,-1.0002553462982178,0.3317226767539978
145,-1.000256896018982,0.33171340823173523
146,-1.000258207321167,0.33170410990715027
147,-1.000260353088379,0.3316945731639862
148,-1.000261902809143,0.3316848576068878
149,-1.0002650022506714,0.33167508244514465
150,-1.0002670288085938,0.3316654562950134
151,-1.0002710819244385,0.331655889749527
152,-1.0002737045288086,0.33164656162261963
153,-1.0002788305282593,0.3316372036933899
154,-1.0002825260162354,0.33162790536880493
155,-1.0002881288528442,0.33161816000938416
156,-1.0002936124801636,0.331607848405838
157,-1.0002987384796143,0.33159637451171875
158,-1.0003076791763306,0.3315841257572174
159,-1.000309705734253,0.33157145977020264
160,-1.0003232955932617,0.331557959318161
161,-1.0003222227096558,0.33154281973838806
162,-1.0003347396850586,0.33152374625205994
163,-1.0003451108932495,0.3315010070800781
164,-1.0003405809402466,0.3314250409603119
165,-0.9985647201538086,0.32473716139793396
166,-0.6669920682907104,0.3126934766769409
167,-0.05844862014055252,0.3108766973018646
168,0.3777638077735901,0.3179458975791931
169,0.6511471271514893,0.3229789137840271
170,0.8311657309532166,0.32695791125297546
171,0.9297982454299927,0.3301142454147339
172,0.9776034355163574,0.3321298360824585
173,0.9906449913978577,0.33350589871406555
174,0.9927484393119812,0.3339289426803589
175,0.9942368865013123,0.33411741256713867
176,0.995499849319458,0.33420470356941223
177,0.9964361190795898,0.33424946665763855
178,0.9971091151237488,0.3342738449573517
179,0.9976141452789307,0.33428677916526794
180,0.9980151653289795,0.33429327607154846
181,0.998346745967865,0.3342956602573395
182,0.9986259341239929,0.33429548144340515
